#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0042254	Ribosome biogenesis	175	275	0.84	1.62e-74	STRG0A79TGQ.102170,STRG0A79TGQ.168169,STRG0A79TGQ.168653,STRG0A79TGQ.179384,STRG0A79TGQ.18009,STRG0A79TGQ.180594,STRG0A79TGQ.217398,STRG0A79TGQ.229375,STRG0A79TGQ.233019,STRG0A79TGQ.247650,STRG0A79TGQ.251548,STRG0A79TGQ.251553,STRG0A79TGQ.252298,STRG0A79TGQ.267139,STRG0A79TGQ.300337,STRG0A79TGQ.315141,STRG0A79TGQ.343415,STRG0A79TGQ.368159,STRG0A79TGQ.381810,STRG0A79TGQ.431286,STRG0A79TGQ.435300,STRG0A79TGQ.436112,STRG0A79TGQ.436647,STRG0A79TGQ.438006,STRG0A79TGQ.438325,STRG0A79TGQ.438449,STRG0A79TGQ.442283,STRG0A79TGQ.442735,STRG0A79TGQ.443375,STRG0A79TGQ.443879,STRG0A79TGQ.444221,STRG0A79TGQ.448844,STRG0A79TGQ.449276,STRG0A79TGQ.451569,STRG0A79TGQ.451770,STRG0A79TGQ.451850,STRG0A79TGQ.452245,STRG0A79TGQ.452328,STRG0A79TGQ.453963,STRG0A79TGQ.454065,STRG0A79TGQ.455874,STRG0A79TGQ.456667,STRG0A79TGQ.456822,STRG0A79TGQ.458477,STRG0A79TGQ.459786,STRG0A79TGQ.459794,STRG0A79TGQ.459801,STRG0A79TGQ.459901,STRG0A79TGQ.460672,STRG0A79TGQ.461134,STRG0A79TGQ.461149,STRG0A79TGQ.461263,STRG0A79TGQ.462812,STRG0A79TGQ.463696,STRG0A79TGQ.464948,STRG0A79TGQ.465716,STRG0A79TGQ.467115,STRG0A79TGQ.467906,STRG0A79TGQ.470482,STRG0A79TGQ.473614,STRG0A79TGQ.476133,STRG0A79TGQ.476873,STRG0A79TGQ.477246,STRG0A79TGQ.477302,STRG0A79TGQ.477349,STRG0A79TGQ.477510,STRG0A79TGQ.478108,STRG0A79TGQ.478138,STRG0A79TGQ.478299,STRG0A79TGQ.479046,STRG0A79TGQ.479158,STRG0A79TGQ.479338,STRG0A79TGQ.479447,STRG0A79TGQ.479717,STRG0A79TGQ.480781,STRG0A79TGQ.481348,STRG0A79TGQ.481551,STRG0A79TGQ.481584,STRG0A79TGQ.481615,STRG0A79TGQ.482175,STRG0A79TGQ.482424,STRG0A79TGQ.482543,STRG0A79TGQ.482667,STRG0A79TGQ.483232,STRG0A79TGQ.483682,STRG0A79TGQ.484052,STRG0A79TGQ.484239,STRG0A79TGQ.484308,STRG0A79TGQ.484352,STRG0A79TGQ.484474,STRG0A79TGQ.484476,STRG0A79TGQ.484575,STRG0A79TGQ.484765,STRG0A79TGQ.484931,STRG0A79TGQ.485175,STRG0A79TGQ.485479,STRG0A79TGQ.485898,STRG0A79TGQ.486541,STRG0A79TGQ.486913,STRG0A79TGQ.487303,STRG0A79TGQ.487323,STRG0A79TGQ.487510,STRG0A79TGQ.487747,STRG0A79TGQ.488006,STRG0A79TGQ.488075,STRG0A79TGQ.488095,STRG0A79TGQ.488175,STRG0A79TGQ.488682,STRG0A79TGQ.488988,STRG0A79TGQ.489236,STRG0A79TGQ.490583,STRG0A79TGQ.490857,STRG0A79TGQ.491498,STRG0A79TGQ.491608,STRG0A79TGQ.491829,STRG0A79TGQ.491901,STRG0A79TGQ.492040,STRG0A79TGQ.492164,STRG0A79TGQ.492360,STRG0A79TGQ.492389,STRG0A79TGQ.492599,STRG0A79TGQ.493108,STRG0A79TGQ.493376,STRG0A79TGQ.493500,STRG0A79TGQ.493530,STRG0A79TGQ.493623,STRG0A79TGQ.493651,STRG0A79TGQ.493994,STRG0A79TGQ.494268,STRG0A79TGQ.494295,STRG0A79TGQ.494568,STRG0A79TGQ.495604,STRG0A79TGQ.496105,STRG0A79TGQ.496166,STRG0A79TGQ.496176,STRG0A79TGQ.496237,STRG0A79TGQ.496458,STRG0A79TGQ.497105,STRG0A79TGQ.497532,STRG0A79TGQ.497654,STRG0A79TGQ.498311,STRG0A79TGQ.498380,STRG0A79TGQ.498880,STRG0A79TGQ.498906,STRG0A79TGQ.499239,STRG0A79TGQ.499983,STRG0A79TGQ.500591,STRG0A79TGQ.500652,STRG0A79TGQ.501082,STRG0A79TGQ.505640,STRG0A79TGQ.507780,STRG0A79TGQ.508083,STRG0A79TGQ.509293,STRG0A79TGQ.511637,STRG0A79TGQ.512912,STRG0A79TGQ.534078,STRG0A79TGQ.534468,STRG0A79TGQ.534674,STRG0A79TGQ.534687,STRG0A79TGQ.536675,STRG0A79TGQ.537040,STRG0A79TGQ.537102,STRG0A79TGQ.537569,STRG0A79TGQ.538438,STRG0A79TGQ.539074,STRG0A79TGQ.540450,STRG0A79TGQ.540774,STRG0A79TGQ.541350,STRG0A79TGQ.542305,STRG0A79TGQ.543851,STRG0A79TGQ.54394,STRG0A79TGQ.546838,STRG0A79TGQ.547286,STRG0A79TGQ.548724,STRG0A79TGQ.90357	102170,168169,168653,179384,18009,180594,217398,229375,233019,247650,251548,251553,252298,267139,300337,315141,343415,368159,381810,431286,435300,436112,436647,438006,438325,438449,442283,442735,443375,443879,444221,448844,449276,451569,451770,451850,452245,452328,453963,454065,455874,456667,456822,458477,459786,459794,459801,459901,460672,461134,461149,461263,462812,463696,464948,465716,467115,467906,470482,473614,476133,476873,477246,477302,477349,477510,478108,478138,478299,479046,479158,479338,479447,479717,480781,481348,481551,481584,481615,482175,482424,482543,482667,483232,483682,484052,484239,484308,484352,484474,484476,484575,484765,484931,485175,485479,485898,486541,486913,487303,487323,487510,487747,488006,488075,488095,488175,488682,488988,489236,490583,490857,491498,491608,491829,491901,492040,492164,492360,492389,492599,493108,493376,493500,493530,493623,493651,493994,494268,494295,494568,495604,496105,496166,496176,496237,496458,497105,497532,497654,498311,498380,498880,498906,499239,499983,500591,500652,501082,505640,507780,508083,509293,511637,512912,534078,534468,534674,534687,536675,537040,537102,537569,538438,539074,540450,540774,541350,542305,543851,54394,546838,547286,548724,90357
GO Process	GO:0010467	Gene expression	296	957	0.53	1.21e-73	STRG0A79TGQ.100015,STRG0A79TGQ.102170,STRG0A79TGQ.156345,STRG0A79TGQ.168169,STRG0A79TGQ.179384,STRG0A79TGQ.18009,STRG0A79TGQ.180594,STRG0A79TGQ.198829,STRG0A79TGQ.217398,STRG0A79TGQ.229375,STRG0A79TGQ.247521,STRG0A79TGQ.247650,STRG0A79TGQ.251548,STRG0A79TGQ.251553,STRG0A79TGQ.252298,STRG0A79TGQ.267139,STRG0A79TGQ.300337,STRG0A79TGQ.315141,STRG0A79TGQ.328374,STRG0A79TGQ.336649,STRG0A79TGQ.343552,STRG0A79TGQ.351930,STRG0A79TGQ.368159,STRG0A79TGQ.381810,STRG0A79TGQ.431286,STRG0A79TGQ.435200,STRG0A79TGQ.435300,STRG0A79TGQ.435394,STRG0A79TGQ.436112,STRG0A79TGQ.436647,STRG0A79TGQ.438006,STRG0A79TGQ.438325,STRG0A79TGQ.438449,STRG0A79TGQ.439100,STRG0A79TGQ.440118,STRG0A79TGQ.442735,STRG0A79TGQ.443375,STRG0A79TGQ.443879,STRG0A79TGQ.448844,STRG0A79TGQ.449276,STRG0A79TGQ.451122,STRG0A79TGQ.451569,STRG0A79TGQ.451770,STRG0A79TGQ.451850,STRG0A79TGQ.452061,STRG0A79TGQ.452245,STRG0A79TGQ.452328,STRG0A79TGQ.453174,STRG0A79TGQ.453963,STRG0A79TGQ.454894,STRG0A79TGQ.454988,STRG0A79TGQ.455874,STRG0A79TGQ.455953,STRG0A79TGQ.456667,STRG0A79TGQ.456822,STRG0A79TGQ.457171,STRG0A79TGQ.457841,STRG0A79TGQ.458404,STRG0A79TGQ.458477,STRG0A79TGQ.459801,STRG0A79TGQ.459901,STRG0A79TGQ.461134,STRG0A79TGQ.461149,STRG0A79TGQ.461177,STRG0A79TGQ.461263,STRG0A79TGQ.462812,STRG0A79TGQ.463143,STRG0A79TGQ.463696,STRG0A79TGQ.464948,STRG0A79TGQ.465716,STRG0A79TGQ.465731,STRG0A79TGQ.466553,STRG0A79TGQ.466878,STRG0A79TGQ.467115,STRG0A79TGQ.467906,STRG0A79TGQ.470482,STRG0A79TGQ.47072,STRG0A79TGQ.473614,STRG0A79TGQ.476133,STRG0A79TGQ.476873,STRG0A79TGQ.476915,STRG0A79TGQ.477302,STRG0A79TGQ.477349,STRG0A79TGQ.477510,STRG0A79TGQ.477710,STRG0A79TGQ.478108,STRG0A79TGQ.478135,STRG0A79TGQ.478138,STRG0A79TGQ.478299,STRG0A79TGQ.478436,STRG0A79TGQ.478955,STRG0A79TGQ.479023,STRG0A79TGQ.479046,STRG0A79TGQ.479158,STRG0A79TGQ.479338,STRG0A79TGQ.479447,STRG0A79TGQ.479468,STRG0A79TGQ.479653,STRG0A79TGQ.480067,STRG0A79TGQ.480527,STRG0A79TGQ.480565,STRG0A79TGQ.480781,STRG0A79TGQ.480825,STRG0A79TGQ.481327,STRG0A79TGQ.481347,STRG0A79TGQ.481348,STRG0A79TGQ.481394,STRG0A79TGQ.481437,STRG0A79TGQ.481584,STRG0A79TGQ.481615,STRG0A79TGQ.481632,STRG0A79TGQ.481646,STRG0A79TGQ.481971,STRG0A79TGQ.482175,STRG0A79TGQ.482392,STRG0A79TGQ.482424,STRG0A79TGQ.482543,STRG0A79TGQ.482614,STRG0A79TGQ.482862,STRG0A79TGQ.483232,STRG0A79TGQ.483482,STRG0A79TGQ.483682,STRG0A79TGQ.483718,STRG0A79TGQ.483803,STRG0A79TGQ.484037,STRG0A79TGQ.484052,STRG0A79TGQ.484156,STRG0A79TGQ.484239,STRG0A79TGQ.484304,STRG0A79TGQ.484308,STRG0A79TGQ.484352,STRG0A79TGQ.484377,STRG0A79TGQ.484414,STRG0A79TGQ.484425,STRG0A79TGQ.484474,STRG0A79TGQ.484476,STRG0A79TGQ.484575,STRG0A79TGQ.484637,STRG0A79TGQ.484825,STRG0A79TGQ.484931,STRG0A79TGQ.484989,STRG0A79TGQ.485018,STRG0A79TGQ.485175,STRG0A79TGQ.485196,STRG0A79TGQ.485202,STRG0A79TGQ.485479,STRG0A79TGQ.485890,STRG0A79TGQ.485898,STRG0A79TGQ.486449,STRG0A79TGQ.486541,STRG0A79TGQ.486543,STRG0A79TGQ.486913,STRG0A79TGQ.487061,STRG0A79TGQ.487303,STRG0A79TGQ.487323,STRG0A79TGQ.487413,STRG0A79TGQ.487428,STRG0A79TGQ.487510,STRG0A79TGQ.487742,STRG0A79TGQ.487747,STRG0A79TGQ.487828,STRG0A79TGQ.488006,STRG0A79TGQ.488011,STRG0A79TGQ.488075,STRG0A79TGQ.488095,STRG0A79TGQ.488186,STRG0A79TGQ.488638,STRG0A79TGQ.488682,STRG0A79TGQ.488765,STRG0A79TGQ.488884,STRG0A79TGQ.488988,STRG0A79TGQ.489236,STRG0A79TGQ.489464,STRG0A79TGQ.489724,STRG0A79TGQ.489899,STRG0A79TGQ.490137,STRG0A79TGQ.490186,STRG0A79TGQ.490232,STRG0A79TGQ.490432,STRG0A79TGQ.490583,STRG0A79TGQ.490650,STRG0A79TGQ.490857,STRG0A79TGQ.491442,STRG0A79TGQ.491498,STRG0A79TGQ.491589,STRG0A79TGQ.491608,STRG0A79TGQ.491863,STRG0A79TGQ.492040,STRG0A79TGQ.492114,STRG0A79TGQ.492164,STRG0A79TGQ.492360,STRG0A79TGQ.492389,STRG0A79TGQ.492589,STRG0A79TGQ.492599,STRG0A79TGQ.493141,STRG0A79TGQ.493376,STRG0A79TGQ.493500,STRG0A79TGQ.493510,STRG0A79TGQ.493530,STRG0A79TGQ.493620,STRG0A79TGQ.493623,STRG0A79TGQ.493652,STRG0A79TGQ.493698,STRG0A79TGQ.493731,STRG0A79TGQ.493994,STRG0A79TGQ.494039,STRG0A79TGQ.494057,STRG0A79TGQ.494283,STRG0A79TGQ.494295,STRG0A79TGQ.494373,STRG0A79TGQ.494568,STRG0A79TGQ.495604,STRG0A79TGQ.495693,STRG0A79TGQ.496105,STRG0A79TGQ.496166,STRG0A79TGQ.496176,STRG0A79TGQ.496458,STRG0A79TGQ.497105,STRG0A79TGQ.497532,STRG0A79TGQ.497654,STRG0A79TGQ.497688,STRG0A79TGQ.498185,STRG0A79TGQ.498311,STRG0A79TGQ.498380,STRG0A79TGQ.498589,STRG0A79TGQ.498880,STRG0A79TGQ.498906,STRG0A79TGQ.498910,STRG0A79TGQ.499010,STRG0A79TGQ.499239,STRG0A79TGQ.499281,STRG0A79TGQ.499368,STRG0A79TGQ.499930,STRG0A79TGQ.499983,STRG0A79TGQ.500093,STRG0A79TGQ.500588,STRG0A79TGQ.500591,STRG0A79TGQ.500652,STRG0A79TGQ.501080,STRG0A79TGQ.501082,STRG0A79TGQ.501327,STRG0A79TGQ.501365,STRG0A79TGQ.501418,STRG0A79TGQ.501420,STRG0A79TGQ.501697,STRG0A79TGQ.503651,STRG0A79TGQ.504802,STRG0A79TGQ.505195,STRG0A79TGQ.505640,STRG0A79TGQ.506086,STRG0A79TGQ.507347,STRG0A79TGQ.507391,STRG0A79TGQ.507533,STRG0A79TGQ.507780,STRG0A79TGQ.508083,STRG0A79TGQ.509293,STRG0A79TGQ.510066,STRG0A79TGQ.510086,STRG0A79TGQ.510988,STRG0A79TGQ.511056,STRG0A79TGQ.511637,STRG0A79TGQ.512371,STRG0A79TGQ.512912,STRG0A79TGQ.512941,STRG0A79TGQ.513334,STRG0A79TGQ.515470,STRG0A79TGQ.522936,STRG0A79TGQ.534078,STRG0A79TGQ.534468,STRG0A79TGQ.534687,STRG0A79TGQ.534821,STRG0A79TGQ.536675,STRG0A79TGQ.537040,STRG0A79TGQ.537102,STRG0A79TGQ.537287,STRG0A79TGQ.538438,STRG0A79TGQ.539074,STRG0A79TGQ.539293,STRG0A79TGQ.540450,STRG0A79TGQ.540774,STRG0A79TGQ.541350,STRG0A79TGQ.541550,STRG0A79TGQ.541693,STRG0A79TGQ.541720,STRG0A79TGQ.542305,STRG0A79TGQ.543851,STRG0A79TGQ.54394,STRG0A79TGQ.545441,STRG0A79TGQ.547286,STRG0A79TGQ.548660,STRG0A79TGQ.548724,STRG0A79TGQ.548774,STRG0A79TGQ.56404,STRG0A79TGQ.67269,STRG0A79TGQ.84496,STRG0A79TGQ.90357	100015,102170,156345,168169,179384,18009,180594,198829,217398,229375,247521,247650,251548,251553,252298,267139,300337,315141,328374,336649,343552,351930,368159,381810,431286,435200,435300,435394,436112,436647,438006,438325,438449,439100,440118,442735,443375,443879,448844,449276,451122,451569,451770,451850,452061,452245,452328,453174,453963,454894,454988,455874,455953,456667,456822,457171,457841,458404,458477,459801,459901,461134,461149,461177,461263,462812,463143,463696,464948,465716,465731,466553,466878,467115,467906,470482,47072,473614,476133,476873,476915,477302,477349,477510,477710,478108,478135,478138,478299,478436,478955,479023,479046,479158,479338,479447,479468,479653,480067,480527,480565,480781,480825,481327,481347,481348,481394,481437,481584,481615,481632,481646,481971,482175,482392,482424,482543,482614,482862,483232,483482,483682,483718,483803,484037,484052,484156,484239,484304,484308,484352,484377,484414,484425,484474,484476,484575,484637,484825,484931,484989,485018,485175,485196,485202,485479,485890,485898,486449,486541,486543,486913,487061,487303,487323,487413,487428,487510,487742,487747,487828,488006,488011,488075,488095,488186,488638,488682,488765,488884,488988,489236,489464,489724,489899,490137,490186,490232,490432,490583,490650,490857,491442,491498,491589,491608,491863,492040,492114,492164,492360,492389,492589,492599,493141,493376,493500,493510,493530,493620,493623,493652,493698,493731,493994,494039,494057,494283,494295,494373,494568,495604,495693,496105,496166,496176,496458,497105,497532,497654,497688,498185,498311,498380,498589,498880,498906,498910,499010,499239,499281,499368,499930,499983,500093,500588,500591,500652,501080,501082,501327,501365,501418,501420,501697,503651,504802,505195,505640,506086,507347,507391,507533,507780,508083,509293,510066,510086,510988,511056,511637,512371,512912,512941,513334,515470,522936,534078,534468,534687,534821,536675,537040,537102,537287,538438,539074,539293,540450,540774,541350,541550,541693,541720,542305,543851,54394,545441,547286,548660,548724,548774,56404,67269,84496,90357
GO Process	GO:0022613	Ribonucleoprotein complex biogenesis	189	355	0.77	5.78e-72	STRG0A79TGQ.102170,STRG0A79TGQ.168169,STRG0A79TGQ.168653,STRG0A79TGQ.179384,STRG0A79TGQ.18009,STRG0A79TGQ.180594,STRG0A79TGQ.217398,STRG0A79TGQ.229375,STRG0A79TGQ.233019,STRG0A79TGQ.247650,STRG0A79TGQ.251548,STRG0A79TGQ.251553,STRG0A79TGQ.252298,STRG0A79TGQ.267139,STRG0A79TGQ.300337,STRG0A79TGQ.315141,STRG0A79TGQ.336649,STRG0A79TGQ.343415,STRG0A79TGQ.368159,STRG0A79TGQ.381810,STRG0A79TGQ.431286,STRG0A79TGQ.435200,STRG0A79TGQ.435300,STRG0A79TGQ.436112,STRG0A79TGQ.436647,STRG0A79TGQ.438006,STRG0A79TGQ.438325,STRG0A79TGQ.438449,STRG0A79TGQ.440118,STRG0A79TGQ.442283,STRG0A79TGQ.442735,STRG0A79TGQ.443375,STRG0A79TGQ.443879,STRG0A79TGQ.444221,STRG0A79TGQ.448844,STRG0A79TGQ.449276,STRG0A79TGQ.451569,STRG0A79TGQ.451770,STRG0A79TGQ.451850,STRG0A79TGQ.452245,STRG0A79TGQ.452328,STRG0A79TGQ.453963,STRG0A79TGQ.454065,STRG0A79TGQ.455874,STRG0A79TGQ.456667,STRG0A79TGQ.456822,STRG0A79TGQ.458477,STRG0A79TGQ.459786,STRG0A79TGQ.459794,STRG0A79TGQ.459801,STRG0A79TGQ.459901,STRG0A79TGQ.460672,STRG0A79TGQ.461134,STRG0A79TGQ.461149,STRG0A79TGQ.461263,STRG0A79TGQ.462812,STRG0A79TGQ.463696,STRG0A79TGQ.464948,STRG0A79TGQ.465716,STRG0A79TGQ.465731,STRG0A79TGQ.467115,STRG0A79TGQ.467906,STRG0A79TGQ.470482,STRG0A79TGQ.473614,STRG0A79TGQ.476133,STRG0A79TGQ.476873,STRG0A79TGQ.477246,STRG0A79TGQ.477302,STRG0A79TGQ.477349,STRG0A79TGQ.477510,STRG0A79TGQ.478108,STRG0A79TGQ.478138,STRG0A79TGQ.478299,STRG0A79TGQ.479046,STRG0A79TGQ.479158,STRG0A79TGQ.479338,STRG0A79TGQ.479447,STRG0A79TGQ.479717,STRG0A79TGQ.480781,STRG0A79TGQ.480825,STRG0A79TGQ.481348,STRG0A79TGQ.481551,STRG0A79TGQ.481584,STRG0A79TGQ.481615,STRG0A79TGQ.482175,STRG0A79TGQ.482424,STRG0A79TGQ.482543,STRG0A79TGQ.482667,STRG0A79TGQ.483232,STRG0A79TGQ.483682,STRG0A79TGQ.484052,STRG0A79TGQ.484239,STRG0A79TGQ.484308,STRG0A79TGQ.484352,STRG0A79TGQ.484474,STRG0A79TGQ.484476,STRG0A79TGQ.484575,STRG0A79TGQ.484765,STRG0A79TGQ.484931,STRG0A79TGQ.485175,STRG0A79TGQ.485479,STRG0A79TGQ.485898,STRG0A79TGQ.486541,STRG0A79TGQ.486543,STRG0A79TGQ.486913,STRG0A79TGQ.487303,STRG0A79TGQ.487323,STRG0A79TGQ.487510,STRG0A79TGQ.487747,STRG0A79TGQ.488006,STRG0A79TGQ.488075,STRG0A79TGQ.488095,STRG0A79TGQ.488175,STRG0A79TGQ.488682,STRG0A79TGQ.488988,STRG0A79TGQ.489236,STRG0A79TGQ.490137,STRG0A79TGQ.490583,STRG0A79TGQ.490857,STRG0A79TGQ.491498,STRG0A79TGQ.491608,STRG0A79TGQ.491829,STRG0A79TGQ.491901,STRG0A79TGQ.492040,STRG0A79TGQ.492164,STRG0A79TGQ.492360,STRG0A79TGQ.492389,STRG0A79TGQ.492589,STRG0A79TGQ.492599,STRG0A79TGQ.493108,STRG0A79TGQ.493376,STRG0A79TGQ.493500,STRG0A79TGQ.493530,STRG0A79TGQ.493623,STRG0A79TGQ.493651,STRG0A79TGQ.493994,STRG0A79TGQ.494268,STRG0A79TGQ.494283,STRG0A79TGQ.494295,STRG0A79TGQ.494568,STRG0A79TGQ.495604,STRG0A79TGQ.496105,STRG0A79TGQ.496166,STRG0A79TGQ.496176,STRG0A79TGQ.496237,STRG0A79TGQ.496458,STRG0A79TGQ.497105,STRG0A79TGQ.497532,STRG0A79TGQ.497654,STRG0A79TGQ.498311,STRG0A79TGQ.498380,STRG0A79TGQ.498880,STRG0A79TGQ.498906,STRG0A79TGQ.499239,STRG0A79TGQ.499930,STRG0A79TGQ.499983,STRG0A79TGQ.500591,STRG0A79TGQ.500652,STRG0A79TGQ.501080,STRG0A79TGQ.501082,STRG0A79TGQ.505640,STRG0A79TGQ.506086,STRG0A79TGQ.507347,STRG0A79TGQ.507780,STRG0A79TGQ.508083,STRG0A79TGQ.509293,STRG0A79TGQ.511637,STRG0A79TGQ.512912,STRG0A79TGQ.515470,STRG0A79TGQ.534078,STRG0A79TGQ.534468,STRG0A79TGQ.534674,STRG0A79TGQ.534687,STRG0A79TGQ.536675,STRG0A79TGQ.537040,STRG0A79TGQ.537102,STRG0A79TGQ.537569,STRG0A79TGQ.538438,STRG0A79TGQ.539074,STRG0A79TGQ.540450,STRG0A79TGQ.540774,STRG0A79TGQ.541350,STRG0A79TGQ.542305,STRG0A79TGQ.543851,STRG0A79TGQ.54394,STRG0A79TGQ.546838,STRG0A79TGQ.547286,STRG0A79TGQ.548724,STRG0A79TGQ.90357	102170,168169,168653,179384,18009,180594,217398,229375,233019,247650,251548,251553,252298,267139,300337,315141,336649,343415,368159,381810,431286,435200,435300,436112,436647,438006,438325,438449,440118,442283,442735,443375,443879,444221,448844,449276,451569,451770,451850,452245,452328,453963,454065,455874,456667,456822,458477,459786,459794,459801,459901,460672,461134,461149,461263,462812,463696,464948,465716,465731,467115,467906,470482,473614,476133,476873,477246,477302,477349,477510,478108,478138,478299,479046,479158,479338,479447,479717,480781,480825,481348,481551,481584,481615,482175,482424,482543,482667,483232,483682,484052,484239,484308,484352,484474,484476,484575,484765,484931,485175,485479,485898,486541,486543,486913,487303,487323,487510,487747,488006,488075,488095,488175,488682,488988,489236,490137,490583,490857,491498,491608,491829,491901,492040,492164,492360,492389,492589,492599,493108,493376,493500,493530,493623,493651,493994,494268,494283,494295,494568,495604,496105,496166,496176,496237,496458,497105,497532,497654,498311,498380,498880,498906,499239,499930,499983,500591,500652,501080,501082,505640,506086,507347,507780,508083,509293,511637,512912,515470,534078,534468,534674,534687,536675,537040,537102,537569,538438,539074,540450,540774,541350,542305,543851,54394,546838,547286,548724,90357
GO Process	GO:0006364	rRNA processing	136	208	0.86	7.96e-58	STRG0A79TGQ.102170,STRG0A79TGQ.168169,STRG0A79TGQ.179384,STRG0A79TGQ.18009,STRG0A79TGQ.180594,STRG0A79TGQ.217398,STRG0A79TGQ.229375,STRG0A79TGQ.247650,STRG0A79TGQ.251548,STRG0A79TGQ.251553,STRG0A79TGQ.252298,STRG0A79TGQ.267139,STRG0A79TGQ.300337,STRG0A79TGQ.315141,STRG0A79TGQ.368159,STRG0A79TGQ.381810,STRG0A79TGQ.431286,STRG0A79TGQ.435300,STRG0A79TGQ.436112,STRG0A79TGQ.436647,STRG0A79TGQ.438006,STRG0A79TGQ.442735,STRG0A79TGQ.443375,STRG0A79TGQ.443879,STRG0A79TGQ.448844,STRG0A79TGQ.449276,STRG0A79TGQ.451569,STRG0A79TGQ.451770,STRG0A79TGQ.451850,STRG0A79TGQ.452245,STRG0A79TGQ.452328,STRG0A79TGQ.453963,STRG0A79TGQ.455874,STRG0A79TGQ.456667,STRG0A79TGQ.456822,STRG0A79TGQ.458477,STRG0A79TGQ.459801,STRG0A79TGQ.459901,STRG0A79TGQ.461134,STRG0A79TGQ.461149,STRG0A79TGQ.461263,STRG0A79TGQ.462812,STRG0A79TGQ.463696,STRG0A79TGQ.464948,STRG0A79TGQ.465716,STRG0A79TGQ.467115,STRG0A79TGQ.467906,STRG0A79TGQ.473614,STRG0A79TGQ.476133,STRG0A79TGQ.476873,STRG0A79TGQ.477349,STRG0A79TGQ.477510,STRG0A79TGQ.478108,STRG0A79TGQ.478138,STRG0A79TGQ.478299,STRG0A79TGQ.479158,STRG0A79TGQ.479338,STRG0A79TGQ.479447,STRG0A79TGQ.480781,STRG0A79TGQ.481348,STRG0A79TGQ.481584,STRG0A79TGQ.481615,STRG0A79TGQ.482424,STRG0A79TGQ.482543,STRG0A79TGQ.483232,STRG0A79TGQ.483682,STRG0A79TGQ.484052,STRG0A79TGQ.484239,STRG0A79TGQ.484308,STRG0A79TGQ.484352,STRG0A79TGQ.484474,STRG0A79TGQ.484476,STRG0A79TGQ.484575,STRG0A79TGQ.484931,STRG0A79TGQ.485175,STRG0A79TGQ.485479,STRG0A79TGQ.485898,STRG0A79TGQ.486541,STRG0A79TGQ.486913,STRG0A79TGQ.487303,STRG0A79TGQ.487323,STRG0A79TGQ.487510,STRG0A79TGQ.487747,STRG0A79TGQ.488075,STRG0A79TGQ.488095,STRG0A79TGQ.488682,STRG0A79TGQ.488988,STRG0A79TGQ.489236,STRG0A79TGQ.490583,STRG0A79TGQ.490857,STRG0A79TGQ.491498,STRG0A79TGQ.491608,STRG0A79TGQ.492040,STRG0A79TGQ.492164,STRG0A79TGQ.492360,STRG0A79TGQ.492389,STRG0A79TGQ.492599,STRG0A79TGQ.493500,STRG0A79TGQ.493530,STRG0A79TGQ.493623,STRG0A79TGQ.493994,STRG0A79TGQ.494295,STRG0A79TGQ.494568,STRG0A79TGQ.495604,STRG0A79TGQ.496105,STRG0A79TGQ.496176,STRG0A79TGQ.496458,STRG0A79TGQ.497532,STRG0A79TGQ.497654,STRG0A79TGQ.498311,STRG0A79TGQ.498906,STRG0A79TGQ.499239,STRG0A79TGQ.499983,STRG0A79TGQ.500591,STRG0A79TGQ.500652,STRG0A79TGQ.501082,STRG0A79TGQ.507780,STRG0A79TGQ.508083,STRG0A79TGQ.509293,STRG0A79TGQ.511637,STRG0A79TGQ.512912,STRG0A79TGQ.534078,STRG0A79TGQ.534468,STRG0A79TGQ.534687,STRG0A79TGQ.536675,STRG0A79TGQ.537040,STRG0A79TGQ.537102,STRG0A79TGQ.538438,STRG0A79TGQ.539074,STRG0A79TGQ.540450,STRG0A79TGQ.540774,STRG0A79TGQ.541350,STRG0A79TGQ.542305,STRG0A79TGQ.547286,STRG0A79TGQ.548724,STRG0A79TGQ.90357	102170,168169,179384,18009,180594,217398,229375,247650,251548,251553,252298,267139,300337,315141,368159,381810,431286,435300,436112,436647,438006,442735,443375,443879,448844,449276,451569,451770,451850,452245,452328,453963,455874,456667,456822,458477,459801,459901,461134,461149,461263,462812,463696,464948,465716,467115,467906,473614,476133,476873,477349,477510,478108,478138,478299,479158,479338,479447,480781,481348,481584,481615,482424,482543,483232,483682,484052,484239,484308,484352,484474,484476,484575,484931,485175,485479,485898,486541,486913,487303,487323,487510,487747,488075,488095,488682,488988,489236,490583,490857,491498,491608,492040,492164,492360,492389,492599,493500,493530,493623,493994,494295,494568,495604,496105,496176,496458,497532,497654,498311,498906,499239,499983,500591,500652,501082,507780,508083,509293,511637,512912,534078,534468,534687,536675,537040,537102,538438,539074,540450,540774,541350,542305,547286,548724,90357
