ecNum,#proteinId
3.6.4.-,342083
4.2.1.10,347244
5.1.3.3,347270
1.1.1.208,347512
3.1.3.5,350032
3.1.3.5,350032
3.1.3.5,350032
4.1.3.27,352557
3.1.3.21,353636
1.3.1.42,357229
3.4.19.12,358983
3.5.4.-,362117
6.4.1.1,365198
6.4.1.1,365198
6.4.1.1,365198
3.5.99.5,365350
1.1.1.35,375104
1.1.1.35,375104
1.1.1.35,375104
1.1.1.35,375104
1.1.1.35,375104
1.1.1.35,375104
1.1.1.35,375104
2.3.-.-,377785
1.14.11.18,381990
3.8.1.5,382679
3.8.1.5,382679
6.3.2.19,383864
3.1.3.16,384052
6.3.2.19,386989
3.1.13.4,388614
2.7.7.7,388692
2.7.7.7,388692
2.7.7.7,388692
4.6.1.1,388875
3.5.3.4,389488
3.2.1.24,390323
1.14.11.-,390454
3.5.1.-,390962
3.5.1.-,390962
3.5.1.-,390962
3.5.1.-,390962
2.4.1.16,391902
2.6.-.-,422916
6.3.5.2,429954
6.3.5.2,429954
1.14.11.-,433098
1.1.99.28,433551
2.7.7.9,433793
2.7.7.9,433793
2.7.7.9,433793
2.7.7.9,433793
3.6.1.-,433958
3.6.1.-,433958
3.2.1.21,434198
3.2.1.21,434198
3.2.1.21,434198
3.7.1.5,434355
2.1.1.1,434494
3.1.27.9,434533
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
2.3.1.-,434715
5.2.1.8,434828
3.1.1.-,434849
3.1.1.-,434849
3.1.1.-,434849
3.6.1.3,434922
6.2.1.16,434930
3.6.1.23,435147
2.7.7.19,435394
3.6.4.-,435436
1.1.1.8,435714
5.99.1.2,435807
3.4.11.9,435832
3.4.19.12,435881
1.1.1.100,435927
3.1.-.-,435936
4.1.1.65,436291
4.1.1.65,436291
2.7.1.39,436373
2.7.1.33,436453
3.6.3.1,436716
6.3.2.19,436833
3.1.3.41,437124
5.3.1.9,437308
5.3.1.9,437308
5.3.1.9,437308
3.1.3.16,437640
1.6.5.2,437761
3.1.-.-,437791
3.1.22.-,437873
1.1.2.4,437890
3.6.3.1,438317
1.1.1.8,438450
6.3.2.17,438579
1.1.1.156,438604
2.7.7.6,438612
2.7.7.6,438612
2.7.7.6,438612
3.2.1.58,438719
1.3.1.42,438737
2.1.1.77,438858
1.1.2.3,439024
1.14.11.13,439128
3.6.3.44,439150
3.1.21.-,439198
2.3.1.7,439406
3.6.1.1,439487
1.14.11.-,439515
3.6.1.3,439598
3.6.1.3,439754
3.4.21.53,439923
3.4.19.12,439956
6.3.2.19,439995
3.2.2.-,440256
2.8.1.-,440262
2.7.4.2,440646
3.1.4.4,440699
3.1.4.4,440699
3.1.1.5,440715
2.3.1.50,440755
2.4.1.144,440973
3.2.1.58,441118
1.14.14.-,441150
2.3.1.22,441288
3.5.1.41,441290
1.1.1.1,441458
1.1.1.1,441458
1.1.1.1,441458
1.1.1.1,441458
1.1.1.1,441458
3.4.23.5,441671
2.4.1.34,441687
3.2.1.14,442043
1.1.1.116,442358
1.3.3.4,442451
3.1.4.-,442489
6.3.2.-,442574
6.3.2.-,442574
2.7.1.47,442762
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
1.1.1.-,442873
5.99.1.2,442910
1.10.3.3,443002
3.4.-.-,443019
3.4.-.-,443019
3.2.1.20,443173
3.2.1.20,443173
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
2.1.1.-,443296
1.14.11.1,443648
2.7.7.2,443715
1.14.11.13,443792
1.1.2.3,443868
3.5.2.2,444074
3.5.2.2,444074
3.5.2.2,444074
1.4.3.5,444182
6.3.2.17,444200
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
1.4.3.2,444218
2.4.1.16,444269
2.3.1.48,444285
5.3.1.23,444396
1.17.4.1,448467
1.17.4.1,448467
3.4.23.-,449418
6.1.1.20,449456
6.1.1.20,449456
4.2.1.36,449771
2.1.1.14,449927
6.1.1.12,449981
6.1.1.12,449981
1.4.1.2,450185
1.4.1.2,450185
3.1.13.-,450259
2.3.1.7,450402
1.1.1.100,450915
3.1.3.15,450953
6.1.1.4,451049
6.1.1.4,451049
1.8.3.2,451060
1.14.11.12,451657
1.2.4.2,451961
1.2.4.2,451961
1.2.4.2,451961
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
2.1.1.-,452245
6.2.1.12,452572
1.97.1.4,453006
3.1.3.43,453219
1.2.1.41,453708
1.2.1.41,453708
3.5.2.3,454668
2.1.2.2,455159
2.1.2.2,455159
2.7.7.7,455560
2.7.7.7,455560
2.7.7.7,455560
3.1.1.-,455646
3.1.1.-,455646
3.1.1.-,455646
2.7.7.6,455953
2.7.7.6,455953
2.7.7.6,455953
6.3.2.19,456054
3.2.1.23,456252
3.2.1.23,456252
3.2.1.23,456252
3.2.1.23,456252
3.2.1.23,456252
6.3.5.3,456416
1.15.1.1,456742
5.2.1.8,457052
3.4.24.-,457280
5.3.1.8,457291
3.2.1.20,457480
3.2.1.20,457480
2.1.1.127,457550
2.6.1.42,457588
2.6.1.42,457588
2.6.1.42,457588
1.1.1.41,457674
3.6.4.-,458237
2.7.4.3,458477
1.14.11.-,458756
1.14.11.-,458766
4.2.1.20,458870
1.14.11.-,458921
2.4.1.16,459361
2.7.7.7,459503
2.7.7.7,459503
2.7.7.7,459503
3.6.1.-,459794
3.6.1.-,459794
2.1.1.100,459798
2.7.7.7,459901
2.7.7.7,459901
2.7.7.7,459901
2.4.2.14,459963
2.4.2.14,459963
6.1.1.20,459973
6.1.1.20,459973
3.6.1.3,460085
1.1.1.250,460260
1.17.4.1,460752
1.17.4.1,460752
6.3.5.2,461501
6.3.5.2,461501
2.1.1.43,461872
3.1.3.16,462207
6.1.1.10,462322
6.1.1.10,462322
6.1.1.10,462322
1.1.1.2,462454
1.1.1.2,462454
1.1.1.2,462454
1.1.1.2,462454
3.2.1.67,462577
3.6.3.44,462688
1.1.1.100,462717
4.1.1.17,462764
4.1.1.17,462764
4.1.1.17,462764
3.2.1.84,463214
1.13.11.6,463275
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
1.2.1.3,463365
3.2.1.21,463439
3.2.1.21,463439
3.2.1.21,463439
3.2.1.58,463552
3.1.3.36,463647
4.2.1.33,463717
2.7.4.9,463932
1.5.3.1,464232
2.3.1.31,464710
2.3.1.31,464710
2.1.1.77,464820
3.1.4.46,465171
3.1.4.46,465171
2.4.2.-,465318
5.1.3.2,465499
5.1.3.2,465499
6.2.1.1,465504
6.2.1.1,465504
6.2.1.1,465504
6.2.1.1,465504
4.1.2.13,465699
4.1.2.13,465699
4.1.2.13,465699
4.1.2.13,465699
3.1.1.-,466258
3.1.1.-,466258
3.1.1.-,466258
3.5.1.1,466483
3.5.1.1,466483
3.5.1.1,466483
6.3.2.19,466602
3.6.3.14,466603
3.6.3.14,466603
3.6.3.14,466603
4.99.1.1,466890
6.3.2.19,467423
6.3.2.19,467617
2.7.7.19,468313
3.6.4.6,468523
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
2.4.1.-,468579
1.1.1.105,468999
3.5.1.5,469260
3.5.1.5,469260
3.5.1.5,469260
3.6.3.4,469522
1.1.1.30,470092
1.1.1.30,470092
3.1.1.3,470186
3.1.27.1,470451
3.5.1.4,470878
3.5.1.4,470878
3.5.1.4,470878
3.5.1.4,470878
3.5.1.4,470878
3.5.1.4,470878
4.2.1.90,471317
3.7.1.5,471322
2.1.1.6,471974
2.7.7.12,472455
2.7.7.12,472455
6.2.1.3,472612
4.2.1.93,472666
3.6.1.19,472810
3.6.1.19,472810
3.6.1.3,473167
5.2.1.8,473226
1.4.3.3,473474
1.4.3.3,473474
1.4.3.3,473474
4.1.99.3,473774
3.1.3.1,473821
3.1.3.1,473821
3.1.3.1,473821
2.3.1.16,475087
2.3.1.16,475087
2.3.1.16,475087
2.3.1.16,475087
2.3.1.16,475087
3.5.1.4,475313
3.5.1.4,475313
3.5.1.4,475313
3.5.1.4,475313
3.5.1.4,475313
3.5.1.4,475313
1.10.3.3,475753
1.10.3.2,475766
1.6.99.1,475898
2.4.1.207,475966
3.6.3.44,476019
3.2.1.113,476031
2.4.1.82,476039
6.3.2.19,476109
1.1.1.35,476174
1.1.1.35,476174
1.1.1.35,476174
1.1.1.35,476174
1.1.1.35,476174
1.1.1.35,476174
1.1.1.35,476174
3.3.2.6,476192
3.2.2.3,476232
2.4.1.142,476263
3.4.24.64,476265
5.3.1.1,476270
5.3.1.1,476270
5.3.1.1,476270
5.3.1.1,476270
5.3.1.1,476270
3.6.4.-,476277
3.5.1.-,476323
3.5.1.-,476323
3.5.1.-,476323
3.5.1.-,476323
1.5.-.-,476346
2.3.1.86,476350
2.3.1.86,476354
2.3.1.24,476404
2.3.1.24,476404
2.7.7.-,476438
2.7.7.-,476438
2.1.1.62,476441
2.7.1.78,476462
2.3.1.88,476463
2.1.2.9,476477
2.1.2.9,476477
2.1.2.9,476477
2.7.7.7,476626
2.7.7.7,476626
2.7.7.7,476626
2.7.7.6,476633
2.7.7.6,476633
2.7.7.6,476633
3.1.1.31,476721
6.3.2.19,476726
6.3.2.5,476733
2.7.1.25,476777
2.7.1.25,476777
2.7.1.25,476777
1.6.5.5,476807
3.1.3.16,476851
3.1.13.-,476854
3.4.24.-,476857
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.-,476873
2.1.1.104,476928
2.7.2.3,476956
2.7.2.3,476956
3.2.1.59,477205
3.6.1.3,477230
2.7.7.13,477275
4.1.1.35,477280
4.1.1.35,477280
1.1.1.49,477286
1.1.1.49,477286
3.1.3.16,477305
6.3.2.19,477313
6.3.2.19,477332
6.5.1.4,477349
2.4.1.173,477350
6.3.2.19,477370
3.2.1.1,477400
1.14.11.-,477418
3.6.1.22,477437
3.1.3.3,477448
6.3.4.4,477462
6.3.4.4,477462
3.6.1.3,477465
3.4.24.64,477478
3.2.1.28,477505
1.6.99.3,477530
5.2.1.8,477542
3.1.1.47,477598
2.5.1.16,477672
2.5.1.16,477672
2.5.1.16,477672
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
2.4.1.-,477690
1.1.1.1,477714
1.1.1.1,477714
1.1.1.1,477714
1.1.1.1,477714
1.1.1.1,477714
3.1.26.5,477744
1.1.1.9,477764
1.1.2.4,477770
3.1.3.48,477807
2.6.1.2,477819
2.6.1.2,477819
2.6.1.2,477819
4.2.1.2,477837
4.2.1.2,477837
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.-,477840
2.3.1.48,477868
3.1.27.-,477875
3.1.4.12,477978
3.5.4.25,478013
6.3.5.2,478019
6.3.5.2,478019
6.3.1.2,478026
6.3.1.2,478026
6.3.1.2,478026
5.3.4.1,478100
1.-.-.-,478103
2.1.1.56,478114
3.6.1.-,478138
3.6.1.-,478138
3.1.1.3,478152
3.5.1.52,478214
2.3.2.5,478221
3.2.1.58,478258
1.10.3.3,478358
6.1.1.21,478436
6.1.1.21,478436
5.5.1.4,478443
5.5.1.4,478443
3.1.3.56,478478
3.6.1.3,478504
1.4.1.4,478511
1.4.1.4,478511
2.3.1.50,478691
2.1.1.79,478710
2.7.8.8,478724
2.7.8.8,478724
2.6.1.52,478732
2.6.1.52,478732
3.2.1.4,478740
6.3.5.4,478814
6.3.5.4,478814
2.1.1.43,478821
2.5.1.21,478902
2.5.1.21,478902
3.1.-.-,478925
2.3.1.57,478927
6.3.2.19,478935
5.3.3.8,479025
3.6.1.43,479026
4.2.1.6,479074
3.1.3.16,479126
1.14.11.-,479161
1.6.99.3,479180
3.1.1.45,479202
3.1.1.47,479232
3.5.4.4,479235
5.2.1.8,479255
2.7.8.11,479369
5.4.2.8,479379
6.3.2.19,479396
2.7.2.11,479405
4.1.2.27,479420
2.7.6.1,479469
2.7.6.1,479469
3.2.1.21,479472
3.2.1.21,479472
3.2.1.21,479472
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
2.3.1.9,479635
5.3.4.1,479665
2.7.1.26,479689
6.2.1.3,479725
1.1.1.100,479744
1.1.1.100,479762
4.1.3.4,479763
4.1.3.4,479763
4.1.3.4,479763
2.7.1.12,479781
2.4.1.16,479790
4.2.1.11,479802
4.2.1.11,479802
2.5.1.9,479831
3.1.27.9,479867
3.1.2.-,479887
3.4.13.19,479899
1.13.11.18,479920
2.1.1.79,479981
3.6.4.-,479985
2.4.1.173,480017
4.3.2.1,480049
4.3.2.1,480049
4.3.2.1,480049
2.1.1.125,480053
3.4.25.1,480144
2.1.1.43,480167
3.1.3.27,480205
1.6.99.1,480353
5.2.1.8,480377
6.1.1.17,480500
6.1.1.17,480500
6.1.1.17,480500
2.7.7.7,480519
2.7.7.7,480519
2.7.7.7,480519
5.3.99.3,480529
5.1.3.15,480530
3.1.-.-,480545
2.3.1.48,480565
1.1.1.31,480567
2.7.8.15,480592
2.4.2.-,480597
3.1.3.46,480601
3.1.22.-,480616
2.7.7.7,480638
2.7.7.7,480638
2.7.7.7,480638
3.2.1.14,480662
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.-,480781
2.1.1.43,480828
6.3.5.2,480866
6.3.5.2,480866
3.4.16.5,480869
4.4.1.14,481039
6.3.2.19,481059
3.1.26.3,481068
3.1.26.3,481129
4.2.99.18,481248
6.3.5.1,481277
6.3.5.1,481277
3.2.1.1,481298
3.6.3.16,481310
3.1.26.5,481348
2.7.1.67,481358
3.4.25.1,481377
3.4.19.12,481409
1.8.5.-,481428
3.6.4.-,481440
4.1.1.28,481455
4.1.1.28,481455
4.1.1.28,481455
4.1.1.28,481455
4.1.1.28,481455
2.2.1.1,481470
2.2.1.1,481470
3.4.22.-,481471
2.7.4.3,481485
3.6.1.-,481551
3.6.1.-,481551
6.3.2.1,481556
6.3.2.1,481556
3.4.19.12,481577
4.1.1.25,481594
4.1.1.25,481594
2.4.1.109,481630
2.7.7.6,481632
2.7.7.6,481632
2.7.7.6,481632
2.1.1.43,481698
3.-.-.-,481760
2.7.4.3,481830
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
2.4.1.-,481850
1.14.11.-,481870
3.2.1.58,481896
3.-.-.-,481898
1.6.2.4,481912
2.7.7.41,482099
2.7.7.41,482099
4.2.1.1,482106
6.3.5.5,482143
6.3.5.5,482143
2.2.1.2,482183
1.3.1.13,482207
1.2.4.1,482257
1.2.4.1,482257
1.2.4.1,482257
1.2.4.1,482257
2.7.8.1,482321
2.7.8.1,482321
2.7.8.1,482321
1.1.1.34,482331
2.7.7.7,482357
2.7.7.7,482357
2.7.7.7,482357
3.6.3.1,482387
2.7.1.20,482414
3.1.3.2,482441
3.1.3.2,482441
2.7.1.78,482478
4.1.1.65,482514
4.1.1.65,482514
2.4.2.7,482639
6.3.2.19,482653
3.1.3.16,482659
6.3.2.19,482667
6.1.1.11,482669
6.1.1.11,482669
6.3.2.19,482838
3.5.4.6,482878
3.1.3.21,482932
3.7.1.3,482956
4.2.1.24,483020
3.1.3.16,483101
3.4.25.1,483112
5.2.1.8,483127
3.6.1.10,483144
3.1.3.8,483162
2.1.1.125,483169
2.7.1.31,483171
2.7.1.31,483171
2.7.1.31,483171
1.1.1.169,483212
3.2.1.40,483320
2.3.1.12,483381
2.3.1.12,483381
2.4.1.109,483424
2.1.1.16,483459
3.5.3.4,483468
5.4.99.-,483482
1.1.1.100,483491
3.4.25.1,483504
2.4.1.198,483558
6.1.1.12,483611
6.1.1.12,483611
1.5.1.7,483613
1.5.1.7,483613
4.1.1.33,483635
3.1.3.16,483704
6.3.2.19,483720
1.1.1.100,483734
3.1.1.23,483741
3.1.2.6,483789
5.4.99.7,483791
5.3.3.-,483806
5.3.3.-,483806
6.3.2.19,483810
3.1.-.-,483845
3.1.2.12,483895
3.5.99.6,483905
1.2.1.31,483926
1.2.1.31,483926
6.3.2.19,483984
2.7.7.7,484016
2.7.7.7,484016
2.7.7.7,484016
6.3.5.5,484040
6.3.5.5,484040
3.1.7.2,484100
6.1.1.22,484101
6.1.1.22,484101
3.6.4.-,484112
3.5.1.4,484121
3.5.1.4,484121
3.5.1.4,484121
3.5.1.4,484121
3.5.1.4,484121
3.5.1.4,484121
6.3.2.19,484145
3.6.3.29,484202
3.6.3.-,484208
3.5.1.41,484247
3.1.3.16,484255
2.6.1.16,484257
2.6.1.16,484257
3.1.3.16,484274
3.6.4.-,484279
3.1.3.16,484288
2.7.1.91,484293
3.1.31.1,484301
5.4.99.-,484352
3.4.11.21,484353
3.1.4.-,484359
2.7.7.7,484371
2.7.7.7,484371
2.7.7.7,484371
6.3.2.19,484393
5.3.4.1,484439
1.1.1.87,484448
3.1.-.-,484465
3.1.3.21,484491
3.6.-.-,484522
1.6.2.2,484524
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.3.1.-,484575
2.7.8.5,484615
1.1.1.40,484708
1.1.1.40,484708
5.4.2.2,484720
5.4.2.2,484720
5.4.2.2,484720
5.4.2.2,484720
5.4.2.2,484720
5.4.2.2,484720
5.4.2.2,484720
2.4.2.-,484745
3.-.-.-,484780
3.6.3.6,484855
3.2.1.58,484863
3.8.1.2,484877
6.3.2.19,484923
3.4.21.92,485007
3.1.1.5,485012
6.3.2.19,485025
2.4.2.-,485046
3.6.1.3,485050
1.1.1.156,485141
6.5.1.3,485143
3.6.4.-,485164
2.7.7.9,485202
2.7.7.9,485202
2.7.7.9,485202
2.7.7.9,485202
2.4.1.16,485262
6.1.1.5,485317
6.1.1.5,485317
3.6.4.-,485338
4.2.1.24,485367
3.4.-.-,485370
3.4.-.-,485370
3.1.2.-,485387
6.2.1.-,485400
6.2.1.-,485400
1.1.1.2,485414
1.1.1.2,485414
1.1.1.2,485414
1.1.1.2,485414
6.3.2.19,485433
2.7.1.-,485479
2.7.1.-,485479
2.7.1.-,485479
2.7.1.-,485479
2.7.1.-,485479
2.7.7.53,485546
1.1.1.87,485551
2.3.1.48,485571
3.1.3.1,485668
3.1.3.1,485668
3.1.3.1,485668
1.2.1.44,485698
1.14.11.-,485737
1.11.1.6,485750
1.11.1.6,485750
3.8.1.2,485791
3.5.99.5,485797
3.5.1.1,485857
3.5.1.1,485857
3.5.1.1,485857
3.2.1.58,485861
1.6.5.5,485881
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
2.4.1.-,485895
