ATS.Wo.mean,ATS.Ac.mean,ATS_Ac.vs.ATS_wo.log.2,ATS_Ac.vs.ATS_wo_adj_p,Rxn
1084.23949339141,2930.45311234203,1.43444029108218,0.000765272637568771,r_0206
2543.78279493088,15395.7488750471,2.59748465008612,0.00158749677085905,r_4275
2543.78279493088,15395.7488750471,2.59748465008612,0.00158749677085905,r_4276
