Rxn	Par_wo_1	Par_wo_2	Par_wo_3	Par_Ac_1	Par_Ac_2	Par_Ac_3	ATS_wo_1	ATS_wo_2	ATS_wo_3	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
r_0034	7484.32292395115	7330.52303531248	6629.9971229021	2599.18313005268	2865.95856194141	3029.10224927568	3543.50231494393	2893.44686139999	3351.27768833019	3135.50237906553	3283.1610300379	3387.49383766217	1	0.979450393816322	0.885851290794114	0.34728366967369	0.382928234265499	0.404726289880147	0.473456630739983	0.386601017994621	0.447772994615921	0.418942690063702	0.438671749388473	0.452611929239664
r_0035	7484.32292395115	7330.52303531248	6629.9971229021	2599.18313005268	2865.95856194141	3029.10224927568	3543.50231494393	2893.44686139999	3351.27768833019	3135.50237906553	3283.1610300379	3387.49383766217	1	0.979450393816322	0.885851290794114	0.34728366967369	0.382928234265499	0.404726289880147	0.473456630739983	0.386601017994621	0.447772994615921	0.418942690063702	0.438671749388473	0.452611929239664
r_0036	7484.32292395115	7330.52303531248	6629.9971229021	2599.18313005268	2865.95856194141	3029.10224927568	3543.50231494393	2893.44686139999	3351.27768833019	3135.50237906553	3283.1610300379	3387.49383766217	1	0.979450393816322	0.885851290794114	0.34728366967369	0.382928234265499	0.404726289880147	0.473456630739983	0.386601017994621	0.447772994615921	0.418942690063702	0.438671749388473	0.452611929239664
r_0037	7484.32292395115	7330.52303531248	6629.9971229021	2599.18313005268	2865.95856194141	3029.10224927568	3543.50231494393	2893.44686139999	3351.27768833019	3135.50237906553	3283.1610300379	3387.49383766217	1	0.979450393816322	0.885851290794114	0.34728366967369	0.382928234265499	0.404726289880147	0.473456630739983	0.386601017994621	0.447772994615921	0.418942690063702	0.438671749388473	0.452611929239664
r_0038	2464.7013681337	2603.35320436009	2932.36849256038	1136.31086032236	1215.86120809636	1243.21841350581	2568.99126727006	2639.73822400005	2519.89108680374	1569.89879390199	1627.15013158896	1423.26262000635	0.840515567667166	0.887798791647426	1	0.387506162068396	0.4146345219508	0.423963910627174	0.876080640542881	0.900206856913532	0.859336435102504	0.535368865776907	0.554892789128362	0.485362812899288
r_0039	3933.15662251242	4132.89086663069	3755.67617555902	4296.48349619185	3558.7399071129	4861.76758696486	3107.51162989809	2546.26662074744	3247.46527383862	2628.66774792891	2184.46149164389	2290.52973687296	0.808997252986303	0.850079892282716	0.772491919529136	0.883728689070077	0.731984786079537	1	0.639173217212152	0.523732690878595	0.667959793583216	0.5406814910233	0.449314257123431	0.47113106414511
r_0040	3933.15662251242	4132.89086663069	3755.67617555902	4296.48349619185	3558.7399071129	4861.76758696486	3107.51162989809	2546.26662074744	3247.46527383862	2628.66774792891	2184.46149164389	2290.52973687296	0.808997252986303	0.850079892282716	0.772491919529136	0.883728689070077	0.731984786079537	1	0.639173217212152	0.523732690878595	0.667959793583216	0.5406814910233	0.449314257123431	0.47113106414511
r_0041	866.676532486264	745.825512600458	889.094900911576	891.645729135834	1054.14567795546	891.187611562959	1272.51786756234	1294.41479147141	1040.78600169746	1414.19747713332	1232.0561852643	1259.04001000562	0.612839823645478	0.527384276001043	0.628692184286621	0.630495912737211	0.745402035430221	0.630171971010343	0.899816247828291	0.915299887322159	0.735955210305712	1	0.8712051924755	0.89028585495555
r_0042	5357.46224179217	5547.68614234739	5682.85467677323	3957.63764505068	3902.135847659	3569.42859644377	2676.31205128134	2960.21229229471	2635.23821401658	1967.20560220823	2459.13637624239	2175.68124491167	0.942741376739583	0.976214676933708	1	0.696417182939096	0.686650648239815	0.62810485213226	0.470945009771211	0.520902338818128	0.46371733290792	0.346165037485215	0.432729062436401	0.382850058405336
r_0043	1444.46088747711	1333.60962485307	1236.41271312839	1619.49890182881	1611.16583732966	1499.34713651406	1836.91020490738	1826.86910285682	1686.72991408941	1595.67004633266	1811.26192017853	1763.51469432159	0.786353564598952	0.726006976982477	0.673093714556794	0.881642933607889	0.877106476421855	0.816233222782743	1	0.994533700110253	0.918242987372623	0.868670685191776	0.98603726809273	0.960044040046318
r_0045	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
r_0057	21156.3131844903	20112.3919072809	19435.2855978375	15954.4187010126	15982.8848955918	15530.2890996647	20763.6970423256	19248.4737269482	20907.1104501255	14771.2228515156	15565.9053261057	15675.2091271287	1	0.95065674873944	0.918651819357898	0.754120936000739	0.7554664537349	0.734073511024121	0.981442128468181	0.909821742526447	0.988220880822114	0.698194563613493	0.735756990850233	0.740923477093363
r_0058	1063.43034107949	1103.04237640039	1105.80573638948	865.029438713869	1017.21064946649	853.762410027507	1466.07856729697	1476.35059065953	1595.33949791307	1450.70675141011	1437.06714985593	1339.54128941774	0.666585602920637	0.691415449716706	0.69314759512695	0.542222793233321	0.637613906505258	0.535160328660043	0.918975910277912	0.925414679816306	1	0.909340459073345	0.900790804550265	0.839659076434859
r_0060	7152.24088603283	7459.33760134943	6985.05460781456	2601.23053700821	2436.71363625879	2941.38693317696	5050.78439753094	4787.08139515153	5424.8641213796	3030.2697649736	3258.28105860688	2973.18058628777	0.95883056489345	1	0.936417545513818	0.348721384662578	0.326666222456264	0.394322805907705	0.677108969651304	0.641756902688722	0.727258157667809	0.406238452650998	0.436805683391705	0.398585068163413
r_0061	4306.50897150152	4486.86030439608	4607.04017207935	4369.16644311336	4413.23678242529	4295.71141374114	3914.33395255433	4018.44437197605	3983.91231681296	4844.99545696701	4696.34340732005	4704.49476884452	0.8888571743259	0.926081426545832	0.950886376055217	0.901789585133787	0.910885638928544	0.886628574143241	0.807912822069956	0.829401060881823	0.822273695031885	1	0.969318433635846	0.971000862772646
r_0062	16516.7624003944	16933.1618194615	16530.9734187988	15390.3580847625	14855.8674046716	15006.3362781684	21600.2242248421	22418.9971265613	21139.5792757391	21778.8559082901	22897.5353073998	22928.9110773572	0.720346567905925	0.738507021215821	0.72096635392003	0.671220627653828	0.647909852960357	0.654472261135309	0.942051899105352	0.977761091703153	0.921961762790161	0.949842573631732	0.998631606627478	1
r_0063	2861.08830934834	3112.11661643878	2991.38349686463	695.094661404399	704.760273330073	722.774204653424	1090.45582325749	1089.11109147014	1084.26299580076	645.355112951501	874.779795514797	698.751105297235	0.919338399543108	1	0.961205464173028	0.223351097363376	0.226456897407828	0.232245218844177	0.350390411945844	0.349958316380965	0.348400503398067	0.207368550889968	0.28108837274736	0.224526003172986
r_0064	16516.7624003944	16933.1618194615	16530.9734187988	15390.3580847625	14855.8674046716	15006.3362781684	21600.2242248421	22418.9971265613	21139.5792757391	21778.8559082901	22897.5353073998	22928.9110773572	0.720346567905925	0.738507021215821	0.72096635392003	0.671220627653828	0.647909852960357	0.654472261135309	0.942051899105352	0.977761091703153	0.921961762790161	0.949842573631732	0.998631606627478	1
r_0065	3933.15662251242	4132.89086663069	3755.67617555902	4296.48349619185	3558.7399071129	4861.76758696486	3107.51162989809	2546.26662074744	3247.46527383862	2628.66774792891	2184.46149164389	2290.52973687296	0.808997252986303	0.850079892282716	0.772491919529136	0.883728689070077	0.731984786079537	1	0.639173217212152	0.523732690878595	0.667959793583216	0.5406814910233	0.449314257123431	0.47113106414511
r_0066	788.934783725038	762.062642773182	750.748251477022	750.374649203865	723.726909581165	813.998133396089	734.955726220117	678.503691467607	637.071056452495	500.391818028951	532.431388623909	536.675196080825	0.969209573532455	0.936197039658769	0.922297264177767	0.921838292273743	0.889101436340766	1	0.902896083009185	0.833544529932539	0.782644370195992	0.614733372841117	0.654094114936784	0.659307649566416
r_0067	2092.30879382066	2192.01257331775	2200.96942282245	1625.64112269541	1642.11140173933	1597.58829054462	2209.65828508942	2386.86415448629	2214.66484248667	2405.31689352972	2213.32225850388	2204.66170550003	0.869868248732195	0.911319659881092	0.915043430968716	0.675853201325933	0.682700647950627	0.664190358801419	0.918655787531938	0.992328354283351	0.920737241917727	1	0.920179068486858	0.916578481376217
r_0068	234.185020959744	206.75279086602	227.352885434407	381.841397207424	428.246681669407	341.504964011003	455.155110762132	559.160483743292	486.232505481849	631.395684551552	652.850450350065	601.076219610525	0.358711586756464	0.31669242282847	0.348246501649035	0.584883409366842	0.655964442453516	0.523098305022053	0.697181277148654	0.856490921379413	0.744783901460321	0.967136783336814	1	0.920695113694449
