Rxn,Par_wo_1,Par_wo_2,Par_wo_3,Par_Ac_1,Par_Ac_2,Par_Ac_3,ATS_wo_1,ATS_wo_2,ATS_wo_3,ATS_Ac_1,ATS_Ac_2,ATS_Ac_3,Par.Wo.mean,Par.Ac.mean,ATS.Wo.mean,ATS.Ac.mean,Par_Ac.vs.Par_wo.t.test,Par_Ac.vs.Par_wo.log.2,Par_Ac.vs.Par_wo_adj_p,ATS_Ac.vs.ATS_wo.t.test,ATS_Ac.vs.ATS_wo.log.2,ATS_Ac.vs.ATS_wo_adj_p,ATS_Ac.vs.Par_Ac.t.test,ATS_Ac.vs.Par_Ac.log.2,ATS_Ac.vs.Par_Ac_adj_p,ATS_wo.vs.Par_wo.t.test,ATS_wo.vs.Par_wo.log.2,ATS_wo.vs.Par_wo_adj_p
r_0017,1264.02324837698,1160.41356967735,1077.74942286779,1676.82629658381,1671.06047812258,1646.7088675599,2029.5126833562,1921.17527399561,1926.29702445455,2019.8219092542,2178.49029850044,2098.40001667603,1167.39541364071,1664.86521408876,1958.99499393545,2098.90407481022,0.00988438750943568,0.512112077387933,0.0221364638017953,0.0769484910433151,0.0995225224371231,0.117082409901201,0.00883194307222271,0.334230850548665,0.0188035359662407,0.00057232681301457,0.746820405499474,0.00315819724438411
r_0018,3150.94026151983,3415.20971299629,3376.43221347269,1825.26330086015,1805.82341990666,1922.71972888386,5283.63216998399,5226.06410328432,5073.49902617739,3494.15230872576,3391.63770547717,3487.3154241332,3314.19406266294,1851.26881655022,5194.39843314857,3457.70181277871,0.000828216787873849,-0.840143682714779,0.0054909550282585,0.000137874381995524,-0.587143220896209,0.00227639405167078,5.57253388098398E-06,0.901299059064455,0.00121595904089728,8.82645599777081E-05,0.648298597245884,0.00121227077066728
r_0019,3597.23548588983,3577.58101472353,3435.44721777694,2484.52834054268,2261.02268993288,2222.12134116748,2367.7647972489,2233.30366342843,2368.16525023915,2434.30955251423,2680.07052254988,2490.17290981503,3536.75457279677,2322.55745721435,2323.07790363883,2534.85099495971,0.000613249908346972,-0.606711821538638,0.00452347867704018,0.0852441888397673,0.125863409155231,0.127455665779691,0.127805258001035,0.126186656857844,0.172631645272068,6.46054791285773E-05,-0.606388573836025,0.000983517109696438
r_0020,5357.46224179217,5547.68614234739,5682.85467677323,3957.63764505068,3902.135847659,3569.42859644377,2676.31205128134,2960.21229229471,2635.23821401658,1967.20560220823,2459.13637624239,2175.68124491167,5529.3343536376,3809.73402971782,2757.25418586421,2200.67440778743,0.00049552578836955,-0.537415530871731,0.00436951996689733,0.0387125652115015,-0.325286560018763,0.0673046031988171,0.00112537886337966,-0.79174456917436,0.00710792816398129,3.92299447161633E-05,-1.00387354002733,0.000724819930946255
r_0021,348.398207411422,355.051913110233,367.634453042872,298.921415508224,355.374868704683,306.418837571516,290.34104960195,287.091352847302,221.821398486245,257.712524306756,259.746901739889,276.924401177706,357.028191188176,320.238373928141,266.417933645166,264.794609074784,0.164446315438402,-0.156891799635692,0.202463086581004,0.949701991102623,-0.00881744841934632,0.965250484735606,0.0757390447327617,-0.274272444525905,0.107446981193095,0.0482880825059403,-0.422346795742251,0.0686292161622888
r_0022,348.398207411422,355.051913110233,367.634453042872,298.921415508224,355.374868704683,306.418837571516,290.34104960195,287.091352847302,221.821398486245,257.712524306756,259.746901739889,276.924401177706,357.028191188176,320.238373928141,266.417933645166,264.794609074784,0.164446315438402,-0.156891799635692,0.202463086581004,0.949701991102623,-0.00881744841934632,0.965250484735606,0.0757390447327617,-0.274272444525905,0.107446981193095,0.0482880825059403,-0.422346795742251,0.0686292161622888
r_0023,7152.24088603283,7459.33760134943,6985.05460781456,2601.23053700821,2436.71363625879,2941.38693317696,5050.78439753094,4787.08139515153,5424.8641213796,3030.2697649736,3258.28105860688,2973.18058628777,7198.87769839894,2659.77703548132,5087.57663802069,3087.24380328942,2.47663244015216E-05,-1.43646669645645,0.000760436423552888,0.00282771184565243,-0.720659203167569,0.0155074515351681,0.0831269432096578,0.215014106623508,0.117071702233565,0.00112864926789899,-0.500793386665375,0.00444140647597842
r_0024,5327.70922683417,5787.9956689037,5509.6795002083,3253.32965234636,3010.70394385765,3218.5673320489,3048.10191017756,3037.82710570983,3129.45628984394,2700.61249429788,2934.84143000357,3038.65496020963,5541.79479864872,3160.8669760843,3071.79510191044,2891.36962817036,0.000435583219996353,-0.810032970521683,0.00436145262860864,0.206922644780745,-0.0873289346329803,0.266952572485217,0.10316077437387,-0.128567268751679,0.142063462136864,0.00202133663021839,-0.851271304640381,0.00615557557705828
r_0025,5327.70922683417,5787.9956689037,5509.6795002083,3253.32965234636,3010.70394385765,3218.5673320489,3048.10191017756,3037.82710570983,3129.45628984394,2700.61249429788,2934.84143000357,3038.65496020963,5541.79479864872,3160.8669760843,3071.79510191044,2891.36962817036,0.000435583219996353,-0.810032970521683,0.00436145262860864,0.206922644780745,-0.0873289346329803,0.266952572485217,0.10316077437387,-0.128567268751679,0.142063462136864,0.00202133663021839,-0.851271304640381,0.00615557557705828
r_0026,5241.32950598836,5380.98493924075,5372.3003098607,5196.31885314982,5917.59051034089,5107.37047204126,4747.02824992758,5125.08138905605,4737.21778607224,4911.57119241292,5022.76863249509,4740.98868217801,5331.5382516966,5407.09327851066,4869.77580835196,4891.77616902867,0.797660835019776,0.0203014063553317,0.824763235143699,0.892862724273682,0.00650303661972624,0.913604566176341,0.173976139833992,-0.144494852187918,0.222414307267179,0.0556265949381915,-0.130696482452312,0.0781997059276025
r_0027,3974.42693358319,4337.47870680702,4168.78120568877,2827.46900559492,2750.16225640843,3057.17115042726,3535.83654465741,3581.13079961562,3555.35337493753,3013.08893001982,3114.97242316418,3134.18314511202,4160.22894869299,2878.2674708102,3557.44023973685,3087.41483276534,0.000844076407268516,-0.531462261318857,0.0054909550282585,0.0030497132551156,-0.204440181513424,0.0157626331323251,0.138491763913013,0.101198675427685,0.184724834569725,0.0274035823782627,-0.225823404377749,0.04190183236558
r_0028,61272.9750946352,61412.0737392769,59568.3909019887,28791.660312222,28329.1668510398,31391.5573254086,22182.8227666176,19808.4687785777,22905.2776076896,18736.7743192858,19695.9805836557,19171.1113543992,60751.1465786336,29504.1281628901,21632.1897176283,19201.2887524469,4.45737908171947E-05,-1.04199480967514,0.000823553849384359,0.111750961016017,-0.171976564417386,0.155688951074379,0.00525432345965537,-0.619713682783924,0.0131873651450724,1.82803426605529E-05,-1.48973192804168,0.000556295917827022
r_0029,5241.32950598836,5380.98493924075,5372.3003098607,5196.31885314982,5917.59051034089,5107.37047204126,4747.02824992758,5125.08138905605,4737.21778607224,4911.57119241292,5022.76863249509,4740.98868217801,5331.5382516966,5407.09327851066,4869.77580835196,4891.77616902867,0.797660835019776,0.0203014063553317,0.824763235143699,0.892862724273682,0.00650303661972624,0.913604566176341,0.173976139833992,-0.144494852187918,0.222414307267179,0.0556265949381915,-0.130696482452312,0.0781997059276025
r_0030,5241.32950598836,5380.98493924075,5372.3003098607,5196.31885314982,5917.59051034089,5107.37047204126,4747.02824992758,5125.08138905605,4737.21778607224,4911.57119241292,5022.76863249509,4740.98868217801,5331.5382516966,5407.09327851066,4869.77580835196,4891.77616902867,0.797660835019776,0.0203014063553317,0.824763235143699,0.892862724273682,0.00650303661972624,0.913604566176341,0.173976139833992,-0.144494852187918,0.222414307267179,0.0556265949381915,-0.130696482452312,0.0781997059276025
r_0032,263.938035917744,237.062100521771,310.554366912531,312.229560719207,284.499543766389,251.450572816321,271.176623885649,323.812339839399,303.451673129183,284.557578922043,261.73729945437,260.824145295281,270.518167784015,282.726559100639,299.480212284744,269.039674557231,0.683449014060935,0.0636819275696503,0.732536512308405,0.17564549238954,-0.15464174337892,0.232199151779017,0.531717579190609,-0.0715884762938235,0.609922899411549,0.339844602027778,0.146735194654747,0.394199418794553
r_0033,7484.32292395115,7330.52303531248,6629.9971229021,2599.18313005268,2865.95856194141,3029.10224927568,3543.50231494393,2893.44686139999,3351.27768833019,3135.50237906553,3283.1610300379,3387.49383766217,7148.28102738858,2831.41464708992,3262.7422882247,3268.7190822552,0.000852654743434471,-1.33607331309858,0.0054909550282585,0.97898088531797,0.00264035658358836,0.986609307800967,0.0520606290597994,0.20720235496153,0.0782927289736518,0.000458242077255672,-1.13151131472064,0.00275655699186358
r_0034,7484.32292395115,7330.52303531248,6629.9971229021,2599.18313005268,2865.95856194141,3029.10224927568,3543.50231494393,2893.44686139999,3351.27768833019,3135.50237906553,3283.1610300379,3387.49383766217,7148.28102738858,2831.41464708992,3262.7422882247,3268.7190822552,0.000852654743434471,-1.33607331309858,0.0054909550282585,0.97898088531797,0.00264035658358836,0.986609307800967,0.0520606290597994,0.20720235496153,0.0782927289736518,0.000458242077255672,-1.13151131472064,0.00275655699186358
r_0035,7484.32292395115,7330.52303531248,6629.9971229021,2599.18313005268,2865.95856194141,3029.10224927568,3543.50231494393,2893.44686139999,3351.27768833019,3135.50237906553,3283.1610300379,3387.49383766217,7148.28102738858,2831.41464708992,3262.7422882247,3268.7190822552,0.000852654743434471,-1.33607331309858,0.0054909550282585,0.97898088531797,0.00264035658358836,0.986609307800967,0.0520606290597994,0.20720235496153,0.0782927289736518,0.000458242077255672,-1.13151131472064,0.00275655699186358
r_0036,7484.32292395115,7330.52303531248,6629.9971229021,2599.18313005268,2865.95856194141,3029.10224927568,3543.50231494393,2893.44686139999,3351.27768833019,3135.50237906553,3283.1610300379,3387.49383766217,7148.28102738858,2831.41464708992,3262.7422882247,3268.7190822552,0.000852654743434471,-1.33607331309858,0.0054909550282585,0.97898088531797,0.00264035658358836,0.986609307800967,0.0520606290597994,0.20720235496153,0.0782927289736518,0.000458242077255672,-1.13151131472064,0.00275655699186358
r_0037,7484.32292395115,7330.52303531248,6629.9971229021,2599.18313005268,2865.95856194141,3029.10224927568,3543.50231494393,2893.44686139999,3351.27768833019,3135.50237906553,3283.1610300379,3387.49383766217,7148.28102738858,2831.41464708992,3262.7422882247,3268.7190822552,0.000852654743434471,-1.33607331309858,0.0054909550282585,0.97898088531797,0.00264035658358836,0.986609307800967,0.0520606290597994,0.20720235496153,0.0782927289736518,0.000458242077255672,-1.13151131472064,0.00275655699186358
r_0038,2464.7013681337,2603.35320436009,2932.36849256038,1136.31086032236,1215.86120809636,1243.21841350581,2568.99126727006,2639.73822400005,2519.89108680374,1569.89879390199,1627.15013158896,1423.26262000635,2666.80768835139,1198.46349397484,2576.20685935795,1540.1038484991,0.00650019470729989,-1.15392782732383,0.0182759097567562,0.000480572625981548,-0.742220806417951,0.00642973030623588,0.0151721088170366,0.361841670298095,0.0282678425978881,0.584689441022006,-0.0498653506077798,0.629291270780966
r_0039,3933.15662251242,4132.89086663069,3755.67617555902,4296.48349619185,3558.7399071129,4861.76758696486,3107.51162989809,2546.26662074744,3247.46527383862,2628.66774792891,2184.46149164389,2290.52973687296,3940.57455490071,4238.99699675654,2967.08117482805,2367.88632548192,0.516639429388355,0.10531694731394,0.57191468930865,0.0891656833592442,-0.325444573765652,0.13072551004588,0.027488424322457,-0.840123120738718,0.045392277981162,0.0276351679598545,-0.409361599659126,0.0420488045820531
