Rxn,Par_wo_1,Par_wo_2,Par_wo_3,Par_Ac_1,Par_Ac_2,Par_Ac_3,ATS_wo_1,ATS_wo_2,ATS_wo_3,ATS_Ac_1,ATS_Ac_2,ATS_Ac_3,Par.Wo.mean,Par.Ac.mean,ATS.Wo.mean,ATS.Ac.mean,Par_Ac.vs.Par_wo.t.test,Par_Ac.vs.Par_wo.log.2,Par_Ac.vs.Par_wo_adj_p,ATS_Ac.vs.ATS_wo.t.test,ATS_Ac.vs.ATS_wo.log.2,ATS_Ac.vs.ATS_wo_adj_p,ATS_Ac.vs.Par_Ac.t.test,ATS_Ac.vs.Par_Ac.log.2,ATS_Ac.vs.Par_Ac_adj_p,ATS_wo.vs.Par_wo.t.test,ATS_wo.vs.Par_wo.log.2,ATS_wo.vs.Par_wo_adj_p
r_0545,10732.2004277535,10748.9801743433,10859.728251069,6863.93181843372,7014.66068086462,7067.51540246058,5665.00424173837,5760.18755044209,5852.53577766109,4147.02403696954,4424.65411929327,4511.29169825542,10780.3029510553,6982.03596725297,5759.24252328052,4360.98995150608,4.01589559425882E-06,-0.626678027754971,0.000530158149331784,0.00164042327237613,-0.401223409398407,0.010608070494699,0.000184566955363352,-0.678992122609346,0.00327095524053574,5.43772992915695E-07,-0.90444674096591,0.000396450343919674
r_0546,1838.92827933963,1892.16690279478,1781.09217908402,1847.78477737105,1713.98497069084,1746.11955913845,1766.00182975707,1563.98021870885,1804.73889808409,1323.99809362596,1134.52669725469,1354.568194908,1837.39578707281,1769.29643573345,1711.57364885,1271.03099526288,0.260099974403479,-0.0544866421005147,0.301025473731692,0.0124370956229863,-0.429324160491921,0.0305843435839075,0.00663757908149277,-0.477176571553229,0.0149297430934446,0.228473743802753,-0.102339053161822,0.268629735137782
r_0547,1838.92827933963,1892.16690279478,1781.09217908402,1847.78477737105,1713.98497069084,1746.11955913845,1766.00182975707,1563.98021870885,1804.73889808409,1323.99809362596,1134.52669725469,1354.568194908,1837.39578707281,1769.29643573345,1711.57364885,1271.03099526288,0.260099974403479,-0.0544866421005147,0.301025473731692,0.0124370956229863,-0.429324160491921,0.0305843435839075,0.00663757908149277,-0.477176571553229,0.0149297430934446,0.228473743802753,-0.102339053161822,0.268629735137782
r_0548,979.929944261878,995.877317260408,899.73695086808,1121.97901163361,1103.05963460302,1243.21841350581,535.645698770593,412.276535774905,437.431797814875,361.87133621407,433.906701757055,374.599286864416,958.514737463455,1156.08568658081,461.784677453458,390.12577494518,0.0255940909834923,0.270375812186826,0.045344782199064,0.192758143014457,-0.243280985711663,0.252669457735167,0.000620575547007035,-1.5672371082233,0.00504258245526135,0.000639223412716925,-1.05358031032481,0.00323151379979371
r_0549,1772.70382669117,1728.71312572269,1634.03839786687,1649.18630268407,1627.1377415411,1598.75782809261,1340.55157885521,1171.73331220236,1185.41355351049,1125.34468947283,1084.76675439264,1139.89811647567,1711.81845009358,1625.02729077259,1232.56614818935,1116.66985344705,0.157604727452595,-0.0750657552786026,0.19967554041341,0.156962200897598,-0.142462361813689,0.209823717306694,2.35629291007501E-05,-0.541261234967771,0.00126102296428842,0.00276531803720081,-0.473864628432684,0.00745012811987317
r_0550,1544.27745378782,1453.76438813123,1709.50020664935,1431.13746191951,1466.42045541342,1405.78413267543,2271.9426686674,2214.1086020462,2141.90742378318,1870.5634055932,1767.47317045993,2008.23858373445,1569.18068285613,1434.44735000279,2209.31956483226,1882.09171992919,0.209285344351837,-0.129516464216398,0.2481366344034,0.0245874464360283,-0.231265174375313,0.0493019597787027,0.0184399935316417,0.391841920243704,0.0335508440341242,0.00494138460064059,0.493590630402619,0.0109750958163837
r_0551,2914.83569120796,2936.75561057336,3002.99300590809,2749.66754128456,2574.47131008252,3067.69698835911,3087.38898289598,3106.26167237691,2864.15789725439,2430.01434377578,2514.86751224789,2591.06784667823,2951.52810256314,2797.27861324206,3019.26951750909,2511.98323423397,0.397540283013885,-0.077438122660025,0.45233322524747,0.00891082227866237,-0.265372710665634,0.0264219469486634,0.178583300277283,-0.155197120349153,0.228116281506455,0.481874479099471,0.032737467656456,0.525189039018525
r_0553,1161.32735803807,1182.06307657431,1349.60542630212,818.962782214314,849.505655246306,838.558421903729,1546.56915530543,1656.61725407528,1471.11951476078,1933.91773448528,1947.60416362054,1675.49996216434,1230.99862030483,835.675619788116,1558.10197471383,1852.34062009005,0.0200765650454068,-0.558814192822232,0.0367006230276459,0.0586518995414919,0.249559756820843,0.093747061381286,0.00703735549364631,1.14833446282919,0.015602822465913,0.0155145451461355,0.339960513186111,0.0257705273095676
r_0554,1161.32735803807,1182.06307657431,1349.60542630212,818.962782214314,849.505655246306,838.558421903729,1546.56915530543,1656.61725407528,1471.11951476078,1933.91773448528,1947.60416362054,1675.49996216434,1230.99862030483,835.675619788116,1558.10197471383,1852.34062009005,0.0200765650454068,-0.558814192822232,0.0367006230276459,0.0586518995414919,0.249559756820843,0.093747061381286,0.00703735549364631,1.14833446282919,0.015602822465913,0.0155145451461355,0.339960513186111,0.0257705273095676
r_0555,1503.00714271704,1462.42419089001,1509.23617564968,2200.96247720097,2435.71539224558,2409.24734884475,1415.29283914878,1217.63454594248,1375.29267061472,990.045614211787,1037.99240810231,1035.78312843599,1491.55583641891,2348.64173943043,1336.07335190199,1021.2737169167,0.0058517146740192,0.655008676195716,0.0166395947837082,0.0284282871714498,-0.3876296332433,0.0554280171986056,0.00220767435681615,-1.20145707990052,0.00776832877579432,0.11613480944773,-0.158818770461499,0.151974050811869
r_0557,3660.58061451009,3760.51934800289,3733.42461655906,1559.1003966405,1348.62766185401,1446.71794685483,2509.58154754952,2171.54563985081,2170.30056278942,1085.61400864221,1068.84357267678,1189.27223451511,3718.17485969068,1451.48200178311,2283.80925006325,1114.57660527803,7.40957231182671E-05,-1.35706793662827,0.00116158143716718,0.00508195588643766,-1.03494638094423,0.019104696649484,0.0142037316559238,-0.381030905826479,0.0265592669036069,0.0039510265211751,-0.703152461510514,0.00933332292368912
r_0558,3725.84529248248,3762.68429869259,3529.29074921157,2244.98172674499,1581.21851693319,2768.29537607549,1737.25519118262,1272.71602643063,1668.09691661656,1213.39646861098,894.683772659616,1022.90292373005,3672.60678012888,2198.16520658456,1559.35604474327,1043.66105500022,0.0450035086857377,-0.740504619000257,0.0692224434888651,0.0490352213706133,-0.579297122868364,0.0810465000715568,0.0694621330598108,-1.0746465678487,0.100579399071927,0.00106678693064131,-1.2358540639806,0.00444140647597842
r_0559,8775.21986325793,9194.5455791412,8959.63860428956,6259.94676655066,6466.62471760936,6343.57166025917,4238.21274715981,3817.3135114057,4310.43341538471,2703.83390085171,2975.64458315045,2906.63286197375,8976.4680155629,6356.71438147306,4121.98655798341,2862.0371153253,0.000353080290679762,-0.4978666301944,0.00373738736572307,0.00518226538647293,-0.526297418908937,0.0192874721338273,9.4439511857532E-06,-1.15123888575249,0.00121595904089728,2.44351952032348E-05,-1.12280809703795,0.000614595930014493
r_0560,8775.21986325793,9194.5455791412,8959.63860428956,6259.94676655066,6466.62471760936,6343.57166025917,4238.21274715981,3817.3135114057,4310.43341538471,2703.83390085171,2975.64458315045,2906.63286197375,8976.4680155629,6356.71438147306,4121.98655798341,2862.0371153253,0.000353080290679762,-0.4978666301944,0.00373738736572307,0.00518226538647293,-0.526297418908937,0.0192874721338273,9.4439511857532E-06,-1.15123888575249,0.00121595904089728,2.44351952032348E-05,-1.12280809703795,0.000614595930014493
r_0561,940.579182543233,1121.44445726281,954.882118824511,1048.27236123432,999.242257228616,1019.83674184108,841.318288945583,831.229614639282,792.346035392866,724.816474612751,882.741386372725,859.753664121482,1005.63525287685,1022.45045343467,821.631312992577,822.437175035653,0.802347974207764,0.0239238039015344,0.826855282848904,0.988732005644897,0.00141431245080313,0.994499075023254,0.0464930696674658,-0.314053551341903,0.0708118195524111,0.0785654129060009,-0.291544059891171,0.107810363245016
r_0562,634.41106087865,670.052238461079,631.750783781566,423.813239795908,420.260729563684,468.984556741137,336.33567132107,315.466660977559,320.310099414138,235.162678429915,259.746901739889,295.171357844454,645.404694373765,437.68617536691,324.037477237589,263.360312671419,0.000632470923271726,-0.560307255221543,0.00452347867704018,0.0598242844639136,-0.299122727000512,0.0947079735654246,0.00182074187250514,-0.732858862438809,0.00739735964954968,0.000185287666371562,-0.994043390659841,0.00158952933241862
r_0564,637.290384906843,634.330552081086,659.807097303259,468.856192817695,525.076350951301,436.237505397617,389.037842040896,550.814804881452,431.22079865726,381.199775537076,438.88269604326,412.166550590074,643.809344763729,476.723349722204,457.024481859869,410.749674056803,0.0163962782767882,-0.433481227623272,0.0323753484549304,0.44580593301965,-0.154012019203779,0.514416957655388,0.111008289690816,-0.214892859423473,0.151525827264861,0.0576001254912365,-0.494362067842966,0.0809008097397276
r_0565,16439.9804263092,18157.4414344849,17616.4625143622,4842.11744984213,4635.84519737232,4585.7567256409,6161.36286779055,6049.78260694795,6377.80884927651,2542.76357315999,2660.16654540507,2617.90160648227,17404.6281250521,4687.90645761845,6196.318108005,2606.94390834911,0.00127251252431694,-1.89245530147829,0.00670974809488095,0.000196359961955538,-1.24905166961521,0.00307828950459591,0.000279391328986414,-0.846584240718954,0.00364710950873183,0.00149395533806929,-1.48998787258203,0.00526571986303903
r_0566,5908.3729058532,6059.69698046062,5647.0586905559,4935.27446631901,5873.66777375942,5213.79838890771,4714.44872620987,4729.49621100483,4457.72282397958,4381.11291321485,4574.92914673666,4822.5633119823,5871.70952562324,5340.91354299538,4633.88925373143,4592.86845731127,0.187509126150458,-0.136694069068027,0.224201975181441,0.806192292718433,-0.0128281009081041,0.840302510610482,0.0980974984069647,-0.217691066089678,0.135451350113531,0.00167562470132249,-0.3415570342496,0.00554492438476014
r_0567,16516.7624003944,16933.1618194615,16530.9734187988,15390.3580847625,14855.8674046716,15006.3362781684,21600.2242248421,22418.9971265613,21139.5792757391,21778.8559082901,22897.5353073998,22928.9110773572,16660.2992128849,15084.1872558675,21719.6002090475,22535.100764349,0.00183463566134042,-0.143377345818827,0.0076694645391189,0.200085769325206,0.0531763531780114,0.260077984918526,0.000688732683072888,0.579136935598916,0.00528772522865638,0.00236583259932713,0.382583236602079,0.0064987118480632
r_0568,8765.62211649729,8915.26694017035,9473.35937946263,8615.48846889458,8510.03021266129,8824.16079953088,6848.40752971991,6876.83938215631,6984.71219553488,7552.05076437256,7459.01543502094,7321.32302493462,9051.41614537676,8649.89316036225,6903.31970247037,7444.12974144271,0.194746447285818,-0.0654612143430568,0.231962000143967,0.00446475392547014,0.108812900831236,0.0169962786456022,0.000721851843564605,-0.2165791134278,0.00538612529428975,0.00806659373122542,-0.390853228602093,0.0153800411189949
r_0569,8765.62211649729,8915.26694017035,9473.35937946263,8615.48846889458,8510.03021266129,8824.16079953088,6848.40752971991,6876.83938215631,6984.71219553488,7552.05076437256,7459.01543502094,7321.32302493462,9051.41614537676,8649.89316036225,6903.31970247037,7444.12974144271,0.194746447285818,-0.0654612143430568,0.231962000143967,0.00446475392547014,0.108812900831236,0.0169962786456022,0.000721851843564605,-0.2165791134278,0.00538612529428975,0.00806659373122542,-0.390853228602093,0.0153800411189949
r_0570,3934.11639718848,3737.78736576108,3536.06296282025,3486.73404527744,3327.14729604693,3295.75681021577,2237.44670237806,1924.51354554035,2184.49713229254,1718.08349537837,1585.35177958484,1650.81290314462,3735.98890858994,3369.87938384671,2115.48579340365,1651.41605936928,0.0662944072648173,-0.148793217200546,0.0928600361687694,0.0278991322068649,-0.357285357234527,0.054602084722641,5.77134123471238E-05,-1.02899331473936,0.00173779838435584,0.000486722925370845,-0.820501174705381,0.00288318313044104
r_0572,2514.60965128905,2732.16777039703,2793.05438403887,4245.29832230345,4350.34740959271,4696.86279269927,4140.47417600668,3712.15795774651,3925.35146761259,4025.68439010845,4259.45110899128,4079.80484060643,2679.94393524165,4430.83617486514,3925.99453378859,4121.64677990205,0.00100282496934257,0.725376166159316,0.00597942226525747,0.258313015391722,0.0701627088475771,0.323969047788439,0.137627574015443,-0.104358112828826,0.184724834569725,0.00191964772504208,0.550855344482913,0.00615557557705828
r_0573,2514.60965128905,2732.16777039703,2793.05438403887,4245.29832230345,4350.34740959271,4696.86279269927,4140.47417600668,3712.15795774651,3925.35146761259,4025.68439010845,4259.45110899128,4079.80484060643,2679.94393524165,4430.83617486514,3925.99453378859,4121.64677990205,0.00100282496934257,0.725376166159316,0.00597942226525747,0.258313015391722,0.0701627088475771,0.323969047788439,0.137627574015443,-0.104358112828826,0.184724834569725,0.00191964772504208,0.550855344482913,0.00615557557705828
r_0574,2514.60965128905,2732.16777039703,2793.05438403887,4245.29832230345,4350.34740959271,4696.86279269927,4140.47417600668,3712.15795774651,3925.35146761259,4025.68439010845,4259.45110899128,4079.80484060643,2679.94393524165,4430.83617486514,3925.99453378859,4121.64677990205,0.00100282496934257,0.725376166159316,0.00597942226525747,0.258313015391722,0.0701627088475771,0.323969047788439,0.137627574015443,-0.104358112828826,0.184724834569725,0.00191964772504208,0.550855344482913,0.00615557557705828
r_0575,2514.60965128905,2732.16777039703,2793.05438403887,4245.29832230345,4350.34740959271,4696.86279269927,4140.47417600668,3712.15795774651,3925.35146761259,4025.68439010845,4259.45110899128,4079.80484060643,2679.94393524165,4430.83617486514,3925.99453378859,4121.64677990205,0.00100282496934257,0.725376166159316,0.00597942226525747,0.258313015391722,0.0701627088475771,0.323969047788439,0.137627574015443,-0.104358112828826,0.184724834569725,0.00191964772504208,0.550855344482913,0.00615557557705828
r_0596,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0597,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0598,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0599,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0600,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0601,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0602,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0603,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0604,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0605,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0606,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0607,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0608,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0609,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0610,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0611,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0612,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0613,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0614,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0615,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0616,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0617,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0618,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0619,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0620,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0621,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0622,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0623,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0624,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
r_0625,2644.17923255776,2950.82779005638,3100.70637369054,3263.56668712404,3218.33869860645,3033.78039946761,3090.26364675342,3394.1875931104,2802.93519127219,3821.66197503227,4084.29611011687,3981.05660452756,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0.168675754477602,0.13000324263502,0.202463086581004,0.0225188833384449,0.356041872300985,0.0455069100797741,0.00164125718406709,0.321006902645617,0.00710792816398129,0.41791957099467,0.0949682729796525,0.457090327120316
