Gene_id,Par_wo_1,Par_wo_2,Par_wo_3,Par_Ac_1,Par_Ac_2,Par_Ac_3,ATS_wo_1,ATS_wo_2,ATS_wo_3,ATS_Ac_1,ATS_Ac_2,ATS_Ac_3,Par_wo_med,Par_Ac_med,ATS_wo_med,ATS_Ac_med
gene_24,17.2759441691614,17.3196055175723,12.576968130414,8.18962782214314,17.9683922378772,9.35630038386309,22.9973108595604,11.6839504065763,30.1677101941293,15.0332305845608,13.9327840013733,26.8337598040413,15.7241726057159,11.8381068146278,21.6163238200887,18.5999247966585
gene_25,0,0,1.93491817390985,0,0,0,0,0,0,0,0,0,0.644972724636617,0,0,0
gene_26,3.83909870425809,2.16495068969654,1.93491817390985,0,0.9982440132154,0,0,0,1.77457118788996,0,0,1.07335039216165,2.64632252262149,0.332748004405133,0.591523729296653,0.357783464053883
gene_27,52.7876071835488,59.5361439666548,77.396726956394,79.8488712658956,90.8402052026014,79.5285532628363,204.101133878598,220.325921952581,189.879117104226,134.225273076435,182.121390875094,103.041637647518,63.2401593688659,83.4058765771111,204.768724311802,139.796100533016
gene_28,0,1.08247534484827,3.8698363478197,4.09481391107157,0,0,0,0,0,0,0,0,1.65077056422266,1.36493797035719,0,0
gene_29,4079.04237327422,4434.90148784336,4540.28549507946,3579.89106175432,3476.88389802924,3418.55825275398,3013.60594388822,2981.9110573355,2755.02176919916,2767.18822974379,2756.70083455744,2655.46887020792,4351.40978539901,3491.77773751251,2916.84625680763,2726.45264483638
gene_30,18201.1669568876,20030.1237810724,19389.8150207506,15111.9107388096,15320.0508708168,14808.6844325593,12362.9710295853,12444.2417508899,11723.704552795,12451.8101327547,12378.283386363,12186.8203526034,19207.0352529035,15080.2153473952,12176.9724444234,12338.9712905737
gene_31,8797.29468080742,8980.21546086125,8960.60606337652,9205.14167208889,9194.82560572705,9061.5769217714,4272.70871344915,4518.35053580027,4400.9365459671,6849.78413563665,7014.16154583423,6800.74808473622,8912.70540168173,9153.84806652911,4397.33193173884,6888.23125540237
gene_32,17501.4912180366,14703.2626090741,14468.3506454109,42359.8262065576,40955.9553742014,44656.4521946305,11647.1797290815,11824.9923793414,12143.390638731,9984.21271251756,10321.2073484459,10434.0391622034,15557.7014908405,42657.4112584632,11871.8542490513,10246.4864077223
gene_33,2216.11972703298,2225.56930900804,2237.73286812674,2943.14749858269,2660.32029521904,2788.1775143912,1381.75509414525,1487.19997317992,1465.79580119711,1414.19747713332,1471.89910985937,1337.39458863342,2226.47396805592,2797.21510273098,1444.91695617409,1407.83039187537
gene_34,361.835052876325,309.587948626605,303.782153303846,636.743563171629,797.596966559105,672.48409009016,404.369382613936,453.170362197922,476.472363948454,383.347379906299,366.23317946467,370.30588529577,325.068384935592,702.274873273631,444.670702920104,373.29548155558
gene_35,174.678991043743,94.1753550017995,131.57443582587,208.83550946465,159.719042114464,221.042596568765,212.725125450933,227.002465042053,241.341681553034,169.660745168614,184.111788589576,227.55028313827,133.476260623804,196.53238271596,227.023090682007,193.77427229882
gene_36,153.563948170324,137.47436879573,117.062549521546,137.176266020898,168.703238233403,149.700806141809,252.970419455164,285.422217074934,278.607676498723,259.860128675979,231.881333737142,251.163991765826,136.033622162533,151.86010346537,272.333437676274,247.635151392982
gene_37,0.959774676064523,3.24742603454481,10.6420499565042,2.04740695553579,1.9964880264308,8.1867628358802,22.9973108595604,25.0370365855205,12.4219983152297,5.36901092305741,4.97599428620476,3.22005117648495,4.94975022237118,4.07688593928226,20.1521152534369,4.52168546191571
gene_38,590.261425779682,565.052130010797,551.451679564307,1391.21302628657,1396.54337448835,1354.32448056418,706.209087645666,766.133319516929,772.825752326077,1103.8686457806,1051.92519210369,1006.80266784763,568.921745118262,1380.69362711303,748.389386496224,1054.19883524397
gene_39,21.1150428734195,18.4020808624206,17.4142635651887,36.8533251996441,44.920980594693,25.7298260556235,44.0781791474907,30.0444439026246,54.1244212306437,48.3210983075167,23.8847725737829,16.1002558824248,18.9771291003429,35.8347106166535,42.749014760253,29.4353755879081
gene_40,1413.74809784304,1412.63032502699,1459.89576221498,1564.21891402934,1660.07979397721,1540.28095069346,1822.53688562016,1760.10367196209,1708.02476834409,1786.80683519351,2031.20086762878,1938.47080824394,1428.758061695,1588.19321956667,1763.55510864211,1918.82617035541
gene_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_42,0,0,1.93491817390985,0,0,0,0,0,1.77457118788996,4.29520873844593,0,0,0.644972724636617,0,0.591523729296653,1.43173624614864
gene_43,0,0,2.90237726086478,2.04740695553579,0,2.33907509596577,3.83288514326006,1.66913577236804,0,3.22140655383445,3.98079542896381,0,0.967459086954927,1.46216068383385,1.83400697187603,2.40073399426609
gene_44,31.6725643101293,17.3196055175723,30.9586907825576,32.7585112885726,13.9754161850156,54.9682647551956,15.3315405730402,30.8790117888087,9.76014153339477,12.8856262153378,10.9471874296505,10.7335039216165,26.6502868700864,33.9007307429279,18.6568979650812,11.5221058555349
gene_45,1838.92827933963,1762.26986141298,1739.49143834496,3125.36671762538,3056.62316846556,2905.13126918949,2660.02228942248,2734.04439513884,2590.87393431934,3017.38413875827,3424.47926776612,3211.46437334766,1780.22985969919,3029.04038509348,2661.64687296022,3217.77592662402
gene_46,1289.93716463072,1362.83645916397,1385.40141251945,1556.0292862072,1701.00779851904,1602.26644073655,1834.99376233575,2143.17033172056,1928.95888123638,2353.77438866837,2337.722115659,2321.65689824565,1346.05834543805,1619.76784182093,1969.04099176423,2337.71780085767
gene_47,2697.92661441737,2639.07489074008,2652.7728164304,1739.27220872765,1856.73386458064,1912.19389095202,1294.55695713609,1174.23701586091,1220.01769167435,1095.27822830371,1026.05002181542,1093.74404961272,2663.25810719595,1836.06665475344,1229.60388822378,1071.69076657728
gene_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_49,0.959774676064523,1.08247534484827,0,0,1.9964880264308,2.33907509596577,0,0,0,1.07380218461148,1.9903977144819,0,0.680750006970931,1.44518770746552,0,1.02139996636446
gene_50,11.5172961127743,15.1546548278758,19.3491817390985,59.3748017105378,81.8560090836628,100.580229126528,8.62399157233513,17.5259256098644,20.4075686607345,23.6236480614526,19.903977144819,20.3936574510714,15.3403775599162,80.6036799735762,15.5191619476447,21.3070942191143
gene_51,725.589655104779,623.505798632604,639.490456477205,961.257565624051,995.249281175754,1018.66720429309,642.00826149606,595.881470735389,646.83119798589,666.831156643731,594.133717772849,638.643483336182,662.861970071529,991.724683697632,628.240310072446,633.202785917587
gene_52,2325.53404010434,2268.86832280197,2532.80788964799,5537.21211124653,5580.18403387409,6166.97149051376,3145.84048133069,3096.24685774271,2962.64659818229,4006.35595078544,4221.63355241612,3909.14212825273,2375.73675085143,5761.45587854479,3068.2446457519,4045.7105438181
gene_53,168.920342987356,132.061992071489,146.086322130194,85.991092132503,82.8542530968782,73.6808655229218,119.777660726877,83.4567886184018,65.6591339519285,63.3543288920775,44.7839485758428,110.55509039265,149.02288572968,80.8420702507677,89.6311944324024,72.8977892868568
gene_54,1257.30482564453,1187.47545329855,1201.58418599802,1498.70189145219,1337.64697770864,1387.0715319077,1291.68229327864,1316.94812439838,1175.6534119771,1327.21950017979,1338.54246298908,1288.02047059398,1215.45482164703,1407.80680035618,1261.42794321804,1317.92747792095
gene_55,2231.47612185002,2106.49702107473,2109.06080956174,3607.53105565405,3808.30091041675,3530.83385736033,3468.76105465035,3814.80980774715,3457.75195960358,4603.38996542942,4605.78031131113,4782.84934747232,2149.0113174955,3648.88860781038,3580.44094066703,4664.00654140429
gene_56,28.7932402819357,12.9897041381792,24.1864771738731,25.5925869441973,20.9631242775234,14.0344505757946,11.4986554297802,21.6987650407845,15.9711406910096,22.5498458768411,8.95678971516857,7.51345274513156,21.989807197996,20.1967205991718,16.3895203871914,13.0066961123804
gene_58,239.943669016131,188.350710003599,215.743376390948,151.508114709648,117.792793559417,127.479592730135,183.020265590668,132.696293903259,192.54097388606,194.358195414678,120.419061726155,156.709157255601,214.679251803559,132.260166999733,169.419177793329,157.162138132145
gene_59,316.725643101293,302.010621212667,220.580671825723,256.949572919741,246.566271264204,232.737972048594,519.355936911738,557.491347970924,490.668933451574,241.605491537584,344.338804605369,333.811971962273,279.772312046561,245.41793874418,522.505406111412,306.585422701742
gene_61,1479.97255049149,1412.63032502699,1379.59665799772,2019.76696163605,1960.55124195505,2073.59007257366,1893.44526077047,1784.30614066143,1800.30247011436,1817.94709854724,1668.94848359308,1754.9278911843,1424.06651117207,2017.96942538825,1826.01795718209,1747.27449110821
gene_62,5.75864805638714,8.65980275878616,1.93491817390985,5.11851738883946,15.9719042114464,5.84768773991443,7.66577028652012,11.6839504065763,8.87285593944979,15.0332305845608,15.9231817158552,10.7335039216165,5.45112299636105,8.97936978006676,9.40752554418207,13.8966387406775
gene_63,375.271898341229,442.732416042942,413.105030129753,687.928737060024,621.906020233194,668.975477446211,789.574339511572,836.237021956386,813.640889647546,889.108208858307,706.591188641076,847.946809807704,410.369781504641,659.60341157981,813.150750371835,814.548735769029
gene_64,524.03697313123,399.433402249012,446.966098173175,170.958480787238,115.796305532986,122.801442538203,4212.34077244281,4651.04682970353,4209.28285767498,1526.94670651753,1626.15493273172,1805.3753596159,456.812157851139,136.518742952809,4357.55681994044,1652.82566628838
gene_65,0,0,1.93491817390985,0,0,2.33907509596577,0,2.50370365855205,1.77457118788996,4.29520873844593,5.97119314344571,4.2934015686466,0.644972724636617,0.779691698655257,1.42609161548067,4.85326781684608
gene_66,118.052285155936,81.1856508636202,70.6245133477095,35.8296217218762,37.9332725021852,38.5947390834352,83.3652518659063,72.6074060980096,106.474271273398,82.6827682150841,58.7167325772162,65.4743739218607,89.9541497890886,37.4525444358322,87.4823097457713,68.9579582380537
gene_67,3690.33362946809,3638.19963403504,3832.10544342846,1883.61439909292,1981.51436623257,1963.65354306327,2885.20429158901,2821.67402318816,3109.04872118321,2174.44942383825,1865.00265846954,2015.75203647958,3720.21290231053,1942.92743612959,2938.64234532013,2018.40137292912
gene_68,361.835052876325,353.969437765384,327.001171390765,433.026571095819,388.316921140791,404.659991602079,564.392337345044,495.733324393307,509.301930924418,460.661137198326,409.026730326031,423.973404903852,347.601887344158,408.66782794623,523.14253088759,431.220424142736
gene_69,132.448905296904,143.96922086482,159.630749347563,228.28587554224,157.722554088033,135.666355566015,294.17393474521,271.234563009806,322.084670602027,367.240347137127,366.23317946467,337.032023138758,145.349625169762,173.891595065429,295.831056119014,356.835183246852
gene_70,586.422327075424,531.495394320501,654.002342781529,491.377669328588,480.155370356608,476.001782029035,570.141665059934,614.241964231437,634.40919967066,350.059512183343,373.199571465357,441.147011178439,590.640021392485,482.511607238077,606.264276320677,388.13536494238
gene_71,314.806093749164,252.216755349647,240.897312651776,195.527364253667,215.620706854527,192.973695417176,475.277757764247,358.864191059128,440.09365459671,312.476435721941,307.516446887454,378.892688433063,269.306720583529,201.373922175123,424.745201140028,332.961857014153
gene_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_73,0,0,0,6.14222086660736,0,0,0,0,0,0,0,0,0,2.04740695553579,0,0
gene_74,1752.54855849382,1979.84740572749,1962.97448743154,2406.72687623232,2516.57315731602,2417.43411168063,2680.1449364246,2707.33822278095,2646.77292673787,2398.87408042205,2610.40660254302,2618.97495687443,1898.45681721762,2446.91138174299,2678.08536198114,2542.7518799465
gene_75,3090.47445692776,3042.83819436849,2855.93922469094,3179.62300194707,2893.90939431145,3321.4866362714,2611.15300384592,2689.81229717109,2534.97494190081,3314.82734389565,3417.51287576543,3264.05854256358,2996.41729199573,3131.67301084331,2611.98008097261,3332.13292074155
gene_76,943.458506571426,901.701962258609,856.201291955109,5370.34844437036,5493.33680472435,5334.26075634994,386.163178183451,370.548141465704,386.856518960011,1184.40380962647,1244.99377040843,1144.19151804432,900.453920261715,5399.31533514822,381.189279536389,1191.19636602641
gene_77,6510.15162774566,6763.30595461199,6011.79076633791,8535.63959762869,7795.28749919906,8688.49444396486,4486.3920601859,3376.66166750054,4057.55702111039,5146.73387084284,4386.83656271812,4298.76832060741,6428.41611623185,8339.8071802642,3973.53691626561,4610.77958472279
gene_78,2390.79871807673,2301.34258314742,1920.40628760553,2400.58465536571,2240.05956565536,2422.11226187256,2449.21360654318,1962.06910041863,2131.25999665584,2196.99926971509,2212.32705964664,2219.68861099029,2204.18252960989,2354.25216096454,2180.84756787255,2209.67164678401
gene_80,5437.12353990552,5614.79961372798,4959.19527973095,4700.84636991016,4411.24029439885,5335.43029389793,2713.68268142812,2394.37526546195,2670.72963777439,2689.87447245176,2578.56023911131,2609.31480334497,5337.03947778815,4815.83898606898,2592.92919488815,2625.91650496935
gene_81,6207.82260478534,6265.36729598179,6002.11617546836,3745.73102515272,3768.37114988814,4141.3324574074,3817.55360268702,3793.94561059255,3954.63189221277,3664.88685607899,3764.83727694252,4181.77312786179,6158.43535874516,3885.14487748275,3855.37703516411,3870.4990869611
gene_82,3489.74072217061,3732.37498903683,3548.63993095067,3265.61409407958,3470.89443394995,3390.48935160239,1866.61506476765,2027.99996342716,1973.32316093363,2657.66040691342,2801.48478313328,2712.35644099249,3590.25188071937,3375.66595987731,1955.97939637615,2723.83387701306
gene_84,46700.7161879476,51338.5581801189,47798.283650095,72797.6017110304,64272.9390348868,81170.5839802042,31781.3253866266,27042.5032160207,29259.1297459296,48005.4004652409,44201.7572443569,46173.3871700099,48612.5193393872,72747.0415753738,29360.9861161923,46126.8482932026
gene_85,1574.99024342188,1590.15628158211,1367.01968986731,2126.23212332391,1917.62674938678,2254.868392511,2491.37534311904,2027.99996342716,2502.14537492484,2600.74889112901,2432.26600709689,2576.04094118796,1510.72207162377,2099.5757550739,2340.50689382368,2536.35194647129
gene_86,475.088464651939,562.8871793211,562.093729520812,564.060616250109,471.171174237669,637.397963650673,1123.0353469752,965.595044314909,1014.16743387911,918.100867842817,902.645363517544,896.247577454978,533.356457831284,557.543251379484,1034.26594172307,905.664602938446
gene_87,1037.51642482575,1190.7228793331,1185.13738151978,279.471049430635,327.424036334651,353.200339490832,387.121399469266,404.765424799249,432.99536984515,124.561053414932,129.375851441324,126.655346275075,1137.79222855954,320.031808418706,408.294064704555,126.864083710444
gene_88,2682.57021960034,2715.93064022431,2893.67012908218,3429.40665052244,3599.66791165473,3409.20195237011,2545.03573512468,2519.56044838955,2493.27251898539,3283.68708054191,3052.274895158,3143.84329864148,2764.05699630228,3479.42550484909,2519.28956749987,3159.93509144713
gene_89,989.527691022523,1066.23821467555,966.49162786797,911.096095213424,919.382736171384,881.831311179096,1057.87629953978,1237.6641752109,1184.52626791655,1101.72104141138,1206.18101497603,1184.97883294646,1007.41917785535,904.103380854635,1160.02224755574,1164.29362977796
gene_90,1351.36274389885,1421.29012778578,1502.463962041,2525.47647965339,2540.53101363319,2622.10318257763,1324.26181699635,1263.5357796826,1344.23767482664,2102.50467746928,2004.33049848328,1959.93781608717,1425.03894457521,2562.7035586214,1310.6784238352,2022.25766401324
gene_91,26.8736909298066,20.5670315521171,19.3491817390985,46.0666564995552,47.9157126343392,54.9682647551956,52.7021707198258,13.3530861789443,9.76014153339477,22.5498458768411,20.89917600206,54.7408700002442,22.2633014070074,49.6502112963633,25.2717994773883,32.7299639597151
gene_93,10840.6549661488,10540.0624327876,10290.8623079395,18528.0092441211,16473.0227060805,18106.780317871,10693.7495496956,9556.63686469319,10551.6002831937,11495.0523862659,11731.4041291563,11696.2992233855,10557.1932356253,17702.6040893575,10267.3288991942,11640.9185796026
gene_94,37.4312123665164,6.49485206908962,23.2190180869182,9.21333129991103,10.9806841453694,24.5602885076406,17.2479831446703,17.5259256098644,29.2804246001843,6.44281310766889,12.9375851441324,10.7335039216165,22.3816941741747,14.9181013176403,21.351444451573,10.0379673911393
gene_95,445.335449693939,332.319930868419,384.081257521105,385.936211118496,407.283557391883,409.33814179401,453.238668190502,456.508633742658,395.729374899461,593.81260809015,506.556218335645,536.675196080825,387.245546027821,400.85263676813,435.15889227754,545.68134083554
gene_96,61.4255792681295,43.2990137939308,46.4380361738364,29.6874008552689,28.9490763832466,49.1205770152812,39.2870727184156,54.2469126019612,47.9134220730289,28.99265898451,45.7791474330838,39.7139645099811,50.3875430786322,35.9190180845989,47.1491357978019,38.161923642525
gene_97,0,0,0,1.02370347776789,0,0,14.3733192872252,21.6987650407845,21.2948542546795,9.66421966150334,17.9135794303371,0,0,0.341234492589297,19.1223128608964,9.19259969728015
gene_98,15.3563948170324,23.8144575866619,14.5118863043239,34.8059182441083,41.9262485550468,31.5775137955379,44.0781791474907,45.901233740121,38.1532805396341,31.140263353733,12.9375851441324,33.2738621570112,17.8942462360061,36.1032268648977,42.7108978090819,25.7839035516255
gene_99,2113.42383669408,1993.91958521051,1962.97448743154,2532.64240399777,2429.72592816628,2665.376071853,2496.16644954811,2660.60242115465,2458.66838082154,2402.09548697589,2546.7138756796,2584.62774432526,2023.43930311204,2542.58146800568,2538.47908384143,2511.14570232692
gene_100,1353.28229325098,1368.24883588821,1388.30378978032,1551.93447229613,1502.35723988918,1399.93644493551,1585.85622802385,1790.14811586472,1764.81104635656,1703.05026479381,1670.93888130756,1687.30681647812,1369.94497297317,1484.74271904027,1713.60513008171,1687.09865419316
gene_101,35.5116630143874,24.8969329315102,23.2190180869182,47.0903599773231,64.885860859001,70.1722528789732,41.2035152900456,50.0740731710411,36.3787093517441,67.6495376305234,56.7263348627343,51.5208188237592,27.8758713442719,60.7161579050991,42.5520992709436,58.6322304390056
gene_102,30.7127896340647,11.907228793331,21.2840999130084,35.8296217218762,55.9016647400624,61.985490043093,36.4124088609706,50.9086410572251,35.4914237577992,62.280526707466,44.7839485758428,47.2274172551126,21.3013727801347,51.2389255016772,40.9374912253316,51.4306308461405
gene_103,5.75864805638714,0,1.93491817390985,3.07111043330368,0,2.33907509596577,0,0,0,2.14760436922296,0,2.1467007843233,2.56452207676566,1.80339517642315,0,1.43143505118209
gene_104,1911.87115472053,2071.85781003959,1925.2435830403,1674.77888962827,1923.61621346608,1692.32083193124,2112.87793522211,2223.28884879422,2066.48814829786,1998.34586556197,2109.82157735082,2256.18252432379,1969.65751593347,1763.57197834186,2134.2183107714,2121.44998907886
gene_105,3235.40043301351,3401.13753351326,3385.13934525528,2371.92095798821,2565.48711396358,2328.54925803393,4290.91491787964,4543.38757238579,4392.95097562159,3468.38105629509,3435.42645519577,3090.17577903339,3340.55910392735,2421.98577666191,4409.08448862901,3331.32776350808
gene_106,1015.44160727627,1069.48564071009,1033.24630486786,1319.55378284281,1353.61888192008,1177.72431081877,1534.11227858984,1676.64688334369,1512.82193767619,1495.80644316379,1535.59183672279,1601.43878510518,1039.39118428474,1283.63232519389,1574.52703320324,1544.27902166392
gene_107,7255.8965510478,7002.53300582346,7046.00453029272,7160.80582698641,7413.95828615078,7405.51175382764,8876.00377050448,8683.67885574471,8388.39800515583,7754.99937726413,8710.97559743006,8762.83260160772,7101.47802905466,7326.75862232161,8649.36021046834,8409.60252543397
gene_108,2953.22667825054,2825.26065005398,2497.97936251762,1471.06189755246,1232.83135632102,1409.29274531938,3019.35527160311,2724.02958050463,2734.61420053843,1976.86982186974,2075.98481620463,2142.40738275465,2758.82223027405,1371.06199973095,2825.99968421539,2065.08734027634
gene_109,1229.47136003865,1288.14566036944,1299.29755378046,1356.40710804246,1207.87525599063,1281.81315258924,2239.36314494969,2268.35551464816,2171.18784838336,1898.4822623931,1747.56919331511,1768.8814462824,1272.30485806285,1282.03183887411,2226.30216932707,1804.97763399687
gene_110,1406.06990043453,1216.70228760946,1281.88329021528,1778.17294088283,1808.81815194631,1842.02163807305,1643.34950517275,1622.39997074173,1688.5044852773,1694.45984731692,1625.15973387448,1641.15274961516,1301.55182608642,1809.67091030073,1651.41798706393,1653.59077693552
gene_111,2.87932402819357,8.65980275878616,4.83729543477463,4.09481391107157,7.9859521057232,3.50861264394866,2.87466385744504,1.66913577236804,5.32371356366988,9.66421966150334,0,3.22005117648495,5.45880740725145,5.19645955358114,3.28917106449432,4.2947569459961
gene_112,2068.31442691905,2128.1465279717,2037.46883712707,2414.91650405446,2375.82075145265,2458.36792586003,1239.93834384463,1265.20491545497,1359.32152992371,1623.58890313256,1659.99169387791,1772.10149745889,2077.97659733927,2416.36839378905,1288.1549297411,1685.22736482312
gene_113,395.427166538584,382.113796731439,409.235193781933,309.158450285904,324.429304295005,288.875774351773,320.045909462215,297.10616748151,262.636535807714,313.550237906553,291.593265171599,217.890129608815,395.592052350652,307.487842977561,293.262870917146,274.344544228989
gene_114,262.978261241679,310.670423971453,270.888544347379,645.95689447154,564.007867466701,528.630971688265,932.349311098009,978.113562607669,845.583171029565,941.72451590427,1022.06922638646,887.660774317685,281.512409853504,579.531911208835,918.682014911748,950.484838869472
gene_115,3327.5388019157,3170.57028506058,2919.79152442996,3571.70143393218,3810.29739844318,3455.98345428943,4498.8489369015,4568.42460897131,4557.09881050141,5132.77444244289,4914.29195705582,5301.27758688639,3139.30020380208,3612.6607622216,4541.45745212474,5116.11466212837
gene_116,6919.01563974915,7476.657206867,6587.42892307609,4622.02120212203,4440.1893707821,4597.45210112073,4789.18998650344,4384.81967401083,4624.53251564123,4092.26012555436,4127.08966097823,4319.16197805848,6994.36725656408,4553.22089134162,4599.5140587185,4179.50392153036
gene_117,1252.5059522642,1455.92933882092,1383.46649434554,2087.33139116873,1916.62850537357,2109.84573656113,1497.69986972887,1446.3061467569,1436.51537659692,1619.29369439412,1571.41899558346,1370.66845079043,1363.96726181022,2037.93521103448,1460.17379769423,1520.460380256
gene_118,1272.66122046156,1068.40316536524,1240.28254947621,1724.9403600389,1893.66889306961,1846.69978826498,1558.06781073521,1586.51355163582,1443.61366134848,1509.76587156374,1767.47317045993,1678.72001334082,1193.78231176767,1821.76968045783,1529.39834123984,1651.98635178816
gene_119,1081.66605992472,1009.94949674344,1146.43901804159,1458.77745581925,1557.26066061602,1409.29274531938,1469.91145244023,1545.6197252128,1684.06805730757,1842.6445487933,1952.58015790675,2043.65914667578,1079.35152490325,1475.11028725155,1566.5330783202,1946.29461779194
