Name,GrRule,REF,ALT
usage_prot_E6R8S7,CGB_G0020C,-0,-0
usage_prot_E6R8W7,CGB_G0410C,-0,-0
usage_prot_E6R8W9,CGB_G0430C,-0,23851.8014221094
usage_prot_E6R8X9,CGB_G0530C,-0,23851.8014221094
usage_prot_E6R903,CGB_G1070C,327.276784869427,37.9677686687046
usage_prot_E6R909,CGB_G1125C,513.240244776989,59.5424593251215
usage_prot_E6R922,CGB_G1250W,-0,0.00176232644487611
usage_prot_E6R923,CGB_G1260C,-0,23851.8014221094
usage_prot_E6R931,CGB_G1340W,166.061910600704,23851.8014221094
usage_prot_E6R936,CGB_G1390C,-0,-0
usage_prot_E6R956,CGB_G1590C,-0,23851.8014221095
usage_prot_E6R957,CGB_G1600C,16909.8661006191,16051.7591994803
usage_prot_E6R976,CGB_G2130W,-0,-0
usage_prot_E6R988,CGB_G2250C,172.420489236615,20.0013775263017
usage_prot_E6R992,CGB_G2280C,5667.16409706064,23851.8014221095
usage_prot_E6R996,CGB_G2320W,7282.32450096298,23851.8014221094
usage_prot_E6R9A0,CGB_G2360W,-0,-0
usage_prot_E6R9A1,CGB_G2370C,-0,23851.8014221094
usage_prot_E6R9B6,CGB_G2520C,-0,-0
usage_prot_E6R9B7,CGB_G2530W,-0,23851.801422109
usage_prot_E6R9D9,CGB_G3130W,-0,-0
usage_prot_E6R9E0,CGB_G3140C,6040.61873601505,716.333484500452
usage_prot_E6R9F6,CGB_G3300C,-0,-0
usage_prot_E6R9G1,CGB_G3350W,4.00524984581802,0.46566554107304
usage_prot_E6R9G4,CGB_G3380W,91497.7751730471,4749.755705107
usage_prot_E6R9J1,CGB_G3620C,-0,23851.8014221094
usage_prot_E6R9J4,CGB_G3650C,-0,2691.56579323203
usage_prot_E6R9J8,CGB_G4001W,15480.6953675847,20494.1558495875
usage_prot_E6R9L2,CGB_G4140W,-0,-0
usage_prot_E6R9L6,CGB_G4180C,-0,-0
usage_prot_E6R9L9,CGB_G4210W,-0,-0
usage_prot_E6R9P9,CGB_G4510C,-0,-0
usage_prot_E6R9Q2,CGB_G4540C,-0,-0
usage_prot_E6R9R0,CGB_G4620C,542.152738030198,23851.8014221094
usage_prot_E6R9R2,CGB_G4640C,-0,-0
usage_prot_E6R9S4,CGB_G4760W,-0,-0
usage_prot_E6R9T2,CGB_G5070C,3360.23434873984,389.837606827502
usage_prot_E6R9U4,CGB_G5190W,-0,23851.8014221094
usage_prot_E6R9U7,CGB_G5220C,-0,477.152691413295
usage_prot_E6R9V1,CGB_G5260W,-0,-0
usage_prot_E6R9V4,CGB_G5290C,-0,-0
usage_prot_E6R9X1,CGB_G5450C,-0,23851.8014221094
usage_prot_E6R9X6,CGB_G5490C,2069004.87985361,267111.78105668
usage_prot_E6R9X8,CGB_G5510C,10602.4296932707,681.387619320134
usage_prot_E6R9Y9,CGB_G5610C,-0,23555.1884707166
usage_prot_E6RA06,CGB_G6100W,-0,19202.1712631655
usage_prot_E6RA08,CGB_G6120C,1570.03953183194,23851.8014221091
usage_prot_E6RA11,CGB_G6150C,-0,-0
usage_prot_E6RA13,CGB_G6170C,-0,-0
usage_prot_E6RA28,CGB_G6320C,18200.3523389498,2111.56905669657
usage_prot_E6RA35,CGB_G6390W,-0,-0
usage_prot_E6RA39,CGB_G6430W,-0,-0
usage_prot_E6RA46,CGB_G6500C,2635.96834859457,305.806179040455
usage_prot_E6RA50,CGB_G6540C,-0,-0
usage_prot_E6RA79,CGB_H0230C,51.1002014338471,23851.8014221094
usage_prot_E6RA94,CGB_H0380C,-0,6457.42709570418
usage_prot_E6RA97,CGB_H0410W,-0,-0
usage_prot_E6RAA4,CGB_H0480W,-0,23851.8014221094
usage_prot_E6RAA5,CGB_H0490C,-0,-0
usage_prot_E6RAB5,CGB_H0590W,938.875069652021,338.057357684179
usage_prot_E6RAB9,CGB_H0630W,-0,23851.8014221094
usage_prot_E6RAC7,CGB_H0710C,15386.2189261629,23851.8014221094
usage_prot_E6RAF0,CGB_H1160W,5314.1207057881,616.52371536874
usage_prot_E6RAG6,CGB_H1320W,37027.5896399418,23851.8014221094
usage_prot_E6RAJ1,CGB_H1570W,-0,-0
usage_prot_E6RAK4,CGB_H1700C,-0,-0
usage_prot_E6RAL5,CGB_H2030C,-0,-0
usage_prot_E6RAM3,CGB_H2110W,-0,20.6625381786376
usage_prot_E6RAP5,CGB_H2330C,-0,8047.73397437183
usage_prot_E6RAR2,CGB_H2490W,-0,-0
usage_prot_E6RAT2,CGB_H2660W,-0,23851.8014221094
usage_prot_E6RAT6,CGB_H2700C,-0,23851.8014221094
usage_prot_E6RAU0,CGB_H3020C,-0,-0
usage_prot_E6RAU7,CGB_H3090W,-0,-0
usage_prot_E6RAW3,CGB_H3250W,-0,120.775151197473
usage_prot_E6RAX8,CGB_H3390C,76.3960428474901,23851.8014221094
usage_prot_E6RAY2,CGB_H3430C,-0,23851.8014221094
usage_prot_E6RAY3,CGB_H3440W,-0,-0
usage_prot_E6RB11,CGB_H3720W,-0,-0
usage_prot_E6RB23,CGB_H4020C,-0,-0
usage_prot_E6RB46,CGB_H4250C,-0,-0
usage_prot_E6RB62,CGB_H4410C,-0,-0
usage_prot_E6RB64,CGB_H4430C,-0,26750.5516027474
usage_prot_E6RB66,CGB_H4450C,-0,-0
usage_prot_E6RB68,CGB_H4470C,2420.75010950063,280.834096403289
usage_prot_E6RB73,CGB_H4520C,-0,-0
usage_prot_E6RB74,CGB_H4530C,-0,-0
usage_prot_E6RB94,CGB_H4730W,238492.426058217,27917.9375587386
usage_prot_E6RB97,CGB_H4760C,-0,425.505431118348
usage_prot_E6RBA6,CGB_H5060W,1763.01383437336,204.532245071088
usage_prot_E6RBD2,CGB_H5320C,1790.46956424712,207.720989211886
usage_prot_E6RBE4,CGB_H5440W,-0,-0
usage_prot_E6RBG0,CGB_H5600W,-0,-0
usage_prot_E6RBH3,CGB_H5730C,-0,23851.8014221094
usage_prot_E6RBI3,CGB_I4320W,17.8657841667285,-0
usage_prot_E6RBI4,CGB_I4330W,2592689.6275323,314913.196509732
usage_prot_E6RBJ0,CGB_I4390C,-0,-0
usage_prot_E6RBJ5,CGB_I4430C,-0,-0
usage_prot_E6RBL5,CGB_I4610C,-0,-0
usage_prot_E6RBN0,CGB_I0160C,-0,-0
usage_prot_E6RBN1,CGB_I0170W,2613.43748444261,303.192309459517
usage_prot_E6RBN9,CGB_I0260C,0.916780857914993,0.104945248003517
usage_prot_E6RBP3,CGB_I0300W,-0,-0
usage_prot_E6RBP4,CGB_I0310C,4396776.73934416,164509.536719656
usage_prot_E6RBP7,CGB_I0340C,7079.14198312258,821.303816241022
usage_prot_E6RBP8,CGB_I0350C,65027.3808920337,7711.34421495579
usage_prot_E6RBP9,CGB_I0360W,-0,-0
usage_prot_E6RBQ6,CGB_I0430C,-0,-0
usage_prot_E6RBS5,CGB_I0620C,-0,27.0216791903586
usage_prot_E6RBS8,CGB_I0650W,28348.160503015,3417.307581492
usage_prot_E6RBV0,CGB_I1230W,-0,638.666949317245
usage_prot_E6RBV7,CGB_I1300C,-0,23851.8014221094
usage_prot_E6RBW4,CGB_I1370W,-0,-0
usage_prot_E6RBY7,CGB_I1600W,434.354956790538,61.2161444841388
usage_prot_E6RBZ6,CGB_I1700C,895.21317720319,103.854027137038
usage_prot_E6RC01,CGB_I1750C,32.1320305988514,22737.2286675026
usage_prot_E6RC06,CGB_I2050W,-0,-0
usage_prot_E6RC12,CGB_I2110W,-0,-0
usage_prot_E6RC15,CGB_I2140W,-0,-0
usage_prot_E6RC31,CGB_I2290C,-0,-0
usage_prot_E6RC55,CGB_I2530C,-0,-0
usage_prot_E6RC71,CGB_I2690W,5764.3950483116,668.746552731927
usage_prot_E6RC73,CGB_I2710W,-0,-0
usage_prot_E6RC86,CGB_I3100C,-0,-0
usage_prot_E6RC89,CGB_I3130W,-0,-0
usage_prot_E6RC94,CGB_I3180W,99.4510374095017,11.5372215269485
usage_prot_E6RCA7,CGB_I3310W,-0,-0
usage_prot_E6RCB4,CGB_I3380C,-0,-0
usage_prot_E6RCF1,CGB_I4060C,-0,11499.1649038871
usage_prot_E6RCG1,CGB_I4160C,-0,-0
usage_prot_E6RCG8,CGB_I4230C,-0,-0
usage_prot_E6RCG9,CGB_I4240W,-0,-0
usage_prot_E6RCJ9,CGB_J0240W,-0,-0
usage_prot_E6RCL4,CGB_J0390W,-0,-0
usage_prot_E6RCM8,CGB_J0520C,-0,-0
usage_prot_E6RCN7,CGB_J0620W,-0,-0
usage_prot_E6RCN9,CGB_J1020C,-0,-0
usage_prot_E6RCP5,CGB_J1080C,-0,-0
usage_prot_E6RCP7,CGB_J1100C,0.000242704220388532,-0
usage_prot_E6RCU1,CGB_J1540C,-0,23851.8014221094
usage_prot_E6RCU5,CGB_J1580C,3415.8986821138,23851.8014221094
usage_prot_E6RCU9,CGB_J1620C,-0,23851.8014221094
usage_prot_E6RCV4,CGB_J1670W,-0,23851.8014221094
usage_prot_E6RCW2,CGB_J2070C,-0,-0
usage_prot_E6RCW3,CGB_J2080C,-0,-0
usage_prot_E6RCW6,CGB_J2110W,-0,-0
usage_prot_E6RCX6,CGB_J2210C,-0,-0
usage_prot_E6RCY7,CGB_J2320C,1380.3881821856,161.793010305276
usage_prot_E6RCZ2,CGB_J2380W,-0,-0
usage_prot_E6RCZ3,CGB_J2390W,11393.2204220817,23851.8014221094
usage_prot_E6RD01,CGB_J2460C,-0,-0
usage_prot_E6RD32,CGB_K0180W,-0,23851.8014221094
usage_prot_E6RD40,CGB_K0260W,-0,-0
usage_prot_E6RD41,CGB_K0270C,1716.64626884004,199.144246186988
usage_prot_E6RD54,CGB_K0400W,104935.410754409,23851.8014221094
usage_prot_E6RD72,CGB_K0580W,-0,-0
usage_prot_E6RD74,CGB_K0600W,-0,-0
usage_prot_E6RD81,CGB_K0670C,-0,-0
usage_prot_E6RD82,CGB_K0680W,-0,1532.68316766733
usage_prot_E6RD89,CGB_K0740C,-0,-0
usage_prot_E6RDB4,CGB_K1190W,-0,-0
usage_prot_E6RDC1,CGB_K1260W,125.292114915437,-0
usage_prot_E6RDC8,CGB_K1330C,-0,3.2121205815087e-05
usage_prot_E6RDD2,CGB_K1370C,-0,-0
usage_prot_E6RDE0,CGB_K1450W,-0,1590.71769972238
usage_prot_E6RDE6,CGB_K1510C,191581.241962711,22254.6985568427
usage_prot_E6RDE7,CGB_K1520W,-0,23851.8014221094
usage_prot_E6RDF8,CGB_K1630C,880.70646093571,101.982157319141
usage_prot_E6RDI6,CGB_K2110W,-0,-0
usage_prot_E6RDK1,CGB_K2260C,1213.25766071767,23851.8014221094
usage_prot_E6RDK7,CGB_K2320C,-0,28004.994436923
usage_prot_E6RDM2,CGB_K2470C,-0,-0
usage_prot_E6RDM3,CGB_K2480W,-0,-0
usage_prot_E6RDN4,CGB_K2580C,152.802447282436,23851.8014221094
usage_prot_E6RDN7,CGB_K2610C,-0,23851.8014221094
usage_prot_E6RDR6,CGB_K3180C,-0,23851.8014221094
usage_prot_E6RDR8,CGB_K3200W,-0,-0
usage_prot_E6RDS0,CGB_K3220C,-0,-0
usage_prot_E6RDS9,CGB_K3310W,-0,-0
usage_prot_E6RDV9,CGB_K3610C,-0,-0
usage_prot_E6RDW8,CGB_K3700C,35096.8622128508,23851.8014221094
usage_prot_E6RDX1,CGB_K3730W,-0,23851.8014221094
usage_prot_E6RDX2,CGB_K3740C,-0,-0
usage_prot_E6RDZ6,CGB_K4240W,-0,23851.8014221094
usage_prot_E6RE03,CGB_K4310C,-0,23851.8014221094
usage_prot_E6RE09,CGB_K4370W,-0,-0
usage_prot_E6RE15,CGB_K4430C,-0,-0
usage_prot_E6RE31,CGB_K4590C,-0,-0
usage_prot_E6RE74,CGB_L2690C,-0,-0
usage_prot_E6RE77,CGB_L2720C,-0,-0
usage_prot_E6RE89,CGB_L3060C,0.260317152696835,23851.8014221094
usage_prot_E6REA8,CGB_L3250W,-0,23851.8014221094
usage_prot_E6REB3,CGB_L3300C,-0,23851.8014221094
usage_prot_E6REB5,CGB_L3320C,135849.32765411,15759.9330748412
usage_prot_E6REE9,CGB_L3660C,-0,182.880912364237
usage_prot_E6REF0,CGB_L3670W,4095.92898390532,23851.8014221094
usage_prot_E6REF4,CGB_L3710W,-0,-0
usage_prot_E6REG9,CGB_L0110W,-0,-0
usage_prot_E6REI1,CGB_L0230W,-0,-0
usage_prot_E6REI3,CGB_L0250C,23.2796209807952,2.67109890695607
usage_prot_E6REI8,CGB_L0300W,-0,-0
usage_prot_E6REJ7,CGB_L0380W,74416.7003112945,10806.4122935274
usage_prot_E6REM3,CGB_L0620C,11315.0944875478,1312.70544324798
usage_prot_E6REN6,CGB_L1100C,-0,23851.8014221094
usage_prot_E6REQ4,CGB_L1280W,-0,-0
usage_prot_E6REQ5,CGB_L1290C,-0,23851.8014221094
usage_prot_E6RES3,CGB_L1450C,-0,-0
usage_prot_E6RET0,CGB_L1520C,199.1604256225,71.710975632898
usage_prot_E6RET1,CGB_L1530C,3128.18680997556,669.771908929416
usage_prot_E6RET7,CGB_L1590C,-0,-0
usage_prot_E6REU2,CGB_L1640W,19.7370141937371,2.28983754246498
usage_prot_E6REV4,CGB_L2090C,-0,-0
usage_prot_E6REW7,CGB_L2220W,-0,1574.99973625279
usage_prot_E6REY2,CGB_M0070W,9057.07595110894,1074.04341492585
usage_prot_E6REZ3,CGB_M0180W,-0,-0
usage_prot_E6REZ8,CGB_M0230C,-0,23851.8014221094
usage_prot_E6RF09,CGB_M0340W,-0,23851.8014221182
usage_prot_E6RF10,CGB_M0350C,-0,-0
usage_prot_E6RF15,CGB_M0390W,-0,-0
usage_prot_E6RF28,CGB_M0520C,0.00896964965465804,-0
usage_prot_E6RF30,CGB_M0540W,-0,3.37337223082641e-07
usage_prot_E6RF34,CGB_M0580W,-0,-0
usage_prot_E6RF48,CGB_M1140W,-0,-0
usage_prot_E6RF51,CGB_M1170C,3977.25134735629,23851.8014220948
usage_prot_E6RF57,CGB_M1230W,-0,-0
usage_prot_E6RF72,CGB_M1380W,66.3905240491942,-0
usage_prot_E6RF81,CGB_M1470W,14635.2723285886,1740.43425576952
usage_prot_E6RF83,CGB_M1490C,-0,-0
usage_prot_E6RF84,CGB_M1500C,938.189407978683,108.845543105863
usage_prot_E6RFC1,CGB_M2220W,-0,-0
usage_prot_E6RFD0,CGB_M2320C,-0,23851.8014221094
usage_prot_E6RFD2,CGB_M2340W,-0,23851.8014221094
usage_prot_E6RFD4,CGB_M2360C,23422.7851493142,23851.8014221094
usage_prot_E6RFD8,CGB_M2400C,3.68259515818756,3112.19138638516
usage_prot_E6RFF1,CGB_M2530C,-0,-0
usage_prot_E6RFK7,CGB_M3540C,-0,-0
usage_prot_E6RFL1,CGB_M3580C,-0,-0
usage_prot_E6RFL9,CGB_N3200W,-0,-0
usage_prot_E6RFM1,CGB_N3220C,187.340334642589,21.9578500371155
usage_prot_E6RFN3,CGB_N3340W,-0,-0
usage_prot_E6RFP0,CGB_N3410W,200940.343439405,23677.2306139576
usage_prot_E6RFP3,CGB_N3440W,-0,-0
usage_prot_E6RFP6,CGB_N3480C,87983.7211352418,-0
usage_prot_E6RFS6,CGB_N0190C,-0,23851.8014221094
usage_prot_E6RFT0,CGB_N0230W,-0,-0
usage_prot_E6RFT5,CGB_N0280C,-0,-0
usage_prot_E6RFU3,CGB_N0360W,1979.2849816111,231.695217497773
usage_prot_E6RFW4,CGB_N1040C,-0,-0
usage_prot_E6RFY2,CGB_N1220W,-0,23851.8014221094
usage_prot_E6RFZ8,CGB_N1380W,209.070334773104,23851.8014221094
usage_prot_E6RFZ9,CGB_N1390C,-0,-0
usage_prot_E6RG01,CGB_N1410W,7643.78571971592,-0
usage_prot_E6RG03,CGB_N1430W,-0,-0
usage_prot_E6RG11,CGB_N1510C,-0,23851.8014221094
usage_prot_E6RG43,CGB_N2180W,-0,-0
usage_prot_E6RG49,CGB_N2230C,1180.69478898088,252.796987746978
usage_prot_E6RG59,CGB_N2320C,-0,23851.8014221094
usage_prot_E6RG68,CGB_N2400W,3349.66967851061,388.597970058606
usage_prot_E6RG75,CGB_N2470C,-0,23851.8014221094
usage_prot_E6RG94,CGB_N3050C,-0,-0
