Gene,Par_wo_RNA,Par_Ac_RNA,ATS_wo_RNA,ATS_Ac_RNA,Parwo_PARROT,ParAc_PARROT,ATSwo_PARROT,ATSAc_PARROT
PAPLA_00307,2082.09887100021,1291.21363276892,1436.18209327366,891.002116636853,0,0,0,0
PAPLA_00335,5204.53498415292,2852.36661602627,5145.56619733596,4622.51400729714,0,0,0,0
PAPLA_00342,50703.6548635677,58092.1235700499,53640.8971270823,42910.598229724,0,0,0,0
PAPLA_00355,2479.38597064729,3310.20388915335,2430.83604152684,3397.85818704988,0,0,0,0
PAPLA_00359,1516.74111749798,1187.79635920074,2374.84437609103,1949.93812044993,0,0,0,0
PAPLA_00362,17819.3809782617,12365.7581164989,8420.5542933316,7203.17826975113,8054.23357652378,798.239617897126,7929.66160871015,920.787725185979
PAPLA_00364,11753.5589984679,4952.27437530329,5695.72948954357,4754.83807882828,0,17949.257443548,0,23851.8014221094
PAPLA_00367,14946.2459672293,12255.1202956415,12129.9295793891,10054.8048019939,1990999.29842683,236593.311747299,2069004.87985361,267111.78105668
PAPLA_00369,2757.89899371274,2408.54548822732,1837.63345590464,1941.00567744142,10211.168086659,595.163702908689,10602.4296932707,681.387619320134
PAPLA_00384,10375.44205225,5759.06000845951,6822.27450818076,7010.96595416528,0,17609.0917028714,0,23555.1884707166
PAPLA_00387,44232.0804770872,12440.4841604076,20500.5146024294,19055.0615085423,0,0,0,0
PAPLA_00392,5692.40106043566,1726.66031468748,2209.31956483226,1882.09171992919,0,0,0,0
PAPLA_00408,4083.96355568266,3252.84831646729,1910.88997449153,1588.79520714985,3421.25733209598,336.919369435929,3360.23434873984,389.837606827502
PAPLA_00410,6991.72306449576,5901.2672045923,7054.86566287326,5437.27996026091,14880.6553893813,15422.51978886,15480.6953675847,20494.1558495875
PAPLA_00418,533.906572853118,742.015311320419,847.50640846623,1031.88223068903,0,17949.257443548,0,23851.8014221094
PAPLA_00420,1007.83253823652,2215.75860002199,1084.23949339141,2930.45311234203,0,0,0,0
PAPLA_00423,4479.36138641682,4837.32257319522,2684.03635610182,2437.0637210914,0,412.391765355317,0,477.152691413295
PAPLA_00428,2129.31049235869,2479.74303191592,1826.51723786323,2245.01287798719,0,1563.14452454402,0,2691.56579323203
PAPLA_00431,1523.24249674208,1149.04724419832,932.89305637006,714.331578153958,0,0,0,0
PAPLA_00435,1325.03246242321,1011.41333158181,1443.38114659278,1565.25498060288,0,0,0,0
PAPLA_00440,1101.48870787154,1162.50185706193,1363.12295807296,1089.21524869066,0,17949.257443548,0,23851.8014221094
PAPLA_00443,11172.962114829,3584.92931437376,3304.44823399582,1396.15466062506,1590.38433079531,17949.257443548,1570.03953183194,23851.8014221091
PAPLA_00446,945.511744142099,1119.0559754551,1090.12915178501,1418.90133916545,0,0,0,0
PAPLA_00451,3593.66050300885,2652.91795123579,3486.93072446166,3350.5197899291,6376046.12823017,17949.257443548,542.152738030198,23851.8014221094
PAPLA_00457,1491.55583641891,2348.64173943043,1336.07335190199,1021.2737169167,0,0,0,0
PAPLA_00459,12230.1913831848,11150.8754144125,9960.86077749535,11221.4635718774,4113.20949173974,17949.257443548,4273.2002473243,23851.8014221094
PAPLA_00471,12398.1134847087,7253.67515720322,9004.15606076877,6722.30706315389,0,0,0,4949.33361219984
PAPLA_00483,14524.5776668007,12400.1938692745,12762.858553129,14415.6949008421,0,0,0,0
PAPLA_00488,1992.53349878223,2149.31363388474,1997.96903010794,2268.94462183447,0,0,0,0
PAPLA_00489,2898.57113210156,3171.8952617327,3095.79547704534,3962.33822989223,0,0,0,0
PAPLA_00497,4014.03977743017,2851.05132407311,5027.03974980955,4718.55019689313,0.969839355218809,0.111892400153764,1.01494817676792,0.102890393769683
PAPLA_00502,465.405571027011,685.711467706146,419.801130435397,512.236555364491,0,0,0,0
PAPLA_00527,1473.09928319338,1411.15026782735,1302.53403785409,1098.29054436033,0,17949.257443548,0,23851.8014221094
PAPLA_00532,2084.87236791638,3088.46147959653,2871.64474701067,3813.23522343097,0,0,0,0
PAPLA_00533,3593.11614429064,1480.70601107957,1585.2987706216,1611.7413950965,0,0,0,0
PAPLA_00537,218.144227220074,212.664786401623,293.210675209141,294.172457412337,0,17949.257443548,0,23851.8014221094
PAPLA_00539,32557.6145542629,11266.3223784015,8256.3850026208,5110.1325037306,98.3103134016661,28.754707346438,98.0540347924255,47.6943719652928
PAPLA_00543,8553.85204995843,3518.70995355129,2452.52943739145,1757.85789289814,6790.27924556868,783.408728734138,7106.10618724533,842.685497842902
PAPLA_00550,2937.00901446011,2024.56232626694,2027.94212825751,1617.48868017669,12530.2699623039,17949.257443548,12393.5001418196,23851.8014221109
PAPLA_00589,3598.05726893966,3336.37125546877,3038.29311045487,2909.31195186104,7.48396428472814,0.863376342853648,7.83147277455598,0.928703876556266
PAPLA_00615,4167.1420423875,2923.28360829397,1752.56478094333,1539.08649008814,452.653099527181,44.5758882780931,444.563375290122,51.5770975574068
PAPLA_00616,21284.1681076496,18963.1884231328,11113.6774882945,13239.9949377524,50.3739531792625,5.62324548541656,52.7169277759913,6.04872941031586
PAPLA_00630,67.9754035112571,109.653216831335,57.4693993750764,85.7237883900716,0,0,0,0
PAPLA_00633,1093.71823829244,1600.43549665966,1434.60687614611,1664.48600543637,0,2970.41326364437,0,9590.35675763175
PAPLA_00639,25742.6414155644,26814.0998784488,4613.05816477408,5479.45295886189,48.9489812456722,0.381435972807669,48.1197665642694,0
PAPLA_00644,3252.48571517711,1035.62902030554,1028.02615111346,486.881076796637,2.26105182393509,0.260862283921439,2.36621703460144,0.276989507856018
PAPLA_00648,972.706898530945,384.988722775696,561.115954938826,447.331674573795,0,0,0,0
PAPLA_00649,1048.56143339051,946.38885073116,822.638003630778,718.145975764025,0,0,0,0
PAPLA_00672,29513.606975344,18941.5175259081,16590.7800645841,15908.7708197127,0,0,0,0
PAPLA_00679,607.805206955092,1338.00195293354,1048.20423495022,1525.21501621255,0,0,0,0
PAPLA_00682,3281.0268362809,3660.51440008336,2834.09446457933,3144.45268085571,4.86273878156214,0.549308427079144,5.13079337219049,0.590871952742283
PAPLA_00685,15888.8218171472,40558.1361173611,19005.8174108686,33455.0600305042,0,0,0,0
PAPLA_00686,1168.97960395644,2031.56685499878,1302.92505181961,1196.09646773994,75509.7701911219,8615.7596546566,74416.7003112945,10806.4122935274
PAPLA_00712,6013.36464267162,2590.64601647038,2462.11826528796,1446.42718404617,11521.2234255181,1134.57237526304,11315.0944875478,1312.70544324798
PAPLA_00727,2505.55772933126,2051.08280191295,2926.50463144543,3144.40948302229,0,0,0,0
PAPLA_00729,8707.02496922829,2447.37419857648,10817.0954340473,5421.06127721216,0,0,0,0
PAPLA_00731,1.00579783958604,2.14462966901245,5.88021838003042,4.62664049589302,0,0,0,0
PAPLA_00737,735.295274164815,871.744215756095,1157.1449849414,1315.80349749764,0,17949.257443548,0,23851.8014221094
PAPLA_00739,5455.1320858681,5305.07527038165,4484.2133723482,4884.48643309904,1434.73386115109,165.528248486515,1501.46566875476,178.052974605368
PAPLA_00744,3243.5907990031,925.034233169373,2594.5347380825,3137.72997242125,0,0,0,0
PAPLA_00749,4054.53206611543,4058.49959988407,4022.64054461518,4097.52753950283,0,0,0,0
PAPLA_00760,16454.669213128,8413.22622707574,12665.7303615951,11114.0854863576,0,0,0,0
PAPLA_00767,3.41143444574506,3.23160990752034,5.48987559288871,3.11660211734041,0,0,0,0
PAPLA_00768,6763.93146577921,5275.30821300177,6897.77297929619,6911.72411688026,0,17949.257443548,0,23851.8014221094
PAPLA_00778,1666.66325120767,1406.21150215819,1608.20834486046,1639.51435327357,0,17949.257443548,0,23851.8014221094
PAPLA_00800,829.638438805309,814.236854590755,905.289268500779,1329.73178815115,0,0,0,0
PAPLA_00807,6094.71307570056,3998.46157111543,3168.09158986904,2737.64897454721,438.205839152706,43.1543423463804,430.388261109187,49.929853535922
PAPLA_00822,34.7703781022516,48.0383451988636,51.0056633612144,36.7756574127166,0,0,0,0
PAPLA_00832,2196.49882871014,1677.27806222546,1683.85438299777,1145.18127408736,0.400733833446202,17949.257443548,0.41937262754246,23851.8014221094
PAPLA_00854,2728.77847364776,3167.06019204854,2620.59711091828,2695.27306895713,22.2449711776836,2.48320661074401,23.2796209807952,2.67109890695607
PAPLA_00856,3176.80827903724,3733.67053033607,2189.78394637387,2867.95319834877,52.7814823061477,17949.257443548,51.1002014338471,23851.8014221094
PAPLA_00864,3563.39231941956,3291.20381700046,3934.7600660806,3698.54162907654,0,0,0,0
PAPLA_00871,2497.78578120554,1437.12784772699,1044.36205007131,715.86554167339,0,5485.53052507401,0,6457.42709570418
PAPLA_00872,1089.11890968981,1993.48829834494,1297.4266338445,2011.04454617247,0,0,0,0
PAPLA_00899,10408.1237134747,9093.63179952491,8894.37705963142,7443.72969774212,19959.0105750401,17949.257443548,20887.3366511016,23851.8014221094
PAPLA_00901,3380.03003789603,1553.56827983716,1199.81635741009,563.802718183745,214.680840670608,24.7681779193531,224.665996071334,26.6422667713892
PAPLA_00910,2851.01498215483,3317.97623124932,3567.73101515486,4204.40633577171,0,0,0,0
PAPLA_00912,1840.75063646529,1749.23400734385,1091.73974144262,745.336150434097,125.413105194374,12.3498631127758,123.172654337443,14.2891440458916
PAPLA_00944,2192.45354013882,2832.18642295669,4052.74159300169,4291.7882460549,0,0,0,0
PAPLA_00948,1110.90956455729,787.742797403528,1364.504997778,1161.45196462642,0,0,0,0
PAPLA_00949,1249.27936347223,1785.10150172249,1069.87249055064,1430.88287509205,0,0,0,0
PAPLA_00954,14136.8367814457,6438.81540012292,7537.38782888821,6595.79614201468,0,0,0,0
PAPLA_00955,3263.37044951328,1972.89491415342,3309.23109499207,3290.89384016634,1228.18376337392,141.698131400096,1285.30858962512,152.419747218341
PAPLA_00968,1188.99884925029,1521.02948880097,1293.48715430252,1552.62445878586,0,228.776795798719,0,264.685514329931
PAPLA_00983,2309.81230332934,1699.29746029806,2075.54882484476,2169.46393111805,0,0,0,0
PAPLA_01004,4604.51664749159,3969.4424515902,4804.86559013916,5056.40425367474,0,0,0,0
PAPLA_01011,2379.68567542398,3197.10232311431,1789.07154380454,2269.10661924672,22.7175466927134,17949.257443548,22.3123469646845,23851.8014221094
PAPLA_01012,3196.72913858768,5804.75455094826,3217.11772836919,3409.56834653523,0,0,0,0
PAPLA_01018,15.3659089610633,40.2460947188113,9.47122397054277,6.38980849948877,0,0,0,0
PAPLA_01021,6217.55497871901,4354.40342114387,3857.16947095364,3948.44837560895,15.2396340614264,1.50077219897642,14.9678135502489,1.73649096940232
PAPLA_01023,13725.8788536972,2446.02017644989,4577.25221644935,2953.30592425491,137468.488707706,0,132631.117731036,0
PAPLA_01032,254.634735239749,465.445851432789,473.243818784726,507.505728895677,0,0,0,0
PAPLA_01049,336.116435080046,792.904433925732,211.886781804852,417.160416538822,0,0,0,0
PAPLA_01052,1518.32235389624,2067.10609305648,1526.77809522159,1526.58954247696,1.58628534501946,0.18352915442353,1.66006605874129,0.197415922482739
PAPLA_01056,745.237037806244,926.385218983186,878.823289091744,1026.97641005646,0,0,0,0
PAPLA_01059,250.094519328626,382.033109247416,541.606001554838,435.841501034745,0,0,0,0
PAPLA_01072,973.617540638407,909.829738993466,1238.44277768122,917.465759124498,0,0,0,0
PAPLA_01076,670.355518682061,635.322536104498,802.353156308736,809.807078569738,0,0,0,0
PAPLA_01080,134.731443484907,280.380587842588,117.094275287438,154.396998169882,0,0,0,0
PAPLA_01099,1417.93272591428,914.613174250519,1125.62199002227,663.655964138256,92.3377262176839,17949.257443548,106.824107431614,23851.8014221094
PAPLA_01100,32185.6068943633,15854.861807575,26934.4670772844,17558.5082957901,36532.0876160472,26414.2719057104,36976.9320407022,35100.5031927422
PAPLA_01102,2988.19614088392,707.543046462632,1087.94330350946,739.628671254511,0,0,0,7111.13057542842
PAPLA_01106,18645.3443857172,11049.7205245438,7796.40797106148,5628.3918434725,199.457002991115,17949.257443548,197.590460955301,23851.8014221094
PAPLA_01108,454.146524863948,128.822760190812,1720.62291828855,928.579612488377,0,0,0,0
PAPLA_01111,58043.9669523211,57466.6605752894,15161.6010971759,31463.1927981032,0,0,0,0
PAPLA_01118,3143.37551682446,2774.03549837514,2175.0617175451,2434.00085956366,1952.11811788966,192.239703813862,1917.25954321803,222.433031232411
PAPLA_01122,6964.87840603885,6138.09276016655,6129.11878075546,5778.19880577028,0.0106040862846539,0.00122341886312481,0.0110972996002192,0.00131598908198098
PAPLA_01142,25596.2747382498,22872.8849145809,13736.7638248149,12828.9245710562,24809.6618594525,0,25961.6750774628,0
PAPLA_01152,16660.2992128849,15084.1872558675,21719.6002090475,22535.100764349,0,4.57218446192111,0,44.867456834804
PAPLA_01164,3824.08457835553,4515.99564776216,3833.88148496162,3537.90438638757,17480.6210878558,1227.51980722195,17893.6686723923,1501.02322085611
PAPLA_01165,1435.66596712633,1284.8841003866,1513.60991105573,1673.30503729581,0,17949.257443548,0,23851.8014221094
PAPLA_01180,6560.72096940711,4409.92111077982,5850.28418401095,5129.72389931238,0,17949.257443548,0,23851.8014221094
PAPLA_01182,653.513774936042,110.320065417091,107.902408026901,61.6929665959836,0,0,0,0
PAPLA_01185,20134.7945679941,4022.59473590655,18318.8723716264,11487.3199192644,0,0,0,0
PAPLA_01188,1692.95678681178,1138.87131363464,1743.77434655128,2037.17917589776,35382.27085035,17949.257443548,37027.5896399418,23851.8014221094
PAPLA_01200,2053.80183929101,2598.93879718081,1518.05269833291,1972.72213674256,6.25801371429378,0.722000142872367,6.54908412757068,0.776630419758219
PAPLA_01202,203.765129851696,269.087204849583,211.694384219531,274.027257279006,5.17222253759602,1415.88611614409,5.39983171936122,1523.01940597429
PAPLA_01204,754.482351538058,864.915975973862,1120.65810957073,1168.1093865507,22347.0938441353,17949.257443548,23422.7851493142,23851.8014221094
PAPLA_01206,454.714055294622,479.668144383181,408.39858796708,338.163888519696,0,17949.257443548,0,23851.8014221094
PAPLA_01214,1090.59362928005,437.017711648302,507.501267487224,221.337458717107,0,0,0,0
PAPLA_01220,1281.22332728046,939.078386036415,808.464941656182,960.073743771599,0,0,0,0
PAPLA_01225,3592.67730197809,473.267778940603,1665.82261881641,884.098358980279,0,0,0,0
PAPLA_01254,46.6094288401879,183.362540082429,25.1672762148636,23.7801102317747,0,0,0,0
PAPLA_01262,7299.02469225152,8990.09013816013,5054.53100223061,7413.22026069786,0,0,0,0
PAPLA_01271,5780.32628908668,6827.67584077641,5286.10209758376,4516.1240473265,0,0,0,0
PAPLA_01274,734.399810213561,415.146854548079,257.180973285148,190.9516135892,0,0,0,0
PAPLA_01282,1837.39578707281,1769.29643573345,1711.57364885,1271.03099526288,5869.06425480347,577.985449200114,5764.3950483116,668.746552731927
PAPLA_01285,7822.03628362284,5251.78448436033,4384.08094758351,3647.37709053906,0,0,0,0
PAPLA_01292,1757.3095017441,2252.78373936712,1367.19473690395,935.038548962108,0,8919.8819537172,0,11499.1649038871
PAPLA_01294,1269.06238836526,1838.52154641917,1569.00058417468,1701.45034245723,0,0,0,0
PAPLA_01344,715.734597376682,743.100543148718,894.461204813202,835.544763835283,0,0,0,0
PAPLA_01354,13870.1596983672,7230.30020453047,10815.4554906528,8225.81908676348,0,0,0,0
PAPLA_01355,1410.27100353264,1575.51195965353,825.885305859598,917.779549252731,101.26000356864,9.97142348778762,99.4510374095017,11.5372215269485
PAPLA_01378,12625.313052652,21519.6545023498,6364.16009752734,3265.67955483437,0,0,0,0
PAPLA_01396,394.602188466361,13.349833850621,11.4300489461894,17.5291345617125,14959.1649506955,17949.257443548,15386.2189261629,23851.8014221094
PAPLA_01438,784.785523559053,942.943195183208,963.341927437604,1018.20288601066,0,170.016576091257,0,182.880912364237
PAPLA_01449,767.248559325081,762.699897393707,683.51015804674,523.166134244562,0,0,0,0
PAPLA_01466,5286.36513546451,7879.74444783111,4584.71140969703,6420.70511551515,0,0,0,0
PAPLA_01471,208.406290069601,93.5746218677919,247.013828548355,154.088906169376,137.674597787062,15.7088445952971,135.681637729606,19.7029929055624
PAPLA_01472,4410.9329292222,3090.24838778446,4128.74203676998,3117.62901958604,0,0,0,0
PAPLA_01481,24135.328537575,5887.34153640433,10749.1431478457,4257.22641805083,0,5010.12259702016,0,6263.94448262086
PAPLA_01492,5958.17634071198,6063.23467783715,6676.73192121477,6893.78832467292,0,17949.257443548,0,23851.8014221094
PAPLA_01506,6964.44079605489,3744.19276872397,3440.18524395371,2110.40300472697,0,335.266028017217,0,387.915329666537
PAPLA_01511,29044.9115084875,5085.371223376,16693.7052206641,3665.0604651738,0,0,0,0
PAPLA_01518,3774.24675098836,1055.69109847657,1117.89211686914,499.290104827807,300.830522917981,34.7074470728411,314.822640239121,37.3335925969225
PAPLA_01534,17404.6281250521,4687.90645761845,6196.318108005,2606.94390834911,468.021852850028,53.9966607464661,489.790311158743,56.7156876681804
PAPLA_01541,4850.06817683772,4637.40083461894,4507.8290848629,4982.77152710835,0,0,0,0
PAPLA_01558,1212.73367541422,1232.0982329831,1368.50053404059,1349.30578185709,0,0,0,0
PAPLA_01574,2967.24122033138,3886.33268972457,2775.00996045313,3302.28175428483,0,107.202889731327,0,8910.70257390641
PAPLA_01612,2311.81335431751,2745.1485042598,2385.2798190756,2878.15920405748,0.000231407691089771,0,0.000242704220388532,0
PAPLA_01619,1025.95807259832,1332.45295877469,1237.74453637275,1568.97389381442,0,0,0,0
PAPLA_01624,340.461738332764,454.465300564777,636.628750015017,777.628685708324,0,17949.257443548,0,23851.8014221094
PAPLA_01625,413.896356770761,323.594204978022,287.514065202011,729.882663994817,0,0,0,0
PAPLA_01626,3048.30346497741,2567.61636102444,2691.75540567709,2366.11311561196,0,29.5790240233685,0,41.0750601324476
PAPLA_01631,15471.0391251549,8165.2820011181,5329.46664592829,3307.72198547325,703.867975290574,81.2067215194001,745.2647297212,87.3512434082017
PAPLA_01644,18371.743495093,20179.1145041641,23518.6649104965,21525.1512910186,0,17949.257443548,0,23851.8014221094
PAPLA_01645,41034.4554658719,35555.110222948,29922.1743958552,30194.322802759,3975.53706185935,2387.28426387477,3917.53847542545,3023.24472097633
PAPLA_01661,941.549453947747,1183.9849629428,823.585746289807,912.585516419795,0,0,0,0
PAPLA_01662,1722.53295295555,1930.65087210889,2242.73354426294,2948.51501224324,0,17949.257443548,0,23851.8014221094
PAPLA_01699,1472.36383576026,932.206863289638,728.121635415149,572.678047004682,0,0,0,0
PAPLA_01703,59649.0654037783,14836.2463349269,28540.9550803155,14628.1845909541,0,0,0,0
PAPLA_01712,1277.35176856325,823.605086921452,1215.12836340578,1008.59392613427,0,0,0,0
PAPLA_01713,1596.19457924808,1643.71167556011,2087.77595327799,2182.46913069095,0,0,0,0
PAPLA_01725,3933.71820521941,3946.53484648813,2283.39340262221,2867.4673929268,13.1650984111774,0,17.8657841667285,0
PAPLA_01726,3585.7516156596,1616.26668799775,1787.10464481283,1452.5155060431,2319843.14081095,282988.162934136,2592689.6275323,314913.196509732
PAPLA_01748,464.960134090446,308.737419068513,563.213676675078,615.14014531728,0,0,0,0
PAPLA_01749,247.83017110828,341.502769410333,359.260269507724,525.389475871297,0,17949.257443548,0,23851.8014221094
PAPLA_01756,482.032642089407,1079.62598928894,672.266689286115,985.372346632307,3923.28081455843,17949.257443548,4095.92898390532,23851.8014221094
PAPLA_01760,0.644972724636617,0,0,0.357783464053883,0,0,0,0
PAPLA_01763,6.35215045924096,34.1032650765407,22.0544762577613,93.0561008365853,0,0,0,0
PAPLA_01773,2820.02631243472,540.371893094878,759.803403343542,265.432175065454,0,0,0,0
PAPLA_01825,59.267947510995,30.1564064206647,65.8963492325309,102.264957491416,0,0,0,0
PAPLA_01842,2189.49604364051,2156.36017092096,2258.94862159054,2259.53517608201,0,0,0,0
PAPLA_01848,5541.79479864872,3160.8669760843,3071.79510191044,2891.36962817036,202.778078676881,19.9700517161376,199.1604256225,71.710975632898
PAPLA_01850,643.809344763729,476.723349722204,457.024481859869,410.749674056803,20.0961688575614,1.97900904280807,19.7370141937371,2.28983754246498
PAPLA_01851,14571.3115993429,14290.468531146,9571.0383630768,10380.1724901937,0,0,0,0
PAPLA_01860,3301.49080870967,3736.07692086393,3293.84515830414,3396.39317918353,0,0,0,0
PAPLA_01869,1565.5482370909,1226.42913426983,1802.83391438251,1435.68721672109,0,17949.257443548,0,23851.8014221094
PAPLA_01890,2758.94554102443,1985.91592445312,1499.77308005829,1208.23204777414,138316.614951118,13620.9846408929,135849.32765411,15759.9330748412
PAPLA_01917,557.189410843538,391.707992536741,211.703678334236,185.762550473214,0.2487475212443,17949.257443548,0.260317152696835,23851.8014221094
PAPLA_01919,1749.5507938972,1848.09510139894,2004.7921554471,1602.93956157682,0,17949.257443548,0,23851.8014221094
PAPLA_01929,2704.9813407395,1520.58231085409,4573.56907412832,2820.91457821964,0,0,0,0
PAPLA_01932,1231.28619254765,1506.40583869443,2147.84773102456,2292.66479147084,24602.543764925,3969.26919023588,25592.9254652805,4755.06990291907
PAPLA_01940,4644.00478292211,2915.37608134663,4770.33120176347,5479.45021502756,0,0,0,0
PAPLA_01944,2251.49566544201,1418.38835700099,1583.02943970167,1493.79493538786,0,0,0,0
PAPLA_01952,2731.75922459493,3440.18237376003,3368.66315763698,3858.14235026862,0,17949.257443548,0,23851.8014221094
PAPLA_01966,4192.91990954939,3471.85515416122,3327.7835137126,3446.50482115697,0,0,0,0
PAPLA_01979,3583.93660631895,5370.66454269788,5922.12492403698,7709.32049470124,18531.9052829914,1824.98963278507,18200.3523389498,2111.56905669657
PAPLA_02012,4327.1455380261,4373.86009766637,3559.29193402703,3227.35907009211,0,0,0,0
PAPLA_02023,136.853747520356,95.2077298666357,164.861302217152,110.671816606961,0,0.442577833598113,0,0.600956813659312
PAPLA_02031,833.865648666099,945.659672884751,1202.5728869104,1301.76455746775,0,0,0,0
PAPLA_02044,327.613022424658,352.628094881344,385.457867304413,409.719835913699,0,17949.257443548,0,23851.8014221094
PAPLA_02049,630.551626626345,1109.48269402309,1619.64409060177,2470.71044253443,955.929282467588,94.1421150164467,938.875069652021,338.057357684179
PAPLA_02058,11.7014720686812,2.72138945253022,1.49095464598102,4.29370276361315,0,0,0,0
PAPLA_02063,129.96444700479,126.820861856599,152.588412551172,206.266128889889,0,0,0,0
PAPLA_02081,1100.8045221154,586.794578769573,664.315747700304,508.173558342198,1073.06035959424,105.672297087101,1053.8989398541,122.269275763838
PAPLA_02101,11295.3189958067,12894.3789367112,37408.503123283,21976.8111173824,0,0,0,0
PAPLA_02126,3154.66669665639,1628.08802778536,1220.32714702711,921.12775691097,155.576434382033,17949.257443548,152.802447282436,23851.8014221094
PAPLA_02127,1561.89748260938,1122.95149279359,943.143279076347,763.061958558876,0,17949.257443548,0,23851.8014221094
PAPLA_02138,801.219220530064,686.679079696179,484.543874931773,520.992181954054,0,0,0,0
PAPLA_02149,6325.13759509061,5799.35311496537,7041.42829898716,7575.43703237618,0,17949.257443548,0,23851.8014221094
PAPLA_02151,61744.2449257942,56561.5011950716,52234.3937529759,54823.939619394,0,0,0,0
PAPLA_02162,1689.32305451141,2585.73151177412,2574.19567544331,2593.22166231461,0,17949.257443548,0,23851.8014221094
PAPLA_02177,2828.76945342588,1896.58307114148,1879.34424649476,1518.52567804544,0,17949.257443548,0,23851.8014221094
PAPLA_02182,4160.22894869299,2878.2674708102,3557.44023973685,3087.41483276534,35735.4706598028,17949.257443548,35096.8622128508,23851.8014221094
PAPLA_02186,1517.95084232907,2044.33415347866,1693.42353510042,1892.64562260666,0,0,0,0
PAPLA_02193,6602.78284507404,4190.41039037452,3264.58088687675,3012.30388767731,0,0,0,0
PAPLA_02203,2951.52810256314,2797.27861324206,3019.26951750909,2511.98323423397,0,0,0,0
PAPLA_02216,4195.77520769191,3586.19649402926,2980.84528821934,3063.96678882822,0,17949.257443548,0,23851.8014221094
PAPLA_02239,5544.49006520079,1958.64555185041,1590.89679818105,827.860386843759,841.563951519711,97.0929945021871,880.70646093571,101.982157319141
PAPLA_02254,241500.588843031,12273.0252922286,41971.0252463028,10139.5553834769,0,17949.257443548,0,23851.8014221094
PAPLA_02258,1545.11562455269,1867.09186587163,1812.10387381168,2069.70845496566,0,17949.257443548,0,23851.8014221094
PAPLA_02262,2527.84152328114,2892.80599173073,3337.50634670602,4485.66712967774,0,21074.5190987506,0,28004.994436923
PAPLA_02274,13063.1059991553,13678.6823970093,11174.495562204,10909.8806723879,1214.28340529558,17949.257443548,1213.25766071767,23851.8014221094
PAPLA_02318,4860.64638678507,3413.44271446759,5045.42863197084,5481.51307179926,0,17949.257443548,0,23851.8014221094
PAPLA_02319,36904.304522263,20077.1915521006,18120.1375512295,14461.9770429421,193250.418165426,19423.0811249657,191581.241962711,22254.6985568427
PAPLA_02324,634.568281820059,1276.47202235144,1142.0204256128,1256.42635348025,0,2.98617136255692E-05,0,3.2121205815087E-05
PAPLA_02334,757.891772448289,1201.5326448038,863.033071607055,1058.50684570085,0,0,0,0
PAPLA_02335,12102.4917738758,11620.1000769664,7126.93638209858,7019.42485758019,119.723576445844,0,125.292114915437,0
PAPLA_02343,12256.9831774748,17804.7574995908,6235.54552996299,4475.14600205183,0,1478.82232945074,0,1590.71769972238
PAPLA_02354,800.155749411349,595.83608217931,955.441242270117,1019.02040359372,0,0,0,0
PAPLA_02366,631.32101339954,1209.00073299464,1023.02353124896,1045.8466335236,0,0,0,0
PAPLA_02367,1665.82773005922,2340.19592838493,1389.51721890781,1722.2545283682,0,11151.7871659867,0,19202.1712631655
PAPLA_02379,3601.49111582643,3540.84792245876,3492.75130611738,3009.47645993385,0,0,0,0
PAPLA_02392,7946.28805335807,11849.7537878376,6031.1454223548,5114.8468523592,22606.0439453536,17949.257443548,23587.322036333,23851.8014221094
PAPLA_02396,4231.86673408538,5132.52502344295,4293.64176553745,3898.72536593935,0,17949.257443548,0,23851.8014221094
PAPLA_02406,84915.2583262249,40488.2000097901,69282.4774324114,40728.992535572,0,0,0,0
PAPLA_02409,10535.5472009199,12483.3300992826,8641.17054520371,10750.3682261823,0,0,0,0
PAPLA_02414,503.334705346037,573.704721568982,651.57913559799,740.694922773643,0,0,0,638.666949317245
PAPLA_02433,7484.89421049817,5951.45338367315,4762.71153695682,6423.23009330957,0,17949.257443548,0,23851.8014221094
PAPLA_02436,4645.09358422579,5863.43282579931,5621.97954140096,5145.02513932261,0,393974.583642905,0,190465.627799909
PAPLA_02470,1964.58756119003,1225.49005217768,977.95622841158,642.731636491779,12677.6249783318,1248.45360661201,12451.053039779,1444.5390984114
PAPLA_02473,10637.7809410176,5753.22603812123,5129.9469042735,3695.865531833,12027.0806824679,1184.37077059252,11812.1515049905,1370.36126397577
PAPLA_02484,7512.36743649712,6086.08891916158,6626.44361267095,6905.83822044507,27280.6258992638,2885.42245206454,28348.160503015,3417.307581492
PAPLA_02486,1061.51600868169,1820.37536781304,900.755663896785,1649.10673420614,0,17949.257443548,0,23851.8014221094
PAPLA_02489,1308.9409203288,1275.92292113423,1269.23662631198,1435.47773386895,11605.3344701575,17949.257443548,11393.2204220817,23851.8014221094
PAPLA_02490,20224.524233006,9809.85101743187,10178.6840287544,11761.0129594249,0,0,0,0
