Gene,Par_wo_RNA,Par_Ac_RNA,ATS_wo_RNA,ATS_Ac_RNA,Parwo_PARROT,ParAc_PARROT,ATSwo_PARROT,ATSAc_PARROT
PAPLA_04400,7198.87769839894,2659.77703548132,5087.57663802069,3087.24380328942,2.71115922682786,17949.257443548,2.66279091156126,23851.8014221094
PAPLA_04402,2424.68332010742,3653.53120041325,980.451274938868,897.514056786411,0,0,0,0
PAPLA_04405,195.840275495602,235.127068689366,333.988464409394,483.205800922645,879.595815682959,0,863.877054804148,0
PAPLA_04409,0.644972724636617,4.71074356772253,0.556378590789347,2.14760436922296,0,0,0,0
PAPLA_04418,2581.30033327608,1941.63630642461,1531.84973748646,701.779926847288,0,0,0,0
PAPLA_04423,1297.80562179972,583.049272896873,1380.82541240026,309.677329684792,0,180.805073981109,0,194.485723980234
PAPLA_04439,1443.36715031851,1871.67876107177,2624.43102272893,3203.83031446286,0,0,0,0
PAPLA_04441,1424.14387915383,1092.71122784827,2506.09502155234,2568.17992757469,0,7815.98708557014,0,13949.6921044123
PAPLA_04447,1101.18643031459,932.689054151804,1203.06144517967,1190.85016249492,0,17949.257443548,0,23851.8014221094
PAPLA_04449,14421.5558438535,32188.6265655095,24990.5162250387,33973.427162508,0,0,0,0
PAPLA_04480,1132.89927946385,2012.3620096131,1924.31065453902,2039.51051380244,0,17949.257443548,0,23851.8014221094
PAPLA_04485,951.800506279255,1481.65569160129,1938.99383997661,2225.43189820841,0,17949.257443548,0,23851.8014221094
PAPLA_04495,1863.54985928746,1986.6728352861,3038.6212229287,3180.62436588423,0,17949.257443548,0,23851.8014221094
PAPLA_04498,2040.99884695611,1976.46948565351,2107.73734630812,1856.93215815167,0,275.216669381153,0,296.040990533886
PAPLA_04500,2862.75034331332,2629.32351706438,3562.30008473068,2750.87813983964,8992.11566810539,6501.6867023946,9101.61098523837,8639.74126071878
PAPLA_04534,1711.55294944081,883.565848151151,1531.87131415671,1537.29063584829,0,0.0075928241981314,0,0.00816733667210309
PAPLA_04537,3189.84061397685,3154.11680424884,2679.3196927601,3043.90840493925,0,0,0,0
PAPLA_04542,720.264932884945,1211.71371962284,1392.86429090686,1743.03787137314,13066.7165654821,761.600959851134,13567.394301241,871.93735499779
PAPLA_04551,502.825207590125,523.4287432991,410.491926456328,513.103772914098,0,0,0,0
PAPLA_04554,2405.19500684024,2202.02148870206,2745.99636622231,2223.35265653769,0,0,0,0
PAPLA_04574,3263.17358043284,2769.11993196112,1436.1415152677,1241.49232971631,2672.32221431461,278.117366443181,2681.67070074725,312.068979876344
PAPLA_04579,18133.5345507412,14576.922178032,9712.50995222222,6839.8373873514,0,0,0,0
PAPLA_04581,1674.80858267486,1461.28107791152,840.814372375112,899.222258629222,0,0,0,0
PAPLA_04602,6545.98099688858,4528.48524232478,4872.81586845378,4728.53932631999,66183.2322912733,7635.69803208047,69261.522165243,8213.45456277835
PAPLA_04603,7095.63064954533,3630.04993476655,3592.68282746689,2757.03966066054,0,0,0,0
PAPLA_04605,60751.1465786336,29504.1281628901,21632.1897176283,19201.2887524469,39043.7494165205,4416.79933552754,40578.1226886096,5278.16420981578
PAPLA_04610,1874.780553684,1414.18915416311,1307.93750747187,1127.8775459931,0,0,0,0
PAPLA_04615,3898.80243261133,2091.20369343668,1223.21409953033,627.63366319834,0,0,0,0
PAPLA_04616,2246.82216156451,2083.53576907307,1725.28466023587,1627.81966281401,0,0,0,0
PAPLA_04619,3528.61216375651,2719.39597700355,3286.35989015552,2923.60192357482,0,0,0,0
PAPLA_04625,2665.58794135622,2305.40905868747,2210.46346586181,2228.44249110938,0,0,0,0
PAPLA_04632,8685.91405505729,2360.09697272634,6468.05646140317,4205.06981489721,0,0,0,0
PAPLA_04635,1484.88151560591,697.490642853529,974.583979142947,783.136546466802,0,17949.257443548,0,23851.8014221094
PAPLA_04643,2890.57199219994,1994.48190065841,1336.71516062361,962.878476663034,501.602593156036,57.870941038715,524.932946370666,62.2497566993495
PAPLA_04650,3314.73253499778,2746.37654359142,3780.50094332639,3342.75662121541,0,1464.21000989437,0,1574.99973625279
PAPLA_04664,16886.6069776892,22049.2852373835,12310.1525883058,19569.3716997992,0,17949.257443548,0,23851.8014221094
PAPLA_04670,3314.19406266294,1851.26881655022,5194.39843314857,3457.70181277871,38.4339962331665,17949.257443548,37.7471639655387,23851.8014221094
PAPLA_04673,379.734275770014,290.507111886486,311.142964463134,288.978270196597,0,0,0,0
PAPLA_04675,3438.14773739985,3461.54696890909,1831.13827253389,2047.63980683864,0,0,0,0
PAPLA_04694,2768.69413978469,1985.03379186766,3112.65314059057,2053.43726918681,0,0,0,0
PAPLA_04700,836.81297515643,889.288334946531,1057.381369373,1060.42224685692,0,0,0,0
PAPLA_04732,1005.63525287685,1022.45045343467,821.631312992577,822.437175035653,0,0,0,0
PAPLA_04751,2529.96813231129,3149.57819549592,2783.55408145695,2475.91835299185,3.70303044276139,0.427226375988762,3.87526444868695,0.459552540265487
PAPLA_04752,752.893562154581,713.124449358149,702.649025006262,752.590613473011,0,0,0,0
PAPLA_04756,257.247151473837,135.019425110218,120.154357536779,209.14736431457,0,0,0,0
PAPLA_04772,123.703852051283,146.243909840562,184.691681167038,123.433670673554,0,0,0,0
PAPLA_04775,8274.94903787945,7453.31146366372,4589.64505025681,3996.31474067342,0,17949.257443548,0,23851.8014221094
PAPLA_04795,15547.5625068246,11416.1609726584,18121.0424447829,20080.1893928418,0,0,0,0
PAPLA_04807,1338.16107515286,1576.67062522418,1783.5030739512,1723.48222027759,0,0.00186142677605586,0,0.00200227198388936
PAPLA_04814,1459.96386719491,1634.13209749809,1934.46034426608,2127.28747349263,0,0,0,0
PAPLA_04816,3571.92932100901,2565.01470859634,2070.47937502465,1624.5850490496,0,0,0,0
PAPLA_04821,3467.36629124122,2323.12871902742,2653.03231882563,1858.87227051567,8.75477398918222,17949.257443548,8.59846637797256,23851.8014221094
PAPLA_04838,1172.74442002209,1359.42252185614,1024.57364065378,1177.90054562577,676.153324378208,66.5877399284628,664.084091936267,77.0436145597636
PAPLA_04844,528.536161296244,331.276131111681,374.873237926965,458.552937899338,0,17949.257443548,0,23851.8014221094
PAPLA_04850,1183.36926321456,421.104942802907,527.495628202033,288.044664721759,0,0,0,0
PAPLA_04870,3273.49711185816,2661.63996410761,2133.17740729027,1937.8778003718,0.200764931105394,17949.257443548,0.214185961014275,23851.8014221094
PAPLA_04901,1403.15848962293,1234.46920901534,1118.69337235423,1227.6491634499,0,0,0,0
PAPLA_04906,1958.33008385071,1338.16905720838,1025.85256009923,593.210407479012,127.051186974751,7.3290806743646,132.960544197985,7.78218460143774
PAPLA_04925,4031.29687181145,3351.61703320746,3145.68585028213,3198.69668723846,0,17949.257443548,0,23851.801422109
PAPLA_04930,3672.34301613731,3973.79837079398,4192.37599564433,4994.36511284158,0,0,0,0
PAPLA_04932,10218.6954313061,3397.16243569406,5579.69278566259,3256.4084113307,0,0,0,0
PAPLA_04941,2518.84878784316,1720.10207525953,1482.55103434711,1295.05465075172,0,0,0,0
PAPLA_04942,2553.18971399492,2819.62184170129,2969.24352072673,3758.10689754479,0,17949.257443548,0,23851.8014221094
PAPLA_04947,7262.4624109834,5952.37249802184,3766.68301530915,4158.71948182805,7361.4283878825,17949.257443548,7282.32450096298,23851.8014221094
PAPLA_04948,12318.714555127,12496.7441768858,10070.7246567872,9008.10422900818,5342.06754337284,17949.2574435495,5667.16409706064,23851.8014221095
PAPLA_04953,1569.18068285613,1434.44735000279,2800.0076990898,2769.75499809905,4531.77297908107,446.287258410053,4450.92629532009,516.3572478641
PAPLA_04954,12135.3757454716,11171.0028086137,11185.7800923387,11687.2304564426,0,0,0,0
PAPLA_04959,1072.39740564283,938.313336683272,1225.47098700491,1221.29988454412,0,17949.257443548,0,23851.8014221094
PAPLA_04979,10357.7781456025,7956.25534808942,5079.0903081084,4606.94715792972,333.221444705213,32.8155195984833,327.276784869427,37.9677686687046
PAPLA_04982,20845.9801326016,21825.5298763724,15948.5843095653,13571.4034485514,0,17949.257443548,0,23851.8014221095
PAPLA_04984,3675.08062097878,1654.72229928915,3923.69023477885,4000.70462794029,16706.4349547268,12079.471617026,16909.8661006191,16051.7591994803
PAPLA_05007,175.207860065118,301.451940088278,300.906694053466,331.705554435898,522.578958684828,51.4611367735436,513.240244776989,59.5424593251215
PAPLA_05023,5188.60385823735,5275.27224908987,6175.66200587586,5302.46995726615,0,0,0,0
PAPLA_05027,3254.97647770762,2940.83457403298,2819.74206554027,2606.64922045697,0,17949.257443548,0,23851.8014221094
PAPLA_05035,5664.07615935705,5980.00716127883,6663.54905807939,7859.79352936137,0,0,0,0
PAPLA_05055,1603.20507569746,1845.58608934396,1415.01903059524,1599.9931212831,4096.86413634306,17949.2574435472,4590.62585780677,23851.8014221162
PAPLA_05058,1086.15810943343,1101.77742960986,1850.62914402807,2060.36641637647,0,0,0,0
PAPLA_05069,4173.54774202663,3779.59878677943,2871.5319399073,2572.15021990949,7015.54950942352,690.86835457697,6890.03265101618,799.337855736803
PAPLA_05089,3732.90130019884,3273.61283086468,4428.7054362869,5244.44053694646,0,0,0,0
PAPLA_05097,3728.80587965214,4529.87508059753,5105.44858378542,5025.67588266125,0,17949.257443548,0,23851.8014221094
PAPLA_05126,356.383218463539,315.527630360419,265.861555054376,262.647004705561,0,0,0,0
PAPLA_05127,1389.61248257788,1221.81462436981,1489.36971251335,1530.75281279057,0,1.82717490658913,0,1.96542844026398
PAPLA_05155,2666.80768835139,1198.46349397484,2576.20685935795,1540.1038484991,51.6153912913655,5.95497572850224,54.0161071733434,6.40556008933403
PAPLA_05162,14600.3904750673,13210.0607934766,11765.5952714372,10811.9793845841,463.020063377732,57.8457790246477,483.007367445514,64.8479811511274
PAPLA_05164,2573.24525145434,3223.5225472294,3053.14439440089,2998.93420428058,0,1706.07783032201,0,1835.16853089792
PAPLA_05169,9051.41614537676,8649.89316036225,6903.31970247037,7444.12974144271,208.797008331875,85.994253221118,213.070133256202,102.818245757298
PAPLA_05185,645.404694373765,437.68617536691,324.037477237589,263.360312671419,0,0,0,0
PAPLA_05190,8604.95986947373,4613.63898175274,10605.769272891,7700.1932712618,0,0,0,0
PAPLA_05214,2406.38284041131,1724.15814118346,1656.18267503262,2194.0619946517,0,19.4588856436508,0,27.0216791903586
PAPLA_05237,3735.98890858994,3369.87938384671,2115.48579340365,1651.41605936928,15105.8084007391,17949.257443548,14912.5691764427,23851.8014221094
PAPLA_05247,873.08555932619,1349.79155286323,1898.98274962444,1986.16416074631,0,0,0,0
PAPLA_05258,3269.28175176816,1959.74017205229,2068.41173814593,1610.11528204684,0,0,0,0
PAPLA_05269,1595.09895804227,717.483164372732,700.608656675918,735.647410812424,0,0,0,0
PAPLA_05274,2744.62294462699,1440.72509212444,1418.26157090034,715.020943972942,0.00164689704413149,0.000190009443874852,0.00172350805192127,0.000204386544256735
PAPLA_05275,4832.972075315,1603.20960881207,3882.4186464815,2562.32007786582,0,0,0,0
PAPLA_05286,3494.49404821619,2840.33156982493,2619.45025517352,2587.79631663275,0,0,0,0
PAPLA_05296,1003.48492341897,917.588890045598,489.906752256595,388.550068549179,1085.77010038649,17949.257443548,1136.27103524998,23851.8014221094
PAPLA_05306,36449.3936251256,14963.67016125,16690.2180287172,10973.7070163127,0,17949.257443548,0,23851.8014221094
PAPLA_05311,9227.52849667213,5954.79521870006,6811.01801379816,6045.81316875516,19207.3932902662,19906.8115858856,19981.9024465551,26453.0896828028
PAPLA_05316,8444.13019519373,6851.24736655186,8927.77176489801,10443.473760266,0,0,0,0
PAPLA_05332,92559.8489435401,23383.5134015783,52207.3458181503,22816.247382422,11.0512780875666,91.9137213470464,10.8541236641527,111.201696659697
PAPLA_05339,3455.36928564452,3352.81076480343,1529.47407305037,1209.64360302517,0,17528.3664697819,0,23484.7988142187
PAPLA_05340,1078.37921684309,1491.73426617415,1479.43709250428,1520.61109514532,0,0,0,0
PAPLA_05344,2789.08879490142,2671.64906569248,2743.62740862057,2276.02061467919,17.0827631160066,1.71694269566542,16.9352129166285,1.9672492683096
PAPLA_05346,22.5372031355074,8.05750416050884,12.3833621747744,11.9590950368925,0,0,0,0
PAPLA_05347,378.549359592525,73.5220117353795,275.118821632169,83.0372517551794,0,0,0,0
PAPLA_05350,966.947767862365,911.505412710587,1148.10338250284,1306.65471596206,0,0,0,0
PAPLA_05368,3174.45872689291,3189.99042043446,2730.3129271976,2850.37571162722,0,17949.257443548,0,23851.8014221094
PAPLA_05383,1927.92717210217,2259.92295889463,2119.08675819702,2189.76916239335,0,16760.0288051678,0,22814.9967791225
PAPLA_05398,801.426116511358,861.195142268211,1241.21150122086,1093.62911019577,0,52.02107297524,0,60.1908182105618
PAPLA_05408,206.524805502712,357.428556224794,337.039106410518,410.326373172784,223125.129859553,25742.4132379806,233503.042876262,23671.3756340728
PAPLA_05430,2635.59914578793,3222.65274192176,1797.02016203766,1942.10574782678,40719.6874931412,4010.00278617933,39993.3940373089,4639.83383369428
PAPLA_05436,1907.2263046489,2585.23060352419,2548.14564863596,3278.95338707009,0,0,0,0
PAPLA_05446,4723.6027024835,1768.2885067404,2395.50799556127,2046.84220306771,0,0,0,0
PAPLA_05450,3321.23893958884,1295.76947180934,2592.16907336908,1606.740714179,0,0,0,0
PAPLA_05460,828.42978500135,1112.20052954637,1164.59252371627,1246.14204185381,0,0,0,0
PAPLA_05474,3059.06503188541,2805.65183582405,1664.62635346157,1354.40064566671,3462.16797968646,17949.2574435484,3977.25134735629,23851.8014220948
PAPLA_05481,4221.73200621355,1150.86406416893,1784.16203393901,316.920776451401,0,0,0,0
PAPLA_05484,2227.68128082163,1126.66253304881,1374.61827448989,1172.46798355303,0,0,0,0
PAPLA_05497,6170.01657604249,6538.47603190712,4280.51799720245,5188.32897590408,0,0,0,0
PAPLA_05529,4023.30118563823,2823.39292495502,2359.10610490832,2192.82749842595,0,17949.257443548,0,23851.8014221094
PAPLA_05530,2761.0298958475,4070.93630035008,3702.69349369252,4117.6563093692,415.197674181743,54.8874202560083,434.354956790538,61.2161444841388
PAPLA_05542,87.4302037175833,68.1413168464849,104.64941485854,73.0610283439263,0,0,0,0
PAPLA_05549,4465.59641832677,1526.81352875363,2155.55050729171,1507.01172711003,0,0,0,0
PAPLA_05552,4194.63051025047,2634.36606288468,3628.45211686859,3307.13837304362,0.00857098486613268,0,0.00896964965465804,0
PAPLA_05563,743.300465492452,493.38989611134,674.571810759404,556.179946862942,0,0,0,0
PAPLA_05564,4883.35612262408,5122.10008743358,1981.57654376367,2037.62520186046,2892.51163209347,199.515180073966,2983.29763856573,243.391599865071
PAPLA_05584,830.839631134992,670.753106494333,771.528714873037,770.264620837122,0,0,0,0
PAPLA_05592,1214.32742113465,1090.26541238671,1412.58058878649,1248.48763736614,0,2.53855424488193E-07,0,3.37337223082641E-07
PAPLA_05598,2824.10421785252,2043.52541258759,3243.24470264897,3116.19850134043,0,16313.4339086039,0,22140.5533608475
PAPLA_05600,3558.98186286879,3936.34050146249,4145.52194561579,4175.72251041916,7038.83283032575,693.166630704034,6913.14182975752,802.035956973511
PAPLA_05606,4963.20132485237,4077.09984453134,3454.57989378492,3356.25995913027,0,17949.257443548,0,23851.8014221182
PAPLA_05609,1194.23976507867,1307.89882437612,789.354656558511,769.134354087536,0,17949.257443548,0,23851.8014221094
PAPLA_05610,1167.39541364071,1664.86521408876,1958.99499393545,2098.90407481022,0,0,0,0
PAPLA_05617,611.989878305885,765.209765719381,438.58090453874,380.544525938062,8654.53924101753,998.492306377855,9057.07595110894,1074.04341492585
PAPLA_05626,627.059290075541,1058.07947162172,1410.26782841792,1536.24815223427,0,0,0,0
PAPLA_05632,16750.0486663721,7920.5975863886,14480.1942433918,8315.13964979205,78.9095985967484,17949.257443548,76.3960428474901,23851.8014221094
PAPLA_05651,2679.94393524165,4430.83617486514,3925.99453378859,4121.64677990205,0,0,0,0
PAPLA_05662,1638.61215978121,972.107774255628,1316.05305937464,940.174129236119,0,0,0,0
PAPLA_05667,56449.0348555953,34194.7337041109,49605.3633790278,35128.5516474905,0,0,0,0
PAPLA_05671,18771.5499770554,21362.1958354607,11115.9692932542,13680.012787834,162740.506190249,21595.175283396,200940.343439405,23677.2306139576
PAPLA_05688,4801.00607062677,1052.30998510593,4205.94170037366,2205.10552376446,0,0,0,0
PAPLA_05690,3517.90309828268,2907.79157812873,3829.33669801101,3768.94775755712,0,17949.257443548,0,23851.8014221094
PAPLA_05699,5996.17467407834,1845.02969438315,1252.76738383097,634.670065034498,2571.91127007463,372.350197772214,2526.03491138788,1542.52559136913
PAPLA_05708,2420.29743342082,1315.58239219764,1381.65119107402,1082.42024594948,103.052316178896,10.1483340371877,101.212132026808,11.7422398030554
PAPLA_05717,1283.0225295698,925.308184532152,1073.90565595959,735.937414108942,0,0,0,0
PAPLA_05731,728.112669164744,937.274330722562,978.363762046144,1128.8923111672,0,17949.257443548,0,23851.8014221094
PAPLA_05741,9500.33656205687,8203.42334104946,11475.1702867217,11821.0612220486,0,0,0,0
PAPLA_05766,7941.70282841217,3903.32466856199,3020.12512976247,2096.30544453468,28952.3621562278,3340.29461975731,30298.9836518949,3593.0386417068
PAPLA_05780,4449.50547073,3619.90606446923,2998.6266672365,3102.77935394522,0,17949.257443548,0,23851.8014221094
PAPLA_05800,21421.5539877381,7712.73743852372,7058.40518139261,4233.55532898508,169603.893437317,18141.4571969091,166578.531681998,35665.9074180848
PAPLA_05801,6802.51333423781,6178.89962149469,7622.59229954302,6077.29710285686,4340.38351791438,500.75913098626,4542.2618210493,538.649165010442
PAPLA_05806,1596.80005068201,1050.92869217846,1093.80542169955,954.017939475091,0,0,0,0.374543167923074
PAPLA_05807,45287.3914802031,48689.4216920296,36566.9096379029,26521.0868020828,865.554784937667,108.135035142794,902.918407086539,121.224726141703
PAPLA_05810,7838.32634411932,7809.17898555974,7411.35480000131,7096.32236650502,1361.83221971927,134.110827747726,1337.54200800961,155.174943566939
PAPLA_05831,9850.88260059827,6205.96116205899,6583.0966055112,6753.64133787751,0,0,0,0
PAPLA_05834,43380.7597597776,39552.0938327524,30022.3343711048,27976.539508214,874.517233226056,109.254727023171,912.267739663455,122.479956154645
PAPLA_05842,3536.75457279677,2322.55745721435,2323.07790363883,2534.85099495971,0,0,0,77.1615641226258
PAPLA_05844,1223.32576056441,492.215718611871,463.485232008713,350.20699989036,0,0,0,0
PAPLA_05849,573.450791964971,671.273249678305,710.984477692459,658.150224032862,0.00359592489914439,0,0.00376318199657999,0
PAPLA_05865,1913.71782224988,2121.45905017309,1426.8372392538,1765.99731376302,87402.1737594628,8607.17436045492,85841.647794217,9958.8649629817
PAPLA_05868,1258.87610452833,1171.26341832873,1102.43304455175,1034.80999881543,0,0,0,0
PAPLA_05875,3990.44324369342,3145.57560081565,2702.21275295086,2377.4745709296,6357.54844412874,626.049205020711,6243.8232720234,724.375462326926
PAPLA_05879,683.013987102592,713.098034898176,739.997561869335,574.18702741553,0,17949.257443548,0,23851.8014221094
PAPLA_05891,3446.99380608868,3279.93992464783,2621.54913003739,2418.91611712508,9.82916607778794,17949.257443548,10.3218772797419,23851.8014221094
PAPLA_05894,3725.12197602709,3277.00407241137,3227.52962658517,2791.67319566677,0,0,0,0
PAPLA_05898,17085.0073761179,11243.0179860044,13545.4278296516,11093.6940349302,1329937.46240125,158038.382482069,1382043.2291375,178423.952513037
PAPLA_05907,3562.8683244289,1930.53434578819,1880.78223379231,1908.70086498287,0,0,0,0
PAPLA_05908,488.455124554851,608.534579372993,492.285365552293,457.803191980814,0,0,0,0
PAPLA_05909,2576.83226403199,2797.44215884514,2536.71215131418,2982.72986672241,10.1027307046253,0.994919319066037,9.92239852493266,1.15114555049527
PAPLA_05912,13282.2050366667,13174.6487259551,11081.4857118978,14111.1670252704,0,17949.257443548,0,23851.8014221094
PAPLA_05918,19126.741964849,17111.8691039636,16948.5514252878,13162.9457119908,0,2252.51103070752,0,7431.30966777608
PAPLA_05920,4434.31570581485,1874.29326938601,3099.98681642409,2049.1323976328,1692.75945269998,167.389765192684,1665.17956801287,3172.54532867046
PAPLA_05941,60.8426146930858,38.6622068523693,59.9391224992608,57.8359518187614,0,0,0,0
PAPLA_05949,2326.8077585746,4665.43555206864,3796.2493880007,4753.21164664531,7.03220443922232,17949.257443548,7.35642646894513,23851.8014221094
PAPLA_05952,1362.67849687825,2243.51418605495,1709.61818841609,2066.80504111656,0,0,0,0
PAPLA_05966,5669.79156044771,6548.84572345586,5109.02980230476,6017.98376773678,0,0,0,0
PAPLA_05971,2636.53791381838,2396.70960932002,2424.87139719962,2739.13360731904,0,8.34459662638338E-09,0,8.97599210282536E-09
PAPLA_05972,10668.2871118673,8014.33291334887,2530.75136308254,2207.32642275183,21.792742834299,2.51408716629156,22.8046615557643,2.70431604555919
PAPLA_05978,13098.3475444162,17214.1741334597,12094.0794248074,13042.3793269676,0,0,0,0
PAPLA_06030,537.489583767588,733.413404751292,1097.16798670023,907.107643431193,0,0,0,0
PAPLA_06040,425.773097825993,396.87353095622,472.342316731846,362.437281109003,0,9827.33206284554,0,13416.8422562819
PAPLA_06043,138.611849931581,98.7356230593191,29.8711652125259,21.5078216259105,0,0,0,0
PAPLA_06045,183.679062613015,153.568372306544,288.681740263588,245.95872369853,0,17030.512997938,0,23050.8128853514
PAPLA_06102,2687.85175686597,2948.02756947824,3010.72181370734,3538.15707272316,0,17949.257443548,0,23851.8014221094
PAPLA_06105,1995.11833624761,4396.73649027287,3571.96306087168,3758.88664258915,0,0,0,0
PAPLA_06113,575.226408939669,582.322512841699,518.978494721444,592.643131727464,0,0,0,0
PAPLA_06127,7869.67953515963,5939.69832590295,4666.61830529492,4818.76389641611,38.5830083403635,11.2851141857236,38.4824288359544,18.7182024549931
PAPLA_06142,3621.6772814078,4480.67919789821,3932.2451208209,4831.86069135022,0,395.574232279052,0,425.505431118348
PAPLA_06146,4224.2034733518,2840.4789781558,2416.86192097558,1849.05606881103,227892.763186828,26292.4650479335,238492.426058217,27917.9375587386
PAPLA_06162,6567.97508028257,5307.20314176495,3815.50077073515,3335.04308503605,1795.09292792971,176.772373151917,1763.01383437336,204.532245071088
PAPLA_06168,532.651149076169,996.17237668547,800.413343910682,842.969961793441,0,0,0,0
PAPLA_06188,19.2280608979926,13.8561829621602,8.73899346164565,15.2572977482981,0,0,0,0
PAPLA_06204,19058.345759803,11734.1091731339,9125.53900404208,6500.62824872733,0,0,0,0
PAPLA_06216,8964.21238398754,7672.03462497622,20420.6270235418,15431.4133764493,0,17949.257443548,0,23851.8014221094
PAPLA_06220,5058.42050942745,3128.58698801325,3490.61561403276,3299.59887735749,0,0,0,0
PAPLA_06238,1229.45927263531,1410.26751722264,1971.87789205298,1900.58024329441,0,0,0,120.775151197473
PAPLA_06248,98614.4526117857,49053.1114902235,75211.6355803502,81477.6895341089,0,0,0,0
PAPLA_06261,2498.63858130381,2281.41629392681,1678.00743111273,1309.85987784666,0,0,0,0
PAPLA_06271,26358.4226652897,18870.7042973134,10011.1950074468,9752.96629791208,2464.72064633913,242.724740420173,2420.75010950063,280.834096403289
PAPLA_06274,5520.67021813476,1476.53474085806,6905.33915898396,6050.42154350824,0,20130.6613692311,0,26750.5516027474
PAPLA_06276,3679.88858378491,3795.74503589929,4248.68839740216,4274.47708294829,0,0,0,0
PAPLA_06289,2725.93400527967,1105.71155540878,2282.64615825043,2342.48251741025,0,14.8795330110031,0,20.6625381786376
PAPLA_06302,1998.15757920031,1187.4561916707,1069.68257416269,643.179486630282,0,0,0,0
PAPLA_06310,7057.11068908611,7601.62774244235,8825.61933890156,10038.7174464771,0,7481.63467650955,0,8047.73397437183
PAPLA_06329,1944.60964005682,2042.5447733849,1332.70436085746,1460.52889294402,158.681381240673,17949.257443548,166.061910600704,23851.8014221094
PAPLA_06333,1412.55004729701,1277.05708398401,1927.4377714171,1939.57502088665,0,17949.257443548,0,23851.8014221094
PAPLA_06334,7486.68962902761,5951.3163138791,5172.86933705222,5028.45616022767,0,0,0,0
PAPLA_06350,712.422917730799,1075.25393489229,860.849928171385,967.775444191375,0,0.00163835965295362,0,0.00176232644487611
PAPLA_06381,1039.06562156888,967.280291424802,1500.87084351957,1793.96978699639,0,17949.257443548,0,23851.8014221094
PAPLA_06388,1285.70194256147,1171.33552779741,1990.47416667688,1867.91261248384,0,0,0,0
PAPLA_06395,1777.96470542948,2644.27521129316,995.098635628155,1330.57382662674,0,0,0,0
