Gene_id,Protein_ID
gene_2094,482880
gene_2096,482891
gene_2101,482932
gene_2107,482942
gene_2108,482944
gene_2112,482953
gene_2116,482956
gene_2117,482958
gene_2118,482961
gene_2124,482977
gene_2125,482982
gene_2126,482984
gene_2127,482986
gene_2129,483020
gene_2130,483021
gene_2131,483025
gene_2137,483042
gene_2142,483048
gene_2150,483067
gene_2151,483069
gene_2155,483073
gene_2158,483087
gene_2159,483090
gene_2161,483101
gene_2162,483106
gene_2163,483112
gene_2164,483115
gene_2166,483123
gene_2167,483127
gene_2168,483131
gene_2170,483144
gene_2171,483157
gene_2172,483162
gene_2173,483169
gene_2174,483171
gene_2176,483180
gene_2185,483212
gene_2190,483226
gene_2191,483228
gene_2192,483232
gene_2193,483234
gene_2194,483238
gene_1395,504185
gene_1417,504191
gene_1491,504211
gene_1530,504222
gene_1712,504282
gene_1856,504338
gene_2099,504422
gene_2122,504437
gene_1301,508121
gene_1320,508138
gene_1327,508141
gene_1334,508147
gene_1341,508153
gene_1342,508154
gene_1351,508160
gene_1364,508172
gene_1368,508175
gene_1414,508216
gene_1420,508221
gene_1437,508232
gene_1453,508247
gene_1472,508262
gene_1482,508273
gene_1496,508286
gene_1500,508290
gene_1501,508291
gene_1503,508292
gene_1508,508298
gene_1516,508305
gene_1532,508318
gene_1533,508319
gene_1539,508325
gene_1540,508326
gene_1551,508337
gene_1552,508338
gene_1568,508353
gene_1585,508369
gene_1593,508377
gene_1603,508385
gene_1667,508442
gene_1674,508449
gene_1681,508456
gene_1685,508460
gene_1721,508493
gene_1738,508509
gene_1739,508510
gene_1741,508512
gene_1742,508513
gene_1747,508518
gene_1759,508529
gene_1770,508539
gene_1804,508571
gene_1807,508574
gene_1814,508581
gene_1834,508601
gene_1835,508602
gene_1837,508604
gene_1843,508610
gene_1844,508611
gene_1849,508615
gene_1866,508629
gene_1871,508633
gene_1886,508647
gene_1899,508656
gene_1900,508657
gene_1920,508676
gene_1935,508690
gene_1938,508693
gene_1941,508696
gene_1942,508697
gene_1972,508728
gene_1977,508733
gene_1978,508734
gene_1989,508744
gene_1995,508750
gene_2021,508775
gene_2027,508779
gene_2063,508809
gene_2114,508851
gene_2115,508852
gene_2119,508856
gene_2128,508865
gene_2145,508879
gene_2149,508883
gene_2183,508912
gene_2187,508916
gene_1333,520871
gene_1355,520905
gene_1362,520907
gene_1396,520999
gene_1429,521098
gene_1441,521105
gene_1455,521150
gene_1483,521248
gene_1484,521250
gene_1492,521266
gene_1507,521304
gene_1546,521346
gene_1564,521380
gene_1591,521481
gene_1599,521511
gene_1615,521542
gene_1717,521704
gene_1862,521991
gene_1891,522041
gene_1894,522051
gene_1922,522092
gene_1934,522122
gene_2035,522320
gene_2123,522508
gene_2144,522523
gene_2152,522555
gene_2169,522580
gene_1436,534224
gene_1608,534270
gene_1677,534285
gene_1762,534322
gene_1877,534368
gene_2058,534431
gene_2146,534468
gene_1332,537969
gene_1346,537977
gene_1366,537995
gene_1380,538006
gene_1403,538024
gene_1407,538027
gene_1430,538045
gene_1443,538054
gene_1450,538061
gene_1456,538066
gene_1457,538067
gene_1458,538068
gene_1473,538080
gene_1480,538088
gene_1505,538108
gene_1510,538113
gene_1519,538119
gene_1524,538123
gene_1537,538134
gene_1556,538152
gene_1579,538172
gene_1583,538176
gene_1616,538202
gene_1637,538218
gene_1639,538220
gene_1658,538238
gene_1668,538246
gene_1726,538298
gene_1743,538315
gene_1758,538329
gene_1820,538386
gene_1830,538396
gene_1879,538438
gene_1945,538495
gene_1952,538502
gene_1956,538506
gene_2003,538551
gene_2010,538558
gene_2039,538583
gene_2057,538595
gene_2088,538620
gene_2103,538630
gene_2134,538660
gene_2136,538661
gene_2188,538700
gene_1329,544325
gene_1335,544328
gene_1338,544331
gene_1344,544335
gene_1383,544364
gene_1398,544375
gene_1432,544397
gene_1464,544423
gene_1509,544454
gene_1576,544500
gene_1663,544561
gene_1672,544569
gene_1720,544610
gene_1775,544644
gene_1799,544665
gene_1911,544750
gene_1961,544788
gene_2023,544834
gene_2053,544855
gene_2055,544856
gene_2056,544857
gene_2092,544884
gene_2105,544893
gene_2195,544955
gene_7925,185346
gene_7927,503648
gene_7928,503650
gene_7926,506965
gene_7921,185478
gene_7922,503655
gene_7923,548980
gene_2196,185576
gene_2197,185580
gene_2201,185631
gene_2203,185873
gene_2200,185921
gene_2210,186435
gene_2218,186491
gene_2222,187396
gene_2255,188374
gene_2259,188569
gene_2260,188570
gene_2275,189075
gene_2285,189754
gene_2292,189945
gene_2305,190414
gene_2331,191525
gene_2336,191681
gene_2337,191754
gene_2340,191822
gene_2355,192458
gene_2359,192708
gene_2364,192854
gene_2365,192855
gene_2366,192935
gene_2379,193431
gene_2387,193700
gene_2388,193714
gene_2390,193802
gene_2401,194376
gene_2404,194420
gene_2403,194423
gene_2407,194501
gene_2409,194641
gene_2411,194686
gene_2414,195047
gene_2425,195549
gene_2424,195606
gene_2432,195695
gene_2439,195911
gene_2442,196121
gene_2448,196386
gene_2472,198141
gene_2475,198172
gene_2477,198211
gene_2478,198242
gene_2481,198321
gene_2487,198617
gene_2489,198710
gene_2495,198829
gene_2502,199063
gene_2509,199420
gene_2508,199424
gene_2514,199704
gene_2513,199880
gene_2519,200008
gene_2535,200490
gene_2532,200539
gene_2533,200583
gene_2541,200749
gene_2549,201057
gene_2548,201058
gene_2551,201158
gene_2560,201337
gene_2562,201400
gene_2594,202560
gene_2595,202600
gene_2621,203821
gene_2623,203895
gene_2638,205638
gene_2646,205705
gene_2649,205854
gene_2653,205934
gene_2655,206087
gene_2659,206146
gene_2658,206347
gene_2684,208250
gene_2686,208302
gene_2694,208855
gene_2698,208969
gene_2699,209006
gene_2702,209064
gene_2720,209572
gene_2725,209609
gene_2728,209844
gene_2731,210015
gene_2740,210205
gene_2739,210209
gene_2748,210625
gene_2766,211141
gene_2765,211157
gene_2764,211360
gene_2779,211842
gene_2778,211862
gene_2783,212042
gene_2796,212539
gene_2804,212927
gene_2822,213912
gene_2819,213971
gene_2820,214038
gene_2827,214561
gene_2829,215022
gene_2840,215688
gene_2845,215730
gene_2853,216606
gene_2856,216717
gene_2868,217398
gene_2877,217678
gene_2882,217745
gene_2885,217983
gene_2884,218105
gene_2906,218833
gene_2905,218940
gene_2909,219040
gene_2913,219488
gene_2917,219661
gene_2918,219765
gene_2928,219961
gene_2946,220860
gene_2951,221175
gene_2955,221553
gene_2970,222684
gene_2971,223111
gene_2927,424262
gene_2774,427514
gene_2230,429619
gene_2908,431716
gene_2522,436112
gene_2202,436127
gene_2235,436156
gene_2274,436185
gene_2863,436192
gene_2704,436215
gene_2647,436259
gene_2524,436274
gene_2207,436291
gene_2924,436373
gene_2372,436431
gene_2348,436436
gene_2961,436451
gene_2227,436453
gene_2530,436502
gene_2250,436556
gene_2947,436621
gene_2805,436623
gene_2451,436629
gene_2734,436647
gene_2251,436660
gene_2419,436716
gene_2689,436789
gene_2782,436833
gene_2256,436857
gene_2938,436945
gene_2960,436956
gene_2697,437001
gene_2832,437015
gene_2497,437016
gene_2545,437041
gene_2408,437072
gene_2232,437092
gene_2398,437111
gene_2268,450812
gene_2310,450869
gene_2324,450890
gene_2346,450915
gene_2350,450919
gene_2371,450953
gene_2457,451049
gene_2466,451060
gene_2517,451122
gene_2741,451391
gene_2770,451424
gene_2816,451488
gene_2887,451569
gene_2966,451657
gene_2214,461501
gene_2265,461602
gene_2270,461617
gene_2378,461761
gene_2480,461872
gene_2606,462043
gene_2632,462076
gene_2651,462099
gene_2751,462204
gene_2752,462207
gene_2775,462225
gene_2817,462283
gene_2818,462286
gene_2821,462292
gene_2851,462322
gene_2910,462390
gene_2968,462454
gene_2278,471404
gene_2327,471443
gene_2341,471454
gene_2342,471455
gene_2357,471466
gene_2374,471481
gene_2389,471493
gene_2440,471532
gene_2483,471565
gene_2531,471601
gene_2555,471617
gene_2556,471618
gene_2569,471629
gene_2589,471646
gene_2657,471694
gene_2670,471706
gene_2687,471717
gene_2691,471721
gene_2721,471745
gene_2795,471802
gene_2806,471811
gene_2862,471853
gene_2865,471856
gene_2900,471885
gene_2901,471886
gene_2914,471900
gene_2922,471908
gene_2944,471925
gene_2954,471933
gene_2198,483243
gene_2199,483245
gene_2205,483309
gene_2206,483313
gene_2209,483320
gene_2211,483323
gene_2212,483327
gene_2213,483331
gene_2217,483353
gene_2219,483359
gene_2221,483370
gene_2224,483378
gene_2225,483379
gene_2226,483381
gene_2228,483389
gene_2231,483395
gene_2233,483401
gene_2236,483407
gene_2237,483410
gene_2238,483415
gene_2241,483424
gene_2243,483433
gene_2245,483437
gene_2246,483439
gene_2247,483447
gene_2248,483449
gene_2253,483459
gene_2254,483462
gene_2257,483468
gene_2258,483473
gene_2261,483482
gene_2262,483483
gene_2266,483491
gene_2267,483493
gene_2269,483498
gene_2271,483504
gene_2272,483511
gene_2273,483512
gene_2276,483541
gene_2277,483549
gene_2280,483558
gene_2281,483565
gene_2286,483573
gene_2287,483576
gene_2288,483579
gene_2289,483584
gene_2293,483611
gene_2294,483613
gene_2297,483617
gene_2299,483624
gene_2303,483635
gene_2306,483642
gene_2307,483644
gene_2308,483650
gene_2309,483655
gene_2312,483662
gene_2314,483666
gene_2315,483668
gene_2316,483671
gene_2317,483678
gene_2318,483680
gene_2319,483682
gene_2320,483684
gene_2321,483686
gene_2323,483691
gene_2328,483699
gene_2329,483704
gene_2330,483710
gene_2333,483718
gene_2334,483720
gene_2335,483724
gene_2338,483734
gene_2339,483737
gene_2343,483740
gene_2344,483741
gene_2347,483747
gene_2349,483752
gene_2351,483759
gene_2352,483762
gene_2353,483764
gene_2354,483768
gene_2356,483774
gene_2360,483786
gene_2361,483789
gene_2362,483791
gene_2363,483796
gene_2367,483801
gene_2368,483803
gene_2369,483806
gene_2370,483810
gene_2380,483842
gene_2381,483845
gene_2382,483848
gene_2383,483850
gene_2384,483853
gene_2385,483854
gene_2386,483855
gene_2393,483889
gene_2394,483890
gene_2395,483895
gene_2397,483901
gene_2399,483905
gene_2400,483909
gene_2402,483912
gene_2405,483917
gene_2406,483918
gene_2410,483926
gene_2415,483960
gene_2416,483963
gene_2418,483968
gene_2421,483979
gene_2422,483984
gene_2423,483989
gene_2426,484012
gene_2427,484016
gene_2430,484024
gene_2434,484031
gene_2435,484033
gene_2436,484037
gene_2437,484040
gene_2441,484052
gene_2444,484068
gene_2446,484083
gene_2450,484092
gene_2453,484100
gene_2454,484101
gene_2456,484105
gene_2459,484112
gene_2460,484121
gene_2461,484124
gene_2465,484137
gene_2468,484145
gene_2473,484156
gene_2474,484158
gene_2476,484162
gene_2479,484176
gene_2482,484184
gene_2484,484196
gene_2485,484201
gene_2486,484202
gene_2488,484208
gene_2490,484210
gene_2491,484211
gene_2492,484213
gene_2493,484215
gene_2494,484221
gene_2496,484226
gene_2498,484231
gene_2499,484234
gene_2501,484239
gene_2503,484241
gene_2504,484242
gene_2505,484245
gene_2506,484247
gene_2507,484255
gene_2510,484257
gene_2511,484264
gene_2515,484274
gene_2518,484279
gene_2520,484285
gene_2521,484286
gene_2523,484288
gene_2525,484293
gene_2526,484298
gene_2527,484301
gene_2528,484304
gene_2529,484308
gene_2536,484352
gene_2537,484353
gene_2538,484356
gene_2539,484358
gene_2540,484359
gene_2542,484362
gene_2546,484371
gene_2547,484377
gene_2550,484386
gene_2552,484393
gene_2557,484403
gene_2558,484407
gene_2561,484414
gene_2563,484425
gene_2564,484435
gene_2565,484439
gene_2566,484448
gene_2567,484451
gene_2570,484456
gene_2572,484460
gene_2574,484465
gene_2575,484470
gene_2576,484471
gene_2577,484474
gene_2578,484476
gene_2579,484484
gene_2580,484485
gene_2581,484487
gene_2582,484491
gene_2584,484498
gene_2585,484502
gene_2586,484511
gene_2587,484515
gene_2588,484519
gene_2590,484522
gene_2591,484524
gene_2592,484528
gene_2597,484537
gene_2598,484540
gene_2599,484542
gene_2600,484544
gene_2601,484549
gene_2602,484553
gene_2603,484557
gene_2604,484559
gene_2607,484566
gene_2608,484575
gene_2609,484577
gene_2610,484578
gene_2611,484583
gene_2612,484586
gene_2614,484596
gene_2615,484600
gene_2616,484605
gene_2619,484610
gene_2620,484615
gene_2622,484620
gene_2625,484632
gene_2627,484634
gene_2628,484637
gene_2629,484638
gene_2630,484644
gene_2631,484648
gene_2635,484656
gene_2636,484667
gene_2642,484708
gene_2643,484709
gene_2644,484710
gene_2645,484712
gene_2650,484720
gene_2652,484724
gene_2661,484745
gene_2663,484753
gene_2666,484765
gene_2668,484774
gene_2669,484780
gene_2672,484796
gene_2676,484807
gene_2677,484811
gene_2678,484814
gene_2679,484819
gene_2680,484822
gene_2681,484825
gene_2683,484831
gene_2690,484855
gene_2692,484857
gene_2693,484863
gene_2695,484877
gene_2696,484880
gene_2700,484886
gene_2701,484890
gene_2703,484893
gene_2705,484900
gene_2706,484901
gene_2711,484923
gene_2712,484927
gene_2715,484931
gene_2716,484935
gene_2717,484936
gene_2718,484943
gene_2723,484957
gene_2726,484960
gene_2729,484965
gene_2730,484969
gene_2733,484977
gene_2736,484986
gene_2738,484989
gene_2744,485007
gene_2746,485012
gene_2747,485018
gene_2750,485025
gene_2753,485037
gene_2754,485039
gene_2755,485042
gene_2756,485046
gene_2757,485050
gene_2758,485054
gene_2759,485063
gene_2762,485069
gene_2763,485070
gene_2767,485108
gene_2768,485112
gene_2769,485114
gene_2772,485120
gene_2776,485129
gene_2777,485135
gene_2780,485141
gene_2781,485143
gene_2784,485160
gene_2785,485164
gene_2786,485165
gene_2787,485166
gene_2788,485170
gene_2790,485175
gene_2792,485178
gene_2793,485180
gene_2798,485196
gene_2799,485198
gene_2800,485199
gene_2802,485202
gene_2803,485209
gene_2808,485262
gene_2809,485274
gene_2810,485276
gene_2811,485279
gene_2813,485285
gene_2815,485289
gene_2823,485312
gene_2824,485315
gene_2825,485317
gene_2826,485338
gene_2830,485361
gene_2831,485364
gene_2833,485367
gene_2834,485370
gene_2835,485374
gene_2837,485383
gene_2838,485385
gene_2839,485387
gene_2841,485389
gene_2844,485394
gene_2848,485400
gene_2850,485407
gene_2852,485409
gene_2854,485414
gene_2858,485426
gene_2859,485430
gene_2860,485433
gene_2864,485453
gene_2866,485457
gene_2867,485461
gene_2869,485479
gene_2870,485482
gene_2871,485486
gene_2872,485490
gene_2873,485495
gene_2875,485498
gene_2876,485501
gene_2878,485508
gene_2880,485515
gene_2881,485517
gene_2886,485537
gene_2889,485546
gene_2891,485550
gene_2892,485551
gene_2895,485565
gene_2896,485571
gene_2898,485577
gene_2899,485581
gene_2902,485583
gene_2903,485587
gene_2904,485591
gene_2907,485601
gene_2912,485637
gene_2916,485656
gene_2920,485668
gene_2923,485672
gene_2925,485678
gene_2930,485695
gene_2933,485698
gene_2934,485706
gene_2936,485709
gene_2941,485736
gene_2942,485737
gene_2943,485741
gene_2948,485746
gene_2949,485750
gene_2950,485756
gene_2952,485763
gene_2953,485767
gene_2957,485787
gene_2958,485789
gene_2959,485791
gene_2963,485797
gene_2964,485800
gene_2967,485812
gene_2969,485819
gene_2215,504469
gene_2554,504607
gene_2664,504651
gene_2940,504739
gene_2956,504747
gene_2204,508932
gene_2216,508944
gene_2279,508996
gene_2290,509005
gene_2300,509014
gene_2311,509022
gene_2375,509077
gene_2376,509078
gene_2391,509091
gene_2412,509110
gene_2420,509117
gene_2433,509130
gene_2443,509139
gene_2445,509141
gene_2449,509145
gene_2458,509154
gene_2464,509160
gene_2467,509164
gene_2543,509235
gene_2559,509249
gene_2568,509258
gene_2596,509284
gene_2605,509293
gene_2618,509308
gene_2633,509323
gene_2634,509324
gene_2662,509343
gene_2665,509346
gene_2674,509352
gene_2675,509353
gene_2707,509383
gene_2709,509385
gene_2719,509393
gene_2724,509397
gene_2727,509400
gene_2735,509408
gene_2749,509422
gene_2760,509432
gene_2771,509443
gene_2789,509461
gene_2855,509520
gene_2857,509522
gene_2879,509544
gene_2888,509551
gene_2894,509557
gene_2897,509560
gene_2919,509579
gene_2937,509591
gene_2939,509593
gene_2972,509624
gene_2973,509625
gene_2223,522890
gene_2229,522936
gene_2242,522975
gene_2282,523025
gene_2301,523049
gene_2322,523123
gene_2377,523281
gene_2447,523409
gene_2455,523451
gene_2471,523481
gene_2516,523531
gene_2613,523709
gene_2637,523797
gene_2660,523897
gene_2667,523910
gene_2742,524057
gene_2743,524065
gene_2773,524131
gene_2801,524161
gene_2828,524193
gene_2846,524239
gene_2849,524253
gene_2893,524356
gene_2931,524415
gene_2962,524467
gene_2452,534591
gene_2512,534608
gene_2685,534674
gene_2713,534687
gene_2797,534712
gene_2807,534717
gene_2847,534732
gene_2208,538716
gene_2240,538744
gene_2263,538760
gene_2298,538791
gene_2313,538803
gene_2332,538818
gene_2345,538829
gene_2396,538873
gene_2417,538890
gene_2462,538930
gene_2469,538938
gene_2470,538939
gene_2544,539005
gene_2573,539030
gene_2583,539040
gene_2593,539049
gene_2617,539074
gene_2626,539083
gene_2640,539094
gene_2710,539149
gene_2722,539158
gene_2737,539170
gene_2745,539178
gene_2761,539192
gene_2794,539223
gene_2812,539238
gene_2842,539263
gene_2874,539293
gene_2926,539336
gene_2932,539338
gene_2220,544975
gene_2234,544988
gene_2295,545033
gene_2296,545034
gene_2358,545078
gene_2392,545106
gene_2438,545139
gene_2463,545156
gene_2553,545219
gene_2624,545273
gene_2648,545286
gene_2688,545315
gene_2791,545391
gene_2843,545429
gene_2861,545441
gene_2890,545462
gene_2915,545479
gene_2921,545485
gene_2965,545516
gene_2980,223553
gene_2996,224312
gene_3010,224870
gene_3015,225123
gene_3014,225126
gene_3027,225757
gene_3050,226657
gene_3063,226870
gene_3074,227102
gene_3087,227824
gene_3088,227879
gene_3097,227941
gene_3095,227968
gene_3093,228146
gene_3118,228940
gene_3119,228975
gene_3120,229004
gene_3122,229086
gene_3123,229112
gene_3134,229375
gene_3179,232081
gene_3197,233016
gene_3196,233019
gene_3217,233949
gene_3229,234866
gene_3250,237376
gene_3261,237966
gene_3267,238145
gene_3269,238280
gene_3274,238726
gene_3279,239061
gene_3284,239299
gene_3289,239725
gene_3288,239789
gene_3295,239974
gene_3297,240202
gene_3304,240428
gene_3315,240757
gene_3318,240863
gene_3334,241340
gene_3337,241523
gene_3344,241759
gene_3377,243454
gene_3381,243547
gene_3382,243615
gene_3392,244093
gene_3404,244382
gene_3403,244385
gene_3409,244473
gene_3423,245081
gene_3426,245194
gene_3428,245213
gene_3432,245434
gene_3435,245620
gene_3448,245867
gene_3446,245879
gene_3449,246187
gene_3455,246423
gene_3456,246425
gene_3466,246907
gene_3487,247521
gene_3492,247650
gene_3499,247851
gene_3498,247852
gene_3507,248079
gene_3508,248190
gene_3513,248482
gene_3514,248502
gene_3519,248705
gene_3523,248908
gene_3527,249178
gene_3534,249388
gene_3543,250299
gene_3544,250408
gene_3547,250536
gene_3552,251140
gene_3553,251141
gene_3566,251548
gene_3567,251553
gene_3586,252062
gene_3589,252234
gene_3583,252298
gene_3613,253320
gene_3614,253378
gene_3621,253616
gene_3632,253871
gene_3641,254101
gene_3645,254221
gene_3647,254469
gene_3657,254725
gene_3656,254988
gene_3659,255091
gene_3662,255146
gene_3665,255396
gene_3670,255487
gene_3673,255642
gene_3676,255760
gene_3679,255821
gene_3678,255837
gene_3688,256397
gene_3694,256965
gene_3699,257070
gene_3698,257075
gene_3702,257238
gene_3701,257278
gene_3427,437124
gene_3242,437149
gene_3146,437227
gene_3598,437284
gene_3388,437308
gene_3529,437317
gene_3049,437443
gene_3531,437513
gene_3221,437640
gene_3028,437655
gene_3587,437664
gene_3364,437668
gene_3510,437761
gene_3148,437770
gene_2998,437791
gene_3181,437813
gene_3266,437843
gene_3511,437862
gene_3412,437873
gene_3342,437877
gene_3193,437890
gene_3410,437912
gene_3496,437977
gene_3046,438006
gene_3338,438048
gene_3075,438053
gene_3008,451721
gene_3044,451760
gene_3048,451770
gene_3080,451790
gene_3082,451793
gene_3121,451837
gene_3135,451850
gene_3137,451856
gene_3216,451961
gene_3230,451989
gene_3292,452061
gene_3317,452077
gene_3406,452192
gene_3451,452245
gene_3481,452272
gene_3520,452328
gene_3695,452572
gene_3001,462501
gene_3047,462555
gene_3078,462577
gene_3103,462607
gene_3172,462688
gene_3182,462707
gene_3190,462717
gene_3226,462764
gene_3240,462782
gene_3263,462812
gene_3331,462870
gene_3539,463143
gene_3590,463214
gene_3611,463239
gene_3640,463275
gene_3703,463359
gene_2989,471959
gene_3009,471974
gene_3012,471977
gene_3053,472006
gene_3055,472008
gene_3056,472009
gene_3057,472010
gene_3064,472017
gene_3072,472024
gene_3102,472047
gene_3110,472053
gene_3149,472084
gene_3184,472109
gene_3185,472110
gene_3198,472122
gene_3265,472168
gene_3286,472183
gene_3301,472194
gene_3324,472212
gene_3325,472213
gene_3328,472216
gene_3371,472249
gene_3378,472253
gene_3411,472280
gene_3440,472301
gene_3459,472317
gene_3460,472318
gene_3535,472372
gene_3585,472409
gene_3593,472413
gene_3623,472434
gene_3634,472444
gene_3650,472455
gene_2975,485840
gene_2976,485853
gene_2977,485857
gene_2978,485861
gene_2981,485881
gene_2983,485887
gene_2984,485890
gene_2985,485891
gene_2986,485895
gene_2987,485898
gene_2988,485900
gene_2990,485908
gene_2992,485918
gene_2993,485922
gene_2994,485925
gene_2995,485928
gene_3002,485970
gene_3003,485973
gene_3004,485974
gene_3005,485980
gene_3006,485986
gene_3007,485992
gene_3011,486016
gene_3017,486026
gene_3018,486036
gene_3019,486037
gene_3020,486040
gene_3021,486044
gene_3023,486051
gene_3024,486052
gene_3031,486085
gene_3032,486090
gene_3034,486092
gene_3035,486096
gene_3036,486101
gene_3037,486103
gene_3038,486105
gene_3039,486108
gene_3040,486116
gene_3041,486120
gene_3042,486121
gene_3043,486125
gene_3045,486129
gene_3051,486164
gene_3054,486197
gene_3058,486204
gene_3060,486209
gene_3061,486212
gene_3065,486224
gene_3066,486228
gene_3067,486232
gene_3068,486257
gene_3069,486258
gene_3076,486265
gene_3077,486273
gene_3081,486291
gene_3085,486299
gene_3086,486302
gene_3089,486309
gene_3090,486313
gene_3099,486343
gene_3100,486347
gene_3104,486350
gene_3105,486353
gene_3106,486357
gene_3107,486358
gene_3108,486367
gene_3113,486379
gene_3114,486380
gene_3115,486383
gene_3127,486409
gene_3130,486416
gene_3133,486421
gene_3136,486429
gene_3139,486433
gene_3142,486447
gene_3143,486449
gene_3154,486492
gene_3160,486532
gene_3162,486535
gene_3163,486538
gene_3164,486541
gene_3165,486543
gene_3166,486546
gene_3167,486549
gene_3169,486559
gene_3170,486569
gene_3171,486571
gene_3173,486586
gene_3174,486589
gene_3175,486592
gene_3176,486595
gene_3178,486600
gene_3183,486614
gene_3188,486635
gene_3191,486640
gene_3194,486653
gene_3195,486654
gene_3199,486663
gene_3200,486665
gene_3201,486670
gene_3202,486677
gene_3203,486679
gene_3204,486680
gene_3205,486684
gene_3206,486686
gene_3209,486701
gene_3210,486705
gene_3211,486709
gene_3212,486717
gene_3213,486720
gene_3218,486742
gene_3219,486744
gene_3220,486748
gene_3222,486759
gene_3223,486761
gene_3225,486771
gene_3227,486775
gene_3228,486776
gene_3231,486868
gene_3233,486873
gene_3234,486874
gene_3236,486884
gene_3237,486890
gene_3238,486894
gene_3239,486896
gene_3241,486906
gene_3244,486913
gene_3245,486915
gene_3246,486920
gene_3247,486922
gene_3248,486923
gene_3249,486927
gene_3251,486939
gene_3253,486945
gene_3254,486947
gene_3255,486950
gene_3256,486952
gene_3257,486955
gene_3258,486963
gene_3259,486964
gene_3260,486968
gene_3264,486975
gene_3268,486991
gene_3273,487009
gene_3275,487015
gene_3276,487021
gene_3277,487026
gene_3278,487027
gene_3280,487033
gene_3281,487037
gene_3282,487039
gene_3290,487057
gene_3291,487061
gene_3294,487067
gene_3299,487084
gene_3302,487092
gene_3305,487097
gene_3306,487100
gene_3309,487111
gene_3310,487115
gene_3311,487118
gene_3313,487124
gene_3314,487130
gene_3320,487144
gene_3321,487145
gene_3322,487148
gene_3323,487150
gene_3330,487163
gene_3332,487192
gene_3336,487213
gene_3339,487220
gene_3340,487221
gene_3341,487225
gene_3345,487245
gene_3346,487247
gene_3347,487250
gene_3348,487254
gene_3349,487260
gene_3350,487267
gene_3351,487269
gene_3354,487289
gene_3355,487290
gene_3356,487294
gene_3357,487298
gene_3358,487303
gene_3359,487305
gene_3361,487312
gene_3362,487313
gene_3365,487323
gene_3366,487324
gene_3367,487330
gene_3368,487333
gene_3370,487336
gene_3373,487363
gene_3374,487367
gene_3376,487373
gene_3380,487377
gene_3383,487388
gene_3384,487391
gene_3385,487394
gene_3386,487396
gene_3387,487397
gene_3390,487402
gene_3391,487404
gene_3394,487408
gene_3395,487412
gene_3396,487413
gene_3397,487414
gene_3398,487417
gene_3399,487422
gene_3401,487428
gene_3402,487429
gene_3405,487440
gene_3413,487460
gene_3414,487463
gene_3415,487464
gene_3416,487467
gene_3417,487469
gene_3418,487471
gene_3419,487475
gene_3422,487491
gene_3425,487499
gene_3429,487510
gene_3430,487512
gene_3431,487516
gene_3433,487519
gene_3434,487524
gene_3436,487530
gene_3437,487534
gene_3438,487537
gene_3442,487539
gene_3443,487542
gene_3444,487555
gene_3445,487560
gene_3450,487579
gene_3452,487586
gene_3453,487590
gene_3463,487617
gene_3467,487628
gene_3468,487631
gene_3471,487637
gene_3473,487640
gene_3474,487645
gene_3475,487647
gene_3476,487652
gene_3477,487656
gene_3480,487663
gene_3482,487666
gene_3483,487670
gene_3489,487683
gene_3491,487690
gene_3493,487698
gene_3494,487702
gene_3502,487739
gene_3503,487742
gene_3504,487743
gene_3505,487747
gene_3506,487748
gene_3509,487754
gene_3515,487772
gene_3516,487777
gene_3517,487778
gene_3522,487795
gene_3524,487804
gene_3525,487809
gene_3526,487819
gene_3528,487828
gene_3530,487833
gene_3536,487844
gene_3538,487848
gene_3540,487854
gene_3541,487861
gene_3545,487883
gene_3546,487892
gene_3549,487938
gene_3550,487943
gene_3551,487944
gene_3554,487951
gene_3555,487952
gene_3556,487953
gene_3558,487963
gene_3559,487967
gene_3560,487972
gene_3561,487973
gene_3562,487975
gene_3563,487979
gene_3564,487980
gene_3565,487982
gene_3568,487987
gene_3570,487993
gene_3571,487995
gene_3574,488002
gene_3575,488005
gene_3576,488006
gene_3577,488011
gene_3578,488016
gene_3579,488018
gene_3580,488020
gene_3581,488022
gene_3588,488047
gene_3591,488052
gene_3594,488057
gene_3595,488058
gene_3597,488059
gene_3600,488075
gene_3601,488078
gene_3602,488079
gene_3603,488082
gene_3604,488086
gene_3606,488090
gene_3607,488092
gene_3608,488095
gene_3609,488100
gene_3612,488109
gene_3615,488119
gene_3617,488128
gene_3618,488129
gene_3619,488132
gene_3620,488135
gene_3626,488142
gene_3627,488146
gene_3630,488157
gene_3631,488160
gene_3635,488166
gene_3636,488169
gene_3637,488172
gene_3639,488175
gene_3642,488186
gene_3643,488188
gene_3644,488192
gene_3646,488197
gene_3649,488204
gene_3661,488233
gene_3663,488243
gene_3667,488257
gene_3668,488260
gene_3669,488263
gene_3671,488275
gene_3672,488290
gene_3675,488312
gene_3680,488326
gene_3681,488328
gene_3682,488330
gene_3683,488333
gene_3684,488337
gene_3685,488343
gene_3686,488345
gene_3687,488350
gene_3689,488363
gene_3690,488367
gene_3691,488371
gene_3692,488375
gene_3693,488377
gene_3697,488397
gene_3116,504797
gene_3131,504802
gene_3152,504814
gene_3155,504815
gene_3157,504816
gene_3186,504833
gene_3192,504836
gene_3243,504858
gene_3271,504878
gene_3421,504931
gene_3582,504990
gene_3625,505004
gene_2982,509632
gene_3013,509660
gene_3022,509669
gene_3025,509672
gene_3029,509676
gene_3052,509697
gene_3079,509716
gene_3091,509726
gene_3092,509727
gene_3096,509731
gene_3117,509749
