Gene_id,Protein_ID
gene_6994,92228
gene_7003,92639
gene_7010,92694
gene_7017,92921
gene_7022,93088
gene_7021,93102
gene_7024,93202
gene_7029,93354
gene_7034,93554
gene_7050,93964
gene_7052,94122
gene_7061,94261
gene_7068,94750
gene_7098,95946
gene_7099,95968
gene_7103,96147
gene_7106,96254
gene_7135,97305
gene_7154,97890
gene_7157,97975
gene_7156,98009
gene_7171,98680
gene_7170,98682
gene_7174,99143
gene_7175,99201
gene_7183,99641
gene_7182,99667
gene_7189,99863
gene_7193,100015
gene_7198,100092
gene_7205,100453
gene_7204,100483
gene_7212,100756
gene_7220,101392
gene_7234,102170
gene_7249,102612
gene_7259,103252
gene_7260,103257
gene_7266,103539
gene_7269,103636
gene_7280,103803
gene_7293,104250
gene_7294,104263
gene_7297,104406
gene_7298,104438
gene_7307,104788
gene_7076,426112
gene_6937,428264
gene_6979,443190
gene_7082,443220
gene_7120,443242
gene_7070,443296
gene_7309,443318
gene_7100,443372
gene_7084,443375
gene_7113,443423
gene_7136,443461
gene_7035,443485
gene_7040,443493
gene_7027,443571
gene_6985,443573
gene_7011,443628
gene_7152,443644
gene_7111,443648
gene_6993,443650
gene_7077,443669
gene_7141,443715
gene_7123,443769
gene_6914,443792
gene_7312,443800
gene_6911,443801
gene_7199,443810
gene_6924,457550
gene_6939,457566
gene_6959,457588
gene_6967,457605
gene_7018,457674
gene_7030,457691
gene_7109,457841
gene_7126,457875
gene_7163,457929
gene_7201,458004
gene_6944,468313
gene_6962,468336
gene_6990,468374
gene_7002,468395
gene_7080,468510
gene_7085,468523
gene_7089,468532
gene_7093,468543
gene_7110,468579
gene_7118,468600
gene_7140,468638
gene_7147,468647
gene_7181,468701
gene_7244,468807
gene_6916,475017
gene_6951,475046
gene_6998,475087
gene_7006,475094
gene_7007,475095
gene_7014,475101
gene_7039,475124
gene_7087,475164
gene_7115,475186
gene_7122,475194
gene_7124,475196
gene_7143,475214
gene_7145,475216
gene_7166,475231
gene_7178,475238
gene_7187,475246
gene_7224,475272
gene_7236,475282
gene_7245,475290
gene_7246,475291
gene_7247,475292
gene_7248,475293
gene_7274,475313
gene_7278,475316
gene_7290,475327
gene_7310,475346
gene_7320,475355
gene_6908,499594
gene_6913,499609
gene_6927,499646
gene_6936,499707
gene_6938,499722
gene_6940,499733
gene_6945,499748
gene_6946,499777
gene_6947,499784
gene_6948,499787
gene_6956,499804
gene_6960,499819
gene_6971,499844
gene_6974,499852
gene_6975,499855
gene_6977,499860
gene_6978,499864
gene_6984,499878
gene_6988,499909
gene_6991,499918
gene_6992,499920
gene_6995,499928
gene_6996,499930
gene_6999,499938
gene_7000,499941
gene_7001,499949
gene_7009,499959
gene_7012,499966
gene_7013,499967
gene_7015,499968
gene_7016,499972
gene_7019,499983
gene_7025,500006
gene_7036,500037
gene_7037,500041
gene_7038,500044
gene_7041,500058
gene_7042,500070
gene_7043,500072
gene_7044,500074
gene_7045,500076
gene_7046,500078
gene_7047,500081
gene_7053,500088
gene_7054,500091
gene_7056,500093
gene_7057,500095
gene_7058,500098
gene_7059,500100
gene_7060,500103
gene_7063,500114
gene_7064,500117
gene_7065,500119
gene_7066,500123
gene_7067,500124
gene_7072,500140
gene_7073,500143
gene_7074,500144
gene_7075,500147
gene_7078,500152
gene_7081,500164
gene_7083,500171
gene_7086,500179
gene_7088,500182
gene_7090,500185
gene_7091,500187
gene_7094,500193
gene_7095,500198
gene_7096,500202
gene_7097,500204
gene_7101,500241
gene_7108,500254
gene_7112,500263
gene_7116,500282
gene_7117,500285
gene_7121,500291
gene_7125,500296
gene_7127,500298
gene_7130,500301
gene_7131,500303
gene_7132,500307
gene_7133,500310
gene_7134,500316
gene_7137,500343
gene_7150,500378
gene_7153,500383
gene_7155,500389
gene_7158,500400
gene_7161,500417
gene_7162,500421
gene_7164,500426
gene_7165,500432
gene_7167,500436
gene_7168,500440
gene_7172,500453
gene_7173,500454
gene_7176,500460
gene_7177,500462
gene_7184,500481
gene_7185,500484
gene_7186,500487
gene_7188,500495
gene_7194,500511
gene_7195,500515
gene_7196,500520
gene_7200,500532
gene_7202,500541
gene_7203,500543
gene_7208,500560
gene_7209,500566
gene_7210,500568
gene_7211,500572
gene_7213,500582
gene_7214,500585
gene_7215,500588
gene_7216,500591
gene_7217,500593
gene_7218,500595
gene_7222,500610
gene_7225,500620
gene_7226,500622
gene_7227,500623
gene_7228,500629
gene_7229,500631
gene_7230,500642
gene_7231,500646
gene_7232,500649
gene_7233,500652
gene_7237,500659
gene_7238,500662
gene_7240,500672
gene_7241,500678
gene_7242,500682
gene_7250,500693
gene_7251,500695
gene_7252,500697
gene_7253,500702
gene_7254,500704
gene_7255,500709
gene_7258,500715
gene_7262,500727
gene_7263,500732
gene_7264,500734
gene_7265,500740
gene_7268,500751
gene_7275,500761
gene_7277,500763
gene_7282,500766
gene_7284,500769
gene_7286,500781
gene_7296,500810
gene_7299,500829
gene_7300,500833
gene_7301,500834
gene_7302,500838
gene_7303,500842
gene_7304,500843
gene_7305,500845
gene_7306,500850
gene_7308,500857
gene_7314,500909
gene_7319,500944
gene_7071,506618
gene_7079,506625
gene_7114,506652
gene_7142,506664
gene_7190,506682
gene_7239,506708
gene_7285,506722
gene_7317,506739
gene_6915,513161
gene_6917,513163
gene_6922,513168
gene_6923,513169
gene_6925,513171
gene_6926,513172
gene_6955,513192
gene_6963,513199
gene_6965,513201
gene_6966,513202
gene_6972,513206
gene_6981,513214
gene_6997,513229
gene_7026,513251
gene_7049,513270
gene_7062,513281
gene_7102,513319
gene_7119,513334
gene_7129,513344
gene_7148,513360
gene_7169,513379
gene_7191,513396
gene_7192,513397
gene_7243,513444
gene_7256,513454
gene_7257,513455
gene_7270,513466
gene_7311,513497
gene_7313,513499
gene_7316,513502
gene_6935,518172
gene_6980,518256
gene_7020,518328
gene_7139,518632
gene_7144,518658
gene_7146,518660
gene_7159,518666
gene_7179,518740
gene_7206,518796
gene_7273,518991
gene_7281,518995
gene_7287,519018
gene_7291,519022
gene_7315,519162
gene_7318,519194
gene_6986,536514
gene_7023,536529
gene_7092,536568
gene_7221,536625
gene_7288,536649
gene_7289,536650
gene_7292,536651
gene_6973,542726
gene_6987,542736
gene_7005,542752
gene_7055,542790
gene_7138,542863
gene_7160,542876
gene_7223,542928
gene_7261,542959
gene_7267,542965
gene_7283,542972
gene_6919,548287
gene_6949,548310
gene_6964,548321
gene_6983,548337
gene_7004,548353
gene_7008,548355
gene_7069,548406
gene_7105,548436
gene_7180,548485
gene_7197,548498
gene_7235,548524
gene_7295,548564
gene_7326,106166
gene_7328,106248
gene_7327,106272
gene_7330,106342
gene_7335,106409
gene_7333,106463
gene_7342,106841
gene_7345,106947
gene_7349,107022
gene_7354,107161
gene_7359,107253
gene_7365,107878
gene_7369,108011
gene_7370,108041
gene_7374,108280
gene_7397,109017
gene_7396,109027
gene_7398,109060
gene_7399,109090
gene_7411,109629
gene_7420,110140
gene_7421,110239
gene_7432,110906
gene_7431,110911
gene_7451,111534
gene_7459,111910
gene_7465,112412
gene_7472,112611
gene_7486,113432
gene_7492,113649
gene_7497,114348
gene_7521,115837
gene_7525,115877
gene_7526,115991
gene_7527,116050
gene_7530,116562
gene_7533,116604
gene_7564,117528
gene_7570,117874
gene_7580,118340
gene_7578,118748
gene_7583,118982
gene_7586,119075
gene_7602,119811
gene_7603,119909
gene_7601,120052
gene_7608,120194
gene_7609,120465
gene_7619,121006
gene_7628,121217
gene_7637,121391
gene_7638,121528
gene_7640,122420
gene_7651,122737
gene_7648,122740
gene_7650,122767
gene_7653,122830
gene_7652,122831
gene_7657,122927
gene_7669,122997
gene_7666,123029
gene_7664,123069
gene_7672,125527
gene_7676,125539
gene_7324,421953
gene_7654,443868
gene_7673,443870
gene_7377,443879
gene_7475,443897
gene_7663,443920
gene_7485,443935
gene_7674,443976
gene_7453,444030
gene_7668,444074
gene_7416,444077
gene_7661,444079
gene_7449,444182
gene_7510,444200
gene_7331,444218
gene_7448,444221
gene_7662,444228
gene_7629,444230
gene_7423,444269
gene_7415,444271
gene_7617,444285
gene_7323,444286
gene_7512,444310
gene_7480,444378
gene_7671,444379
gene_7531,444396
gene_7364,458237
gene_7383,458268
gene_7467,458404
gene_7470,458405
gene_7508,458477
gene_7534,458522
gene_7546,458542
gene_7560,458564
gene_7329,468916
gene_7341,468933
gene_7382,468999
gene_7386,469011
gene_7388,469017
gene_7409,469044
gene_7429,469079
gene_7496,469188
gene_7539,469260
gene_7551,469277
gene_7552,469279
gene_7626,469377
gene_7334,475366
gene_7350,475378
gene_7427,475437
gene_7442,475448
gene_7443,475449
gene_7450,475456
gene_7490,475488
gene_7517,475510
gene_7543,475535
gene_7563,475545
gene_7566,475547
gene_7592,475566
gene_7610,475582
gene_7623,475592
gene_7644,475608
gene_7321,500945
gene_7322,500950
gene_7325,500964
gene_7332,500986
gene_7337,500999
gene_7339,501004
gene_7340,501012
gene_7347,501034
gene_7348,501038
gene_7352,501051
gene_7355,501068
gene_7358,501073
gene_7360,501080
gene_7361,501082
gene_7362,501087
gene_7363,501091
gene_7371,501121
gene_7372,501125
gene_7373,501130
gene_7376,501137
gene_7385,501164
gene_7387,501167
gene_7389,501169
gene_7390,501172
gene_7391,501175
gene_7394,501189
gene_7401,501203
gene_7403,501207
gene_7404,501210
gene_7406,501219
gene_7407,501222
gene_7408,501223
gene_7410,501228
gene_7413,501238
gene_7417,501250
gene_7418,501257
gene_7419,501259
gene_7422,501268
gene_7425,501283
gene_7426,501285
gene_7428,501327
gene_7433,501336
gene_7434,501339
gene_7438,501355
gene_7439,501356
gene_7440,501357
gene_7441,501363
gene_7444,501365
gene_7445,501369
gene_7446,501371
gene_7447,501373
gene_7454,501389
gene_7456,501392
gene_7457,501400
gene_7460,501409
gene_7461,501410
gene_7462,501416
gene_7463,501418
gene_7464,501420
gene_7471,501450
gene_7474,501459
gene_7476,501463
gene_7477,501467
gene_7478,501469
gene_7479,501477
gene_7482,501487
gene_7483,501493
gene_7484,501494
gene_7488,501505
gene_7491,501519
gene_7493,501523
gene_7494,501526
gene_7495,501529
gene_7498,501542
gene_7499,501544
gene_7500,501547
gene_7502,501555
gene_7503,501556
gene_7504,501559
gene_7505,501567
gene_7506,501569
gene_7507,501572
gene_7513,501616
gene_7515,501619
gene_7518,501624
gene_7522,501636
gene_7524,501641
gene_7528,501668
gene_7529,501673
gene_7532,501680
gene_7535,501686
gene_7536,501687
gene_7537,501694
gene_7540,501697
gene_7541,501698
gene_7542,501703
gene_7544,501724
gene_7547,501731
gene_7548,501733
gene_7549,501735
gene_7550,501738
gene_7553,501747
gene_7555,501750
gene_7556,501753
gene_7557,501755
gene_7558,501757
gene_7559,501761
gene_7567,501810
gene_7568,501816
gene_7569,501821
gene_7571,501830
gene_7572,501837
gene_7573,501839
gene_7574,501844
gene_7575,501847
gene_7576,501849
gene_7577,501856
gene_7587,501904
gene_7588,501909
gene_7589,501910
gene_7591,501913
gene_7594,501919
gene_7597,501930
gene_7599,501937
gene_7600,501944
gene_7604,501974
gene_7605,501975
gene_7606,501984
gene_7611,501993
gene_7612,501999
gene_7614,502010
gene_7615,502014
gene_7616,502018
gene_7618,502023
gene_7621,502034
gene_7622,502038
gene_7625,502040
gene_7631,502061
gene_7632,502063
gene_7633,502064
gene_7634,502065
gene_7635,502070
gene_7636,502072
gene_7639,502086
gene_7641,502087
gene_7643,502095
gene_7645,502098
gene_7647,502106
gene_7658,502141
gene_7659,502142
gene_7665,502290
gene_7375,506767
gene_7379,506770
gene_7509,506839
gene_7655,506916
gene_7667,506924
gene_7344,513526
gene_7356,513536
gene_7357,513537
gene_7366,513546
gene_7378,513557
gene_7380,513559
gene_7381,513560
gene_7395,513574
gene_7405,513584
gene_7412,513589
gene_7424,513599
gene_7458,513628
gene_7481,513649
gene_7511,513677
gene_7520,513684
gene_7579,513738
gene_7582,513740
gene_7585,513743
gene_7595,513752
gene_7596,513753
gene_7598,513754
gene_7613,513769
gene_7620,513776
gene_7642,513800
gene_7656,513810
gene_7660,513814
gene_7670,513823
gene_7675,513828
gene_7343,519264
gene_7368,519322
gene_7414,519406
gene_7436,519490
gene_7466,519567
gene_7473,519578
gene_7607,519918
gene_7346,536675
gene_7487,536742
gene_7523,536759
gene_7554,536773
gene_7627,536815
gene_7646,536825
gene_7338,543014
gene_7351,543025
gene_7353,543027
gene_7392,543062
gene_7393,543063
gene_7402,543070
gene_7435,543097
gene_7455,543113
gene_7538,543186
gene_7545,543191
gene_7565,543209
gene_7593,543230
gene_7630,543262
gene_7384,548626
gene_7400,548637
gene_7430,548660
gene_7452,548676
gene_7489,548703
gene_7514,548724
gene_7561,548757
gene_7581,548768
gene_7590,548774
gene_7749,126313
gene_7751,126350
gene_7753,126360
gene_7759,127404
gene_7758,127409
gene_7761,127497
gene_7770,127818
gene_7776,127894
gene_7777,127895
gene_7790,128138
gene_7793,128205
gene_7796,128327
gene_7798,128368
gene_7800,128521
gene_7801,128535
gene_7799,128555
gene_7809,129437
gene_7814,129551
gene_7754,423306
gene_7784,427345
gene_7771,444463
gene_7802,444465
gene_7804,444466
gene_7769,444469
gene_7782,444478
gene_7767,458756
gene_7765,475639
gene_7772,475643
gene_7775,475647
gene_7779,475650
gene_7785,475655
gene_7786,475656
gene_7789,475660
gene_7810,475674
gene_7750,502407
gene_7752,502416
gene_7755,502460
gene_7762,502478
gene_7764,502494
gene_7780,502541
gene_7791,502576
gene_7806,502683
gene_7808,502700
gene_7757,506933
gene_7807,506936
gene_7748,513831
gene_7766,513838
gene_7763,520126
gene_7774,520187
gene_7781,520194
gene_7783,520198
gene_7792,520204
gene_7803,520216
gene_7756,536841
gene_7813,536845
gene_7788,543312
gene_7805,543318
gene_7760,548834
gene_7778,548845
gene_7787,548851
gene_7811,548866
gene_7681,129670
gene_7680,129675
gene_7683,129763
gene_7690,129972
gene_7692,130073
gene_7698,130141
gene_7699,130142
gene_7705,130334
gene_7709,130424
gene_7718,130517
gene_7742,132048
gene_7746,132135
gene_7691,444488
gene_7724,444490
gene_7719,444503
gene_7689,458766
gene_7693,475690
gene_7695,475693
gene_7697,475695
gene_7708,475704
gene_7713,475708
gene_7714,475709
gene_7715,475710
gene_7717,475713
gene_7733,475724
gene_7684,502753
gene_7686,502770
gene_7702,502819
gene_7704,502825
gene_7725,502893
gene_7729,502901
gene_7731,502921
gene_7734,502937
gene_7736,502949
gene_7740,502969
gene_7743,503007
gene_7745,503020
gene_7727,506942
gene_7738,506943
gene_7694,513864
gene_7728,513878
gene_7747,513887
gene_7687,520275
gene_7696,520310
gene_7723,520378
gene_7741,520451
gene_7739,536851
gene_7688,543325
gene_7682,548871
gene_7685,548873
gene_7700,548883
gene_7706,548888
gene_7721,548892
gene_7722,548893
gene_7735,548902
gene_7818,132679
gene_7817,132949
gene_7815,133085
gene_7819,133373
gene_7821,134511
gene_7830,134827
gene_7833,135418
gene_7837,136318
gene_7839,137028
gene_7844,137613
gene_7829,427242
gene_7816,469522
gene_7828,469528
gene_7835,469534
gene_7824,475744
gene_7831,475749
gene_7836,475753
gene_7842,475757
gene_7845,475760
gene_7820,503054
gene_7823,503073
gene_7825,503075
gene_7826,503076
gene_7834,503121
gene_7838,503148
gene_7827,520497
gene_7840,520537
gene_7822,536853
gene_7832,543351
gene_7843,548928
gene_7854,138559
gene_7869,140684
gene_7870,140944
gene_7868,141172
gene_7858,423089
gene_7859,458828
gene_7850,469549
gene_7851,475766
gene_7864,475775
gene_7874,475783
gene_7849,503218
gene_7853,503252
gene_7862,503288
gene_7863,503289
gene_7865,503290
gene_7872,503321
gene_7873,513916
gene_7875,513917
gene_7848,520565
gene_7852,520587
gene_7860,520590
gene_7866,536858
gene_7855,543365
gene_7877,141842
gene_7885,422069
gene_7881,458848
gene_7879,469566
gene_7886,469578
gene_7876,475786
gene_7890,475796
gene_7878,503383
gene_7882,503416
gene_7884,503435
gene_7888,503452
gene_7889,503453
gene_7891,503455
gene_7894,503474
gene_7895,503488
gene_7883,513923
gene_7896,513931
gene_7898,513932
gene_7880,520622
gene_7887,520653
gene_7892,543379
gene_7909,142408
gene_7912,142626
gene_7905,444579
gene_7906,444581
gene_7899,444598
gene_7904,458870
gene_7913,475817
gene_7900,503524
gene_7901,503528
gene_7907,503545
gene_7911,503556
gene_7914,503572
gene_7902,506957
gene_7915,506962
gene_7908,513941
gene_7903,520671
gene_7910,543393
gene_1297,143267
gene_1298,143686
gene_1299,143710
gene_1300,143880
gene_1302,143891
gene_1308,144307
gene_1309,144321
gene_1321,145008
gene_1361,146636
gene_1363,146873
gene_1381,147477
gene_1402,148810
gene_1408,149344
gene_1413,149450
gene_1434,150750
gene_1440,150837
gene_1442,150873
gene_1454,151286
gene_1467,151834
gene_1466,151850
gene_1470,151934
gene_1469,151937
gene_1481,152423
gene_1495,152805
gene_1498,153004
gene_1497,153015
gene_1499,153025
gene_1506,153494
gene_1514,153703
gene_1515,154015
gene_1512,154072
gene_1517,154283
gene_1521,154545
gene_1535,154912
gene_1558,155646
gene_1560,155736
gene_1561,155751
gene_1571,156345
gene_1569,156383
gene_1586,156844
gene_1592,157103
gene_1605,157487
gene_1609,157592
gene_1612,157718
gene_1622,157884
gene_1621,158040
gene_1633,158189
gene_1632,158384
gene_1636,158487
gene_1644,158610
gene_1643,158656
gene_1647,158696
gene_1648,158925
gene_1654,159427
gene_1666,159901
gene_1673,160170
gene_1676,160460
gene_1687,160921
gene_1688,161010
gene_1705,162231
gene_1706,162293
gene_1715,162623
gene_1716,162638
gene_1722,162760
gene_1723,162784
gene_1724,162795
gene_1731,163119
gene_1745,163991
gene_1744,164213
gene_1751,164433
gene_1750,164538
gene_1760,165761
gene_1767,165970
gene_1764,166043
gene_1763,166448
gene_1776,166911
gene_1777,166970
gene_1788,167452
gene_1796,167751
gene_1797,167809
gene_1805,168039
gene_1811,168169
gene_1813,168199
gene_1812,168233
gene_1818,168488
gene_1823,168653
gene_1828,168860
gene_1838,169232
gene_1853,170091
gene_1852,170590
gene_1858,170752
gene_1867,171038
gene_1870,171095
gene_1888,172205
gene_1893,172333
gene_1892,172366
gene_1897,172419
gene_1901,172571
gene_1909,172749
gene_1917,173061
gene_1919,173111
gene_1927,173245
gene_1931,173486
gene_1943,173947
gene_1951,174519
gene_1953,174523
gene_1958,174669
gene_1957,174779
gene_1968,175261
gene_1970,175271
gene_1979,175496
gene_1983,175659
gene_1990,175949
gene_1994,176134
gene_1993,176141
gene_1996,176212
gene_2002,176562
gene_2022,177344
gene_2028,177453
gene_2031,177638
gene_2032,177641
gene_2042,178032
gene_2046,178136
gene_2045,178160
gene_2051,178287
gene_2059,178414
gene_2062,178464
gene_2064,178663
gene_2068,178832
gene_2071,178872
gene_2079,179317
gene_2083,179384
gene_2089,179609
gene_2095,179715
gene_2102,180336
gene_2104,180594
gene_2106,180627
gene_2110,180717
gene_2109,180724
gene_2121,181067
gene_2132,181638
gene_2133,181663
gene_2139,181779
gene_2138,181810
gene_2141,181817
gene_2143,181847
gene_2147,181887
gene_2148,181962
gene_2157,182079
gene_2160,182218
gene_2178,184053
gene_2179,184257
gene_2182,184336
gene_2186,184395
gene_2189,184709
gene_2050,435073
gene_2037,435147
gene_1698,435180
gene_1719,435200
gene_1679,435275
gene_2082,435300
gene_1570,435394
gene_1817,435432
gene_1730,435433
gene_1523,435436
gene_1810,435470
gene_1704,435551
gene_2165,435637
gene_1312,435667
gene_2041,435692
gene_2100,435714
gene_1447,435732
gene_1401,435743
gene_1727,435807
gene_2097,435820
gene_1567,435832
gene_1787,435861
gene_1822,435872
gene_1445,435881
gene_2061,435886
gene_1604,435926
gene_1969,435927
gene_1680,435936
gene_2029,435949
gene_1557,436099
gene_1296,449654
gene_1409,449771
gene_1427,449790
gene_1511,449879
gene_1555,449927
gene_1572,449947
gene_1582,449957
gene_1602,449981
gene_1766,450185
gene_1833,450259
gene_1960,450402
gene_1988,450436
gene_2120,450599
gene_1310,460474
gene_1348,460495
gene_1378,460532
gene_1393,460557
gene_1504,460672
gene_1574,460752
gene_1588,460767
gene_1707,460902
gene_1832,461054
gene_1869,461090
gene_1887,461114
gene_1896,461121
gene_1908,461134
gene_1916,461149
gene_1939,461177
gene_2012,461263
gene_1322,470631
gene_1323,470632
gene_1326,470635
gene_1328,470637
gene_1358,470661
gene_1428,470720
gene_1435,470726
gene_1439,470730
gene_1485,470772
gene_1486,470773
gene_1513,470796
gene_1534,470810
gene_1565,470835
gene_1580,470847
gene_1594,470860
gene_1598,470864
gene_1618,470878
gene_1660,470907
gene_1768,470991
gene_1769,470992
gene_1861,471067
gene_1890,471091
gene_1895,471095
gene_1936,471130
gene_1981,471163
gene_2011,471188
gene_2048,471215
gene_2073,471237
gene_2091,471251
gene_2098,471258
gene_2111,471269
gene_2153,471298
gene_2156,471301
gene_2175,471315
gene_2177,471317
gene_2180,471319
gene_2184,471322
gene_1295,480303
gene_1303,480341
gene_1304,480346
gene_1305,480348
gene_1306,480353
gene_1307,480357
gene_1311,480369
gene_1314,480377
gene_1315,480381
gene_1316,480384
gene_1317,480393
gene_1318,480403
gene_1319,480404
gene_1324,480408
gene_1325,480409
gene_1330,480422
gene_1331,480425
gene_1336,480436
gene_1337,480437
gene_1340,480446
gene_1343,480457
gene_1349,480468
gene_1350,480473
gene_1352,480477
gene_1353,480483
gene_1356,480489
gene_1357,480494
gene_1359,480497
gene_1360,480500
gene_1365,480514
gene_1369,480519
gene_1370,480521
gene_1371,480526
gene_1372,480527
gene_1373,480529
gene_1374,480530
gene_1375,480531
gene_1376,480539
gene_1377,480542
gene_1379,480545
gene_1382,480559
gene_1384,480565
gene_1385,480567
gene_1386,480572
gene_1387,480575
gene_1388,480580
gene_1389,480592
gene_1390,480595
gene_1391,480597
gene_1392,480601
gene_1394,480606
gene_1397,480612
gene_1399,480616
gene_1400,480626
gene_1404,480638
gene_1405,480643
gene_1406,480654
gene_1410,480662
gene_1411,480665
gene_1412,480667
gene_1415,480680
gene_1416,480685
gene_1418,480701
gene_1419,480703
gene_1421,480716
gene_1423,480717
gene_1424,480720
gene_1425,480721
gene_1426,480725
gene_1431,480742
gene_1438,480761
gene_1444,480777
gene_1446,480781
gene_1448,480788
gene_1449,480793
gene_1452,480802
gene_1459,480818
gene_1460,480820
gene_1461,480825
gene_1462,480828
gene_1463,480832
gene_1465,480837
gene_1468,480850
gene_1474,480866
gene_1475,480869
gene_1476,480870
gene_1477,480874
gene_1478,480880
gene_1479,480884
gene_1487,480894
gene_1488,480898
gene_1489,480908
gene_1490,480930
gene_1493,480936
gene_1494,480940
gene_1518,481029
gene_1520,481039
gene_1522,481048
gene_1525,481054
gene_1526,481056
gene_1527,481059
gene_1528,481068
gene_1529,481070
gene_1536,481080
gene_1538,481090
gene_1541,481126
gene_1542,481129
gene_1543,481132
gene_1544,481137
gene_1545,481140
gene_1547,481155
gene_1548,481159
gene_1549,481165
gene_1550,481169
gene_1553,481174
gene_1554,481176
gene_1559,481192
gene_1562,481206
gene_1563,481208
gene_1566,481211
gene_1573,481228
gene_1575,481237
gene_1577,481244
gene_1578,481248
gene_1581,481260
gene_1584,481267
gene_1587,481275
gene_1589,481277
gene_1590,481282
gene_1595,481296
gene_1596,481298
gene_1597,481299
gene_1600,481304
gene_1601,481310
gene_1607,481327
gene_1610,481336
gene_1611,481341
gene_1613,481347
gene_1614,481348
gene_1617,481353
gene_1619,481356
gene_1620,481358
gene_1623,481372
gene_1624,481377
gene_1625,481379
gene_1626,481382
gene_1628,481387
gene_1629,481394
gene_1630,481397
gene_1631,481400
gene_1634,481409
gene_1635,481414
gene_1638,481422
gene_1640,481428
gene_1641,481430
gene_1642,481432
gene_1645,481437
gene_1646,481440
gene_1649,481447
gene_1650,481455
gene_1651,481456
gene_1652,481457
gene_1653,481460
gene_1655,481470
gene_1656,481471
gene_1657,481476
gene_1659,481482
gene_1661,481485
gene_1662,481488
gene_1664,481491
gene_1665,481494
gene_1669,481506
gene_1670,481509
gene_1671,481513
gene_1675,481526
gene_1678,481538
gene_1682,481551
gene_1683,481554
gene_1684,481556
gene_1686,481565
gene_1689,481568
gene_1691,481577
gene_1692,481583
gene_1693,481584
gene_1694,481587
gene_1695,481591
gene_1696,481594
gene_1697,481599
gene_1699,481604
gene_1700,481612
gene_1701,481613
gene_1702,481615
gene_1703,481618
gene_1708,481630
gene_1709,481632
gene_1710,481635
gene_1711,481637
gene_1713,481644
gene_1714,481646
gene_1718,481656
gene_1725,481680
gene_1728,481686
gene_1729,481689
gene_1732,481698
gene_1733,481702
gene_1735,481707
gene_1736,481711
gene_1737,481717
gene_1740,481724
gene_1746,481753
gene_1748,481760
gene_1749,481766
gene_1752,481775
gene_1753,481777
gene_1755,481785
gene_1756,481789
gene_1757,481793
gene_1761,481817
gene_1765,481830
gene_1771,481846
gene_1772,481850
gene_1773,481858
gene_1774,481862
gene_1778,481870
gene_1779,481874
gene_1782,481884
gene_1783,481896
gene_1784,481898
gene_1785,481900
gene_1786,481912
gene_1789,481923
gene_1790,481928
gene_1791,481930
gene_1792,481933
gene_1793,481938
gene_1794,481942
gene_1795,481947
gene_1798,481965
gene_1800,481971
gene_1801,481980
gene_1802,481983
gene_1803,481987
gene_1806,482009
gene_1808,482021
gene_1809,482022
gene_1815,482032
gene_1816,482035
gene_1819,482042
gene_1821,482050
gene_1824,482054
gene_1825,482058
gene_1826,482060
gene_1827,482064
gene_1829,482072
gene_1831,482078
gene_1836,482086
gene_1839,482099
gene_1840,482106
gene_1841,482110
gene_1842,482113
gene_1845,482120
gene_1846,482122
gene_1847,482132
gene_1848,482135
gene_1850,482140
gene_1851,482143
gene_1854,482174
gene_1855,482175
gene_1857,482179
gene_1859,482183
gene_1863,482190
gene_1864,482192
gene_1865,482194
gene_1868,482207
gene_1872,482226
gene_1873,482237
gene_1874,482238
gene_1875,482244
gene_1876,482251
gene_1878,482257
gene_1880,482261
gene_1881,482263
gene_1882,482267
gene_1883,482279
gene_1884,482280
gene_1885,482289
gene_1898,482321
gene_1902,482329
gene_1903,482330
gene_1905,482331
gene_1906,482333
gene_1907,482339
gene_1910,482350
gene_1912,482356
gene_1913,482357
gene_1914,482361
gene_1915,482366
gene_1918,482371
gene_1921,482383
gene_1923,482387
gene_1924,482389
gene_1925,482392
gene_1926,482394
gene_1928,482408
gene_1929,482414
gene_1930,482418
gene_1932,482424
gene_1933,482427
gene_1937,482441
gene_1940,482450
gene_1944,482465
gene_1946,482470
gene_1947,482473
gene_1948,482478
gene_1949,482483
gene_1950,482488
gene_1954,482498
gene_1955,482500
gene_1959,482508
gene_1962,482514
gene_1963,482515
gene_1964,482518
gene_1965,482520
gene_1966,482524
gene_1967,482526
gene_1971,482539
gene_1973,482543
gene_1974,482545
gene_1975,482547
gene_1976,482549
gene_1984,482573
gene_1985,482576
gene_1987,482582
gene_1991,482589
gene_1992,482593
gene_1997,482611
gene_1998,482613
gene_1999,482614
gene_2000,482617
gene_2001,482620
gene_2004,482638
gene_2005,482639
gene_2006,482643
gene_2007,482647
gene_2008,482653
gene_2009,482656
gene_2013,482659
gene_2014,482662
gene_2015,482665
gene_2016,482667
gene_2017,482669
gene_2018,482674
gene_2019,482678
gene_2020,482681
gene_2025,482694
gene_2026,482697
gene_2030,482708
gene_2033,482713
gene_2034,482719
gene_2036,482727
gene_2038,482731
gene_2040,482734
gene_2044,482742
gene_2047,482755
gene_2052,482766
gene_2060,482782
gene_2065,482798
gene_2066,482805
gene_2067,482807
gene_2069,482811
gene_2070,482814
gene_2072,482821
gene_2074,482827
gene_2075,482835
gene_2076,482838
gene_2077,482842
gene_2078,482844
gene_2080,482850
gene_2081,482852
gene_2084,482856
gene_2085,482858
gene_2086,482861
gene_2087,482862
gene_2090,482869
gene_2093,482878
