log2FoldChange (1),log2FoldChange (2),padj (1),padj (2),Gene_id
-2.01733585303914,-1.32320408527997,1.62967305326638e-209,2.31240945914614e-143,gene_6988
-1.34649393434395,-1.17588284910684,7.79322821583208e-77,2.12290943023002e-26,gene_701
-4.08861719939223,-3.41752525013229,0.0,0.0,gene_7019
-2.76752837388398,-1.46631370896874,0.0,0.0,gene_7022
-2.49619630153971,-2.17443462226582,0.0,0.0,gene_7023
-3.79778814035055,-1.88557904612052,0.0,8.22175491145536e-135,gene_7024
-1.82104648777487,-1.14954075975473,1.08411694721909e-151,5.73252513136941e-37,gene_7034
-1.87452618809137,-1.23613890066306,1.57715717269615e-241,1.4552122115056e-126,gene_7054
-1.91597040107129,-1.48885845838367,1.58003738498791e-75,7.86723084583174e-31,gene_7056
-1.29615412143791,-1.74705396645436,1.44601052936975e-47,3.94765392199698e-59,gene_7072
-2.10069538681405,-1.46305753814783,3.80777817363686e-193,4.06114519487404e-56,gene_7084
-1.78485735007469,-1.43930433198998,1.0736229695375e-110,1.10453158665134e-25,gene_7216
-2.36475591124682,-1.50461158102425,1.12630416063416e-222,1.21627628335019e-44,gene_7339
-2.16002624465467,-1.76594810287325,7.46870519570133e-145,1.01031594104005e-12,gene_739
-2.52609052238141,-1.88943291716183,4.24883561213023e-146,2.87062242430319e-64,gene_7412
-2.267124399689,-1.53884642937888,9.71487595265404e-239,4.91670540663811e-137,gene_7417
-1.32837986452394,-1.05313799385021,4.63219467708586e-170,1.91093195591909e-106,gene_7444
-1.56629522911426,-1.63792701463242,1.00948976291545e-29,1.34242139958237e-19,gene_7455
-1.45670104991707,-1.45772653071106,0.000190930960898,1.19255855430108e-13,gene_7489
-1.28699903531192,-1.10882963469765,5.37911669436291e-86,6.22972944059342e-104,gene_7499
-1.2022854251054,-1.0031445822425,8.82296541291122e-146,3.82812856385819e-91,gene_7535
-2.2680764468235,-1.89311014170264,2.23675326936575e-51,9.33910385376025e-152,gene_7641
-2.5863614211035,-2.17053648676755,3.14087264417046e-13,1.85147432249721e-11,gene_7661
-1.91508971114434,-2.15342382799817,3.24409980932226e-290,2.07250854298664e-282,gene_7662
-1.63413303240455,-1.06458251686604,6.96171898450436e-128,9.41289354019196e-26,gene_784
-1.14879594364879,-1.03581791516109,6.96565254280796e-06,0.000995467146304,gene_7918
-2.03408402275123,-1.28608637294958,5.31949732833243e-187,1.14418066414616e-140,gene_7919
-1.81408782220588,-1.67371927776743,7.67601426569215e-62,2.40938523679798e-29,gene_87
-1.11720113107877,-1.02416607450992,6.15800765561458e-14,3.40056058223046e-07,gene_898
-2.11572798042922,-1.67570350952663,2.37652699816924e-81,2.39105686605889e-30,gene_908
-2.60256311022453,-1.48132931003544,4.88209327736611e-148,3.95844288878747e-23,gene_928
