Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_350,1426.23269653857,0.055204381839337,0.08504565765678,0.649114644537482,0.51626427681043,0.599790996252089
gene_884,1973.5969052306,0.055270579826558,0.065380091195148,0.845373244610285,0.397902477985665,0.487269763121215
gene_5458,1632.98994571619,0.055359022854792,0.071050765824333,0.779147447779279,0.435892862814162,0.523579765246165
gene_1997,4897.37664008889,0.055402321804635,0.066408979126399,0.834259501251863,0.404134767997304,0.493069848350588
gene_4304,869.103202972305,0.055436368187544,0.086384763680367,0.641737799881755,0.521043441662483,0.604052962077246
gene_588,1645.31439743765,0.055511270173375,0.073188642831257,0.758468363750943,0.448170645201815,0.535789062961618
gene_5611,12040.5330659424,0.055564100042076,0.050485120585686,1.10060349262254,0.271069264802862,0.354471056056431
gene_4643,1229.15015201805,0.055582759763907,0.079995463278968,0.694823899826336,0.487165668467324,0.573258851577401
gene_5110,2917.22081437708,0.055958656889539,0.059699959740694,0.937331568272316,0.34858802940293,0.437360542410376
gene_6972,1858.18803886507,0.056100783661769,0.066649396112461,0.841729812031722,0.399939207110162,0.489037145848672
gene_4838,1532.62196014675,0.056166870895006,0.066887998992593,0.839715221578468,0.401068077353985,0.49006099341076
