Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_5468,1303.1807390506,0.092211391599952,0.081821317679784,1.12698492538131,0.25974885458881,0.301594986965598
gene_5412,4760.57790279443,0.092776644902217,0.057142217019813,1.62360947371097,0.104459182259865,0.130261848794175
gene_226,3379.33251545515,0.092784046591431,0.062048567335378,1.49534551039551,0.134824293435851,0.165212543018987
gene_5629,787.563238810241,0.093165018003353,0.091690125363081,1.01608562137342,0.309588615506613,0.354208175757174
gene_3723,84.2459510974788,0.093365630616636,0.235547057065547,0.396377826918272,0.691826320952973,0.730619281430574
gene_6630,452.276979984198,0.093396637729592,0.121667431926978,0.767638769474862,0.442701822632869,0.48913751557671
gene_3546,2141.21479529466,0.093830090452918,0.07413617285181,1.26564518835461,0.205640140079911,0.243158048124127
gene_4618,472.116419107155,0.094087434200795,0.109640291554477,0.858146515909675,0.390811564722413,0.438287735014575
gene_305,2084.24537108806,0.094129960848877,0.072837858466882,1.29232191651647,0.19624568513251,0.232922153914047
gene_1859,21944.7294133895,0.094452617919496,0.052592456763701,1.79593469732502,0.072504903378691,0.092628713296041
gene_5472,3794.24445580464,0.095038600587958,0.056944527243862,1.6689681201665,0.095123697974137,0.119390503491312
gene_6616,226.592177269283,0.095133129199615,0.148767792038558,0.639473960700837,0.522514647995809,0.568247647464668
gene_4935,737.143649191343,0.095273352794583,0.087971683465533,1.083000222815,0.278808324140949,0.321679325009383
gene_7510,1741.49439703483,0.095604124219797,0.079815084248114,1.19782025065088,0.230987001756739,0.270685962301131
gene_535,1095.94676397095,0.095612024816747,0.086016009156837,1.11156081006284,0.266327030508754,0.308252785971833
gene_5116,1144.37829095582,0.095746962078096,0.095182617551659,1.00592907130476,0.314449690665854,0.359269566616836
gene_1125,246.293913316716,0.09577773462695,0.154554793096759,0.619700836886943,0.535454764599228,0.581454513086193
gene_5501,2754.00044110983,0.095899818122668,0.067474789018009,1.42126888454697,0.155238605604668,0.188158464805363
gene_849,72.3453147633955,0.095988321962567,0.308131722323446,0.311517169471464,0.755407492434473,0.787766690111342
gene_4757,5636.72934759232,0.09602357691667,0.054526147289167,1.76105559792134,0.078228993262437,0.099477495204875
gene_7643,1264.08738462049,0.096164773000557,0.085142690710451,1.12945423967854,0.258706263023651,0.300543702165863
gene_727,1181.89579552982,0.096564572270818,0.08066693681793,1.19707746544001,0.231276362365892,0.270880172813794
gene_5603,3487.39357343087,0.096654598713283,0.056891721420368,1.69892202767271,0.089333875985382,0.112488805910328
gene_1891,1268.76297426479,0.096800125803107,0.083007115260484,1.16616660510776,0.243547091637783,0.284138273577414
gene_5481,446.293063040136,0.096914462622377,0.111035450724895,0.872824507755587,0.38275873918943,0.43021087426336
gene_7580,51.5377022865079,0.097914425469448,0.322443122609375,0.3036641770402,0.76138375253077,0.793243842983793
gene_1394,2308.22402724197,0.098118130336215,0.072033014633288,1.36212722507482,0.173157737713328,0.208150294438498
gene_374,4797.14537324939,0.098178644112827,0.056811664527894,1.72814236176132,0.083962704310772,0.106172923323337
gene_7162,1294.87480552885,0.099351957746549,0.080982698755866,1.22682942496223,0.219886708851821,0.25873887169406
gene_7226,5172.80749606325,0.099453312391754,0.053995264660919,1.84188952524456,0.065491311109551,0.084192135326243
