log2FoldChange,padj,Gene_id
1.00007529026639,4.72602941332581e-09,gene_7579
1.00213646288841,2.88521826637524e-06,gene_6
1.00528130902988,2.52907322294974e-31,gene_278
1.00842219133977,6.09230885904345e-12,gene_7650
1.00865471716055,7.71579160735656e-06,gene_782
1.00891882274812,8.68213939561975e-74,gene_5412
1.01150791999757,2.55333220340256e-10,gene_7071
1.01274434923056,6.70140950180095e-10,gene_36
1.01519285581919,5.13110710682636e-51,gene_2058
1.0161555558803,2.78738892675678e-17,gene_6862
1.01639398906915,9.27867166801114e-42,gene_6138
1.01755831863783,9.96339603861433e-07,gene_4464
1.02092949334051,1.39777019979749e-33,gene_7004
1.02221660215583,3.40323242356858e-48,gene_1131
1.02324929443883,6.95782240637604e-18,gene_3710
1.02461619566472,5.49708168615103e-31,gene_1743
1.02542807622331,3.54505114207121e-08,gene_3449
1.02684524284193,1.84338711962025e-77,gene_1852
1.02797193068436,3.25736007299713e-14,gene_2946
1.02934481496395,4.55737777448721e-41,gene_3205
1.03035266775336,1.53065860336241e-14,gene_3348
1.03116260878975,5.29745126216659e-29,gene_6828
1.03142252560279,1.77866807370822e-93,gene_2129
1.03304001987763,8.04498813246205e-25,gene_6570
1.03336908226375,1.49312146770428e-38,gene_1529
1.03350155328568,1.48198346294845e-44,gene_1551
1.03443406739783,2.50996863216714e-49,gene_4470
1.03471200795372,5.10166633781479e-11,gene_69
1.03521678502235,1.25767963336337e-44,gene_2988
1.03607763274776,0.000180539639837,gene_4228
1.03745747013024,2.99976854174327e-41,gene_4100
1.03836143881114,7.52456414335427e-32,gene_5970
1.03940079717117,3.59893050893404e-24,gene_6177
1.04232880936355,5.48121418635652e-46,gene_6449
1.04314540449906,2.59528293515332e-37,gene_6501
1.04341767920034,1.27398674758393e-50,gene_2001
1.04839370513559,2.1002607097955e-15,gene_3747
1.04845588236016,3.92309415971325e-16,gene_3700
1.04954717432968,2.46885749118978e-11,gene_949
1.05711827169212,1.12313344804021e-86,gene_181
1.05853080539319,3.26355405487217e-29,gene_6450
1.05988824029992,2.0131754455732e-07,gene_4060
1.06119856394772,1.20805377462598e-08,gene_6982
1.06279498546716,2.95494498155115e-55,gene_4344
1.06310316578744,1.09337405852508e-13,gene_5379
1.06385636539575,2.84182219373222e-36,gene_3526
1.06531670578231,0.000668187617901,gene_6863
1.06850897114976,3.26734765295297e-07,gene_829
1.06981685076827,3.24431128172035e-45,gene_2908
1.07025691600133,4.27369043332828e-17,gene_1192
1.07049424203348,3.42400416717015e-16,gene_6857
1.07305895098274,6.69111108829558e-06,gene_1441
1.07425601128191,4.71706740634485e-68,gene_597
1.07713591023628,5.87649282859582e-15,gene_4751
1.07790672983619,9.4708713574678e-41,gene_4807
1.08076563293331,1.53881077243365e-40,gene_4837
1.0809977738149,5.12897823999335e-25,gene_4809
1.0812216419791,2.04728431556101e-71,gene_2884
1.08274729312461,8.27723674149347e-23,gene_282
1.08443891549959,6.08695660387907e-36,gene_3727
1.08583044412962,3.35432776519521e-94,gene_818
1.08623851333836,9.78686723699964e-37,gene_542
1.09515220633923,0.00080033770604,gene_5332
1.10007770642982,2.26584137759681e-15,gene_7636
1.10159931273319,1.77063022030175e-12,gene_5003
1.10180741508708,1.70154365928896e-22,gene_2197
1.10200454254154,0.000609154760398,gene_2837
1.10301447715187,1.53565684092711e-19,gene_1831
1.1040589288398,2.66393225097673e-93,gene_6184
1.10713704541711,2.22116630078626e-27,gene_6157
1.10753343742117,1.91369377438228e-63,gene_3886
1.11004149029958,1.13574495288756e-14,gene_3688
1.11123700579111,1.50032408573372e-10,gene_3706
1.11133605062998,3.66202112711513e-21,gene_217
1.1118848817375,1.37846424183706e-37,gene_2498
1.11229513385072,1.65136128517839e-26,gene_214
1.11751598346324,1.13507021461506e-45,gene_4991
1.11955745616459,1.11910302798715e-07,gene_6897
1.12048055430023,5.19674323868874e-42,gene_1918
1.12157311807021,2.09344176962816e-15,gene_6020
1.12239945224546,2.0411076898646e-19,gene_1288
1.12617885310315,3.22279793972888e-43,gene_1915
1.12940281634214,5.68054524981193e-45,gene_7328
1.13136674390653,1.90303980397878e-07,gene_4634
1.13147540332156,7.02115470731072e-16,gene_7304
1.13183515293258,1.13407931844512e-17,gene_4426
1.13190100393921,4.04496836242309e-44,gene_5029
1.13290612330271,1.10532667558986e-14,gene_2292
1.134065433419,6.36586315970594e-38,gene_4387
1.13836118715357,2.13417574990233e-34,gene_4276
1.14002924677529,5.31478791028817e-20,gene_3689
1.14050901440135,8.65116473391521e-93,gene_1525
1.14142581983617,7.24821407736127e-21,gene_6453
1.14148045022783,1.88169558478416e-38,gene_2176
1.14151176331908,6.69586291922084e-91,gene_6532
1.14219685948958,1.75940215730822e-24,gene_2515
1.14381531701774,8.01678380814193e-17,gene_7485
1.14934418319631,2.55465217275671e-57,gene_3715
1.15096246524638,2.5980562604259e-26,gene_5026
1.15096848062633,5.46379840869066e-72,gene_879
1.15126770665992,4.11702946721082e-07,gene_2330
1.15317405496028,5.6086757581438e-11,gene_5319
1.15361350927336,3.32713440420308e-15,gene_3729
1.15777269135634,2.38722843864437e-76,gene_2119
1.15788856452401,9.35109400488978e-08,gene_3537
1.16012782836754,1.09290605913057e-27,gene_2384
1.16109451881739,4.49110343214284e-32,gene_4128
1.1611912057812,3.76280718937523e-34,gene_2531
1.16213610861599,3.2134921543085e-68,gene_6493
1.16507419162545,0.000115956485433,gene_5716
1.16949418304858,1.94346034512432e-38,gene_1755
