#proteinId,ecNum
459901,2.7.7.7
459901,2.7.7.7
459901,2.7.7.7
459963,2.4.2.14
459963,2.4.2.14
459973,6.1.1.20
459973,6.1.1.20
460085,3.6.1.3
460260,1.1.1.250
460752,1.17.4.1
460752,1.17.4.1
461501,6.3.5.2
461501,6.3.5.2
461872,2.1.1.43
462207,3.1.3.16
462322,6.1.1.10
462322,6.1.1.10
462322,6.1.1.10
462454,1.1.1.2
462454,1.1.1.2
462454,1.1.1.2
462454,1.1.1.2
462577,3.2.1.67
462688,3.6.3.44
462717,1.1.1.100
462764,4.1.1.17
462764,4.1.1.17
462764,4.1.1.17
463214,3.2.1.84
463275,1.13.11.6
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463365,1.2.1.3
463439,3.2.1.21
463439,3.2.1.21
463439,3.2.1.21
463552,3.2.1.58
463647,3.1.3.36
463717,4.2.1.33
463932,2.7.4.9
464232,1.5.3.1
464710,2.3.1.31
464710,2.3.1.31
464820,2.1.1.77
465171,3.1.4.46
465171,3.1.4.46
465318,2.4.2.-
465499,5.1.3.2
465499,5.1.3.2
465504,6.2.1.1
465504,6.2.1.1
465504,6.2.1.1
465504,6.2.1.1
465699,4.1.2.13
465699,4.1.2.13
465699,4.1.2.13
465699,4.1.2.13
466258,3.1.1.-
466258,3.1.1.-
466258,3.1.1.-
466483,3.5.1.1
466483,3.5.1.1
466483,3.5.1.1
466602,6.3.2.19
466603,3.6.3.14
466603,3.6.3.14
466603,3.6.3.14
466890,4.99.1.1
467423,6.3.2.19
467617,6.3.2.19
468313,2.7.7.19
468523,3.6.4.6
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468579,2.4.1.-
468999,1.1.1.105
469260,3.5.1.5
469260,3.5.1.5
469260,3.5.1.5
469522,3.6.3.4
470092,1.1.1.30
470092,1.1.1.30
470186,3.1.1.3
470451,3.1.27.1
470878,3.5.1.4
470878,3.5.1.4
470878,3.5.1.4
470878,3.5.1.4
470878,3.5.1.4
470878,3.5.1.4
471317,4.2.1.90
471322,3.7.1.5
471974,2.1.1.6
472455,2.7.7.12
472455,2.7.7.12
472612,6.2.1.3
472666,4.2.1.93
472810,3.6.1.19
472810,3.6.1.19
473167,3.6.1.3
473226,5.2.1.8
473474,1.4.3.3
473474,1.4.3.3
473474,1.4.3.3
473774,4.1.99.3
473821,3.1.3.1
473821,3.1.3.1
473821,3.1.3.1
475087,2.3.1.16
475087,2.3.1.16
475087,2.3.1.16
475087,2.3.1.16
475087,2.3.1.16
475313,3.5.1.4
475313,3.5.1.4
475313,3.5.1.4
475313,3.5.1.4
475313,3.5.1.4
475313,3.5.1.4
475753,1.10.3.3
475766,1.10.3.2
475898,1.6.99.1
475966,2.4.1.207
476019,3.6.3.44
476031,3.2.1.113
476039,2.4.1.82
476109,6.3.2.19
476174,1.1.1.35
476174,1.1.1.35
476174,1.1.1.35
476174,1.1.1.35
476174,1.1.1.35
476174,1.1.1.35
476174,1.1.1.35
476192,3.3.2.6
476232,3.2.2.3
476263,2.4.1.142
476265,3.4.24.64
476270,5.3.1.1
476270,5.3.1.1
476270,5.3.1.1
476270,5.3.1.1
476270,5.3.1.1
476277,3.6.4.-
476323,3.5.1.-
476323,3.5.1.-
476323,3.5.1.-
476323,3.5.1.-
476346,1.5.-.-
476350,2.3.1.86
476354,2.3.1.86
476404,2.3.1.24
476404,2.3.1.24
476438,2.7.7.-
476438,2.7.7.-
476441,2.1.1.62
476462,2.7.1.78
476463,2.3.1.88
476477,2.1.2.9
476477,2.1.2.9
476477,2.1.2.9
476626,2.7.7.7
476626,2.7.7.7
476626,2.7.7.7
476633,2.7.7.6
476633,2.7.7.6
476633,2.7.7.6
476721,3.1.1.31
476726,6.3.2.19
476733,6.3.2.5
476777,2.7.1.25
476777,2.7.1.25
476777,2.7.1.25
476807,1.6.5.5
476851,3.1.3.16
476854,3.1.13.-
476857,3.4.24.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476873,2.1.1.-
476928,2.1.1.104
476956,2.7.2.3
476956,2.7.2.3
477205,3.2.1.59
477230,3.6.1.3
477275,2.7.7.13
477280,4.1.1.35
477280,4.1.1.35
477286,1.1.1.49
477286,1.1.1.49
477305,3.1.3.16
477313,6.3.2.19
477332,6.3.2.19
477349,6.5.1.4
477350,2.4.1.173
477370,6.3.2.19
477400,3.2.1.1
477418,1.14.11.-
477437,3.6.1.22
477448,3.1.3.3
477462,6.3.4.4
477462,6.3.4.4
477465,3.6.1.3
477478,3.4.24.64
477505,3.2.1.28
477530,1.6.99.3
477542,5.2.1.8
477598,3.1.1.47
477672,2.5.1.16
477672,2.5.1.16
477672,2.5.1.16
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477690,2.4.1.-
477714,1.1.1.1
477714,1.1.1.1
477714,1.1.1.1
477714,1.1.1.1
477714,1.1.1.1
477744,3.1.26.5
477764,1.1.1.9
477770,1.1.2.4
477807,3.1.3.48
477819,2.6.1.2
477819,2.6.1.2
477819,2.6.1.2
477837,4.2.1.2
477837,4.2.1.2
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477840,2.3.1.-
477868,2.3.1.48
477875,3.1.27.-
477978,3.1.4.12
478013,3.5.4.25
478019,6.3.5.2
478019,6.3.5.2
478026,6.3.1.2
478026,6.3.1.2
478026,6.3.1.2
478100,5.3.4.1
478103,1.-.-.-
478114,2.1.1.56
478138,3.6.1.-
478138,3.6.1.-
478152,3.1.1.3
478214,3.5.1.52
478221,2.3.2.5
478258,3.2.1.58
478358,1.10.3.3
478436,6.1.1.21
478436,6.1.1.21
478443,5.5.1.4
478443,5.5.1.4
478478,3.1.3.56
478504,3.6.1.3
478511,1.4.1.4
478511,1.4.1.4
478691,2.3.1.50
478710,2.1.1.79
478724,2.7.8.8
478724,2.7.8.8
478732,2.6.1.52
478732,2.6.1.52
478740,3.2.1.4
478814,6.3.5.4
478814,6.3.5.4
478821,2.1.1.43
478902,2.5.1.21
478902,2.5.1.21
478925,3.1.-.-
478927,2.3.1.57
478935,6.3.2.19
479025,5.3.3.8
479026,3.6.1.43
479074,4.2.1.6
479126,3.1.3.16
479161,1.14.11.-
479180,1.6.99.3
479202,3.1.1.45
479232,3.1.1.47
479235,3.5.4.4
479255,5.2.1.8
479369,2.7.8.11
479379,5.4.2.8
479396,6.3.2.19
479405,2.7.2.11
479420,4.1.2.27
479469,2.7.6.1
479469,2.7.6.1
479472,3.2.1.21
479472,3.2.1.21
479472,3.2.1.21
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479635,2.3.1.9
479665,5.3.4.1
479689,2.7.1.26
479725,6.2.1.3
479744,1.1.1.100
479762,1.1.1.100
479763,4.1.3.4
479763,4.1.3.4
479763,4.1.3.4
479781,2.7.1.12
479790,2.4.1.16
479802,4.2.1.11
479802,4.2.1.11
479831,2.5.1.9
479867,3.1.27.9
479887,3.1.2.-
479899,3.4.13.19
479920,1.13.11.18
479981,2.1.1.79
479985,3.6.4.-
480017,2.4.1.173
480049,4.3.2.1
480049,4.3.2.1
480049,4.3.2.1
480053,2.1.1.125
480144,3.4.25.1
480167,2.1.1.43
480205,3.1.3.27
480353,1.6.99.1
480377,5.2.1.8
480500,6.1.1.17
480500,6.1.1.17
480500,6.1.1.17
480519,2.7.7.7
480519,2.7.7.7
480519,2.7.7.7
480529,5.3.99.3
480530,5.1.3.15
480545,3.1.-.-
480565,2.3.1.48
480567,1.1.1.31
480592,2.7.8.15
480597,2.4.2.-
480601,3.1.3.46
480616,3.1.22.-
480638,2.7.7.7
480638,2.7.7.7
480638,2.7.7.7
480662,3.2.1.14
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480781,2.1.1.-
480828,2.1.1.43
480866,6.3.5.2
480866,6.3.5.2
480869,3.4.16.5
481039,4.4.1.14
481059,6.3.2.19
481068,3.1.26.3
481129,3.1.26.3
481248,4.2.99.18
481277,6.3.5.1
481277,6.3.5.1
481298,3.2.1.1
481310,3.6.3.16
481348,3.1.26.5
481358,2.7.1.67
481377,3.4.25.1
481409,3.4.19.12
481428,1.8.5.-
481440,3.6.4.-
481455,4.1.1.28
481455,4.1.1.28
481455,4.1.1.28
481455,4.1.1.28
481455,4.1.1.28
481470,2.2.1.1
481470,2.2.1.1
481471,3.4.22.-
481485,2.7.4.3
481551,3.6.1.-
481551,3.6.1.-
481556,6.3.2.1
481556,6.3.2.1
481577,3.4.19.12
481594,4.1.1.25
481594,4.1.1.25
481630,2.4.1.109
481632,2.7.7.6
481632,2.7.7.6
481632,2.7.7.6
481698,2.1.1.43
481760,3.-.-.-
481830,2.7.4.3
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481850,2.4.1.-
481870,1.14.11.-
481896,3.2.1.58
481898,3.-.-.-
481912,1.6.2.4
482099,2.7.7.41
482099,2.7.7.41
482106,4.2.1.1
482143,6.3.5.5
482143,6.3.5.5
482183,2.2.1.2
482207,1.3.1.13
482257,1.2.4.1
482257,1.2.4.1
482257,1.2.4.1
482257,1.2.4.1
482321,2.7.8.1
482321,2.7.8.1
482321,2.7.8.1
482331,1.1.1.34
482357,2.7.7.7
482357,2.7.7.7
482357,2.7.7.7
482387,3.6.3.1
482414,2.7.1.20
482441,3.1.3.2
482441,3.1.3.2
482478,2.7.1.78
482514,4.1.1.65
482514,4.1.1.65
482639,2.4.2.7
482653,6.3.2.19
482659,3.1.3.16
482667,6.3.2.19
482669,6.1.1.11
482669,6.1.1.11
482838,6.3.2.19
482878,3.5.4.6
482932,3.1.3.21
482956,3.7.1.3
483020,4.2.1.24
483101,3.1.3.16
483112,3.4.25.1
483127,5.2.1.8
483144,3.6.1.10
483162,3.1.3.8
483169,2.1.1.125
483171,2.7.1.31
483171,2.7.1.31
483171,2.7.1.31
483212,1.1.1.169
483320,3.2.1.40
483381,2.3.1.12
483381,2.3.1.12
483424,2.4.1.109
483459,2.1.1.16
483468,3.5.3.4
483482,5.4.99.-
483491,1.1.1.100
483504,3.4.25.1
483558,2.4.1.198
483611,6.1.1.12
483611,6.1.1.12
483613,1.5.1.7
483613,1.5.1.7
483635,4.1.1.33
483704,3.1.3.16
483720,6.3.2.19
483734,1.1.1.100
483741,3.1.1.23
483789,3.1.2.6
483791,5.4.99.7
483806,5.3.3.-
483806,5.3.3.-
483810,6.3.2.19
483845,3.1.-.-
483895,3.1.2.12
483905,3.5.99.6
483926,1.2.1.31
483926,1.2.1.31
483984,6.3.2.19
484016,2.7.7.7
484016,2.7.7.7
484016,2.7.7.7
484040,6.3.5.5
484040,6.3.5.5
484100,3.1.7.2
484101,6.1.1.22
484101,6.1.1.22
484112,3.6.4.-
484121,3.5.1.4
484121,3.5.1.4
484121,3.5.1.4
484121,3.5.1.4
484121,3.5.1.4
484121,3.5.1.4
484145,6.3.2.19
484202,3.6.3.29
484208,3.6.3.-
484247,3.5.1.41
484255,3.1.3.16
484257,2.6.1.16
484257,2.6.1.16
484274,3.1.3.16
484279,3.6.4.-
484288,3.1.3.16
484293,2.7.1.91
484301,3.1.31.1
484352,5.4.99.-
484353,3.4.11.21
484359,3.1.4.-
484371,2.7.7.7
484371,2.7.7.7
484371,2.7.7.7
484393,6.3.2.19
484439,5.3.4.1
484448,1.1.1.87
484465,3.1.-.-
484491,3.1.3.21
484522,3.6.-.-
484524,1.6.2.2
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484575,2.3.1.-
484615,2.7.8.5
484708,1.1.1.40
484708,1.1.1.40
484720,5.4.2.2
484720,5.4.2.2
484720,5.4.2.2
484720,5.4.2.2
484720,5.4.2.2
484720,5.4.2.2
484720,5.4.2.2
484745,2.4.2.-
484780,3.-.-.-
484855,3.6.3.6
484863,3.2.1.58
484877,3.8.1.2
484923,6.3.2.19
485007,3.4.21.92
485012,3.1.1.5
485025,6.3.2.19
485046,2.4.2.-
485050,3.6.1.3
485141,1.1.1.156
485143,6.5.1.3
485164,3.6.4.-
485202,2.7.7.9
485202,2.7.7.9
485202,2.7.7.9
485202,2.7.7.9
485262,2.4.1.16
485317,6.1.1.5
485317,6.1.1.5
485338,3.6.4.-
485367,4.2.1.24
485370,3.4.-.-
485370,3.4.-.-
485387,3.1.2.-
485400,6.2.1.-
485400,6.2.1.-
485414,1.1.1.2
485414,1.1.1.2
485414,1.1.1.2
485414,1.1.1.2
485433,6.3.2.19
485479,2.7.1.-
485479,2.7.1.-
485479,2.7.1.-
485479,2.7.1.-
485479,2.7.1.-
485546,2.7.7.53
485551,1.1.1.87
485571,2.3.1.48
485668,3.1.3.1
485668,3.1.3.1
485668,3.1.3.1
485698,1.2.1.44
485737,1.14.11.-
485750,1.11.1.6
485750,1.11.1.6
485791,3.8.1.2
485797,3.5.99.5
485857,3.5.1.1
485857,3.5.1.1
485857,3.5.1.1
485861,3.2.1.58
485881,1.6.5.5
485895,2.4.1.-
485895,2.4.1.-
485895,2.4.1.-
485895,2.4.1.-
485895,2.4.1.-
485895,2.4.1.-
485895,2.4.1.-
