Par_wo_1,Par_wo_2,Par_wo_3,Par_Ac_1,Par_Ac_2,Par_Ac_3,ATS_wo_1,ATS_wo_2,ATS_wo_3,ATS_Ac_1,ATS_Ac_2,ATS_Ac_3,Feature 1
194.834259241098,207.835266210868,225.417967260498,354.201403307691,350.383648638606,335.657276271088,393.828948469971,436.479004474241,385.969233366066,422.004258552313,446.844286901188,401.433046668457,gene_1
986.64836699433,1075.98049277918,1161.91836343287,1157.80863335549,1107.05261065588,973.055239921761,1058.83452082559,1277.72343374773,1204.93383657728,1259.56996254927,1252.95536126636,1153.85167157377,gene_3
979.929944261878,983.970088467077,1126.12237721553,1223.32565593263,1180.92266763382,1067.78778130838,1200.65127112621,1138.350596755,1103.78327886755,1061.99036058076,1048.93959553196,1175.31867941701,gene_5
77.7417487612264,62.7835700011997,79.3316451303039,103.394051254557,106.812109414048,107.597454414426,135.109201299917,151.056787399307,151.725836564591,76.2399551074152,101.510283438577,129.87539745156,gene_6
381.99032107368,333.402406213267,309.586907825576,552.799877994662,543.044743189178,519.274671304402,608.470516492534,672.661716264318,500.429074984968,647.502717320724,648.869654921101,705.191207650205,gene_7
67.1842273245166,31.3917850005998,43.5356589129716,35.8296217218762,66.8823488854318,73.6808655229218,120.735882012692,136.869133334179,111.797984837067,70.8709441843578,94.5438914378905,100.894936863195,gene_9
308.087671016712,356.134388455081,308.619448738621,319.395485063582,266.531151528512,286.536699255807,496.358626052178,418.953078864377,443.64279697249,433.816082583039,468.738661760489,483.007676472743,gene_10
4453.35449693939,4636.24190198514,4822.7835484703,4714.15451512115,5008.19021430166,4831.3596107173,5539.4772532966,6108.20235898083,5652.89651902346,5262.70450678087,6026.92427945121,5808.97232237885,gene_11
720.790781724457,728.505907082886,758.487924172661,719.663544870828,753.674229977627,805.811370560209,514.564830482663,600.054310166309,588.270348785521,678.642980674457,590.152922343885,613.956424316464,gene_15
819.647573359103,836.753441567713,857.168751042064,661.312446638059,611.92358010104,574.242936059597,630.50960606628,571.679002036052,472.923221572674,598.107816828596,508.546616050127,478.714274904096,gene_16
19.1954935212905,21.6495068969654,18.3817226521436,37.877028677412,23.9578563171696,25.7298260556235,16.2897618588553,15.8567898374963,23.9567110365144,19.3284393230067,10.9471874296505,19.3203070589097,gene_19
13477.156001298,13746.3544042282,13607.312058021,19027.5765412718,18583.3105500179,19075.1574076009,23480.2543876111,24334.3304253536,23027.723019654,23988.7408042205,24773.485153299,24181.5109850098,gene_20
376.231673017293,387.526173455681,374.406666651556,81.8962782214314,79.859521057232,76.0199406188876,224.223780880713,184.439502846668,173.020690819271,90.1993835073645,105.491078867541,75.1345274513156,gene_21
8031.39448930793,8291.76114153775,8031.84533989979,1796.59960348265,1575.2290528539,1756.6453970703,1983.51806163708,2173.21477562318,2340.65939682686,1130.71370039589,1078.79556124919,1046.51663235761,gene_22
942.498731895362,902.784437603457,941.337691607142,771.872422236991,804.584674651613,693.535765953852,2157.91433565541,2053.03700001268,2176.51156194703,1248.83194070315,1214.14260583396,1328.80778549612,gene_23
52.7876071835488,59.5361439666548,77.396726956394,79.8488712658956,90.8402052026014,79.5285532628363,204.101133878598,220.325921952581,189.879117104226,134.225273076435,182.121390875094,103.041637647518,gene_27
4079.04237327422,4434.90148784336,4540.28549507946,3579.89106175432,3476.88389802924,3418.55825275398,3013.60594388822,2981.9110573355,2755.02176919916,2767.18822974379,2756.70083455744,2655.46887020792,gene_29
18201.1669568876,20030.1237810724,19389.8150207506,15111.9107388096,15320.0508708168,14808.6844325593,12362.9710295853,12444.2417508899,11723.704552795,12451.8101327547,12378.283386363,12186.8203526034,gene_30
8797.29468080742,8980.21546086125,8960.60606337652,9205.14167208889,9194.82560572705,9061.5769217714,4272.70871344915,4518.35053580027,4400.9365459671,6849.78413563665,7014.16154583423,6800.74808473622,gene_31
17501.4912180366,14703.2626090741,14468.3506454109,42359.8262065576,40955.9553742014,44656.4521946305,11647.1797290815,11824.9923793414,12143.390638731,9984.21271251756,10321.2073484459,10434.0391622034,gene_32
2216.11972703298,2225.56930900804,2237.73286812674,2943.14749858269,2660.32029521904,2788.1775143912,1381.75509414525,1487.19997317992,1465.79580119711,1414.19747713332,1471.89910985937,1337.39458863342,gene_33
361.835052876325,309.587948626605,303.782153303846,636.743563171629,797.596966559105,672.48409009016,404.369382613936,453.170362197922,476.472363948454,383.347379906299,366.23317946467,370.30588529577,gene_34
174.678991043743,94.1753550017995,131.57443582587,208.83550946465,159.719042114464,221.042596568765,212.725125450933,227.002465042053,241.341681553034,169.660745168614,184.111788589576,227.55028313827,gene_35
153.563948170324,137.47436879573,117.062549521546,137.176266020898,168.703238233403,149.700806141809,252.970419455164,285.422217074934,278.607676498723,259.860128675979,231.881333737142,251.163991765826,gene_36
590.261425779682,565.052130010797,551.451679564307,1391.21302628657,1396.54337448835,1354.32448056418,706.209087645666,766.133319516929,772.825752326077,1103.8686457806,1051.92519210369,1006.80266784763,gene_38
21.1150428734195,18.4020808624206,17.4142635651887,36.8533251996441,44.920980594693,25.7298260556235,44.0781791474907,30.0444439026246,54.1244212306437,48.3210983075167,23.8847725737829,16.1002558824248,gene_39
1413.74809784304,1412.63032502699,1459.89576221498,1564.21891402934,1660.07979397721,1540.28095069346,1822.53688562016,1760.10367196209,1708.02476834409,1786.80683519351,2031.20086762878,1938.47080824394,gene_40
1838.92827933963,1762.26986141298,1739.49143834496,3125.36671762538,3056.62316846556,2905.13126918949,2660.02228942248,2734.04439513884,2590.87393431934,3017.38413875827,3424.47926776612,3211.46437334766,gene_45
1289.93716463072,1362.83645916397,1385.40141251945,1556.0292862072,1701.00779851904,1602.26644073655,1834.99376233575,2143.17033172056,1928.95888123638,2353.77438866837,2337.722115659,2321.65689824565,gene_46
2697.92661441737,2639.07489074008,2652.7728164304,1739.27220872765,1856.73386458064,1912.19389095202,1294.55695713609,1174.23701586091,1220.01769167435,1095.27822830371,1026.05002181542,1093.74404961272,gene_47
725.589655104779,623.505798632604,639.490456477205,961.257565624051,995.249281175754,1018.66720429309,642.00826149606,595.881470735389,646.83119798589,666.831156643731,594.133717772849,638.643483336182,gene_51
2325.53404010434,2268.86832280197,2532.80788964799,5537.21211124653,5580.18403387409,6166.97149051376,3145.84048133069,3096.24685774271,2962.64659818229,4006.35595078544,4221.63355241612,3909.14212825273,gene_52
168.920342987356,132.061992071489,146.086322130194,85.991092132503,82.8542530968782,73.6808655229218,119.777660726877,83.4567886184018,65.6591339519285,63.3543288920775,44.7839485758428,110.55509039265,gene_53
1257.30482564453,1187.47545329855,1201.58418599802,1498.70189145219,1337.64697770864,1387.0715319077,1291.68229327864,1316.94812439838,1175.6534119771,1327.21950017979,1338.54246298908,1288.02047059398,gene_54
2231.47612185002,2106.49702107473,2109.06080956174,3607.53105565405,3808.30091041675,3530.83385736033,3468.76105465035,3814.80980774715,3457.75195960358,4603.38996542942,4605.78031131113,4782.84934747232,gene_55
239.943669016131,188.350710003599,215.743376390948,151.508114709648,117.792793559417,127.479592730135,183.020265590668,132.696293903259,192.54097388606,194.358195414678,120.419061726155,156.709157255601,gene_58
316.725643101293,302.010621212667,220.580671825723,256.949572919741,246.566271264204,232.737972048594,519.355936911738,557.491347970924,490.668933451574,241.605491537584,344.338804605369,333.811971962273,gene_59
1479.97255049149,1412.63032502699,1379.59665799772,2019.76696163605,1960.55124195505,2073.59007257366,1893.44526077047,1784.30614066143,1800.30247011436,1817.94709854724,1668.94848359308,1754.9278911843,gene_61
375.271898341229,442.732416042942,413.105030129753,687.928737060024,621.906020233194,668.975477446211,789.574339511572,836.237021956386,813.640889647546,889.108208858307,706.591188641076,847.946809807704,gene_63
524.03697313123,399.433402249012,446.966098173175,170.958480787238,115.796305532986,122.801442538203,4212.34077244281,4651.04682970353,4209.28285767498,1526.94670651753,1626.15493273172,1805.3753596159,gene_64
118.052285155936,81.1856508636202,70.6245133477095,35.8296217218762,37.9332725021852,38.5947390834352,83.3652518659063,72.6074060980096,106.474271273398,82.6827682150841,58.7167325772162,65.4743739218607,gene_66
3690.33362946809,3638.19963403504,3832.10544342846,1883.61439909292,1981.51436623257,1963.65354306327,2885.20429158901,2821.67402318816,3109.04872118321,2174.44942383825,1865.00265846954,2015.75203647958,gene_67
361.835052876325,353.969437765384,327.001171390765,433.026571095819,388.316921140791,404.659991602079,564.392337345044,495.733324393307,509.301930924418,460.661137198326,409.026730326031,423.973404903852,gene_68
