Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_3253,477,689,541,391,384,385
gene_3254,4784,5966,5092,5425,5834,5524
gene_3255,4113,4735,5021,3999,4210,3810
gene_3256,1530,1626,1446,748,716,747
gene_3257,8774,10501,9228,7313,7656,6919
gene_3258,47,32,15,12,14,23
gene_3259,3156,3742,3368,2510,2699,2508
gene_326,2128,2689,2507,1941,1981,2077
gene_3260,1889,2236,2062,1527,1724,1392
gene_3261,2903,2847,2693,1911,2374,2097
gene_3262,7145,8284,8062,6369,6808,6350
gene_3263,899,1054,1143,262,279,269
gene_3264,4008,4576,4301,3116,3605,3092
gene_3265,114,131,107,169,130,128
gene_3266,688,834,832,598,569,506
gene_3267,315,368,343,276,231,219
gene_3268,13680,15494,14030,12728,13400,12659
gene_3269,1132,1610,1375,1084,1151,1106
gene_3270,1030,1252,1131,1049,991,899
gene_3271,5952,6639,5962,5183,5607,5266
gene_3272,2144,2726,2494,2021,2340,2062
gene_3273,507,443,463,353,364,327
gene_3274,13986,15969,15341,10244,11594,10685
gene_3275,2688,3821,3061,2672,2936,2961
gene_3276,3059,3473,3168,2820,3334,2957
gene_3277,3348,4258,3358,3587,3807,3760
gene_3278,4837,5488,4712,4664,5021,4528
gene_3279,3298,3715,3525,2463,2459,2589
gene_328,10105,11472,11012,8701,9696,8992
gene_3280,4209,4378,4461,3847,4037,3712
gene_3281,95,82,73,34,45,36
gene_3282,1223,1646,1329,1310,1392,1265
gene_3283,1456,1820,1451,1405,1428,1395
gene_3284,3252,3558,3664,2911,2923,2918
gene_3285,768,892,818,350,344,279
gene_3286,6946,7967,7160,4396,4808,4489
gene_3287,5306,6652,5678,5979,6314,5425
gene_3288,3474,4317,4142,2076,2619,2245
gene_3289,587,563,490,159,149,163
gene_329,1338,1669,1478,1270,1331,1194
gene_3290,2581,2719,2476,2447,2598,2276
gene_3291,7713,8711,8716,4524,4981,4481
gene_3292,1684,2035,1859,1064,1362,1107
gene_3293,2176,2580,2461,1950,1975,1959
gene_3294,3248,3764,3120,2227,2322,1897
gene_3295,3284,3639,4119,1816,1994,1795
gene_3297,3908,4629,4314,3559,3862,3698
gene_3298,4117,4535,4971,4819,5071,4636
gene_3299,1878,2283,2055,2346,2425,2326
gene_33,1442,1782,1652,1317,1479,1246
gene_330,21037,24601,24433,21738,25645,22639
gene_3301,618,751,608,584,535,544
gene_3302,3978,4367,4333,3099,3552,3432
gene_3304,221,204,235,255,176,196
gene_3305,1130,1379,1339,1325,1386,1209
gene_3306,6986,7860,7440,5235,5563,5057
gene_3307,2408,2743,2702,2682,2921,2843
gene_331,1464,1795,1707,1720,1859,1753
gene_3310,1259,1534,1325,1182,1172,1301
gene_3311,550,632,787,527,561,627
gene_3314,614,510,526,691,743,653
gene_3315,3406,3637,3753,3690,4271,3877
gene_3316,128,256,195,114,77,108
gene_3317,226,325,263,566,569,512
gene_3318,2778,3143,2792,2176,2403,2352
gene_332,9185,10030,8733,8460,9628,9198
gene_3320,5650,6934,6408,5080,6011,5326
gene_3321,1046,1427,1332,1135,1266,1134
gene_3322,2215,2183,2329,1619,1814,1607
gene_3323,1156,1517,1310,1361,1584,1345
gene_3327,8283,8885,9051,6318,7153,6460
gene_3328,76,101,73,75,78,86
gene_333,912,1123,921,864,876,879
gene_3330,4100,4767,4872,3378,3396,3267
gene_3331,20384,24761,21640,14200,17572,15542
gene_3332,3740,3564,4148,3057,2890,2783
gene_3333,270,305,253,297,204,206
gene_3334,466,555,526,241,257,222
gene_3336,2394,2470,2748,2110,2007,2037
gene_3337,21510,24876,22117,16591,18761,15470
gene_3338,5001,5538,5661,4108,4699,4290
gene_3339,523,555,560,473,488,487
gene_334,2301,2898,2473,1631,1678,1443
gene_3340,2668,3185,2995,2386,2592,2461
gene_3341,1478,1934,1561,1547,1740,1626
gene_3342,2101,2325,2038,2013,2349,2057
gene_3344,933,919,955,1278,1296,1047
gene_3345,1774,2050,2040,1279,1571,1370
gene_3346,1393,1634,1493,1150,1256,1160
gene_3347,392,555,453,290,314,236
gene_3348,555,585,564,478,599,510
gene_3349,2306,2860,2496,2240,2224,2054
gene_335,206,292,282,124,154,135
gene_3350,920,1104,1029,708,742,821
gene_3351,15460,15981,16808,6978,7964,7149
gene_3352,220,293,200,218,229,220
gene_3353,99,97,96,79,80,90
gene_3354,2982,3472,3265,3184,3485,2797
gene_3355,2068,2618,2369,1590,1720,1688
gene_3356,381,340,342,183,223,193
gene_3357,2923,3226,2831,3057,3187,2881
gene_3358,548,589,518,199,179,235
gene_3359,2235,2698,2435,2255,2331,2263
gene_336,444,556,510,332,428,303
gene_3361,59,71,64,79,51,70
gene_3362,1221,1451,1280,472,591,497
gene_3363,154,139,132,151,114,111
gene_3364,3813,4137,3897,3371,3981,3617
gene_3365,1462,1799,1726,235,254,253
gene_3366,1225,1344,1319,1059,1255,1096
gene_3367,791,860,721,772,768,688
gene_3368,782,766,970,494,627,566
gene_337,1148,1270,1170,1098,1224,1174
gene_3370,530,495,546,283,273,290
gene_3371,3072,3859,3174,3291,3387,3058
gene_3372,2488,3171,2742,2843,3341,2942
gene_3373,7055,7874,7337,6411,7077,6421
gene_3374,1655,1702,1775,1872,1828,1667
gene_3375,772,979,917,847,833,778
gene_3376,1249,1580,1420,1033,1222,1183
gene_338,107,68,105,73,117,129
gene_3380,1435,1531,1422,1143,1426,1422
gene_3381,2977,3677,3071,2648,2710,2544
gene_3382,1172,1345,1357,1052,1050,881
gene_3383,258,240,281,203,226,200
gene_3384,3332,3794,3798,2422,2740,2594
gene_3385,808,912,820,512,697,626
gene_3386,1869,1961,2230,1732,1913,1660
gene_3387,2073,2488,2039,2177,2192,2225
gene_3388,21812,24607,22729,17964,19808,19124
gene_3389,1813,1916,1942,1352,1404,1446
gene_339,300,338,279,264,248,235
gene_3390,1513,1774,1526,1826,1858,1751
gene_3391,276,279,312,138,138,115
gene_3392,515,572,611,324,438,396
gene_3393,414,534,512,454,475,493
gene_3394,2350,2726,2518,2058,1959,2091
gene_3395,539,592,608,398,399,435
gene_3396,706,857,786,102,205,142
gene_3397,363,405,447,269,322,308
gene_3398,1801,2125,1938,2049,2282,2017
gene_3399,2198,2661,2179,2129,2300,2145
gene_34,422,543,537,357,368,345
gene_3400,1855,1943,1740,1478,1781,1511
gene_3401,4071,4857,4433,2646,3034,2714
gene_3402,3770,4621,4222,3673,4001,3773
gene_3403,1428,1352,1494,1315,1581,1472
gene_3404,1118,1135,1403,1297,1408,1224
gene_3405,1211,1155,1256,906,882,863
gene_3406,9237,10465,10977,6170,7451,6803
gene_3407,759,828,921,284,308,344
gene_3408,628,600,708,475,547,572
gene_3409,82,95,160,102,92,145
gene_341,2604,2756,2870,1721,1973,1885
gene_3410,1869,2378,2133,2175,2204,1998
gene_3411,1622,1570,1749,1128,1325,1194
gene_3412,1171,1135,1036,952,987,985
gene_3413,615,945,736,613,719,635
gene_3414,1187,1529,1393,963,1157,1023
gene_3415,495,623,638,431,544,434
gene_3416,2594,3051,2783,2254,2598,2361
gene_3417,814,954,998,681,729,668
gene_3418,715,953,736,325,332,280
gene_3419,2612,2982,2804,2477,2764,2502
gene_342,41459,47413,47430,21021,22867,21533
gene_3421,1392,1473,1330,1275,1340,1322
gene_3422,647,740,813,865,903,752
gene_3423,164,225,235,158,252,174
gene_3424,3592,4575,3960,3935,4277,3991
gene_3425,708,763,761,484,484,446
gene_3426,4997,4930,4591,4735,4907,4774
gene_3427,909,1067,941,704,771,785
gene_3428,739,827,883,974,1079,982
gene_3429,396,473,409,245,231,193
gene_343,2422,2603,2454,2004,2378,2015
gene_3430,943,1084,951,842,921,806
gene_3431,9616,10462,10312,7888,9138,8708
gene_3432,107,143,117,72,96,77
gene_3433,7410,8880,7928,6432,7777,7171
gene_3434,2399,2935,2619,2081,2289,2104
gene_3435,801,932,901,704,845,724
gene_3436,1463,1596,1604,1360,1566,1389
gene_3437,2027,2592,2543,2354,2574,2069
gene_3438,3867,4614,4394,3488,3610,3455
gene_344,5784,6541,6439,4403,5273,4531
gene_3442,3500,4074,3935,2802,3397,3077
gene_3443,1574,1982,1812,1596,1697,1487
gene_3444,50,56,50,58,52,44
gene_3445,1967,2519,2087,1547,1690,1496
gene_3446,2390,2677,2372,2376,2844,2435
gene_3447,685,767,842,532,581,434
gene_3448,5742,6055,6415,5417,5777,5341
gene_3449,375,333,433,239,254,222
gene_345,1060,1274,1260,1087,1294,1269
gene_3450,1172,1215,1372,1469,1390,1284
gene_3451,1241,1461,1557,325,353,379
gene_3452,187,189,151,96,100,132
gene_3453,1322,1417,1345,1159,1178,1257
gene_3454,878,1009,978,764,753,821
gene_3455,1857,2242,1927,1444,1636,1506
gene_3456,20,33,26,43,32,15
gene_3457,49,46,54,42,15,16
gene_3459,14437,13737,14050,7921,7641,7500
gene_346,3905,3637,4116,3514,4073,3835
gene_3460,1417,1387,1446,1040,1142,1005
gene_3461,725,811,961,439,603,512
gene_3462,2091,2457,2371,1957,2307,2010
gene_3463,48302,58126,52493,41433,43858,40553
gene_3464,2087,2406,2248,1615,1777,1707
gene_3465,5230,6402,5721,4278,4536,4144
gene_3466,2423,2289,2227,2291,2166,1948
gene_3467,398,458,381,355,385,376
gene_3468,487,644,583,555,589,516
gene_3469,3749,4972,4382,3203,3769,3418
gene_347,1438,1605,1429,1503,1603,1626
gene_3470,1261,1332,1313,913,1055,922
gene_3471,3786,4576,3906,3322,3614,3212
gene_3472,2491,2991,2793,2351,2369,2309
gene_3473,352,425,331,353,375,353
gene_3474,1702,1598,1762,1432,1639,1487
gene_3475,343,361,450,218,221,233
gene_3476,867,1000,829,889,996,840
gene_3477,1937,2173,1863,1692,1722,1621
gene_348,1952,2287,2249,2024,2199,1822
gene_3480,1224,1320,1309,1103,1134,921
gene_3481,1073,1525,1384,777,1070,844
gene_3482,876,1147,1018,681,752,720
gene_3483,2350,2851,2540,2413,2720,2388
gene_3484,15,18,19,18,33,11
gene_3485,1344,1530,1427,1322,1620,1469
gene_3487,1492,1723,1841,1839,2003,1785
gene_3488,1588,1812,1672,1250,1343,1243
gene_3489,2964,2992,2914,2275,2771,2558
gene_349,1375,1488,1712,1715,1794,1591
gene_3490,1108,1357,1368,1011,917,919
gene_3491,162,203,140,158,192,165
gene_3492,399,423,483,56,85,68
gene_3493,3606,3651,3795,2978,3245,2999
gene_3494,5220,6525,5571,5121,5461,4940
gene_3495,910,1017,1048,939,905,784
gene_3496,1868,2006,2071,1999,2070,2073
gene_3497,1599,1751,1712,1755,2033,1792
gene_3498,12022,11083,11878,11439,11620,10894
gene_3499,601,538,687,749,611,688
gene_35,222,272,272,158,185,212
gene_350,1561,1503,1499,1424,1392,1197
gene_3501,361,394,465,509,429,421
gene_3502,2991,3617,3165,3143,3199,3126
gene_3503,2074,2325,2178,1551,1557,1605
gene_3504,98,151,155,104,91,96
gene_3505,1006,1073,1106,174,194,158
gene_3506,2343,2764,2324,1385,1547,1336
gene_3507,7310,8109,8169,4188,4616,4265
gene_3508,504,695,514,478,543,470
gene_3509,860,907,907,1254,1595,1373
gene_3510,16282,19522,17567,17374,18496,17818
gene_3511,1394,1509,1378,1954,2221,2159
gene_3512,3779,4471,4455,2620,3213,2777
gene_3513,1825,2126,2314,1699,2098,1906
gene_3514,1305,1366,1519,542,727,676
gene_3515,2693,2815,3080,1854,1965,1908
gene_3516,563,670,618,485,458,481
gene_3517,6108,7192,7028,6416,6538,5941
gene_3519,2875,3171,3185,2505,2661,2441
gene_3520,892,971,958,524,606,485
gene_3521,2546,2937,2756,1950,2219,1998
gene_3522,309,479,280,128,163,218
gene_3523,5103,5465,5191,4270,4471,4085
gene_3524,2187,2106,2273,1918,2173,1987
gene_3525,2378,3249,2751,2372,2742,2382
gene_3526,1701,1997,2088,1445,1701,1489
gene_3527,1654,1984,1978,1300,1417,1433
gene_3528,13169,16470,14495,9655,11141,10043
gene_3529,24,23,20,35,37,19
gene_353,2791,2635,3215,3133,3405,3066
gene_3530,1896,2059,1865,1718,1975,1688
gene_3531,3471,4583,3983,3401,3563,3471
gene_3535,1520,1584,1509,1528,1790,1519
gene_3536,4289,4435,4834,4175,4487,4201
gene_3537,158,186,197,110,108,156
gene_3538,295,300,280,182,242,192
gene_3539,1494,1915,1910,745,867,915
gene_354,104,88,155,87,101,59
gene_3540,625,878,833,625,663,593
gene_3541,2607,3120,2598,2409,2591,2187
gene_3542,12035,15079,13475,14631,16832,14658
gene_3543,783,1067,994,788,819,761
gene_3544,5555,7118,5979,4539,5009,4544
gene_3545,2310,2717,2565,2533,2722,2613
gene_3546,1919,2233,2021,2161,2225,2093
gene_3547,3881,4859,4121,2763,3039,2667
gene_3548,103,98,97,55,63,57
gene_3549,2019,2634,2476,2027,2259,1833
gene_355,2503,2764,2789,2087,2349,2215
gene_3550,1308,1707,1486,1670,1739,1740
gene_3551,1102,1387,1338,986,1238,975
gene_3552,396,407,458,393,489,414
gene_3553,5728,5992,6259,4521,5096,4825
gene_3554,561,624,636,542,595,578
gene_3555,325,420,391,231,285,254
gene_3556,2022,2385,2147,1741,1777,1723
gene_3558,2811,3310,2906,2641,2623,2529
gene_3559,571,855,675,608,636,629
gene_356,3824,3981,3756,3444,3451,3395
gene_3560,335,451,402,346,349,325
gene_3561,7562,8580,7188,8079,8396,7789
gene_3562,1258,1347,1643,1237,1340,1369
gene_3563,2454,2661,2787,2307,2547,2327
gene_3564,797,971,980,908,1023,968
gene_3565,868,1104,1085,515,581,527
gene_3566,235,246,246,77,65,39
gene_3567,358,303,293,46,65,87
gene_3568,1277,1490,1392,792,746,740
gene_3569,335,333,296,400,441,424
gene_357,560,776,654,553,549,552
gene_3570,2307,2696,2517,1717,2040,1799
gene_3571,10650,12096,11721,8104,9045,8535
gene_3574,4593,4948,4768,3932,3949,3804
gene_3575,8716,9049,9410,7964,9030,8197
gene_3576,5894,7194,6746,4414,4745,4134
gene_3577,1438,1337,1489,1041,1069,1135
gene_3578,556,620,611,555,561,560
gene_3579,2698,3419,2929,3050,2894,2961
gene_358,2934,3410,2973,2459,2607,2414
gene_3580,3021,3673,3357,2482,2843,2425
gene_3582,168,264,142,248,276,271
gene_3583,210,217,202,160,184,180
gene_3584,2012,1754,1846,5306,5660,5452
gene_3585,307,343,348,227,264,295
gene_3586,1486,1790,1726,1901,2213,1904
gene_3587,3305,3688,3513,3286,3593,3067
gene_3588,3226,3878,3337,2780,3005,2595
gene_3589,20544,23528,21590,12134,13818,13267
gene_359,1671,1960,1911,935,1067,864
gene_3590,4505,5085,4548,2992,3221,3111
gene_3591,2991,3129,3183,2431,2660,2397
gene_3594,926,1181,1024,1013,1012,1008
gene_3597,3925,4880,4417,3028,3336,2968
gene_3598,1303,1254,1315,881,1103,886
gene_3599,413,518,411,265,287,257
gene_36,264,342,314,242,233,234
gene_360,20678,23443,21779,14055,15574,14001
gene_3600,1040,1283,1269,653,752,756
gene_3601,1494,1716,1564,1621,1928,1779
gene_3602,966,1301,1063,1588,1943,1758
gene_3603,2980,3248,3208,2801,2820,2694
gene_3604,611,867,754,423,410,372
gene_3605,239,266,265,212,262,195
gene_3606,384,499,381,310,337,371
gene_3607,11495,13814,12124,10928,12405,11097
gene_3608,562,529,507,176,190,183
gene_3609,813,983,900,523,670,553
gene_361,678,831,781,759,840,775
gene_3610,590,654,678,558,754,592
gene_3611,3466,4146,3959,3102,3417,3456
gene_3612,3885,4244,4193,3177,3543,3223
gene_3614,2404,2683,2489,1571,1713,1716
gene_3615,1526,1615,1389,1260,1171,1179
gene_3616,67,88,89,72,56,67
gene_3617,1039,1166,1086,1226,1535,1227
gene_3618,803,1000,871,710,754,728
gene_3619,7413,9089,8170,4914,5167,4665
gene_362,4113,3783,4273,3397,4128,3532
gene_3620,13345,13826,14491,6179,6697,6120
gene_3621,1065,1428,1142,576,743,652
gene_3622,217,316,275,316,306,271
gene_3624,44,72,53,30,57,50
gene_3625,3677,4097,3671,2963,3354,3193
gene_3626,1605,1560,1559,979,782,946
gene_3627,6294,7199,6584,7059,7429,7040
gene_3628,2598,2694,2725,2335,2235,2109
gene_3629,6398,7645,6619,5363,5848,5293
gene_363,2777,2625,2622,1561,1491,1476
gene_3630,2674,2979,2849,2825,2975,2716
gene_3631,1946,2383,2114,1889,1868,1657
gene_3632,1361,1561,1449,1438,1490,1298
gene_3633,58,75,57,54,31,30
gene_3635,225,207,223,462,494,379
gene_3637,1829,1800,1711,1344,1472,1362
gene_3638,4736,5573,5174,3996,4316,3910
gene_3639,191,223,211,108,122,159
gene_364,771,1022,1006,920,915,926
gene_3640,1530,1769,1798,1351,1444,1248
gene_3641,7320,8356,7821,7322,7962,7720
gene_3642,3143,3613,3467,1998,2198,2022
gene_3643,2904,3102,3041,1890,2188,2142
gene_3646,3405,3762,3777,5470,5685,5464
gene_3647,283,273,349,133,262,174
gene_3649,80,133,71,50,86,50
gene_365,1474,1619,1412,1256,1393,1099
gene_3650,292,386,323,133,166,192
gene_3654,2197,2592,2416,1988,2138,1817
gene_3655,52,81,46,60,48,42
gene_3657,1312,1595,1311,1657,1731,1544
gene_3658,251,382,330,318,355,349
gene_3659,7415,7216,7839,4232,4656,4099
gene_366,8280,9491,8938,6063,6265,6051
gene_3661,626,748,704,397,486,485
gene_3662,6878,8412,7424,6734,6936,6315
gene_3663,16298,18898,18733,2111,2388,2408
gene_3664,8399,10378,8915,7979,9087,7806
gene_3666,719,840,781,626,758,739
gene_3668,255,303,369,185,195,114
gene_3669,4057,4860,4414,4404,4550,4151
gene_367,1003,1112,1196,560,543,581
gene_3670,2860,3064,2886,2158,2459,2106
gene_3671,4886,5067,4804,3662,4249,3654
