log2FoldChange,padj,Gene_id
-1.91244001824459,2.03060819684219e-152,gene_4469
-1.92087028736409,1.62051281521869e-95,gene_448
-1.08917218402817,7.60657811109537e-51,gene_4518
-1.37515123564749,1.20135934846397e-35,gene_4519
-1.27224101599305,2.97621133275782e-44,gene_4542
-1.47413673897717,3.53435310485499e-49,gene_4543
-1.62144944730156,3.24158070426995e-162,gene_4551
-1.31539494025887,1.23159268714213e-137,gene_4558
-1.1571447760146,1.91278359987529e-30,gene_4570
-1.37092936795193,1.63760681122847e-08,gene_4571
-1.55820499912303,5.63881104436792e-68,gene_4575
-1.00305208813067,3.102499041349e-37,gene_461
-1.64280865264257,1.94378965717755e-92,gene_4627
-1.57054275510638,2.96124082334683e-143,gene_4639
-1.1521376414067,9.82975830453637e-95,gene_4640
-1.00528152113006,1.11059038059901e-91,gene_4647
-1.1120455842435,1.03885223365951e-64,gene_466
-1.42126410344442,1.58611702010284e-30,gene_4671
-1.00906865716039,9.98664870108997e-55,gene_4673
-1.22801360781218,3.73199047105599e-77,gene_4674
-1.81225064011921,7.33115419494804e-216,gene_468
-1.1329984671396,1.2231421556393e-77,gene_4694
-1.17856222023056,1.3131332114383e-67,gene_4728
-1.70339956348371,7.44708336314133e-128,gene_474
-1.00050995923296,6.30128082031623e-75,gene_4765
-1.07516339292438,7.10525988675317e-75,gene_4766
-1.05712950415955,4.53440795115069e-48,gene_4784
-1.94230553782574,2.15631623264722e-146,gene_4804
-2.07582154973779,1.71999772236139e-24,gene_4831
-1.19501692563444,0.001885233456427,gene_4832
-1.42912965886824,2.44874508584087e-39,gene_4848
-1.05978236527574,0.00110598463086,gene_485
-1.67053421771716,3.30953412869514e-95,gene_4881
-3.03601632089177,4.87729072906696e-121,gene_4882
-1.89255841290699,0.0,gene_4883
-1.89062451732046,2.29743770769061e-69,gene_4886
-1.05039512509899,8.44391217252949e-36,gene_4895
-1.37087811720773,3.83350892247035e-17,gene_4898
-1.48732516373956,7.95654658032206e-97,gene_4900
-1.12522337418971,4.63328391767702e-60,gene_4903
-1.13660607658105,1.13593133087995e-45,gene_4909
-2.4370404832413,1.02370805432198e-277,gene_4926
-1.10545311879901,4.59624410748671e-33,gene_4927
-1.24619863215938,1.16916513914366e-55,gene_4930
-1.13376651262548,6.06073474482795e-84,gene_4945
-2.50081792468631,0.0,gene_4952
-1.36916616853396,7.02433624044406e-50,gene_4953
-1.811095507768,7.31209741819431e-65,gene_4969
-1.55653079120688,1.47463686344928e-124,gene_4970
-1.05673154378828,4.59854467621254e-06,gene_5003
-1.02775786054391,3.70310082134419e-28,gene_5042
-1.24011840689157,1.3649643384912e-27,gene_5051
-1.135311155084,1.31569001871921e-28,gene_5052
-1.03285802679682,1.73036642826914e-70,gene_5054
-1.21049177561535,2.77900392443301e-64,gene_5056
-1.57380416672594,2.45579236534326e-119,gene_5058
-1.54474569345288,1.10683158401901e-08,gene_5075
-1.26678070672753,6.53899558922646e-108,gene_5091
-1.30744513136138,5.68232490307495e-128,gene_5100
-3.35437076307614,0.0,gene_5108
-1.38272661559816,5.74436790674742e-121,gene_5118
-1.35333330704088,8.80777862573762e-101,gene_5120
-1.15176265017001,4.34327026438465e-58,gene_5150
-1.07578786040601,1.03669487488635e-28,gene_5159
-1.68477888503993,8.67471818538696e-162,gene_516
-1.34034822023361,0.001021738002961,gene_5168
-1.52546465496545,3.07267238659264e-34,gene_517
-1.32882290850699,2.31874837927358e-14,gene_520
-1.3921911913035,2.9121523798975e-146,gene_5201
-1.5722161195399,8.44254953946178e-39,gene_5209
-1.3271732938901,1.77705340318931e-132,gene_5214
-1.20779462525724,4.28961243719886e-55,gene_5216
-2.40653204053611,6.5986609852239e-211,gene_5217
-1.1786557150534,2.27770237565476e-102,gene_5221
-1.08693123675623,2.36428721264822e-114,gene_5230
-1.21149259927688,7.8158726337854e-43,gene_5235
-1.0493717374081,4.28708183146273e-87,gene_5246
-1.40010898536872,1.41987560500266e-90,gene_5252
-1.33939640853702,1.36499597986544e-82,gene_5256
-1.27583831873631,2.11550617353844e-43,gene_5261
-1.64301514465503,1.62621896512943e-65,gene_527
-1.07064668194588,2.1840154360432e-27,gene_5270
-2.10692816409136,2.60624253193165e-222,gene_5284
-1.26943270560407,1.02230978758521e-107,gene_5289
-1.06287222989214,4.67569371065753e-125,gene_529
-1.11764643484611,1.73999910536564e-69,gene_5318
-1.07434474503149,4.91295592419989e-35,gene_5340
-1.53080098054936,2.14077485473729e-116,gene_5365
-1.11179800046423,2.38075393595453e-74,gene_5369
-1.77226649270537,4.89739149681486e-99,gene_5384
-1.09643885246587,6.13513673738929e-40,gene_5399
-1.13335937349859,5.91973911510662e-95,gene_5404
-1.16029910040101,7.45346554899645e-21,gene_542
-1.42456534859799,1.06138943941008e-68,gene_5453
-1.05076596275493,1.1818864724927e-45,gene_5457
-1.06281998192183,5.59583522664595e-92,gene_5469
-3.14958283348769,1.12339511975821e-230,gene_5506
-1.61395888446201,9.54522059520033e-79,gene_5513
-1.31465577858333,8.92341201610587e-99,gene_5533
-1.53364069606706,3.59257325142228e-81,gene_5546
-2.17199069000651,1.84556559751079e-135,gene_5547
-1.17002782309481,2.90999864882099e-48,gene_5550
-2.62718678026977,6.37189254768222e-265,gene_5557
-1.11344737356161,9.9809040959914e-57,gene_5561
-1.68307423280175,2.77927965180928e-139,gene_5562
-1.27264641611884,4.50541157644327e-93,gene_557
-1.77728057068507,1.79524122583006e-160,gene_5619
-1.02375784699418,4.90904607944359e-30,gene_5635
-1.00760483790925,3.74404882164894e-40,gene_5639
-1.17984351692147,1.39744708929733e-46,gene_5644
-1.13361133277874,6.21889423430097e-45,gene_5646
-1.09885799656248,1.48947345231617e-41,gene_5664
-1.18647049896349,4.47693092475423e-68,gene_5667
-1.45616040110841,2.6583045630428e-145,gene_5690
-1.45646198283286,1.38400418683931e-68,gene_5702
-1.11065755594397,1.31228510760245e-80,gene_5724
-1.13928574844569,1.72042292044187e-57,gene_5733
-1.78989830662667,2.24267123014672e-11,gene_5734
-1.29663872773587,7.23257692521117e-46,gene_5744
-1.78230680780416,1.39440730930138e-228,gene_5789
-1.75406837232887,7.51650638675964e-18,gene_5802
-1.22469101544427,4.43544249533576e-75,gene_5826
-1.51200556766631,7.82093810713884e-128,gene_5829
-1.55852522882633,8.16811092911441e-208,gene_5830
-1.5644350636174,2.06978411592272e-118,gene_5832
-1.03984839194399,9.44783860713599e-19,gene_5839
-2.18261841874979,8.9677130781723e-99,gene_5864
-1.29445911769898,2.59637526499413e-103,gene_5904
-1.19196990248187,6.73350266583658e-58,gene_5906
-1.34391976091098,8.83485075756775e-99,gene_5907
-1.04211954298205,9.95478189708474e-65,gene_6016
-1.28416408130672,4.79153411207005e-15,gene_603
-1.01055957068457,2.10032462384702e-32,gene_604
-1.09019418056614,4.40026605435984e-47,gene_606
-1.21570550475795,5.76023513666685e-111,gene_6076
-1.02806265384703,1.7437757492821e-36,gene_6080
-1.07559786494504,1.20116144854155e-43,gene_6088
-1.07764324775915,1.02608874378209e-67,gene_6097
-2.17940354340894,1.48160082932644e-203,gene_6121
-1.73953425887966,5.84611013902878e-228,gene_6188
-1.10361115391716,4.80790417996845e-12,gene_6198
-1.78220801927389,5.65496281900832e-223,gene_6257
-1.88429809528636,1.17978858552487e-193,gene_6259
-1.28583270107782,1.14053234646735e-59,gene_6277
-1.04145087267502,1.75766407852317e-35,gene_6317
-1.1637542767651,1.88268442720005e-79,gene_633
-1.25916456599513,6.52946274522365e-07,gene_634
-1.07085535897579,1.02500078682615e-79,gene_6349
-1.31178104949234,1.91992701952334e-109,gene_6358
-1.47750518235272,8.33024803444914e-71,gene_6366
-1.08080948213925,3.20684436731977e-40,gene_6368
-1.47222522700644,1.53432290339495e-79,gene_6369
-1.19816952640605,2.86405228243091e-18,gene_6414
-1.41557777896185,3.10682206029427e-20,gene_6456
-1.109984930068,1.1577707544348e-55,gene_6468
-1.1134582710574,1.52454039341694e-34,gene_6480
-1.40829123598085,2.00244337420885e-17,gene_6481
-1.00371649598411,2.32895494670829e-73,gene_6510
-2.06088015298207,1.3152146419424e-175,gene_6512
-1.1767968772896,6.51899961369897e-38,gene_6513
-1.80419576885743,8.38832596372056e-35,gene_6517
-1.2615629820157,1.33705577371319e-88,gene_652
-1.42088101309931,7.59860682343742e-155,gene_6520
-1.29565459581904,1.4397178964068e-63,gene_6524
-1.51341345515604,5.77143628546582e-101,gene_658
-1.61089714068805,3.12640507730344e-194,gene_6593
-1.24821636504313,5.35805944497217e-05,gene_66
-2.5529022955868,7.69334679600758e-77,gene_6605
-2.3056182033081,0.0,gene_6610
-1.2632822273911,5.51649900903089e-103,gene_662
-1.44286701259972,7.59768196395058e-70,gene_6621
-1.24619127294609,6.98565768405311e-105,gene_6652
-1.03691778150519,6.21893258939019e-90,gene_6655
-2.90765463889826,0.0,gene_6657
-1.0335251118625,3.62554002450699e-79,gene_6673
-1.32744597174151,2.91497406037187e-112,gene_6675
-1.06655182778211,8.07865809290682e-41,gene_6678
-1.29401552680378,2.85011756152834e-16,gene_6679
-1.34740090342119,1.31556293279231e-69,gene_6718
-1.27171961207419,5.39745677800093e-50,gene_6727
-1.29968520325082,3.84221527016035e-96,gene_6755
-1.01218750803983,2.09615337383012e-77,gene_6757
-1.16015709141377,2.29401556212285e-66,gene_6791
-1.7061698832923,2.7584550654901e-201,gene_6806
-1.12370968517083,4.22933530918974e-41,gene_6832
-1.35077589566627,7.38800173704108e-16,gene_6838
-1.0673914861821,1.03879111355806e-82,gene_6839
-1.19413527318233,7.2388846563981e-06,gene_6879
-2.258378736936,4.95158648480311e-84,gene_6907
-2.46343815467755,2.34667210321731e-13,gene_6953
-1.00070237990317,0.001057243894031,gene_6955
-1.29385284098913,4.14030005606869e-29,gene_6961
-1.13040214794432,1.23330270014795e-06,gene_6977
-1.81436187723751,1.48556568226244e-241,gene_6985
-1.51191487657885,8.06338597513223e-10,gene_6987
-1.12823576579672,3.59895415575456e-99,gene_6996
-1.07011110473996,4.91459956761546e-35,gene_7003
-1.25701874725734,7.46582822651279e-47,gene_7020
-1.11936346070094,1.45170316516337e-72,gene_7030
-2.25507640862174,2.77831543034442e-210,gene_7063
-1.09054022875782,3.83483356998152e-05,gene_7071
-1.15913113282873,1.71730746549965e-55,gene_7079
-1.13298571518703,2.33438406549066e-62,gene_710
-1.04416425936866,1.42056605074041e-43,gene_7103
-1.03099081460353,2.74539443794825e-71,gene_7116
-1.68649188948214,1.29172713596864e-76,gene_714
-1.54956712968964,1.92562435031561e-51,gene_7154
-2.35907135133166,0.0,gene_7190
-1.90648699045762,1.55970797156251e-112,gene_7234
-1.20009350921416,1.21242214243481e-18,gene_7241
-1.98948532294601,9.40283022798731e-187,gene_7242
-1.41795382401208,1.29915231200998e-51,gene_7249
-1.26566343570858,5.28582667614209e-60,gene_726
-2.26118378314528,1.26132859383182e-12,gene_7267
-1.13277584458514,1.5791443553514e-49,gene_7270
-1.21409799511558,1.01377139920136e-121,gene_7361
-1.11329760777409,2.15639641346339e-60,gene_7362
-1.52356323243122,1.52827750207384e-129,gene_7408
-1.29198092302171,1.52337149512639e-76,gene_7418
-2.03062569462499,1.27235733356473e-139,gene_7428
-1.80846874908892,7.3435629376108e-129,gene_7448
-1.14496278780829,2.55923915183445e-46,gene_7461
-1.07353588379402,4.70731252573924e-94,gene_7464
-1.79969716164261,2.86524329795569e-116,gene_7467
-2.606743214425,0.0,gene_7470
-1.50502412202081,1.4321395805552e-61,gene_7471
-1.38955813973496,9.39729650442677e-92,gene_7475
-1.10466177064105,2.00818337473379e-48,gene_7494
-1.18499458396224,3.38015524702476e-40,gene_7540
-1.48025725439745,5.59352067214473e-71,gene_7546
-1.01096259393648,1.4117642671256e-08,gene_7619
-1.09265689769907,1.74470720306481e-08,gene_7629
-1.21087922128539,1.32212372016894e-52,gene_7633
-1.04713253036263,0.004575613796872,gene_7667
-1.21355135021721,0.00026816800382,gene_7697
-1.00135741052839,0.001959237176683,gene_7775
-1.16762384933337,2.94890859106642e-46,gene_787
-1.19451010404722,2.09891366550554e-97,gene_788
-1.34237328823971,3.31910290060371e-98,gene_789
-1.31696186058432,4.91916648361102e-37,gene_790
-2.33123565379345,1.82286408050413e-63,gene_806
-1.47510721686522,1.55698204005029e-31,gene_826
-1.20404754450145,2.05528851366452e-47,gene_835
-1.52241677457966,4.45147497814963e-08,gene_836
-1.19754112352869,1.64457107654668e-86,gene_861
-1.8129084396161,1.33176640980261e-122,gene_878
-1.40333796367501,2.22728908378064e-39,gene_885
-1.79147337786436,2.23205718734073e-143,gene_895
-1.01998208612609,4.17629271558834e-30,gene_904
-1.10365637245958,5.67287922580679e-71,gene_919
-1.31814992675091,1.30974055198053e-78,gene_922
-1.1243040608443,1.20798401237289e-105,gene_929
-1.55726431718107,1.15209118107613e-141,gene_963
-1.98969590238099,7.49765334603517e-49,gene_969
