log2FoldChange,padj,Gene_id
1.00214337270622,6.57748139302368e-24,gene_3701
1.00408514206161,5.55305791503003e-53,gene_4344
1.00637842424731,9.57442764891443e-15,gene_1298
1.00725965518117,9.00484309689499e-23,gene_7041
1.01165346617707,1.38372350632017e-05,gene_3333
1.01637903165983,9.19987342071023e-24,gene_6215
1.02014249227523,3.57677691983935e-14,gene_6126
1.02193953433685,1.58090726239771e-39,gene_3205
1.02203085224506,5.08170631279845e-30,gene_835
1.02292810082403,4.24426579569239e-19,gene_7301
1.02603867455186,1.72583956399591e-54,gene_410
1.02745955747174,4.50683953784639e-66,gene_7213
1.0299667674138,4.26385606074599e-18,gene_1520
1.03025386380954,1.41636811050945e-118,gene_5495
1.03222508987332,0.003676780614641,gene_2955
1.03234880238492,4.34232887329322e-15,gene_6931
1.03504798493614,6.10344121613031e-96,gene_2205
1.03694983211359,1.64515583556582e-24,gene_3843
1.03700059456276,2.119324304868e-106,gene_6195
1.04099253871488,1.66053894480877e-06,gene_7484
1.04291462726483,2.18977337394697e-23,gene_2952
1.04436462304706,3.14966236665982e-10,gene_2209
1.04598013458211,0.000224888137541,gene_4377
1.04921181256944,2.46335526949076e-68,gene_3938
1.05069880343146,5.6342197864323e-39,gene_3190
1.05224830486695,6.36881388260807e-45,gene_2240
1.05307393386689,0.000400483248382,gene_2316
1.05436679407285,1.12083851158843e-59,gene_7027
1.05618760443905,2.44238020874248e-15,gene_2272
1.05973621755022,4.00896392314456e-73,gene_3574
1.06303660072402,3.32995425178596e-09,gene_69
1.06486657438954,1.06818494593965e-36,gene_613
1.06662587232573,1.42580496431854e-16,gene_4008
1.06677003045916,3.89981722047407e-48,gene_1756
1.06954187912579,2.96547322112698e-09,gene_3702
1.06959060255345,3.00124360551609e-135,gene_4185
1.07459210325935,1.15859504893153e-31,gene_1804
1.07675315588055,2.94388623235799e-13,gene_1177
1.07986761703965,5.52621754676216e-65,gene_2895
1.08017081584559,0.007551105654665,gene_3736
1.08135918120729,4.01722289148981e-78,gene_7458
1.08600982374101,2.34541065071757e-44,gene_5429
1.08740837916278,2.73103671722407e-76,gene_2061
1.09216038414453,2.14087282754512e-09,gene_5329
1.09245401592102,2.82270474629712e-62,gene_2505
1.09336250998989,0.001853226263834,gene_1468
1.0936703581321,2.30677393704883e-126,gene_7022
1.09593054288824,8.73395932163527e-05,gene_242
1.09616731163036,1.05399355227559e-30,gene_5547
1.09827752413815,4.12806148942125e-10,gene_3711
1.09850475977798,6.90245090170665e-98,gene_2258
1.09872213331412,9.16379756414497e-36,gene_3234
1.09903902684189,3.88170126342219e-77,gene_4438
1.10264662501225,1.27834702157514e-98,gene_2237
1.10514904154148,4.38604021455754e-44,gene_4470
1.10596650787032,6.50170544034305e-33,gene_4881
1.11020419121091,2.18884790702879e-06,gene_3915
1.11376298239249,3.3034055680826e-09,gene_7595
1.11400924288426,1.44452484057668e-45,gene_6277
1.11816308170194,1.07268251967658e-45,gene_7153
1.11885448798618,1.62040956070109e-60,gene_4021
1.12222565462501,2.09373637039674e-16,gene_2943
1.12308784856033,0.000126899103772,gene_2139
1.12551306500138,2.49065818032932e-06,gene_4520
1.13159552935146,7.71156922432346e-83,gene_4999
1.13342891649432,9.94123051022198e-92,gene_1710
1.13477310989834,3.29128970061051e-26,gene_5291
1.13575610757698,5.40226773561951e-61,gene_3202
1.1370765520456,7.08006638272464e-10,gene_3770
1.13826901800422,3.9090410231895e-47,gene_4306
1.1416592374497,2.36729404875449e-66,gene_3724
1.14250177913435,2.14842903781706e-43,gene_3477
1.14638113448203,2.35591426140188e-26,gene_945
1.1499338895938,6.99631227880041e-05,gene_3706
1.15350466154126,1.08304197144553e-26,gene_4239
1.15624365368393,0.001300951865774,gene_615
1.15919122727767,2.15214548325295e-18,gene_1302
1.15997157900944,1.6485411850818e-30,gene_1465
1.16812726617379,1.86408235178276e-44,gene_6975
1.17167043759114,1.43156426041909e-104,gene_3830
1.17375395061045,1.27630179303318e-60,gene_4853
1.17394645201155,7.52927151656174e-54,gene_1942
1.17522908747342,1.86717945374891e-06,gene_3391
1.17638074387324,5.4889164856279e-62,gene_878
1.17757628655378,8.23587560814953e-47,gene_2361
1.18260148376404,3.41809228199645e-45,gene_7660
