log2FoldChange,padj,Gene_id
-1.80121499864029,2.02070042965337e-106,gene_7540
-1.79378561795917,3.76505852472627e-34,gene_3946
-1.79360515679194,6.11987715045262e-95,gene_5276
-1.79231997455771,1.93679557653121e-224,gene_662
-1.7906529842892,9.32821448677111e-153,gene_1474
-1.78818096816705,4.19384488385069e-155,gene_5453
-1.77927656765227,2.06330528669177e-81,gene_6832
-1.77747729316778,1.67464567286392e-158,gene_1446
-1.77214016450638,7.21644123637212e-33,gene_3363
-1.7695478107542,3.08736549595092e-14,gene_4571
-1.76922212566998,2.33484349140294e-219,gene_7470
-1.76442227262387,3.0451639057882e-155,gene_5107
-1.76360148032275,7.81834830942391e-225,gene_2536
-1.76227020390697,6.79856794011657e-112,gene_1693
-1.76051580918243,0.0,gene_416
-1.75820622220883,1.6089878409863e-06,gene_869
-1.75810700343147,3.43933545747225e-162,gene_1823
-1.75197973572991,3.26755061379185e-64,gene_2082
-1.74970828826513,1.17739393029312e-09,gene_6953
-1.74846456666773,6.35278865901674e-81,gene_1018
-1.7476893797965,6.85772029314212e-24,gene_540
-1.74583580294321,7.87520216752305e-158,gene_7034
-1.74147266413612,2.24073439741132e-245,gene_4883
-1.74133348976141,7.33726879339742e-217,gene_5296
-1.73976248283751,8.96988177864989e-64,gene_2441
-1.73673452096501,7.70720720730839e-79,gene_2713
-1.73196651889902,3.83085811873745e-191,gene_7024
-1.7310389747293,5.41234538420809e-82,gene_6796
-1.73076811835818,4.41064922233412e-141,gene_5361
-1.73033129661727,4.20242912426144e-83,gene_6611
-1.72444267415075,3.63074651294243e-128,gene_1122
-1.71838833947735,3.53347392697398e-09,gene_2079
-1.70947534482761,8.96189388005392e-81,gene_5420
-1.70931391797276,6.55932376574661e-42,gene_1043
-1.70583270427449,8.95055639800183e-79,gene_2747
-1.70575900244705,1.85781286172771e-123,gene_1988
-1.7037344921149,9.29643265759285e-141,gene_1607
-1.69810542354941,1.58485193057301e-90,gene_6954
-1.69600254316357,3.55623445945463e-15,gene_3499
-1.69355506318703,3.16838899286554e-110,gene_6008
-1.6891497030995,1.8222270782834e-151,gene_963
-1.68736943529568,5.42511213359788e-237,gene_5108
-1.68398143620526,1.43294966904401e-215,gene_3235
-1.68153692971632,8.27637084221666e-99,gene_6523
-1.67826183778765,2.23771633297607e-05,gene_6458
-1.6781703474338,1.06012295597029e-88,gene_3263
-1.67000786649933,2.94863897102037e-143,gene_1642
-1.66561013906781,1.36797242182367e-130,gene_1646
-1.66158026910568,2.43245251920586e-120,gene_4262
-1.65916514193694,2.29238706664005e-74,gene_3334
-1.65358337095252,3.23676414762996e-101,gene_6837
-1.65195964789524,9.05542219364096e-127,gene_784
-1.65079775340788,2.9518765289155e-163,gene_1271
-1.65057791736619,5.26310078389791e-98,gene_6023
-1.65039860559408,5.33178125337579e-142,gene_6668
-1.64444733735829,2.32495945020673e-67,gene_2577
-1.64379059130713,4.14002161383734e-106,gene_1856
-1.64186409790721,1.69112558904185e-150,gene_2679
-1.64167220922182,1.36317776569863e-92,gene_701
-1.62823277297526,1.22482163643617e-152,gene_5120
-1.61765643230461,1.33570368684068e-266,gene_7444
-1.61578401940871,6.54877108346745e-80,gene_2666
-1.61264020439095,1.5836601618573e-43,gene_2869
-1.61182903418528,4.79277300450911e-223,gene_5491
-1.60442367532594,1.38309287567402e-65,gene_2146
-1.60429671225806,2.1194527838672e-11,gene_3457
-1.60428480385263,9.00270850581517e-83,gene_5802
-1.60424413727197,2.38391154879675e-154,gene_1709
-1.60242614602492,2.11469603708452e-73,gene_714
-1.60115486828867,4.23772836054015e-55,gene_4679
-1.59357340937977,3.01937230700755e-63,gene_1587
-1.59354086303613,2.50197996021019e-95,gene_4166
-1.5917475281763,9.02546701192817e-212,gene_5690
-1.59151470524257,6.31415430850642e-23,gene_603
-1.59038200646521,1.95751664117618e-136,gene_3147
-1.58515220405201,7.84270313925816e-110,gene_2192
-1.58140135523761,5.7061760250234e-89,gene_4819
-1.57984020875919,3.1387185300596e-105,gene_7019
-1.57805476852454,2.06146610629131e-164,gene_3292
-1.57598436831421,4.02864382114882e-115,gene_6103
-1.57448091565416,5.41797895396071e-138,gene_1236
-1.57278135388472,1.55055950758353e-115,gene_2690
-1.57179832201353,1.276058127948e-159,gene_7448
-1.5712485285337,3.54561100669687e-66,gene_1879
-1.57097076939685,9.01036761978952e-172,gene_3972
-1.56095483899677,2.23739939015921e-188,gene_2794
-1.55770301765524,1.64960581769759e-74,gene_5039
-1.5561506832593,4.94692483559368e-10,gene_6002
-1.55433012872505,8.09113393926281e-141,gene_2678
-1.55339022869661,5.39954011894714e-51,gene_5301
-1.55122169321185,2.72298044590315e-44,gene_3890
-1.54640769039368,6.44624804732359e-53,gene_4886
-1.53183041443826,2.01303943593378e-171,gene_5214
-1.53122327425142,1.85436705651916e-20,gene_1854
-1.53078836306067,6.02097109441081e-72,gene_527
-1.53016849878556,4.21697144434674e-22,gene_6679
-1.52898870740583,1.17022873962865e-83,gene_3565
-1.52821192892702,2.05105290784496e-06,gene_7697
-1.52740985624803,4.11336698582939e-163,gene_7159
-1.52731114927752,1.24914812213439e-75,gene_2987
-1.5245664678589,3.00385536684261e-43,gene_5210
-1.52450389272711,3.21886775871087e-135,gene_5284
-1.52307748396699,5.05379766391601e-143,gene_2229
-1.52229747755692,1.40489405633919e-183,gene_6520
-1.52153580372429,9.33967573550568e-64,gene_4660
-1.52130876377035,4.88015651305339e-155,gene_6675
-1.51910994843985,7.02275484680528e-143,gene_4891
-1.51697533728246,2.40865927913819e-36,gene_3881
-1.51236249429419,4.47703016874612e-73,gene_7546
-1.50875418819674,1.10873823715415e-191,gene_5170
-1.50678909439414,6.53504085785637e-109,gene_5423
-1.50578814154538,8.39095838807044e-76,gene_1800
-1.50269886580538,4.29092757467332e-83,gene_3046
-1.50260312330706,1.43384819425744e-43,gene_6715
-1.50039016214125,7.35246454896899e-112,gene_7417
-1.49858638170464,1.45562658694153e-33,gene_5511
-1.49467135144563,5.44388624560385e-127,gene_3787
-1.49451305822283,4.2024617633733e-171,gene_5230
-1.49341200237554,6.53503800301729e-150,gene_3351
-1.49000727127743,4.05753856163372e-177,gene_4558
-1.48725242453399,2.26888661060235e-100,gene_3600
-1.48689903269029,4.29847555393307e-40,gene_2685
-1.48559649472156,1.2859473289158e-74,gene_4784
-1.4833702463156,5.39032540841124e-94,gene_1085
-1.48002715846512,2.74359392832499e-157,gene_7054
-1.47978713943512,9.33943388471304e-147,gene_4249
-1.47632725445774,2.01219738559752e-98,gene_2776
-1.47586708273043,1.60192085424678e-121,gene_1851
-1.47120444847264,6.2767901212582e-51,gene_159
-1.46973460987691,1.27783025234885e-142,gene_3528
-1.46886108763462,9.95226580142172e-97,gene_6468
-1.46766341401904,3.13023351917313e-51,gene_87
-1.46688632583191,1.16451894472515e-90,gene_3880
-1.46457579642037,3.55377101389346e-37,gene_1116
-1.46456771848494,3.86855059882917e-83,gene_6718
-1.45895804875134,2.18282690665967e-43,gene_3227
-1.45691220222015,5.40816730088532e-132,gene_6615
-1.45686153901481,9.64820877895159e-123,gene_4192
-1.45389616000538,2.385542985982e-33,gene_6600
-1.45329479281066,6.03605923317552e-78,gene_2790
-1.44810205680263,2.56873797989655e-65,gene_6544
-1.44807723263427,4.28748493051721e-86,gene_1770
-1.44739375696136,9.72749286076647e-104,gene_6512
-1.44645316220075,8.38435691885093e-45,gene_3492
-1.44615304352103,2.17621849701904e-29,gene_3605
-1.4438991553075,1.29670020510467e-56,gene_1384
-1.44216252672198,1.2174605127319e-66,gene_5375
-1.44084166600629,1.4913481203076e-70,gene_3407
-1.43856666091604,1.27343666099596e-113,gene_1128
-1.43843430829905,1.71163853063013e-29,gene_4231
-1.43842404611475,1.85267958768005e-36,gene_2424
-1.43820047767424,6.44907913678695e-60,gene_5176
-1.4374600463783,3.14725043369842e-184,gene_6196
-1.43741033858784,1.93647377160439e-71,gene_4577
-1.43717944945425,5.57291890749865e-67,gene_2177
-1.4369840814018,7.13518652942633e-103,gene_1226
-1.43406585515631,2.75121522524151e-07,gene_1633
-1.4310251895133,6.08429209481375e-134,gene_4515
-1.42947383044661,4.44409567152301e-63,gene_7346
-1.42908864687885,3.88379504976462e-91,gene_7103
-1.42509467350527,8.53247826143358e-178,gene_392
-1.42349822809736,1.92700774100854e-175,gene_1719
-1.40955036029488,3.70189548912811e-97,gene_2861
-1.40789056067716,2.07615192072078e-36,gene_5856
-1.40729012839555,5.42358971070778e-136,gene_5404
-1.40700504515947,3.35062257622353e-89,gene_2313
-1.4066525420833,2.65587725534004e-66,gene_2648
-1.40635746381759,1.05545252095054e-57,gene_4894
-1.40624108311777,6.4482383397714e-45,gene_4882
-1.40386107623862,5.58746839752754e-84,gene_2874
-1.40322990573862,4.72528724345148e-57,gene_7193
-1.40293405874211,1.0690154365486e-118,gene_4036
-1.40183734883529,1.24780394381315e-116,gene_6996
-1.39958130711483,3.18865076407062e-50,gene_5261
-1.39935481849313,2.67670282335027e-92,gene_7084
-1.39923528321726,9.80474895311264e-29,gene_295
-1.39836386746866,4.00223170199711e-28,gene_2319
-1.3964295676323,4.94653925697456e-139,gene_1939
-1.3934640285459,1.9109844008131e-17,gene_6838
-1.39287799785775,8.75170036219039e-88,gene_153
-1.39048626786778,3.37425886037301e-32,gene_1570
-1.38994674244195,1.02472216082861e-10,gene_4317
-1.38949115293499,5.59326796924742e-44,gene_6098
-1.38947031925217,9.13273270704104e-53,gene_5744
-1.38901333468956,9.81496161129691e-54,gene_3358
-1.3882199208995,6.38561404448506e-51,gene_2087
-1.38764530763596,4.82865469777158e-77,gene_1640
-1.38754863670719,3.86836822510136e-166,gene_7361
-1.38734558729969,8.09752823889184e-25,gene_7508
-1.38663187601511,9.01957310986926e-164,gene_6256
-1.38623422738251,5.51056042147283e-59,gene_1897
-1.3856942087961,3.29458471183407e-81,gene_5748
-1.3853204363679,4.96019065568232e-146,gene_5201
-1.38524862999314,1.88005592022561e-75,gene_5639
-1.38000062303388,1.03712661816203e-07,gene_5734
-1.37986259404884,1.52771322489611e-32,gene_3087
-1.37722354314584,0.000985447296868,gene_2471
-1.37532002218521,8.87005681616446e-93,gene_5302
-1.37480342055228,1.10514588385401e-152,gene_7464
-1.37297176413943,4.44409567152301e-63,gene_2660
-1.37179951410081,7.05460689851139e-152,gene_2473
-1.37039430670129,3.99260401751577e-141,gene_929
-1.3687874641688,2.6176099164956e-74,gene_4030
-1.36550090247165,2.84835757570364e-66,gene_3498
-1.36462491373322,3.39081695706661e-104,gene_1082
-1.36395060205821,1.19940393330204e-77,gene_7215
-1.36394696049225,1.60726960045623e-72,gene_3969
-1.3618688752796,5.04659154648722e-68,gene_4397
-1.35964278408477,4.02138651004262e-92,gene_1349
-1.35916268965615,2.22300939069099e-97,gene_6683
-1.35859956237785,3.15891471729772e-126,gene_3576
-1.35697630312959,3.29381978610146e-83,gene_2950
-1.35691742487032,1.87283632518315e-125,gene_4330
-1.35552882509398,3.45863771205677e-86,gene_474
-1.35407370967837,1.35729275884117e-123,gene_6349
-1.35338489178656,8.58098150598563e-35,gene_908
-1.35216949922377,3.93021656039562e-50,gene_645
-1.35205553290866,2.58183201698809e-47,gene_7171
-1.35203310163762,7.97695677969579e-32,gene_2083
-1.35122663228765,3.88291277988095e-186,gene_3895
-1.34974345544566,1.68573263539825e-52,gene_4519
-1.34934064245772,2.21472707790071e-05,gene_3891
-1.34881672185789,5.03754287044808e-168,gene_4154
-1.34837438697601,1.125592520143e-75,gene_1761
-1.34692482791243,4.12820117504285e-158,gene_1855
-1.34588260421815,3.00398829528369e-43,gene_4542
-1.34553686973405,3.73671853766694e-77,gene_815
-1.34505648876443,1.14600522719562e-106,gene_4602
-1.34430785441588,1.06604033821036e-15,gene_3143
-1.34297066935934,1.62915035867162e-54,gene_4480
-1.34225725451559,2.59010286681712e-56,gene_7120
-1.3409498165303,6.51073174620534e-96,gene_5907
-1.34013184300491,4.65294003038913e-50,gene_3396
-1.33939935591863,9.19669396643536e-36,gene_4181
-1.33768555488117,8.69217393985392e-104,gene_4766
-1.33660556565003,1.50019796387774e-63,gene_5457
-1.33618932082051,1.00870559280967e-82,gene_5150
-1.33602601749776,2.03490686870208e-116,gene_2628
-1.33511583366135,2.63591790838397e-102,gene_3465
-1.33375658824807,1.80257182780443e-08,gene_634
-1.33373540331865,3.33330368447843e-175,gene_3663
-1.33301438845639,4.54438616779506e-37,gene_4585
-1.33194890346153,5.31032466251694e-74,gene_2323
-1.33154880870231,3.2886132494249e-05,gene_7775
-1.33106471819681,1.97339350545168e-40,gene_3985
-1.33032351129483,3.83418389039238e-54,gene_5235
-1.32892650776887,2.47323871139516e-25,gene_2868
-1.32738652667563,6.80740853701896e-94,gene_557
-1.32720171217477,7.38168205758727e-84,gene_1143
-1.32615932565906,1.47531762685647e-66,gene_4846
-1.32613447842342,2.43939157387157e-98,gene_3561
-1.32529001603667,5.76931520298337e-132,gene_1096
-1.3228668315687,6.52541827203896e-144,gene_3364
-1.32149152194458,8.34103261682031e-57,gene_546
-1.31922730944982,1.91270657206272e-24,gene_4690
-1.31859218800031,7.92654419448269e-64,gene_670
-1.31689438153354,1.09031437158548e-94,gene_1518
-1.31655054928236,2.24265322571076e-50,gene_5383
-1.31643869566979,6.33704334213261e-52,gene_5751
-1.31482631348642,1.03218950671698e-129,gene_2681
-1.31291526263154,5.87942384164755e-07,gene_3919
-1.31075844602494,5.29212375960222e-60,gene_6004
-1.31070374146612,1.23451145014005e-126,gene_5221
-1.30651862320224,2.15359069854314e-34,gene_3393
-1.30505154971708,8.59581004954976e-87,gene_1613
-1.30439040025838,4.30775940613717e-06,gene_836
-1.29923900260722,3.55291772167683e-66,gene_5513
-1.29854015466616,2.06270745524753e-88,gene_3991
-1.29641033305832,2.36751546849411e-59,gene_4005
-1.29438743050814,3.63656798560541e-50,gene_6355
-1.29370194321042,6.47663239621378e-40,gene_6682
-1.29323596296568,4.31674460385112e-80,gene_6843
-1.29315025074501,8.12740076471756e-56,gene_2547
-1.29230176357197,4.69154376319759e-77,gene_334
-1.29089618306183,1.72328401640414e-124,gene_6257
-1.29080746833992,2.1393821082114e-112,gene_5382
-1.2897551259732,7.20067053626086e-33,gene_2111
-1.28893084674945,8.22192273126475e-05,gene_4142
-1.28656847572696,3.18784087675367e-115,gene_2528
-1.285450677297,3.13178853932225e-69,gene_1254
-1.28221107564432,5.05740646312161e-30,gene_5209
-1.28194636470361,0.00160339104992,gene_6759
-1.28032523809812,1.88050465289369e-36,gene_4834
-1.27841885892062,9.55528853953225e-80,gene_861
-1.27820311442679,3.26222166930439e-29,gene_6262
-1.27783885188283,1.61599195958402e-51,gene_6368
-1.2760113808359,1.93859643926125e-118,gene_6839
-1.27408456907518,3.04413896013048e-95,gene_2873
-1.27217815141957,1.70117337241628e-54,gene_5702
-1.2680581677557,2.05489975585802e-22,gene_3647
-1.26605216635584,1.78578021135818e-79,gene_3841
-1.26493224554739,1.56743320417097e-27,gene_7430
-1.2645489380985,8.86394630036931e-49,gene_2578
-1.26309623036035,9.93232129062391e-58,gene_458
-1.26281320451738,7.80629604840207e-115,gene_1828
-1.2612051143431,2.78027311225263e-165,gene_4185
-1.26100687806688,1.44229787606132e-36,gene_6266
-1.26041290557628,1.0857013268649e-35,gene_5720
-1.25945884160808,1.44868989810887e-44,gene_1575
-1.25835248737426,1.78043218856605e-22,gene_5323
-1.25758166481313,2.909312181552e-29,gene_3501
-1.25661290621785,3.51309861142875e-37,gene_5879
-1.25521055435369,5.18383982377763e-41,gene_5635
-1.25416936271557,1.6123154454096e-81,gene_5205
-1.2520500516488,6.86924074138785e-46,gene_2517
-1.25179182331415,1.60524013980687e-58,gene_7233
-1.24966346692471,1.91871182884698e-64,gene_5906
-1.24814859720776,7.26419980827019e-89,gene_6514
-1.2475690792738,4.85361397542418e-79,gene_1046
-1.24536542767844,4.69667191135078e-54,gene_2680
-1.24496134877256,5.73011066283445e-102,gene_5369
-1.24290977956683,2.15298534567354e-57,gene_377
-1.23899144785185,2.94272839182536e-68,gene_919
-1.23894572589004,1.84313922276507e-84,gene_750
-1.23811644170876,2.18119604230707e-96,gene_5898
-1.23624471519476,2.15157192099193e-94,gene_2561
-1.23370423666092,5.05104385558579e-114,gene_6364
-1.23337376926863,3.13393188528833e-64,gene_5554
-1.2329739051786,7.28346222561678e-66,gene_5292
-1.2312475787101,1.64296362069655e-31,gene_7514
-1.23036077014933,1.70163166531212e-37,gene_76
-1.22785378903547,2.99122913847198e-56,gene_3577
-1.22684454722731,1.00597100024216e-40,gene_1905
-1.22612472979296,2.12296508902428e-47,gene_461
-1.22535485196912,3.18106693451324e-76,gene_5215
-1.22469712813795,0.002460479985937,gene_2165
-1.22384870624298,1.72593089142044e-37,gene_2687
-1.22372053938421,1.36761995873187e-112,gene_2529
-1.22299343469578,1.68938640535375e-81,gene_2563
-1.22279499125825,1.89454714003851e-100,gene_633
-1.21766827279016,1.13456244388124e-60,gene_5742
-1.21564580237808,1.19452862892061e-70,gene_3401
-1.21394702362495,1.9262193358321e-94,gene_7919
-1.2137606126754,6.29687961997918e-69,gene_3421
-1.21303568325239,2.38961754406335e-35,gene_4840
-1.2120124682063,2.53359777834882e-97,gene_6652
-1.21125284351544,3.10507618530663e-61,gene_4636
-1.21063247393631,3.32468279150602e-75,gene_3068
-1.21046062885383,3.54613380259431e-117,gene_5894
-1.21024841725916,5.27127995131276e-43,gene_5340
-1.20982426413944,6.00857249709053e-45,gene_5793
-1.2094843445062,2.32147008832504e-64,gene_233
-1.20808908265931,3.25798180283436e-90,gene_593
-1.20661867881758,1.7972756136934e-58,gene_2155
-1.20539800020164,4.72134855485e-71,gene_4019
-1.20539645667352,3.67664588304918e-71,gene_4854
-1.20450108150518,1.92432927540353e-22,gene_1571
-1.20345572215631,1.09210457518434e-23,gene_6310
-1.20186237813806,1.17080634522082e-79,gene_1645
-1.20013326578264,2.07334153203003e-39,gene_5195
-1.20010472915238,4.59380719489702e-105,gene_6810
-1.19888965177361,9.23953901272368e-72,gene_3485
-1.19826396653305,3.29462329038325e-28,gene_3650
-1.19608595354028,4.14894605900479e-99,gene_6655
-1.19502989687576,1.07727288299412e-104,gene_2798
-1.1898365227192,8.76286139899653e-113,gene_7119
-1.18967424553965,3.59883966826417e-103,gene_6076
-1.18843783435113,4.4748021445041e-05,gene_4483
-1.18528936094175,3.24738222995594e-49,gene_3808
-1.18508366445596,1.03141496464893e-40,gene_1666
-1.18316862811884,1.38146341808251e-14,gene_4226
-1.18250892872528,5.52821375043901e-121,gene_7662
-1.18150156010474,1.63337800463069e-57,gene_5311
-1.17998792078847,2.67662382949705e-45,gene_590
-1.17771047042547,1.76709412357019e-34,gene_5052
-1.17761874042994,5.39606760566736e-33,gene_4848
-1.17752344039335,3.12449825469276e-112,gene_805
-1.17735826478005,4.13420337602033e-58,gene_4432
-1.1772015898387,4.6679211423918e-108,gene_207
-1.17376289725124,1.14432410770275e-49,gene_5399
-1.17353688801753,4.71803530529665e-72,gene_4206
-1.1722265275009,1.92960734284609e-75,gene_3372
-1.17089189825547,4.35575367999411e-58,gene_3568
-1.16969611976119,3.81033984737779e-74,gene_652
-1.1693328789611,1.63682099344913e-59,gene_7234
-1.16643894780937,5.60925191671331e-29,gene_3862
-1.16584797553569,1.02427341083411e-56,gene_3949
-1.16547393621045,1.41067389333885e-33,gene_1372
-1.16524084517933,8.16715155771383e-80,gene_5129
-1.16442232877301,1.46762210747977e-114,gene_3018
-1.16317466046314,2.43090054326849e-65,gene_2368
-1.16305275900435,8.15283362946048e-25,gene_3429
-1.16292155209297,2.37417374284027e-78,gene_1461
-1.16145231230008,1.82908998200969e-64,gene_4681
-1.1613792077365,4.48771401124087e-34,gene_448
-1.16131255488186,7.17354834829612e-87,gene_4551
-1.16092682132698,4.2601573865627e-78,gene_3503
-1.15933031418123,1.46719935652355e-52,gene_2802
-1.15774651005712,5.90285297315896e-68,gene_3165
-1.15768427775698,1.38451258208988e-68,gene_6492
-1.15712791945008,2.28575394751253e-73,gene_5620
-1.15676822594018,1.3192071070432e-85,gene_6988
-1.15608251770773,1.06240210635408e-53,gene_606
-1.15550935863582,3.34295087672041e-45,gene_1629
-1.15507741841938,1.63914449859127e-37,gene_4543
-1.15408506463446,2.05496928888919e-49,gene_4627
-1.15376416978748,4.71575509055262e-39,gene_4275
-1.15355897052556,9.50173683650716e-126,gene_366
-1.15336486644816,4.9917663697159e-106,gene_2388
-1.15265031060983,3.01039329081151e-86,gene_1999
-1.152489614429,7.01347868742557e-61,gene_5047
-1.15099044703904,8.80122221114603e-76,gene_5475
-1.14876439039363,2.98321160536657e-109,gene_5578
-1.14802956005689,9.14794936034712e-84,gene_6358
-1.14730166291497,1.08444906390592e-63,gene_6806
-1.14717876263021,3.50365600872884e-29,gene_5933
-1.1456130792815,9.86252815414552e-54,gene_367
-1.14504350953498,5.32945611447414e-94,gene_2035
-1.14286943822742,7.82468555565561e-80,gene_2228
-1.14173976010874,1.13940518880554e-95,gene_5904
-1.13995523581449,4.05285868506257e-68,gene_1972
-1.13977302023708,6.7791039287284e-20,gene_4761
-1.13974712915981,8.89071231260478e-102,gene_5724
-1.13904657898084,5.52027812150127e-40,gene_1090
-1.13896019649347,1.20706110461737e-95,gene_6985
-1.13893582805845,1.43384819425744e-43,gene_2412
-1.13619607435644,4.54192130220058e-73,gene_3521
-1.1358747811429,0.000158046234939,gene_2251
-1.135804831335,6.46410000766752e-49,gene_3539
