PAPLA_00001	CGB_A9540W
PAPLA_00002	CGB_A9530C
PAPLA_00003	CGB_A9580W
PAPLA_00004	CGB_K4410W
PAPLA_00005	CGB_D6190C
PAPLA_00006	CGB_B0760C
PAPLA_00007	CGB_L0110W
PAPLA_00008	CGB_K2560C
PAPLA_00009	CGB_E4490C
PAPLA_00010	CGB_M3100C
PAPLA_00011	CGB_A3040C
PAPLA_00012	CGB_M2240W
PAPLA_00012	CGB_M2240W
PAPLA_00013	CGB_A9100C
PAPLA_00014	CGB_L0280C
PAPLA_00015	CGB_A7270C
PAPLA_00016	CGB_H3380C
PAPLA_00017	CGB_F2480C
PAPLA_00018	CGB_C0430W
PAPLA_00019	CGB_C8570C
PAPLA_00020	CGB_F6620W
PAPLA_00021	CGB_F6600C
PAPLA_00022	CGB_C4130W
PAPLA_00023	CGB_J2290W
PAPLA_00024	CGB_A9540W
PAPLA_00025	CGB_A6650C
PAPLA_00026	CGB_I0400W
PAPLA_00027	CGB_F1480W
PAPLA_00028	CGB_H1340W
PAPLA_00028	CGB_H1340W
PAPLA_00028	CGB_H1340W
PAPLA_00029	CGB_H1350C
PAPLA_00030	CGB_A5670W
PAPLA_00031	CGB_D2050C
PAPLA_00032	CGB_F3480C
PAPLA_00033	CGB_F2510W
PAPLA_00034	CGB_I2110W
PAPLA_00035	CGB_H0480W
PAPLA_00036	CGB_D4010W
PAPLA_00037	CGB_A9140C
PAPLA_00037	CGB_A9140C
PAPLA_00038	CGB_K0370C
PAPLA_00039	CGB_A9130C
PAPLA_00040	CGB_F5110C
PAPLA_00041	CGB_G0100C
PAPLA_00042	CGB_N0230W
PAPLA_00043	CGB_C9300C
PAPLA_00044	CGB_B0200W
PAPLA_00045	CGB_N0260C
PAPLA_00046	CGB_D2010C
PAPLA_00047	CGB_A8240C
PAPLA_00048	CGB_C2210W
PAPLA_00049	CGB_F1070W
PAPLA_00050	CGB_E0640C
PAPLA_00051	CGB_C9470W
PAPLA_00052	CGB_N2600C
PAPLA_00052	CGB_N2600C
PAPLA_00053	CGB_E6220C
PAPLA_00054	CGB_E5120W
PAPLA_00054	CGB_E5120W
PAPLA_00055	CGB_E5110C
PAPLA_00056	CGB_E6630C
PAPLA_00057	CGB_D3350C
PAPLA_00058	CGB_D3330C
PAPLA_00059	CGB_C9340C
PAPLA_00060	CGB_D9050W
PAPLA_00061	CGB_B1090C
PAPLA_00062	CGB_L0200C
PAPLA_00063	CGB_J2520C
PAPLA_00064	CGB_C9150C
PAPLA_00065	CGB_A4220C
PAPLA_00066	CGB_A4220C
PAPLA_00067	CGB_D0210C
PAPLA_00068	CGB_C9270C
PAPLA_00069	CGB_E5140C
PAPLA_00069	CGB_E5140C
PAPLA_00069	CGB_E5140C
PAPLA_00070	CGB_E6650C
PAPLA_00071	CGB_G1570W
PAPLA_00072	CGB_E6710C
PAPLA_00073	CGB_D4640C
PAPLA_00074	CGB_E6700C
PAPLA_00075	CGB_E6180C
PAPLA_00076	CGB_E6360W
PAPLA_00077	CGB_E6460C
PAPLA_00078	CGB_E6140C
PAPLA_00079	CGB_E6270C
PAPLA_00080	CGB_A6020W
PAPLA_00081	CGB_E6150C
PAPLA_00082	CGB_E6160W
PAPLA_00083	CGB_E5490W
PAPLA_00084	CGB_E6110C
PAPLA_00085	CGB_E6640W
PAPLA_00086	CGB_E6680C
PAPLA_00087	CGB_K2170C
PAPLA_00088	CGB_J1370C
PAPLA_00089	CGB_J1370C
PAPLA_00090	CGB_A7480W
PAPLA_00091	CGB_E6190W
PAPLA_00092	CGB_E6200C
PAPLA_00093	CGB_G6500C
PAPLA_00094	CGB_E6580C
PAPLA_00095	CGB_E6560C
PAPLA_00096	CGB_E6330C
PAPLA_00097	CGB_E6310W
PAPLA_00098	CGB_N0460W
PAPLA_00099	CGB_E6210W
PAPLA_00100	CGB_E6550W
PAPLA_00101	CGB_E6540C
PAPLA_00102	CGB_A6470C
PAPLA_00103	CGB_E6610W
PAPLA_00103	CGB_E6610W
PAPLA_00104	CGB_D2370W
PAPLA_00105	CGB_K4530C
PAPLA_00106	CGB_L0100C
PAPLA_00107	CGB_E4600W
PAPLA_00108	CGB_A0550W
PAPLA_00108	CGB_A0550W
PAPLA_00109	CGB_B6680W
PAPLA_00110	CGB_E6130C
PAPLA_00111	CGB_E6590W
PAPLA_00112	CGB_E6280W
PAPLA_00113	CGB_E6080W
PAPLA_00114	CGB_E6090C
PAPLA_00115	CGB_E6520W
PAPLA_00116	CGB_E6570W
PAPLA_00117	CGB_K2515W
PAPLA_00118	CGB_E6600C
PAPLA_00118	CGB_E6600C
PAPLA_00119	CGB_E6420C
PAPLA_00120	CGB_E5650C
PAPLA_00121	CGB_E5660W
PAPLA_00122	CGB_E5690C
PAPLA_00123	CGB_E5700C
PAPLA_00124	CGB_E5710W
PAPLA_00125	CGB_E6350C
PAPLA_00126	CGB_E6450W
PAPLA_00127	CGB_E6530W
PAPLA_00128	CGB_E5730C
PAPLA_00129	CGB_E6320W
PAPLA_00129	CGB_E6320W
PAPLA_00130	CGB_K2080W
PAPLA_00131	CGB_G3130W
PAPLA_00132	CGB_E6070C
PAPLA_00133	CGB_E5680C
PAPLA_00134	CGB_E5670W
PAPLA_00135	CGB_E5720C
PAPLA_00136	CGB_E6030C
PAPLA_00137	CGB_E6040C
PAPLA_00138	CGB_E5630W
PAPLA_00138	CGB_E5630W
PAPLA_00139	CGB_E5620C
PAPLA_00140	CGB_E5560W
PAPLA_00140	CGB_E5560W
PAPLA_00141	CGB_E5430W
PAPLA_00142	CGB_E5420C
PAPLA_00143	CGB_E5150C
PAPLA_00144	CGB_E5510W
PAPLA_00145	CGB_E5520C
PAPLA_00146	CGB_E5530W
PAPLA_00147	CGB_E5540C
PAPLA_00148	CGB_E5550W
PAPLA_00149	CGB_A5550C
PAPLA_00150	CGB_E5440W
PAPLA_00151	CGB_E5410W
PAPLA_00152	CGB_E5410W
PAPLA_00153	CGB_E5480C
PAPLA_00154	CGB_E5280W
PAPLA_00155	CGB_E4600W
PAPLA_00156	CGB_E5580W
PAPLA_00157	CGB_E5590C
PAPLA_00158	CGB_E5600W
PAPLA_00159	CGB_E5320C
PAPLA_00160	CGB_E5080W
PAPLA_00161	CGB_L3520C
PAPLA_00162	CGB_E5080W
PAPLA_00163	CGB_E5190W
PAPLA_00164	CGB_E5200C
PAPLA_00165	CGB_F0350C
PAPLA_00165	CGB_F0350C
PAPLA_00166	CGB_D3680W
PAPLA_00167	CGB_B2580W
PAPLA_00168	CGB_K4430C
PAPLA_00169	CGB_K4430C
PAPLA_00170	CGB_H2650C
PAPLA_00171	CGB_E2240W
PAPLA_00172	CGB_A0070W
PAPLA_00173	CGB_E5380W
PAPLA_00174	CGB_E5370W
PAPLA_00175	CGB_E5170C
PAPLA_00176	CGB_E5500W
PAPLA_00177	CGB_E5490W
PAPLA_00178	CGB_E5250C
PAPLA_00179	CGB_E5070C
PAPLA_00180	CGB_E5090C
PAPLA_00181	CGB_E5350C
PAPLA_00182	CGB_E5330W
PAPLA_00183	CGB_E5450C
PAPLA_00184	CGB_E5470C
PAPLA_00185	CGB_E5290W
PAPLA_00186	CGB_E5300C
PAPLA_00187	CGB_E4710W
PAPLA_00188	CGB_E5020W
PAPLA_00189	CGB_E5010C
PAPLA_00190	CGB_H1690W
PAPLA_00191	CGB_E4730W
PAPLA_00192	CGB_E4630C
PAPLA_00193	CGB_E4620W
PAPLA_00194	CGB_E5270W
PAPLA_00196	CGB_E5060W
PAPLA_00197	CGB_E5240C
PAPLA_00198	CGB_B2330W
PAPLA_00199	CGB_E5310W
PAPLA_00200	CGB_H3050C
PAPLA_00201	CGB_D4420C
PAPLA_00202	CGB_E4700W
PAPLA_00203	CGB_E4690C
PAPLA_00204	CGB_E4190C
PAPLA_00205	CGB_E4200W
PAPLA_00206	CGB_E4360C
PAPLA_00207	CGB_B1390W
PAPLA_00208	CGB_E4440W
PAPLA_00209	CGB_G1440C
PAPLA_00210	CGB_E4370W
PAPLA_00211	CGB_E4330W
PAPLA_00212	CGB_C6230C
PAPLA_00213	CGB_E4470W
PAPLA_00214	CGB_B0290C
PAPLA_00215	CGB_E4180W
PAPLA_00216	CGB_E5040W
PAPLA_00217	CGB_A6240W
PAPLA_00218	CGB_A8340W
PAPLA_00219	CGB_G2510W
