Reaction	LogFC_Par_AC_wo	LogFC_ATS_AC_wo	LogFC_Wo_ATS_Par	LogFC_Ac_ATS_Par
r_0001	NA	NA	NA	NA
r_0002	NA	NA	NA	NA
r_0004	NA	NA	NA	NA
r_0005	1.0221995868081	1.02850775734704	0.218493848469113	0.224802019008055
r_0006	1.0221995868081	1.02850775734704	0.218493848469113	0.224802019008055
r_0007	0.75976202191043	2.2303155735668	-0.0207864148255139	1.44976713683085
r_0013	NA	NA	NA	NA
r_0014	0.820358240781846	1.03770970804076	-0.0201116743858629	0.197239792873051
r_0015	0.820358240781846	1.03770970804076	-0.0201116743858629	0.197239792873051
r_0016	0.75976202191046	2.30974130455946	-0.0207864149085483	1.52919286774045
r_0017	NA	NA	NA	NA
r_0018	-5.63188877525513	44.2973321479621	-0.0726363936398625	49.8565845295773
r_0019	0.759762021909709	2.27994007407642	-0.0207864149288116	1.4993916372379
r_0020	NA	NA	NA	NA
r_0021	NA	NA	NA	NA
r_0022	NA	NA	NA	NA
r_0023	40.4711767243184	44.5517058741578	-2.70690846162102	1.3736206882184
r_0024	0.591798203342797	1.75633629704824	-0.0225837748380067	1.14195431886744
r_0025	0.56674469555961	1.74386392659934	-0.0225837748024468	1.15453545623729
r_0026	NA	NA	NA	NA
r_0027	0.759762021911111	1.60638286714307	-0.0207864149197873	0.825834430312171
r_0028	NA	NA	NA	NA
r_0029	0.772343159215421	2.16675026237015	-0.020786414936335	1.3736206882184
r_0030	NA	NA	NA	NA
r_0032	0.720341616360699	2.43296844297583	-0.0211791213569453	1.69144770525818
r_0033	0.759762021897519	2.21153247317979	-0.0207864149767365	1.43098403630554
r_0034	NA	NA	NA	NA
r_0035	NA	NA	NA	NA
r_0036	0.759762021962364	2.21153247309775	-0.0207864148426712	1.43098403629271
r_0037	NA	NA	NA	NA
r_0038	0.820358240781841	1.03770970804075	-0.0201116743858631	0.197239792873051
r_0039	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0040	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0041	NA	NA	NA	NA
r_0042	0.441566051569771	1.50485363077009	-0.0236708124718811	1.03961676672844
r_0043	NA	NA	NA	NA
r_0045	NA	NA	NA	NA
r_0057	0.946445102975027	2.43727351487948	-0.0207753285741104	1.47005308333034
r_0058	NA	NA	NA	NA
r_0060	0.901633334146104	2.29604043741275	-0.0207864150482529	1.3736206882184
r_0061	0.579325832933748	1.74386392662594	-0.022583774820212	1.14195431887198
r_0062	0.75976202190775	2.15531740924487	-0.0207864149131472	1.37476897242398
r_0063	0.759762021909709	2.27994007407642	-0.0207864149288116	1.4993916372379
r_0064	0.759762021911297	2.30974130456988	-0.0207864149120042	1.52919286774658
r_0065	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0066	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0067	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0068	NA	NA	NA	NA
r_0069	NA	NA	NA	NA
r_0072	0.772343159215421	2.16675026237015	-0.020786414936335	1.3736206882184
r_0073	NA	NA	NA	NA
r_0075	NA	NA	NA	NA
r_0079	0.720341616164639	2.11440374178793	-0.0211791215641432	1.37288300405914
r_0080	0.67662445913569	2.45424028633256	-0.0197733004307345	1.75784252676614
r_0081	0.820367487213452	1.0377540922571	-0.0201358184574253	0.197250786586226
r_0085	NA	NA	NA	NA
r_0086	NA	NA	NA	NA
r_0088	NA	NA	NA	NA
r_0089	NA	NA	NA	NA
r_0090	1.7597620219683	2.21153247308445	-0.0207864148258244	0.43098403629033
r_0091	NA	NA	NA	NA
r_0092	NA	NA	NA	NA
r_0095	NA	NA	NA	NA
r_0096	0.759762021900519	2.15531740923871	-0.0207864149112369	1.37476897242696
r_0097	0.759762021900519	2.15531740923871	-0.0207864149112369	1.37476897242696
r_0099	NA	NA	NA	NA
r_0100	-0.19180273051297	0.934395198084871	0.00562968127229991	1.13182760987014
r_0101	NA	NA	NA	NA
r_0102	0.946445103003132	2.43727351494088	-0.0207753285948881	1.47005308334286
r_0103	1.11296471365333	2.44611398316966	-0.00547578244337072	1.32767348707296
r_0104	-0.871863907492554	-0.180025879320906	-0.387399776752336	0.304438251419312
r_0105	1.94644510297126	2.43727351487948	-0.0207753285741104	0.470053083334104
r_0106	0.946445102975027	2.39525305735071	-0.0207753285741104	1.42803262580157
r_0107	-0.0535548970176214	1.43727351491287	-0.0207753286001482	1.47005308333034
r_0108	NA	NA	NA	NA
r_0109	0.990059641559749	2.43999588807019	-0.020786414913863	1.42914983159658
r_0111	0.82141550671961	1.762395978945	0.0169347737670405	0.957915245992433
r_0112	-0.113149985719475	0.964703114909402	0.0232183184844367	1.10107141911331
r_0113	0.759762021906445	2.21153247315365	-0.0207864149716307	1.43098403627558
r_0114	NA	NA	NA	NA
r_0115	0.595717859123143	1.91944115823874	-0.0223573724552987	1.3013659266603
r_0118	0.595717859123143	1.91944115823874	-0.0223573724552987	1.3013659266603
r_0120	0.946445102975027	2.39525305735071	-0.0207753285741104	1.42803262580157
r_0121	0.946445102975027	2.43727351487948	-0.0207753285741104	1.47005308333034
r_0122	NA	NA	NA	NA
r_0123	0.946445102975027	2.43727351487948	-0.0207753285741104	1.47005308333034
r_0124	0.808197269448278	1.93439519807605	0.00562968124237135	1.13182760987014
r_0125	0.946445102975027	2.43727351487948	-0.0207753285741104	1.47005308333034
r_0126	-0.546244864115585	0.0562741845477743	-0.136655340789348	0.465863707874011
r_0127	-0.546244864118865	0.0562741845410839	-0.136655340794063	0.465863707865886
r_0128	-0.546244864103209	0.056274184547042	-0.13665534078562	0.465863707864631
r_0129	-0.546244864094916	0.05627418454633	-0.136655340776817	0.465863707864428
r_0130	-0.546244864110755	0.0562741845449331	-0.136655340788802	0.465863707866886
r_0131	0.811580857694097	2.45958370716788	-0.020786414963797	1.62721643450998
r_0132	0.811580857628406	2.45958370719224	-0.0207864150558182	1.62721643450801
r_0133	0.811580857685826	2.45958370716767	-0.0207864149754913	1.62721643450635
r_0134	0.811580857691481	2.45958370719124	-0.0207864149912463	1.62721643450851
r_0135	0.811580857669212	2.45958370719428	-0.0207864150034892	1.62721643452158
r_0137	NA	NA	NA	NA
r_0139	NA	NA	NA	NA
r_0142	0.759718505377398	2.66034135282418	-0.0207754378322771	1.8798474096145
r_0143	0.759762021983601	2.21153247308293	-0.0207864148198663	1.43098403627947
r_0144	0.759718505377398	2.66034135282418	-0.0207754378322771	1.8798474096145
r_0145	NA	NA	NA	NA
r_0146	NA	NA	NA	NA
r_0147	0.759762021897519	2.21153247317979	-0.0207864149767365	1.43098403630554
r_0148	0.779318254616497	1.34675803502238	0.0387706292624965	0.60621040966838
r_0149	0.759762021912136	2.06770417740981	-0.0207864149613067	1.28715574053637
r_0150	1.75976202188456	2.21153247308756	0.979213585089847	1.43098403629285
r_0151	0.720341616164639	2.11440374178793	-0.0211791215641432	1.37288300405914
r_0152	0.759762021974432	2.21153247307266	-0.020786414830787	1.43098403626744
r_0153	0.759762021974432	2.21153247307266	-0.020786414830787	1.43098403626744
r_0154	0.759762021892293	2.52206716715814	-0.0207864149573381	1.74151873030851
r_0156	-0.476383853992263	0.217962435494077	-0.133650331125237	0.560695958361103
r_0157	0.591959714849117	1.00608818248665	-0.111710657867068	0.302417809770462
r_0163	0	0	0	0
r_0164	NA	NA	NA	NA
r_0165	-0.0989257640881622	0.000418380967448782	-7.72172187731689E-05	0.0992669278368379
r_0166	0.759762021900563	2.29606334252262	0.979213585024018	2.51551490564607
r_0167	0.759762021886698	2.29606334260314	-0.0207864150601001	1.51551490565635
r_0168	0.759762022008033	2.32777917332098	-0.0207864148601413	1.54723073645281
r_0169	NA	NA	NA	NA
r_0170	NA	NA	NA	NA
r_0171	NA	NA	NA	NA
r_0172	NA	NA	NA	NA
r_0173	-0.423369878543849	0.0794928522810627	0.046766506270078	0.54962923709499
r_0174	0.195729218449759	1.05928562962243	0.0179250528755347	0.88148146404821
r_0175	0.246678709932089	1.52719545342336	-0.185086070525504	1.09543067296576
r_0176	NA	NA	NA	NA
r_0177	NA	NA	NA	NA
r_0178	NA	NA	NA	NA
r_0179	0.77154207460616	1.16173096556053	-0.0207864149492075	0.369402476005159
r_0180	0.771542074637126	2.16173096552894	-0.0207864148908445	1.36940247600097
r_0181	0.771260409386283	2.19650476385359	-0.020786415049363	1.40445793941795
r_0182	0.759762021931832	2.14995091280997	-0.0207864148895351	1.3694024759886
r_0183	0.759762021911951	2.14995091285782	-0.0207864149363082	1.36940247600956
r_0184	0.75976202200218	2.19363874697063	-0.0207864148244949	1.41309031014395
r_0185	NA	NA	NA	NA
r_0186	0.759762021903452	2.35346332984762	-0.0207864149514341	1.57291489299274
r_0187	0.759762021923103	2.35346332990192	-0.0207864149912474	1.57291489298757
r_0188	NA	NA	NA	NA
r_0189	NA	NA	NA	NA
r_0190	NA	NA	NA	NA
r_0191	0.759762021917372	2.7016987007893	-0.0207864149249114	1.92115026394702
r_0192	NA	NA	NA	NA
r_0193	0.759762021988032	2.21153247311552	-0.0207864149444953	1.43098403618299
r_0194	0.759762021983589	2.21153247316607	-0.0207864149036999	1.43098403627878
r_0195	0.73349501972456	2.04372789130659	0.0662011856688992	1.37643405725093
r_0198	NA	NA	NA	NA
r_0201	NA	NA	NA	NA
r_0202	0.759762021853247	2.36438418445599	-0.0207864149670255	1.58383574763571
r_0203	0.759762021853247	2.36438418445599	-0.0207864149670255	1.58383574763571
r_0205	NA	NA	NA	NA
r_0206	0.759762021874646	2.12077764176915	-0.0207864149647107	1.34022920492979
r_0207	1.6027555957351	3.67958245049479	-3.11457041732469	-1.037743562565
r_0208	1.80735516851468	NA	NA	-0.807355647205079
r_0209	0.591940693076497	1.00608607619947	-0.111664784795416	0.302480598327561
r_0210	NA	NA	NA	NA
r_0211	0.759762021913105	2.21153247312463	-0.0207864149454023	1.43098403626613
r_0212	0.591918662912992	1.00606925328443	-0.111745307075331	0.302405283296103
r_0213	NA	NA	NA	NA
r_0214	0.74087294637541	2.32227880978967	-0.0160603529467796	1.56534551046748
r_0215	0.759762021888258	2.27474637452909	-0.0207864149139902	1.49419793772684
r_0216	NA	NA	0.0737221334433025	NA
r_0217	-0.838976609656309	2.2656600402455E-06	5.65065877039974E-07	0.838979440382227
r_0218	2.2696873181783	4.20534829891498	-0.0198015864571626	1.91585939427951
r_0219	0.759762021888258	2.27474637452909	-0.0207864149139902	1.49419793772684
r_0220	0.143805933098922	0.286683208586464	-0.028658339728738	0.114218935758805
r_0225	0.75976202191043	2.2303155735668	-0.0207864148255139	1.44976713683085
r_0226	0.59613750752815	1.89013204133457	-0.00265648771545655	1.29133804609097
r_0227	0.759762021879092	2.21153247325342	-0.020786415073864	1.43098403630047
r_0228	NA	NA	NA	NA
r_0229	NA	NA	NA	NA
r_0230	NA	NA	NA	NA
r_0231	0.770356851724722	1.63386879303229	-0.0207864150654038	0.842725526242162
r_0233	0.768933667790688	1.71328175934735	-0.0207864148960933	0.923561676660567
r_0234	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0235	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0236	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0237	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0238	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0239	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0240	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0241	0.769545143041104	1.74845713605974	-0.0207864148318407	0.958125578186791
r_0242	0.768933667790688	1.71328175934735	-0.0207864148960933	0.923561676660567
r_0243	0.769148449210078	1.69204808217911	-0.0207864148687431	0.902113218100289
r_0244	0.768829921402912	1.72668163881719	-0.0207864148949907	0.937065302519286
r_0250	0.706324536650705	2.11700893440983	-0.0207928731743652	1.38989152458476
r_0252	0.713647605842119	1.90919554173641	0.0032094378284968	1.19875737372279
r_0253	0.943814540630427	2.39558499183371	-0.020786414919274	1.43098403628401
r_0254	0.713647605842119	1.90919554173641	0.0032094378284968	1.19875737372279
r_0255	0.759762021906351	2.71620131667611	-0.0207864149019334	1.93565287986782
r_0256	0.944288308411121	2.39305185018691	-0.0207309159601124	1.42803262581568
r_0259	NA	NA	NA	NA
r_0260	NA	NA	NA	NA
r_0261	NA	NA	NA	NA
r_0262	NA	NA	NA	NA
r_0263	NA	NA	NA	NA
r_0264	NA	NA	NA	NA
r_0265	NA	NA	NA	NA
r_0266	NA	NA	NA	NA
r_0267	NA	NA	NA	NA
r_0268	NA	NA	NA	NA
r_0269	NA	NA	NA	NA
r_0270	NA	NA	NA	NA
r_0271	NA	NA	NA	NA
r_0272	NA	NA	NA	NA
r_0273	0.151472384287135	0.490846293075701	-0.020786414956295	0.318587493832271
r_0274	0.151472384287135	0.490846293075701	-0.020786414956295	0.318587493832271
r_0278	0.759762021916552	2.28222337061592	-0.0207864148906635	1.50167493380871
r_0279	0.759762021896453	2.29195857507356	-0.0207864149136932	1.51141013826341
r_0280	0.908469340792564	NA	0.0517404874022433	NA
r_0281	NA	NA	NA	NA
r_0282	NA	NA	NA	NA
r_0283	NA	NA	NA	NA
r_0284	NA	NA	NA	NA
r_0285	NA	NA	NA	NA
r_0286	NA	NA	NA	NA
r_0287	NA	NA	NA	NA
r_0288	NA	NA	NA	NA
r_0289	NA	NA	NA	NA
r_0290	NA	NA	NA	NA
r_0291	NA	NA	NA	NA
r_0292	NA	NA	NA	NA
r_0293	NA	NA	NA	NA
r_0294	NA	NA	NA	NA
r_0295	NA	NA	NA	NA
r_0296	NA	NA	NA	NA
r_0297	NA	NA	NA	NA
r_0298	NA	NA	NA	NA
r_0299	NA	NA	NA	NA
r_0300	0.519498229745886	1.94988379882038	-0.00639018658196504	1.42399538249253
r_0301	0.95637416656463	2.40747545136692	-0.0207864149676179	1.43031486983467
r_0302	NA	NA	NA	NA
r_0303	0.67739960894196	0.647173050006761	0.0206167660914175	-0.00960979284378169
r_0304	0.820367487211197	1.03775409226042	-0.0201358184587717	0.197250786590449
r_0306	0.747205616147028	2.36484939213503	-0.0176361812697484	1.60000759471825
r_0307	0.747205616150577	2.34377020133942	-0.017636181175153	1.57892840401369
r_0308	0.759762021940531	2.02065064446085	-0.0207864149502764	1.24010220757004
r_0309	0.75457393119561	1.01467270660592	-0.0208389128070181	0.239259862603292
r_0310	-0.632026298597241	-0.176673672974559	-0.143340977545675	0.312011648077007
r_0311	0.493754062595292	1.70011090746295	-0.0232392434085358	1.18311760145912
r_0312	0.589636572472601	2.19496675431184	-0.0224078674941084	1.58292231434513
r_0313	0.591925778300489	1.00607433129065	-0.111690582638857	0.302457970351305
r_0315	-0.63209450706185	-0.176729982630065	-0.143341890500111	0.312022633931673
r_0317	0.770356851724722	1.63386879303229	-0.0207864150654038	0.842725526242162
r_0320	NA	NA	NA	NA
r_0321	NA	NA	NA	NA
r_0322	NA	NA	NA	NA
r_0323	NA	NA	NA	NA
r_0326	0.755717704878283	9.67344982984624	-7.32083746037306	1.5968946645949
r_0327	0.759762021937739	2.21153247315156	-0.0207864149472335	1.43098403626659
r_0330	0.759818448855334	2.21171276772948	-0.0208006493523776	1.43109366952176
r_0331	NA	NA	NA	NA
r_0344	0.757819457980258	2.37939667404044	-0.0202968057201569	1.60128041034002
r_0345	NA	NA	NA	NA
r_0346	NA	NA	NA	NA
r_0347	NA	NA	NA	NA
r_0348	NA	NA	NA	NA
r_0349	0.0599432650546103	0.377349269325119	-1.49897894571439	-1.18157294144388
r_0350	NA	NA	NA	NA
r_0351	NA	NA	NA	NA
r_0352	0.759762021904819	2.15531740924382	-0.0207864149120487	1.37476897242696
r_0353	0.759762021910514	2.30974130455946	-0.0207864149084938	1.52919286774045
r_0354	0.236690485330115	1.21744316887761	0.0149418326111919	0.995694516158691
r_0355	0.77083661589746	1.60025392938508	-0.0207864148740046	0.808630898613616
r_0356	NA	NA	NA	NA
r_0357	NA	NA	NA	NA
r_0360	NA	NA	NA	NA
r_0361	1.43464525531316	0.61925555119887	-0.132402906556868	-0.947792610671153
r_0362	0.986510191154465	-0.100184948814733	-0.0493163949939496	-1.13601153496315
r_0363	0.759762021956948	2.21153247306099	-0.0207864148416616	1.43098403626238
r_0364	0.759762021902872	2.21153247305747	-0.0207864148880153	1.43098403626659
r_0366	0.690836544289897	NA	-0.0210139599503445	NA
r_0368	NA	NA	NA	NA
r_0369	NA	NA	NA	NA
r_0370	NA	NA	NA	NA
r_0373	NA	NA	NA	NA
r_0436	0.820367487211197	1.03775409226042	-0.0201358184587717	0.197250786590449
r_0438	0.667343742213107	1.8915699204118	-0.0207863956319326	1.20343978256676
r_0439	0.667343742213107	1.8915699204118	-0.0207863956319326	1.20343978256676
r_0443	NA	NA	NA	NA
r_0445	0.460929924998269	0.743321210996279	0.110289521794111	0.392680807792121
r_0446	0.367924410946181	1.24483676109872	-0.0232237014944775	0.853688648658066
r_0447	NA	NA	-0.0242396700656103	NA
r_0448	0.759762021975076	2.21153247308445	-0.0207864148258244	1.43098403628355
r_0449	0.759762021899569	2.21153247316	-0.0207864149751086	1.43098403628532
r_0450	-0.361294617191034	-0.178238070718491	0.0336479405853404	0.216704487057883
r_0451	0.564337024555303	1.40770988229486	0.323836384670219	1.16720924240978
r_0452	0.138899446233122	0.211030603203714	-0.0213025663319043	0.050828590638687
r_0453	0.757819457986186	2.37939667403042	-0.0202968057169601	1.60128041032728
r_0454	0.759762021915517	2.21153247310363	-0.0207864149126911	1.43098403627542
r_0455	NA	NA	NA	NA
r_0457	NA	NA	NA	NA
r_0458	NA	NA	NA	NA
r_0459	0	0	0	0
r_0460	0.759762021885477	2.21153247313604	-0.0207864149663134	1.43098403628425
r_0462	0.77083661589746	1.60025392938508	-0.0207864148740046	0.808630898613616
