Rxns	ranges	m1000lux	maxFlux
t_0979	0.099834844848813	0	0.099834844848813
t_0981	0.0998348448488134	0	0.0998348448488134
t_0983	0.0998348448488087	0	0.0998348448488087
t_0985	0.099834844848813	0	0.099834844848813
t_0986	0.10173141808889	0	0.10173141808889
t_0987	0.0998348448488134	0	0.0998348448488134
t_0988	0.101731418089083	0	0.101731418089083
t_0989	0.0998348448488104	0	0.0998348448488104
t_0992	0	0	0
t_0995	0	0	0
t_1000	0	0	0
t_1001	0	0	0
t_1004	0	0	0
t_1007	0	0	0
t_1012	0	0	0
t_1013	0	0	0
t_1018	0	0	0
t_1019	0	0	0
t_1022_EXP_1	0	0	0
t_1022_EXP_2	0	0	0
t_1025	0	0	0
t_1028	0	0	0
t_1031	0	0	0
t_1034	0	0	0
t_1037	0	0	0
t_1042	0	0	0
t_1043	0	0	0
t_1048_EXP_1	0.101729815520301	0	0.101729815520301
t_1048_EXP_2	0.101729815520301	0	0.101729815520301
t_1049_EXP_1	0.0998330896337504	0	0.0998330896337504
t_1049_EXP_2	0.0998330896337504	0	0.0998330896337504
t_1054	1000	0	1000
t_1054_REV	1000	0	1000
t_1055	1000	0	1000
t_1055_REV	1000	0	1000
t_1058	0	0	0
t_1063	1000	0	1000
t_1063_REV	1000	0	1000
t_1064	1000	0	1000
t_1064_REV	1000	0	1000
t_1069	0.186973598808627	0	0.186973598808627
t_1070	0.186973598812295	0	0.186973598812295
t_1075	0	0	0
t_1076	0	0	0
t_1079	0.00582365350468715	0	0.00582365350468715
t_1079_REV	0.0107148168791551	0	0.0107148168791551
t_1080	0.00582365352020412	0	0.00582365352020412
t_1080_REV	0.0107183143200724	0	0.0107183143200724
t_1081	0.00582501898864916	0	0.00582501898864916
t_1081_REV	0.0107148527356359	0	0.0107148527356359
t_1083	0.00582365383545086	0	0.00582365383545086
t_1083_REV	0.0107148527356444	0	0.0107148527356444
t_1084	0.00582367089658375	0	0.00582367089658375
t_1084_REV	0.0107182798919091	0	0.0107182798919091
t_1085	0.0058236535188954	0	0.0058236535188954
t_1085_REV	0.0107148133860816	0	0.0107148133860816
t_1086	0.00582365307336611	0	0.00582365307336611
t_1086_REV	0.0107884773438569	0	0.0107884773438569
t_1087	0.00582365307336574	0	0.00582365307336574
t_1087_REV	0.010714813386063	0	0.010714813386063
t_1088	0.00582365307336611	0	0.00582365307336611
t_1088_REV	0.0107182479692595	0	0.0107182479692595
t_1089	0.00582365307202167	0	0.00582365307202167
t_1089_REV	0.0107148133861041	0	0.0107148133861041
t_1090	0.00582367089658511	0	0.00582367089658511
t_1090_REV	0.0107885114722227	0	0.0107885114722227
t_1091	0.00582365307338932	0	0.00582365307338932
t_1091_REV	0.0107148133860908	0	0.0107148133860908
t_1092	0.00582365307202139	0	0.00582365307202139
t_1092_REV	0.0107182479669	0	0.0107182479669
t_1097_EXP_1	0.0107148175040555	0	0.0107148175040555
t_1097_EXP_2	0.0107148175040555	0	0.0107148175040555
t_1098_EXP_1	0.0107181515918566	0	0.0107181515918566
t_1098_EXP_2	0.0107181515918566	0	0.0107181515918566
t_1103	0	0	0
t_1104	0	0	0
t_1109_EXP_1	0	0	0
t_1109_EXP_2	0	0	0
t_1109_EXP_3	0	0	0
t_1110_EXP_1	0	0	0
t_1110_EXP_2	0	0	0
t_1110_EXP_3	0	0	0
t_1113	0.00582365350468443	0	0.00582365350468443
t_1113_REV	0.00582365350468435	0	0.00582365350468435
t_1114	0.00582365383515055	0	0.00582365383515055
t_1114_REV	0.00582365307336567	0	0.00582365307336567
t_1115	0.0110690159684828	0	0.0110690159684828
t_1115_REV	0.0107148288918299	0	0.0107148288918299
t_1117	0.00582365274390914	0	0.00582365274390914
t_1117_REV	0.005823671660014	0	0.005823671660014
t_1118	0.00582365384890962	0	0.00582365384890962
t_1118_REV	0.00582367089658389	0	0.00582367089658389
t_1119	0.00582365307336593	0	0.00582365307336593
t_1119_REV	0.0107148275534276	0	0.0107148275534276
t_1120	0.00582365383545077	0	0.00582365383545077
t_1120_REV	0.00945774870094025	0	0.00945774870094025
t_1121	0.00582367089658385	0	0.00582367089658385
t_1121_REV	0.00582365307336609	0	0.00582365307336609
t_1122	0.00582365350471877	0	0.00582365350471877
t_1122_REV	0.00582365307336607	0	0.00582365307336607
t_1123	0.00582365307336611	0	0.00582365307336611
t_1123_REV	0.0107148267610034	0	0.0107148267610034
t_1124	0.00582365350468438	0	0.00582365350468438
t_1124_REV	0.00945774793806725	0	0.00945774793806725
t_1125	0.00582365350471868	0	0.00582365350471868
t_1125_REV	0.00582365307336591	0	0.00582365307336591
t_1126	0.0058236535047187	0	0.0058236535047187
t_1126_REV	0.00582365307204706	0	0.00582365307204706
t_1131	0	0	0
t_1132	0	0	0
t_1137	0.101729815520301	0	0.101729815520301
t_1138	0.0998330896337504	0	0.0998330896337504
t_1143	0	0	0
t_1144	0	0	0
t_1149_EXP_1	0	0	0
t_1149_EXP_2	0	0	0
t_1150_EXP_1	0	0	0
t_1150_EXP_2	0	0	0
t_1155	0	0	0
t_1156	0	0	0
t_1161	0	0	0
t_1162	0	0	0
t_1167	0	0	0
t_1168	0	0	0
t_1173	0.186973598827823	0	0.186973598827823
t_1174	0.186973598827823	0	0.186973598827823
t_1179	0	0	0
t_1180	0	0	0
t_1185_EXP_1	0.1869735988525	0	0.1869735988525
t_1185_EXP_2	0.186973598807255	0	0.186973598807255
t_1186_EXP_1	0.186973598848358	0	0.186973598848358
t_1186_EXP_2	0.186973598801557	0	0.186973598801557
t_1191	0	0	0
t_1192	0	0	0
t_1197	0	0	0
t_1198	0	0	0
t_1203	0	0	0
t_1204	0	0	0
t_1209	0	0	0
t_1210	0	0	0
t_1215_EXP_1	0.186973598809949	0	0.186973598809949
t_1215_EXP_2	0.1869735987996	0	0.1869735987996
t_1216_EXP_1	0.186973598809949	0	0.186973598809949
t_1216_EXP_2	0.186973598791333	0	0.186973598791333
t_1221_EXP_1	0.186973598837864	0	0.186973598837864
t_1221_EXP_2	0.186973598827192	0	0.186973598827192
t_1222_EXP_1	0.186973598837864	0	0.186973598837864
t_1222_EXP_2	0.186973598827192	0	0.186973598827192
t_1227	0	0	0
t_1228	0	0	0
t_1233	0	0	0
t_1234	0	0	0
t_1239	0.186973598770944	0	0.186973598770944
t_1240	0.186973598770944	0	0.186973598770944
t_1245	0	0	0
t_1246	0	0	0
t_1251	0	0	0
t_1252	0	0	0
t_1257	0.186973598770944	0	0.186973598770944
t_1258	0.186973598770944	0	0.186973598770944
t_1263	0.186973598827823	0	0.186973598827823
t_1264	0.186973598827823	0	0.186973598827823
t_1269_EXP_1	0	0	0
t_1269_EXP_2	0	0	0
t_1270_EXP_1	0	0	0
t_1270_EXP_2	0	0	0
t_1275_EXP_1	0.186973598822028	0	0.186973598822028
t_1275_EXP_2	0.18697359882105	0	0.18697359882105
t_1276_EXP_1	0.186973598783153	0	0.186973598783153
t_1276_EXP_2	0.186973598788461	0	0.186973598788461
t_1281	0	0	0
t_1282	0	0	0
t_1287	0	0	0
t_1288	0	0	0
t_1293	0	0	0
t_1294	0	0	0
t_1299_EXP_1	0	0	0
t_1299_EXP_2	0	0	0
t_1300_EXP_1	0	0	0
t_1300_EXP_2	0	0	0
t_1305	0	0	0
t_1306	0	0	0
t_1311	0	0	0
t_1312	0	0	0
t_1314	0.099834844848813	0	0.099834844848813
t_1316	0.0998348448488134	0	0.0998348448488134
t_1318	0.0998348448488087	0	0.0998348448488087
t_1320	0.099834844848813	0	0.099834844848813
t_1321	0.10173141808889	0	0.10173141808889
t_1322	0.0998348448488134	0	0.0998348448488134
t_1323	0.101731418089083	0	0.101731418089083
t_1324	0.0998348448488104	0	0.0998348448488104
t_1325	0.000220868862465019	0	0.000220868862465019
t_1326	0.00022145586144728	0	0.00022145586144728
t_1327	0.000213021108684532	0	0.000213021108684532
t_1328	0.000213567754613703	0	0.000213567754613703
t_1329	0	0	0
t_1330	0	0	0
t_1331	7.14491606755416E-05	0	7.14491606755416E-05
t_1332	7.16507736514144E-05	0	7.16507736514144E-05
t_1333	6.87624838997464E-05	0	6.87624838997464E-05
t_1334	6.89486199351524E-05	0	6.89486199351524E-05
t_1335	0	0	0
t_1336	0	0	0
t_1337	5.07900518002191E-05	0	5.07900518002191E-05
t_1338	5.09129480554958E-05	0	5.09129480554958E-05
t_1339	4.91424338183579E-05	0	4.91424338183579E-05
t_1340	4.92574617072996E-05	0	4.92574617072996E-05
t_1341	0	0	0
t_1342	0	0	0
t_1343	8.92473020711865E-05	0	8.92473020711865E-05
t_1344	8.94902099325561E-05	0	8.94902099325561E-05
t_1345	8.60060616678389E-05	0	8.60060616678389E-05
t_1346	8.62318309025813E-05	0	8.62318309025813E-05
t_1347	0	0	0
t_1348	0	0	0
t_1349	0.0039042276154439	0	0.0039042276154439
t_1350	0.00693150604155638	0	0.00693150604155638
t_1351	0.00693150604155644	0	0.00693150604155644
t_1352	0.00490403076669953	0	0.00490403076669953
t_1353	0.00128153939251107	0	0.00128153939251107
t_1354	0.00128153939251007	0	0.00128153939251007
t_1355	0.00128153939251091	0	0.00128153939251091
t_1356	0.00128153939251109	0	0.00128153939251109
t_1357	0	0	0
t_1358	0	0	0
t_1359	0	0	0
t_1360	0	0	0
t_1361	0.00081101888038733	0	0.00081101888038733
t_1362	0.000782907181852806	0	0.000782907181852806
t_1363	0.00271260493668238	0	0.00271260493668238
t_1364	0.00272635540733019	0	0.00272635540733019
t_1365	0	0	0
t_1366	0	0	0
t_1367	5.31511366939243E-06	0	5.31511366939243E-06
t_1368	0	0	0
t_1369	0	0	0
t_1370	0.000673815664494489	0	0.000673815664494489
t_1371	0.000676110778065824	0	0.000676110778065824
t_1372	0.00064346928676577	0	0.00064346928676577
t_1373	0.000645562081450951	0	0.000645562081450951
t_1374	0	0	0
t_1375	0	0	0
t_1376	0	0	0
t_1377	0	0	0
t_1378	0	0	0
t_1379	0	0	0
t_1380	0	0	0
t_1381	0	0	0
y200001	0.00381710203833817	0	0.00381710203833817
y200002_EXP_1	1000	0	1000
y200002_EXP_2	1000	0	1000
y200002_REV_EXP_1	1000	0	1000
y200002_REV_EXP_2	1000	0	1000
y200003	0.257030010972127	0	0.257030010972127
y200008	223.464675036158	0	223.464675036158
y200015	0	0	0
y200016	0	0	0
y200017	274.808488828643	0	274.808488828643
y200017_REV	274.808488828643	0	274.808488828643
y200019	0	0	0
y200020	0	0	0
y200021	0	0	0
y200022_EXP_1	10.9625579685843	0	10.9625579685843
y200022_EXP_2	32.1154387220981	0	32.1154387220981
y200022_REV_EXP_1	10.9625351513029	0	10.9625351513029
y200022_REV_EXP_2	32.1153910224395	0	32.1153910224395
y200023_EXP_1	10.9625416863104	0	10.9625416863104
y200023_EXP_2	32.1153910222488	0	32.1153910222488
y200023_REV_EXP_1	10.9625579685848	0	10.9625579685848
y200023_REV_EXP_2	32.1154195774198	0	32.1154195774198
y200024_EXP_1	10.9625416863109	0	10.9625416863109
y200024_EXP_2	32.1153910222616	0	32.1153910222616
y200024_REV_EXP_1	10.9625416863094	0	10.9625416863094
y200024_REV_EXP_2	32.1154893185923	0	32.1154893185923
y200025_EXP_1	6.60930998440549	0	6.60930998440549
y200025_EXP_2	10.9625351513035	0	10.9625351513035
y200025_REV_EXP_1	10.9625416863164	0	10.9625416863164
y200025_REV_EXP_2	0.0157905716309369	0	0.0157905716309369
y200026_EXP_1	6.60930998444459	0	6.60930998444459
y200026_EXP_2	10.9625416863105	0	10.9625416863105
y200026_REV_EXP_1	10.9625416863092	0	10.9625416863092
y200026_REV_EXP_2	0.0157905695680363	0	0.0157905695680363
y200027_EXP_1	10.9625416863456	0	10.9625416863456
y200027_EXP_2	32.1153910222659	0	32.1153910222659
y200027_REV_EXP_1	10.9625416862518	0	10.9625416862518
y200027_REV_EXP_2	32.1153910224569	0	32.1153910224569
y200028_EXP_1	6.60933021364323	0	6.60933021364323
y200028_EXP_2	10.9625416862515	0	10.9625416862515
y200028_REV_EXP_1	10.9625752395666	0	10.9625752395666
y200028_REV_EXP_2	0.0157905695680451	0	0.0157905695680451
y200029_EXP_1	6.6093099844444	0	6.6093099844444
y200029_EXP_2	10.9625416862461	0	10.9625416862461
y200029_REV_EXP_1	10.9625416862484	0	10.9625416862484
y200029_REV_EXP_2	0.0157905695680359	0	0.0157905695680359
y200030_EXP_1	10.9625416863107	0	10.9625416863107
y200030_EXP_2	32.1153910224388	0	32.1153910224388
y200030_REV_EXP_1	10.9625416863092	0	10.9625416863092
y200030_REV_EXP_2	32.1154893184068	0	32.1154893184068
y200031_EXP_1	10.9625416863094	0	10.9625416863094
y200031_EXP_2	32.1154893185909	0	32.1154893185909
y200031_REV_EXP_1	10.962575239495	0	10.962575239495
y200031_REV_EXP_2	32.1153910224341	0	32.1153910224341
y200032_EXP_1	6.60933021367772	0	6.60933021367772
y200032_EXP_2	10.9625416862459	0	10.9625416862459
y200032_REV_EXP_1	10.9625416862453	0	10.9625416862453
y200032_REV_EXP_2	0.015790569568036	0	0.015790569568036
y200033_EXP_1	6.60930998440496	0	6.60930998440496
y200033_EXP_2	10.9625752395598	0	10.9625752395598
y200033_REV_EXP_1	10.9625416862457	0	10.9625416862457
y200033_REV_EXP_2	0.0157905695680362	0	0.0157905695680362
y200034_EXP_1	6.60930998440563	0	6.60930998440563
y200034_EXP_2	10.962541686246	0	10.962541686246
y200034_REV_EXP_1	10.9625416862457	0	10.9625416862457
y200034_REV_EXP_2	0.0157905695680364	0	0.0157905695680364
y200035_EXP_1	10.9625416863107	0	10.9625416863107
y200035_EXP_2	32.1153910224388	0	32.1153910224388
y200035_REV_EXP_1	10.962575239495	0	10.962575239495
y200035_REV_EXP_2	32.1153910222448	0	32.1153910222448
y200036_EXP_1	10.9625416863098	0	10.9625416863098
y200036_EXP_2	32.1153718777574	0	32.1153718777574
y200036_REV_EXP_1	10.9625416863099	0	10.9625416863099
y200036_REV_EXP_2	32.1153910222495	0	32.1153910222495
y300001_EXP_1	1000	0	1000
y300001_EXP_2	1000	0	1000
y300001_EXP_3	1000	0	1000
y300001_EXP_4	1000	0	1000
y300001_REV_EXP_1	1000	0	1000
y300001_REV_EXP_2	1000	0	1000
y300001_REV_EXP_3	1000	0	1000
y300001_REV_EXP_4	1000	0	1000
y300002_EXP_1	1000	0	1000
y300002_EXP_2	1000	0	1000
y300002_EXP_3	1000	0	1000
y300002_EXP_4	1000	0	1000
y300002_REV_EXP_1	1000	0	1000
y300002_REV_EXP_2	1000	0	1000
y300002_REV_EXP_3	1000	0	1000
y300002_REV_EXP_4	1000	0	1000
y300004_EXP_1	1000	0	1000
y300004_EXP_2	1000	0	1000
y300004_EXP_3	0.204146453884363	0	0.204146453884363
y300004_REV_EXP_1	1000	0	1000
y300004_REV_EXP_2	228.334092692206	0	228.334092692206
y300004_REV_EXP_3	0.204150023404325	0	0.204150023404325
y300006_EXP_1	1000	0	1000
y300006_EXP_2	1000	0	1000
y300006_EXP_3	0.204146453884408	0	0.204146453884408
y300006_REV_EXP_1	1000	0	1000
y300006_REV_EXP_2	228.334092692197	0	228.334092692197
y300006_REV_EXP_3	0.204150023404328	0	0.204150023404328
y300008_EXP_1	1000	0	1000
y300008_EXP_2	1000	0	1000
y300008_EXP_3	0.204146453884355	0	0.204146453884355
y300008_REV_EXP_1	1000	0	1000
y300008_REV_EXP_2	228.333956577316	0	228.333956577316
y300008_REV_EXP_3	0.204150023404344	0	0.204150023404344
y300009	9.82024409937332E-05	0.00970993129581695	0.00980813373681068
y300014	0	0	0
y300017	1000	0	1000
y300017_REV	1000	0	1000
y300021_EXP_1	1000	0	1000
y300021_EXP_2	1000	0	1000
y300021_EXP_3	1000	0	1000
y300021_EXP_4	1000	0	1000
y300021_REV_EXP_1	1000	0	1000
y300021_REV_EXP_2	1000	0	1000
y300021_REV_EXP_3	1000	0	1000
y300021_REV_EXP_4	1000	0	1000
y300025_EXP_1	0	0	0
y300025_EXP_2	0	0	0
y300025_EXP_3	0	0	0
y300025_EXP_4	0	0	0
y300026_EXP_1	0	0	0
y300026_EXP_2	0	0	0
y300026_EXP_3	0	0	0
y300031	0	0	0
y300032	0	0	0
y300040_EXP_1	1000	0	1000
y300040_EXP_2	1000	0	1000
y300040_REV_EXP_1	1000	0	1000
y300040_REV_EXP_2	1000	0	1000
y300044_EXP_1	0	0	0
y300044_EXP_2	0	0	0
y300045_EXP_1	0	0	0
y300045_EXP_2	0	0	0
y300046_EXP_1	0	0	0
y300046_EXP_2	0	0	0
y300048_EXP_1	0	0	0
y300048_EXP_2	0	0	0
y300048_EXP_3	0	0	0
y300050	0.186973598798276	0	0.186973598798276
y300051	0.0934867993981782	0	0.0934867993981782
y300052_EXP_1	0.0934867993981782	0	0.0934867993981782
y300052_EXP_2	0.0934867993981782	0	0.0934867993981782
y300054_EXP_1	166.68323808237	0	166.68323808237
y300054_EXP_2	1000	0	1000
y300054_REV_EXP_1	1000	0	1000
y300054_REV_EXP_2	573.361517488598	0	573.361517488598
y300055_EXP_1	0.0934867994021326	0	0.0934867994021326
y300055_EXP_2	0.0934867994080332	0	0.0934867994080332
y300056_EXP_1	0	0	0
y300056_EXP_2	0	0	0
y300056_EXP_3	0	0	0
y300056_EXP_4	0	0	0
y300058_EXP_1	0	0	0
y300058_EXP_2	0	0	0
y300058_EXP_3	0	0	0
y300059	409.452572391183	0	409.452572391183
y300059_REV	409.453825612464	0	409.453825612464
y300060	0.11218415926253	0	0.11218415926253
y300061	0.112184159297564	0	0.112184159297564
y300062	0.00315194873273052	0	0.00315194873273052
y300063_EXP_1	1000	0	1000
y300063_EXP_2	1000	0	1000
y300063_REV_EXP_1	1000	0	1000
y300063_REV_EXP_2	1000	0	1000
y300065	2.37307171811349	0	2.37307171811349
y300065_REV	2.46498796757829	0	2.46498796757829
y300066	401.037905004544	0	401.037905004544
y300066_REV	401.014540081101	0	401.014540081101
y300067	599.365191276107	0	599.365191276107
y300067_REV	599.365191276107	0	599.365191276107
y300068	0	0	0
y300069	0.112184159283701	0	0.112184159283701
y300070	0	0	0
y300072_EXP_1	0	0	0
y300072_EXP_2	0	0	0
y300073	0.112184159263307	0	0.112184159263307
y300074	0.186967775078324	0	0.186967775078324
y300075	0.186973598806417	0	0.186973598806417
y300078	0	0	0
