Reaction	Log10_ParWo	Log10_ParAc	Log10_ATSWo	Log10_ATSAc
r_0255	-1.10807737800431	-0.879366219844184	-1.11433471239211	-0.296676641810601
r_0256	-1.0219830421013	-0.737723936714753	-1.02822366964288	-0.307843281557436
r_0259	NA	NA	NA	NA
r_0260	NA	NA	NA	NA
r_0261	NA	NA	NA	NA
r_0262	NA	NA	NA	NA
r_0263	NA	NA	NA	NA
r_0264	NA	NA	NA	NA
r_0265	NA	NA	NA	NA
r_0266	NA	NA	NA	NA
r_0267	NA	NA	NA	NA
r_0268	NA	NA	NA	NA
r_0269	NA	NA	NA	NA
r_0270	NA	NA	NA	NA
r_0271	NA	NA	NA	NA
r_0272	NA	NA	NA	NA
r_0273	-0.676794046178223	-0.631196314993054	-0.683051380582387	-0.535291923106127
r_0274	-0.676794046178223	-0.631196314993054	-0.683051380582387	-0.535291923106127
r_0278	-2.00541655552684	-1.77670539736365	-2.01167388991125	-1.3246561985505
r_0279	-1.89920267464523	-1.67049151648808	-1.90546000903657	-1.21551172912015
r_0280	-0.259223455909511	0.0142530658101345	-0.243648017211161	NA
r_0281	NA	NA	NA	NA
r_0282	NA	NA	NA	NA
r_0283	NA	NA	NA	NA
r_0284	NA	NA	NA	NA
r_0285	NA	NA	NA	NA
r_0286	NA	NA	NA	NA
r_0287	NA	NA	NA	NA
r_0288	NA	NA	NA	NA
r_0289	NA	NA	NA	NA
r_0290	NA	NA	NA	NA
r_0291	NA	NA	NA	NA
r_0292	NA	NA	NA	NA
r_0293	NA	NA	NA	NA
r_0294	NA	NA	NA	NA
r_0295	NA	NA	NA	NA
r_0296	NA	NA	NA	NA
r_0297	NA	NA	NA	NA
r_0298	NA	NA	NA	NA
r_0299	NA	NA	NA	NA
r_0300	-0.183781655510911	-0.0273971056630615	-0.185705293349972	0.401268218154193
r_0301	-0.969555300295113	-0.681657989081019	-0.975812634702685	-0.251090310016561
r_0302	NA	NA	NA	NA
r_0303	0.0139657508180847	0.217883352160666	0.0201720158251894	0.21499051626257
r_0304	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_0306	-2.07364878186103	-1.84871747847218	-2.07895780143219	-1.36706719917181
r_0307	-2.06730331317468	-1.84237200978477	-2.07261233271737	-1.3670671991708
r_0308	-0.551855309592779	-0.323144151422364	-0.558112643995131	0.050163810745339
r_0309	-0.246414133841252	-0.0192647466052841	-0.252687271673191	0.0527596487967497
r_0310	2.20831657197034	2.01805769804409	2.1651666381213	2.11198256311183
r_0311	-1.60580284725261	-1.45716806393048	-1.61279855659512	-1.10101417749326
r_0312	-1.61134623077482	-1.43384793592007	-1.61809167102941	-0.957340838496336
r_0313	-4.0323452837458	-3.8541578692706	-4.06596749935328	-3.76310894776721
r_0315	1.08646380883426	0.896184402114205	1.04331360015855	0.990112574253721
r_0317	-2.68752956319717	-2.45562904346276	-2.69378689763418	-2.20194338195216
r_0320	NA	NA	NA	NA
r_0321	NA	NA	NA	NA
r_0322	NA	NA	NA	NA
r_0323	NA	NA	NA	NA
r_0326	-2.0779700597534	-1.8504763623307	-4.28176172870622	-1.36976316837186
r_0327	-0.472674063543815	-0.24396290537424	-0.478931397945251	0.186806212858317
r_0330	-0.472743507205417	-0.244015362841083	-0.479005126589771	0.186786758289805
r_0331	NA	NA	NA	NA
r_0344	-2.08057351223958	-1.8524471240897	-2.08668345957751	-1.37041368910822
r_0345	NA	NA	NA	NA
r_0346	NA	NA	NA	NA
r_0347	NA	NA	NA	NA
r_0348	NA	NA	NA	NA
r_0349	-13.0465896234069	-13.0285449025874	-13.4978272489357	-13.3842338000269
r_0350	NA	NA	NA	NA
r_0351	NA	NA	NA	NA
r_0352	-1.72687398552039	-1.49816282736073	-1.73313131991124	-1.08431612955207
r_0353	-1.87809556057555	-1.64938440241417	-1.88435289496532	-1.18905148006887
r_0354	0.140473202429401	0.211724138202031	0.14497114223556	0.511458054083931
r_0355	-2.36733786570957	-2.13529292256832	-2.37359520008896	-1.8918707666649
r_0356	NA	NA	NA	NA
r_0357	NA	NA	NA	NA
r_0360	NA	NA	NA	NA
r_0361	-4.34378181411316	-3.91191055912688	-4.38363906049987	-4.19722456460758
r_0362	-2.53943631927857	-2.24246716071287	-2.55428203344976	-2.58444070815705
r_0363	-0.250825313932446	-0.0221141557570888	-0.257082648302102	0.408654962474202
r_0364	-0.472674063533319	-0.24396290537424	-0.478931397916928	0.186806212858317
r_0366	-0.49365710569323	-0.285694583761122	-0.499982937965965	-0.553107311928189
r_0368	NA	NA	NA	NA
r_0369	NA	NA	NA	NA
r_0370	NA	NA	NA	NA
r_0373	NA	NA	NA	NA
r_0436	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_0438	-0.335877828483333	-0.134987344658537	-0.342135157070284	0.227284127869399
r_0439	-0.636907824147314	-0.436017340322518	-0.643165152734265	-0.0737458677945826
r_0443	NA	NA	NA	NA
r_0445	-0.724895910617268	-0.58614217729364	-0.691695456349804	-0.467933475426649
r_0446	-1.2639768481563	-1.1532205643245	-1.27096787891648	-0.896234674120571
r_0447	-1.254645077082	NA	-1.26194194485675	NA
r_0448	-0.250825313944232	-0.0221141557634171	-0.257082648309119	0.408654962474248
r_0449	-0.250825313922022	-0.0221141557639376	-0.257082648331849	0.408654962474258
r_0450	-0.420899466109624	-0.52965998315606	-0.410770426701117	-0.46442543235666
r_0451	-0.527072843485187	-0.35719047143028	-0.429588378012072	-0.00582547824870693
r_0452	-1.86305329136885	-1.82124039167157	-1.86946600281938	-1.805939461252
r_0453	-2.08057351223688	-1.85244712408522	-2.08668345957385	-1.37041368910758
r_0454	-0.375764050531484	-0.147052892368598	-0.382021384922521	0.283716225866619
r_0455	NA	NA	NA	NA
r_0457	NA	NA	NA	NA
r_0458	NA	NA	NA	NA
r_0459	3	3	3	3
r_0460	-0.551855309580986	-0.323144151427143	-0.558112643988165	0.107624966810731
r_0462	-2.36733786570957	-2.13529292256832	-2.37359520008896	-1.8918707666649
r_0463	-0.472674063531096	-0.467029897689476	-0.478931397946647	-0.371299544600529
r_0467	NA	-13.0181388711865	NA	-13.3563466074084
r_0468	-1.6205522833569	-1.44122333881495	-1.62728252311177	-1.04076765285115
r_0470	-0.250825313941729	-0.0221141557587847	-0.257082648354717	0.408654962474482
r_0471	-0.128841841475763	0.0594587054066056	-0.135385094882014	0.443325722764565
r_0472	-0.12884184147552	0.0594587054067192	-0.135385094898544	0.443325722764268
r_0473	-1.6205522833569	-1.44122333881495	-1.62728252311177	-1.04076765285115
r_0475	-0.250825313930173	-0.0221141557591877	-0.257082648342918	0.408654962474282
r_0476	-0.128841841470141	0.0594587054123509	-0.135385094879897	0.443325722765769
r_0477	-1.80541945106157	-1.57670829286453	-1.81167678548145	-1.14856493948591
r_0478	-3.65936047043959	-3.48117154284357	-3.6929805541805	-3.39011224764853
r_0479	-3.62574728656483	-3.44755623047614	-3.65937195319942	-3.35652018095689
r_0480	NA	NA	NA	NA
r_0481	-1.10807737802186	-0.879366219843986	-1.11433471238978	-0.44859710160491
r_0482	NA	NA	NA	NA
r_0483	-0.807047382359457	-0.578336224180143	-0.813304716727249	-0.147567105941255
r_0485	-0.551855309580986	-0.323144151427143	-0.558112643988165	0.107624966810731
r_0486	-1.48970343329144	-1.63218170060282	-1.47050568949772	-1.4799306035816
r_0487	1.00283353646709	0.968022286929731	1.00554668877697	1.27335740389185
r_0488	-0.250825313941734	-0.0221141557629034	-0.257082648335662	0.408654962474861
r_0489	0.140473202429401	0.211724138202031	0.14497114223556	0.511458054083931
r_0490	-0.375764050531484	-0.147052892368116	-0.382021384922521	0.283716225866619
r_0491	0.443827355601229	0.508558614946565	0.44840810543534	0.813755161361249
r_0492	0.305103943242252	0.348022035771976	0.319506101723111	0.675282885476997
r_0499	-1.98064480362068	-1.76817111872781	-1.98581675452196	-1.36435461128331
r_0501	-0.850212898375022	-0.663290542267162	-0.856633116333665	-0.272472603775587
r_0502	-1.92326376888591	-1.17542230863472	-1.92846910625345	-0.679763649358541
r_0503	-2.65998905348636	-0.91517945180429	-1.20503359786405	-0.450972455248141
r_0504	-0.850212898372469	-0.663290542262675	-0.856633116317375	-0.272472603775717
r_0505	-0.520722607068356	-0.302713548354404	-0.527028708858228	0.059509689713104
r_0506	-0.850212898370946	-0.663290542265194	-0.856633116321224	-0.272472603776639
r_0507	-0.850212898370946	-0.663290542265194	-0.856633116321224	-0.272472603776639
r_0508	-0.850212898370946	-0.663290542265194	-0.856633116321224	-0.272472603776639
r_0509	-0.850212898372469	-0.663290542262675	-0.856633116317375	-0.272472603775717
r_0510	-0.275438827861102	-0.465603040446144	-0.318589185583975	-0.370952417781033
r_0511	-0.275438827861102	-0.164573044782301	-0.318589185583975	-0.0768938656168742
r_0512	-3.60267296006554	-3.42450250361376	-3.63631031157507	-3.33344926139855
r_0514	-5.08119536444836	-4.83424292678063	-5.08724958170158	-4.77486783278955
r_0518	NA	NA	NA	NA
r_0524	NA	NA	NA	NA
r_0525	-5.871359643231	-5.62440720556553	-5.87741386048417	-5.56503211157219
r_0526	NA	NA	NA	NA
r_0527	NA	NA	NA	NA
r_0528	1.5544179753197	1.36874091475886	1.51150396540911	1.47449245507919
r_0529	1.54066472810303	-0.0220584261926045	1.49651834686445	1.39270936952942
r_0530	-7.06264934262944	-6.95059900161122	-7.04369202800404	-6.94788322535492
r_0531	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_0532	NA	NA	NA	NA
r_0533	NA	NA	NA	NA
r_0534	-0.12049154542143	0.15397710330757	-0.126748879828681	0.584746221529948
r_0535	NA	NA	NA	NA
r_0536	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0537	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0538	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0539	-3.75185048603544	-3.57366431211481	-3.78548057891993	-3.48260943919055
r_0540	NA	NA	NA	NA
r_0541	NA	NA	NA	NA
r_0542	-0.526742044989239	-0.309634307107427	-0.537409027989126	-0.0662949729653962
r_0543	NA	NA	NA	NA
r_0545	-0.240312570956158	-0.0153067034256376	-0.246607479572747	0.23063048228465
r_0546	-1.37462478054142	-1.22538075338753	-1.38161478682204	-0.886465325547116
r_0547	-1.39157302456537	-1.24232899739128	-1.39856303085188	-0.886465325546066
r_0548	-1.4796736460777	-1.30892328079738	-1.48647872722721	-0.916912171682443
r_0549	-1.59596450298792	-1.44952040455536	-1.60297857555471	-1.10101417749326
r_0550	-1.10807737800615	-0.879366219843164	-1.11433471240902	-0.448597101605813
r_0551	NA	NA	NA	NA
r_0553	3	3	3	3
r_0554	NA	NA	NA	NA
r_0555	NA	NA	NA	NA
r_0557	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_0558	-1.84987828714142	-1.61750748684409	-1.85613562150621	-1.40337474911879
r_0559	-1.78527483031138	-1.55431998814052	-1.78692320507657	-1.36370239251498
r_0560	-0.267005826335519	-0.0209645514467702	-0.261826583178778	0.266987186327456
r_0561	NA	NA	NA	NA
r_0562	NA	NA	NA	NA
r_0563	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0564	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0565	-5.08119536444836	-4.83424292678063	-5.08724958170158	-4.77486783278955
r_0566	-2.09083935160421	-1.86212819346007	-2.0970966860116	-1.38534612521683
r_0567	-2.09083935160421	-1.86212819346007	-2.0970966860116	-1.38534612521683
r_0568	-0.068631915010079	0.211619536537177	-0.0678254794651029	0.466442340780758
r_0569	0.107459344044444	0.339756902248151	0.108265779600391	0.591352359089588
r_0570	-11.2853234596152	-11.4391993775284	-11.4726954340649	-11.3417813358963
r_0572	NA	NA	NA	NA
r_0573	NA	NA	NA	NA
r_0574	NA	NA	NA	NA
r_0575	NA	NA	NA	NA
r_0596	NA	NA	NA	NA
r_0597	NA	NA	NA	NA
r_0598	NA	NA	NA	NA
r_0599	NA	NA	NA	NA
r_0600	NA	NA	NA	NA
r_0601	NA	NA	NA	NA
r_0602	NA	NA	NA	NA
r_0603	NA	NA	NA	NA
r_0604	NA	NA	NA	NA
r_0605	NA	NA	NA	NA
r_0606	NA	NA	NA	NA
r_0607	NA	NA	NA	NA
r_0608	NA	NA	NA	NA
r_0609	NA	NA	NA	NA
r_0610	NA	NA	NA	NA
r_0611	NA	NA	NA	NA
r_0612	NA	NA	NA	NA
r_0613	NA	NA	NA	NA
r_0614	NA	NA	NA	NA
r_0615	NA	NA	NA	NA
r_0616	NA	NA	NA	NA
r_0617	NA	NA	NA	NA
r_0618	NA	NA	NA	NA
r_0619	NA	NA	NA	NA
r_0620	NA	NA	NA	NA
r_0621	NA	NA	NA	NA
r_0622	NA	NA	NA	NA
r_0623	NA	NA	NA	NA
r_0624	NA	NA	NA	NA
r_0625	NA	NA	NA	NA
r_0626	NA	NA	NA	NA
r_0627	NA	NA	NA	NA
r_0628	NA	NA	NA	NA
r_0629	NA	NA	NA	NA
r_0630	NA	NA	NA	NA
r_0631	NA	NA	NA	NA
r_0632	NA	NA	NA	NA
r_0633	NA	NA	NA	NA
r_0634	NA	NA	NA	NA
r_0635	NA	NA	NA	NA
r_0636	NA	NA	NA	NA
r_0637	NA	NA	NA	NA
r_0638	NA	NA	NA	NA
r_0639	NA	NA	NA	NA
r_0640	NA	NA	NA	NA
r_0641	NA	NA	NA	NA
r_0642	NA	NA	NA	NA
r_0643	NA	NA	NA	NA
r_0644	NA	NA	NA	NA
r_0645	NA	NA	NA	NA
r_0646	-0.671409908078995	-0.444009499540459	-0.67733722284719	-0.0157956520243622
r_0647	-0.67140990804511	-0.444009499531682	-0.677337222842311	-0.0157956520244055
r_0648	NA	NA	NA	NA
r_0649	NA	NA	NA	NA
r_0650	NA	NA	NA	NA
r_0651	NA	NA	NA	NA
r_0652	NA	NA	NA	NA
r_0653	NA	NA	NA	NA
r_0654	NA	NA	NA	NA
r_0655	NA	NA	NA	NA
r_0656	NA	NA	NA	NA
r_0657	NA	NA	NA	NA
r_0658	0.21584781320959	0.485673344631821	0.121083690345183	0.560460370854399
r_0659	-0.259223455906044	0.0142530658105085	-0.243648017208552	0.0972602620397478
r_0661	NA	NA	NA	NA
r_0662	-0.618599788512418	-0.410636447275084	-0.624925864909897	0.0145338608986779
r_0663	NA	NA	NA	NA
r_0664	-1.83007468056879	-2.11575853058325	-0.0601935049575517	-2.08410578331004
r_0665	-3.64339507317885	-3.46519255864233	-3.67701111434719	-3.3741630076766
r_0666	NA	NA	NA	NA
r_0667	-2.36733786570957	-2.13529292256832	-2.37359520008896	-1.8918707666649
r_0668	NA	NA	NA	NA
r_0669	-1.87809556057553	-1.64938440241417	-1.88435289496532	-1.18905148006887
r_0670	NA	NA	NA	NA
r_0671	NA	NA	NA	NA
r_0674	NA	NA	NA	NA
r_0676	NA	NA	NA	NA
r_0678	-1.89154519954374	-1.662834041393	-1.89780253395131	-1.18905148007197
r_0679	-0.676794046194914	-0.44808288803829	-0.683051380604687	-0.017313769797986
r_0680	-0.676794046192201	-0.448082888030163	-0.683051380593251	-0.0173137697977292
r_0681	NA	NA	NA	NA
r_0682	NA	NA	NA	NA
r_0683	NA	NA	NA	NA
r_0687	NA	NA	NA	NA
r_0688	NA	NA	NA	NA
r_0689	-0.551855309587648	-0.323144151428845	-0.558112644001645	0.0501638107457994
r_0690	NA	NA	NA	NA
r_0691	NA	NA	NA	NA
r_0692	-1.59902596470139	-1.45039118139119	-1.60602167406829	-1.10101417749317
r_0693	-1.59902596469848	-1.45039118139139	-1.60602167405991	-1.10101417749367
r_0694	NA	NA	NA	NA
r_0696	NA	NA	NA	NA
r_0697	3	3	3	3
r_0698	-2.28533100625848	-2.07450582617557	-2.28652842956845	-1.85540267244269
r_0699	-13.7855906637263	-15.0307954584753	-14.6004513061909	-13.8198549061527
r_0700	NA	NA	NA	NA
r_0701	-3.59890853338116	-3.42069868147368	-3.63252476696935	-3.32965671999024
r_0711	-3.65212450921733	-3.47394538662721	-3.68575400038798	-3.38290001336509
r_0712	NA	NA	NA	NA
r_0713	NA	0.201589735454128	NA	0.0486229707578557
r_0714	NA	NA	NA	NA
r_0715	-1.03288476055792	NA	NA	NA
r_0717	-1.02262559966463	-0.764081591582686	-1.02894288332426	-0.348125458294655
r_0718	0.447669620012968	0.619281190931552	0.539215508263956	1.01040724718736
r_0719	-0.782898309653964	-0.668239678510348	-0.71781831159964	-0.421820611821196
r_0722	-4.34378181411316	-3.91191055912688	-4.38363906049987	-4.19722456460758
r_0723	NA	-3.91191055912688	NA	-13.470860427651
r_0724	-1.254645077082	-1.14384616609849	-1.26194194485658	-0.898941374433146
r_0725	-1.66404564283214	-1.39712582175859	-1.67357022902389	-1.03221556700403
r_0726	-1.50650511644569	-1.27780705806608	-1.51275914640626	-0.711916600500883
r_0727	-1.50650511644569	-1.27780705806608	-1.51275914640626	-0.711916600500883
r_0729	-3.75978486818068	-3.58158120398451	-3.79339757800787	-3.49055552338754
r_0730	NA	NA	NA	NA
r_0731	-0.250825313925918	-0.0221141557590168	-0.257082648334023	0.408654962474319
r_0732	-0.27695888174587	-0.0442566778722516	-1.5844989260522	-1.03221556700472
r_0733	-1.254645077082	NA	-1.26194194485655	NA
r_0734	NA	NA	NA	NA
r_0735	-1.80051499178778	-1.58925002477014	-1.80180055907195	-1.37407217386435
r_0736	-1.80051499180847	-1.58925002476998	-1.80180055907575	-1.37407497666808
r_0737	-1.80051499179481	-1.589250024773	-1.80180055909708	-1.37407497667017
r_0738	-1.80051499179822	-1.58925002476901	-1.80180055911168	-1.37407497666944
r_0739	-1.89021661098991	-1.65817166784866	-1.8964739453693	-1.41474951194524
r_0757	-0.370283769317094	-0.142906654886445	-0.376205230417057	0.285261538297084
r_0758	-5.49880959338794	-5.31872192989878	-5.49131824044708	-5.28432284572921
r_0759	-1.61184677665817	-1.43251783210938	-1.61857701639145	-1.04076765284957
r_0760	-0.472674063542309	-0.243962905375897	-0.478931397944086	NA
r_0761	NA	NA	NA	NA
r_0764	NA	NA	NA	NA
r_0765	NA	NA	NA	NA
r_0766	NA	NA	NA	NA
r_0767	NA	NA	NA	NA
r_0768	NA	NA	NA	NA
r_0769	NA	NA	NA	NA
r_0770	-0.578640492739131	-0.811001308517552	-0.622477319940833	-0.676169067649976
r_0771	-12.957203380472	-12.7938212190433	-11.4427231134265	-11.7859155411843
r_0772	-11.479209346922	-11.5696810723677	NA	-12.0074502507823
r_0773	-0.829580366170236	-1.0197956939468	-0.872730723896958	-0.925464277319682
r_0774	NA	NA	NA	NA
r_0775	NA	NA	NA	NA
r_0781	NA	NA	NA	NA
r_0782	NA	NA	NA	NA
r_0783	NA	NA	NA	NA
r_0784	NA	NA	NA	NA
r_0785	NA	NA	NA	NA
r_0786	NA	NA	NA	NA
r_0787	NA	NA	NA	NA
r_0788	-0.25082531394213	-0.022114155760889	-0.257082648311447	0.408654962474202
r_0789	-0.250825313923841	-0.0221141557582632	-0.257082648331949	0.408654962474953
r_0790	-0.25082531394359	-0.0221141557639348	-0.257082648309823	0.40865496247426
r_0791	NA	NA	NA	NA
r_0792	-0.250825313919758	-0.0221141557610152	-0.257082648335004	0.408654962475053
r_0793	NA	NA	NA	NA
r_0795	0.0514624075119569	0.279866275616956	0.0452825543200097	0.710037253743332
r_0796	1.56236451312028	1.38718018520617	1.52003610853813	1.51131008517164
r_0797	1.55706223600565	1.37332021991785	1.51427144835811	1.47936335952257
r_0798	1.55779979022955	1.37550125176906	1.51507368861543	1.48734581362353
r_0799	1.55651622729914	1.37220950463883	1.51367748056295	1.48051325223651
r_0800	1.11647021842074	0.970907077395368	1.07588772150573	1.14012890240523
r_0801	1.56238689640319	1.38723852935231	1.52006027765237	1.51143427722698
r_0802	NA	NA	NA	NA
r_0803	-0.423333885067013	-0.203963127313708	-0.420151654047084	0.20248508815961
r_0804	-0.250825313928582	-0.0221141557673476	-0.257082648344436	0.549361880040466
r_0805	-0.250825313920763	-0.0221141557644659	-0.257082648343235	0.408654962474214
r_0806	-0.250825313929691	-0.0221141557584858	-0.257082648337871	0.408654962474858
r_0807	-0.250825313924122	-0.0221141557683242	-0.257082648312452	0.408654962473927
r_0810	NA	NA	NA	NA
r_0811	1.56336869968817	1.38922034804342	1.52134302991989	1.51291793237761
r_0812	NA	NA	NA	NA
r_0813	-1.68958809064384	-1.54237517987818	-1.69659606295086	-1.14261243552284
r_0815	2.20816752721347	2.01790053381263	2.16500457999883	2.11170860109747
r_0816	-1.00415298057082	-0.775441822420204	-1.0104103149774	-0.371992630671503
r_0817	-1.76836428777207	-1.53965312960917	-1.77462162216712	-1.084316129554
r_0818	-1.61184677665817	-1.43251783210938	-1.61857701639145	-1.04076765284957
r_0819	-1.61184677666499	-1.43251783210969	-1.61857701640661	-1.04076765284963
r_0820	-2.08057351223688	-1.85244712408522	-2.08668345957385	-1.37041368910758
r_0821	-2.08057351223688	-1.85244712408522	-2.08668345957385	-1.37041368910744
r_0831	-0.523439336690309	-0.304559276345702	-0.529766139986588	0.0586601468053336
r_0832	-0.523439336690309	-0.304559276345702	-0.529766139986588	0.0586601468053336
r_0842	-2.22708578152962	-1.99950843684011	-2.23335451933326	-1.50532144229553
r_0843	-2.02402645627665	-1.79531529811551	-2.03028379067254	-1.34395344005918
r_0844	-2.27849831326349	-2.02983448324518	-2.2847556476596	-1.4900814757352
r_0851	-2.19849246279272	-2.16037977745325	-2.20632108339899	-2.12871282089334
r_0852	-3.68796037189654	-3.50978948280967	-3.72158726795739	-3.41874743225586
r_0853	NA	NA	NA	NA
r_0855	-2.00053708741397	-1.78369265382335	-2.0069126382866	-1.37041368906427
r_0882	NA	NA	NA	NA
r_0883	-0.998961636106152	-0.770250477950257	-1.00521897051063	-0.246001102116743
r_0884	-0.250825313924932	-0.0221141557620992	-0.25708264834175	0.408654962474348
r_0885	NA	NA	NA	NA
r_0886	-0.0277437285044524	0.0947256388267719	-0.027338623713312	0.462901501162155
r_0887	-0.0277437285197804	0.0947256388259653	-0.0273386237055131	0.462901501162382
r_0888	NA	-13.6581988047551	NA	-13.1885489331856
r_0889	NA	NA	NA	NA
r_0890	NA	NA	NA	NA
r_0891	-0.493661051907593	-0.285697710664714	-0.499987128320025	0.0714318704235656
r_0892	-1.4896651838304	-1.25043559046901	-1.47046739189122	-0.847486025038842
r_0893	-0.493657105693195	-0.285694583761122	-0.49998293796695	-0.059226526934249
r_0902	-4.34378181411316	-3.91191055912688	-4.38363906049987	-4.19722456460758
r_0903	NA	NA	NA	NA
r_0904	-1.89021661098991	-1.65817166784866	-1.8964739453693	-1.41474951194524
r_0905	-2.22708578152962	-1.99950843684011	-2.23335451933326	-1.50532144229553
r_0906	NA	NA	NA	NA
r_0907	NA	NA	NA	NA
r_0908	-2.00053708741397	-1.78369265382335	-2.0069126382866	-1.37041368906427
r_0909	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0910	-1.8136994925695	-1.58498833440815	-1.8199568269343	-1.14856493949418
r_0911	-2.00053708741397	-1.78369265382335	-2.0069126382866	-1.37041368906427
r_0912	-1.8136994924416	-1.5849883343171	-1.8199568268694	-1.14856493946735
r_0913	-2.09083935160421	-1.86212819346007	-2.0970966860116	-1.38534612521683
r_0914	-2.00053708741397	-1.78369265382335	-2.0069126382866	-1.37041368906427
r_0915	-2.00053708741397	-1.78369265382335	-2.0069126382866	-1.37041368906427
r_0916	-1.28866615392461	-1.12511672283692	-1.29457834020542	-0.778354608252051
r_0917	-0.493661051907593	-0.285697710664714	-0.499987128320025	0.0714318704235656
r_0918	-0.493661051907593	-0.285697710664714	-0.499987128320025	0.0714318704235656
r_0921	NA	NA	NA	NA
r_0922	NA	NA	NA	NA
r_0935	-8.2649275784108	-8.01797235729184	-8.27098906375413	-7.95859395386149
r_0937	NA	NA	NA	NA
r_0938	-2.03208589336272	-1.80337473519834	-2.03834322774842	-1.34395344005941
r_0939	-2.00541655552684	-1.77670539736365	-2.01167388991125	-1.3246561985505
r_0941	-3.62044702008672	-3.44224626687086	-3.65406740629679	-3.35120591153975
r_0942	-9.16801756539955	-8.92106234428468	-9.17407905074608	-8.86168394085422
r_0943	NA	NA	NA	NA
r_0953	NA	NA	NA	NA
r_0954	NA	NA	NA	NA
r_0955	NA	NA	NA	NA
r_0956	-0.80704738234033	-0.578336224180201	-0.813304716728128	-0.147567105940593
r_0957	-1.76836428778213	-1.53965312960976	-1.77462162218117	-1.08431612955213
r_0958	0.52875531481099	0.596102141837025	0.566538590052586	0.885940057649826
r_0959	-0.0828603940439161	-0.174145966779948	-0.0691647523258549	0.0178533047415032
r_0960	NA	NA	NA	NA
r_0961	-0.0577421599517949	-0.120124994131365	-0.0444079245220847	0.241852716684675
r_0962	-0.067110176217669	0.158482100160648	-0.0733946142644258	0.527285065465186
r_0963	NA	NA	NA	NA
r_0964	-0.250825313921187	-0.0221141557679334	-0.257082648329396	0.408654962474341
r_0967	-5.57032964756701	-5.32337720990155	-5.57638386482019	-5.26400211590821
r_0968	-5.871359643231	-5.62440720556553	-5.87741386048417	-5.56503211157219
r_0974	-3.80313080780014	-3.69275611216628	-3.78391663326158	-3.69091767641755
r_0975	NA	NA	NA	NA
r_0976	-1.77195718510835	-1.54558361644963	-1.77752494700028	-1.06747993131087
r_0977	NA	NA	NA	NA
r_0978	-3.78707409623611	-3.84193251905805	-3.76759772977961	-3.8499408322878
r_0979	NA	NA	NA	NA
r_0982	-1.77912867851293	-1.54541400875741	-1.773195038077	-1.12537272647157
r_0984	-3.93463248302305	-2.8272613176771	-3.2356624774167	-2.38496008829835
r_0985	NA	NA	NA	NA
r_0986	-2.73994156092275	-2.50840480659699	-2.74619889530122	-2.23684166825357
r_0987	NA	NA	NA	NA
r_0988	-1.89154519954374	-1.662834041393	-1.89780253395131	-1.18905148007197
r_0989	-1.40422034713721	-1.23295877679457	-1.41102602562327	-0.836949339610135
r_0990	-0.426798994810082	-0.535511449475725	-0.416642706086554	-0.470292990827997
r_0992	-1.61134623077482	-1.43384793592007	-1.61809167102941	-0.957340838496336
r_0993	NA	NA	NA	NA
r_0995	-1.79644117282173	-1.75315302947411	-1.80506892261933	-1.71876499412105
r_0996	-1.89920267464523	-1.67049151648808	-1.90546000903657	-1.21551172912015
r_0997	-1.89920267464523	-1.67049151648808	-1.90546000903657	-1.21551172912015
r_0998	NA	NA	NA	NA
r_0999	NA	NA	NA	NA
r_1001	NA	NA	NA	NA
r_1002	NA	NA	NA	NA
r_1003	NA	NA	NA	NA
r_1004	NA	NA	NA	NA
r_1005	NA	NA	NA	NA
r_1010	NA	NA	NA	NA
r_1011	-2.66836786137355	-2.4363229182323	-2.67462519575294	-2.19290076232888
r_1012	-2.66836786137355	-2.4363229182323	-2.67462519575294	-2.19290076232888
r_1021	-0.304005555805415	-0.0911112480587161	-0.310316086653565	0.332084523020395
r_1022	0.0316451334809517	0.281046344254094	0.0367430083416021	0.56727706224114
r_1023	NA	NA	NA	NA
r_1024	NA	NA	NA	NA
r_1025	-1.01354136538895	-0.796696931737324	-1.01991691620806	-0.287520436342247
r_1026	-0.964687297029593	-0.747842863379946	-0.971062847839841	-0.238666368000224
r_1027	-1.7712938706939	-1.54371652604155	-1.77756260853463	-0.997165953833611
r_1028	NA	NA	NA	NA
r_1029	NA	NA	NA	NA
r_1030	NA	NA	NA	NA
r_1031	NA	NA	NA	NA
r_1032	NA	NA	NA	NA
r_1033	NA	NA	NA	NA
r_1034	NA	NA	NA	NA
r_1035	NA	NA	NA	NA
r_1038	-0.998961636106152	-0.770250477950257	-1.00521897051063	-0.246001102116769
r_1039	NA	NA	NA	NA
