Reaction	Log10_ParWo	Log10_ParAc	Log10_ATSWo	Log10_ATSAc
r_1041	-1.4796736460777	-1.30892328079738	-1.48647872722721	-0.916912171682443
r_1042	-3.61513770055713	-3.43694346006295	-3.64874912900189	-3.34587642409343
r_1043	NA	NA	NA	NA
r_1045	-2.08057351223962	-1.8524471240897	-2.08668345957751	-1.37041368910822
r_1047	NA	NA	NA	NA
r_1048	-0.667393722854762	-0.722207994031924	-0.636222334209806	-0.669405647592088
r_1049	-0.172093648749479	-0.234349110201534	-0.153939876200781	-0.16567154540763
r_1050	2.35737077430607	-0.462805908097377	2.31132146096296	2.10343314905606
r_1051	-0.642733726904506	-0.421965878954811	-0.636821223418769	-0.00730505594462839
r_1054	-1.5631170161498	-1.5686174535789	-1.56937009113783	-1.14859220045016
r_1055	-2.09083935160421	-1.86212819346007	-2.0970966860116	-1.38534612521683
r_1056	-2.09083935162983	-1.86212819346007	-2.0970966860116	-1.38534612521899
r_1057	-3.88595585233057	-3.70776718966427	-3.91957931182832	-3.61671301792678
r_1063	-2.25754562141959	-1.83482016976075	-2.26534295919084	-2.18773966151808
r_1065	NA	NA	NA	NA
r_1066	-3.74701353052439	-3.56881267666991	-3.78060914375057	-3.47777427288156
r_1067	NA	NA	NA	NA
r_1068	NA	NA	NA	NA
r_1069	NA	NA	NA	NA
r_1070	NA	NA	NA	NA
r_1071	3	3	3	3
r_1072	-0.250825313943521	-0.0221141557639061	-0.257082648309786	0.40865496247428
r_1073	NA	NA	NA	NA
r_1074	NA	NA	NA	NA
r_1075	-0.773704059212796	-0.846022896701189	-0.779961393611839	-0.267699041074777
r_1076	NA	NA	NA	NA
r_1077	0.866766409782926	0.67648753221477	0.823616350337413	0.770415530488731
r_1078	0.866679480109087	0.676400602543362	0.823529420664761	0.770328600815536
r_1079	-0.472674063578084	-0.243962905375456	-0.478931397916928	0.18680621285752
r_1080	-0.472674063533319	-0.243962905378454	-0.478931397957841	0.186806212857984
r_1081	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_1082	NA	NA	NA	NA
r_1083	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_1084	2.99976961156611	2.99984519719621	2.99979140714997	2.99958247807542
r_1085	-0.250825313948812	-0.0221141557635007	-0.257082648306554	0.40865496247397
r_1086	-0.250825313919449	-0.0221141557609106	-0.257082648333209	0.408654962473919
r_1087	NA	NA	NA	NA
r_1088	NA	-1.39530977727619	NA	-1.03866486884552
r_1089	-3.60926827726991	-3.43108580763668	-3.64288123873552	-3.34003628672165
r_1090	NA	NA	NA	NA
r_1091	NA	NA	NA	NA
r_1092	0.517855418930099	0.449478399187444	0.536558442571595	0.502427119984721
r_1093	0.420945405922041	0.352568386179388	0.439648429563538	0.405517106976665
r_1094	-1.71728701464116	-1.4756757691715	-1.69251168570406	-1.08240270789421
r_1095	NA	NA	NA	NA
r_1096	-1.84987828714364	-1.61750748683907	-1.85613562153308	-1.40337474911533
r_1097	NA	NA	NA	NA
r_1099	-1.8915451995444	-1.66283404138998	-1.89780253394925	-1.18905148006921
r_1100	NA	NA	NA	NA
r_1101	NA	NA	NA	NA
r_1102	NA	NA	NA	NA
r_1103	NA	NA	NA	NA
r_1104	NA	NA	NA	NA
r_1106	NA	NA	NA	-13.2927770576403
r_1107	NA	NA	NA	NA
r_1108	NA	NA	NA	NA
r_1110	0.068841589348801	0.248285281408065	0.0678431156072038	0.627562892230606
r_1111	NA	NA	NA	NA
r_1112	0.033700388142583	0.241978343002929	0.0412833505876599	0.490491886770757
r_1113	NA	NA	NA	NA
r_1114	NA	NA	NA	NA
r_1115	-0.713271578099262	-0.673719510895665	-0.720553401788213	-0.642728919180767
r_1116	-1.86773034196898	-1.58282197672422	-1.87398433903957	-1.14029190342346
r_1118	3	2.97047055772629	3	3
r_1119	NA	NA	NA	NA
r_1120	-0.154238628639801	0.136705383753534	-0.153272491584204	0.421452634066399
r_1121	NA	NA	NA	NA
r_1122	NA	NA	NA	NA
r_1123	NA	NA	NA	NA
r_1124	NA	NA	NA	NA
r_1125	2.39576216891418	2.20725185237155	2.3526118111919	2.3010898533636
r_1129	-1.7674253820253	-1.55797963028142	-1.76907375677301	-1.36410511716373
r_1130	-0.722539858423006	-0.495144919137694	-0.728465798773677	-0.0669417971821525
r_1131	-0.76829734898923	-0.540902409700395	-0.774223289363082	-0.112699287742497
r_1133	NA	NA	NA	NA
r_1134	NA	NA	NA	NA
r_1135	NA	NA	NA	NA
r_1136	NA	NA	NA	NA
r_1137	-0.0475740981974295	-0.107642177772609	-0.0347178501554598	0.0736684997816809
r_1138	-0.0475740981974261	-0.107642177772609	-0.0347178501554598	0.0736684997816809
r_1139	NA	NA	NA	NA
r_1146	NA	NA	NA	NA
r_1147	NA	NA	NA	NA
r_1149	NA	NA	NA	NA
r_1151	NA	NA	NA	NA
r_1161	NA	NA	NA	NA
r_1165	NA	NA	NA	NA
r_1166	NA	NA	NA	NA
r_1167	NA	NA	NA	NA
r_1168	-0.250825313921187	-0.0221141557679334	-0.257082648329396	0.408654962474341
r_1171	2.39576216891344	2.20725185239871	2.65364180685346	2.3010898533634
r_1172	2.39576216891344	2.20725185239871	2.35261181119193	2.3010898533634
r_1173	-2.42495182030575	-2.37408878453172	-2.42798028750214	-2.33060096516817
r_1174	NA	NA	NA	NA
r_1175	-0.375764050528322	-0.147052892372151	-0.382021384917836	0.283716225865878
r_1176	NA	NA	NA	NA
r_1177	NA	NA	NA	NA
r_1178	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_1179	-8.86698756973876	-8.6200323486207	-8.8730490550821	-8.56065394518866
r_1180	NA	NA	NA	NA
r_1181	NA	NA	NA	NA
r_1182	NA	NA	NA	NA
r_1183	-1.47946517011713	-1.25075401195643	-1.48572250451168	-0.847534943830889
r_1184	-1.8373301023099	-1.60861894414411	-1.84358743672494	-2.25206924741362
r_1186	-0.67679404619778	-0.448082888034389	-0.683051380587055	-0.0173137697976999
r_1187	2.69945724704476	2.69979468866842	2.69945028101416	2.7011900340216
r_1188	2.69945724704476	2.69979468866842	2.69945028101416	2.7011900340216
r_1189	NA	NA	NA	NA
r_1190	-1.50438945541387	-1.29410973910541	-1.51064678979639	-0.972473680437336
r_1191	NA	NA	NA	NA
r_1192	3.30102999566398	3.30102999566398	3.30102999566398	3.30102999566398
r_1193	NA	NA	NA	NA
r_1194	0.0639174604753239	0.241259637585717	0.0629960282962848	0.623660197664002
r_1195	NA	NA	NA	NA
r_1196	3.47712445438847	3.47712667242121	3.47712440861819	3.4771335935273
r_1197	2.69945724704475	2.69979468866842	2.69945028101416	2.7011900340216
r_1198	2.69945724704475	2.69979468866842	2.69945028101416	2.7011900340216
r_1199	3	3	3	3
r_1200	NA	NA	NA	NA
r_1201	2.99999333057868	2.99998870720035	2.99999342598378	2.99996915144711
r_1203	2.69945724704475	2.69979468866842	2.69945028101417	2.7011900340216
r_1204	2.69945724704475	2.69979468866842	2.69945028101417	2.7011900340216
r_1205	3.47712125471966	3.47712125471966	3.47712125471966	3.47712125471966
r_1206	NA	NA	NA	NA
r_1207	NA	NA	NA	NA
r_1209	2.69945724704475	2.69979468866842	2.69945028101416	2.7011900340216
r_1210	2.69945724704475	2.69979468866842	2.69945028101416	2.7011900340216
r_1211	3.30102709308144	3.3010250416398	3.30102713460228	3.30101688133212
r_1212	NA	NA	NA	NA
r_1213	-1.89154519954374	-1.662834041393	-1.89780253395131	-1.18905148007197
r_1214	3.30102769561952	3.30102610119555	3.30102772852115	3.30101688133212
r_1215	-2.03208589336272	-1.80337473519789	-2.03834322774842	-1.34395344005941
r_1216	-1.76836428778092	-1.53965312960854	-1.77462162217664	-1.08431612955094
r_1217	-1.43636746880129	-1.20765631061943	-1.44262480319624	-0.847534943830889
r_1218	-1.66793148133119	-1.43922032315676	-1.67418881573459	-0.972473680440369
r_1219	-2.11286521132483	-1.88415405315774	-2.11912254572396	-1.41180637426992
r_1221	2.69945724704475	2.69979468866841	2.69945028101417	2.7011900340216
r_1222	2.69945724704475	2.69979468866841	2.69945028101417	2.7011900340216
r_1223	-2.00541655553111	-1.77670539734929	-2.01167388997456	-1.32465619855611
r_1224	-1.77619841854385	-1.54748726038114	-1.78245575296378	-1.12210469044492
r_1225	NA	NA	NA	NA
r_1226	-0.143203508884917	-0.157673067317043	-0.14085683200945	0.0241248435650887
r_1227	NA	NA	NA	NA
r_1229	NA	NA	-12.6432598091836	NA
r_1230	NA	NA	NA	NA
r_1231	NA	-12.0213049959806	NA	-11.9840612960682
r_1232	NA	NA	NA	NA
r_1235	NA	NA	NA	NA
r_1236	-1.87798280054875	-2.0604684644118	-1.88423679768605	-2.0604684644118
r_1237	-1.61184677665817	-1.43251783210938	-1.61857701639145	-1.04076765284957
r_1238	-1.76836428778092	-1.53965312960854	-1.77462162214137	-1.08431612954855
r_1239	-0.143203508872741	-0.157673067315733	-0.140856832021491	0.0241248435649162
r_1241	-2.0240264562987	-2.35527126439395	-2.03028379069387	-1.50833608762118
r_1242	NA	NA	NA	NA
r_1244	3	3	3	3
r_1245	0.470428224302448	0.629886370839455	0.471044855902673	0.84330760366493
r_1249	3.30102999566398	3.30102999566398	3.30102999566398	3.30102999566398
r_1250	NA	NA	NA	NA
r_1251	-1.76836428778092	-1.53965312961538	-1.77462162220014	-1.08431612955574
r_1252	3	3	3	3
r_1253	NA	NA	NA	NA
r_1254	2.99998171318837	2.99998007176607	2.99998197478199	2.99999935399762
r_1255	NA	NA	NA	NA
r_1256	NA	NA	NA	NA
r_1257	NA	NA	NA	NA
r_1258	NA	NA	NA	NA
r_1260	NA	NA	NA	NA
r_1261	NA	NA	NA	NA
r_1262	NA	NA	NA	NA
r_1263	3.60205999132796	3.60205999132796	3.60205999132796	3.60205999132796
r_1264	-0.712875719795746	-0.506202704756229	-0.720036048564099	-0.0775715270092446
r_1265	-0.617845562095115	-0.410038709232838	-0.624125019744643	0.0147585216240315
r_1266	-0.998961636106152	-0.770250477950257	-1.00521897051063	-0.246001102116743
r_1267	-0.998961636106702	-0.770250477950592	-1.00521897051146	-0.246001102116869
r_1268	NA	NA	NA	NA
r_1270	NA	NA	NA	NA
r_1271	NA	NA	NA	NA
r_1272	NA	NA	NA	NA
r_1273	3	NA	3	NA
r_1274	NA	NA	NA	NA
r_1275	NA	NA	NA	NA
r_1276	NA	NA	NA	NA
r_1277	NA	NA	NA	NA
r_1278	NA	NA	NA	NA
r_1542	NA	NA	NA	NA
r_1543	NA	NA	NA	NA
r_1545	NA	NA	NA	NA
r_1546	NA	NA	NA	NA
r_1547	-1.84987828714015	-1.61750748684317	-1.85613562152599	-1.40337474911908
r_1548	-2.02402645627782	-1.79531529811518	-2.03028379067269	-1.34395344005953
r_1549	NA	NA	NA	NA
r_1550	-1.87809556058712	-1.64938440242296	-1.88435289500416	-1.1890514800715
r_1551	NA	NA	NA	NA
r_1552	-1.49727509232869	-1.29410973910735	-1.48572250453655	-0.972473680441042
r_1553	NA	NA	NA	NA
r_1560	NA	NA	NA	NA
r_1562	-0.671409908057321	-0.444009499526073	-0.677337222842499	-0.0157956520246848
r_1563	NA	NA	NA	NA
r_1565	NA	NA	NA	NA
r_1567	NA	NA	NA	NA
r_1568	NA	NA	NA	NA
r_1572	-1.86350323223794	-1.6312459248654	-1.86976056665952	-1.21901470344578
r_1573	NA	NA	NA	NA
r_1574	-1.64989680387074	-1.47928965062385	-1.6566951975016	-1.13173984723882
r_1575	-1.90394130708621	-1.67523014893179	-1.91019864151988	-1.21901470345232
r_1576	-1.90394130708531	-1.6752301489311	-1.91019864152072	-1.21901470345267
r_1577	-1.87809556057797	-1.64938440241636	-1.8843528949688	-1.18905148006921
r_1578	-1.87809556057797	-1.64938440241636	-1.8843528949688	-1.18905148006921
r_1579	-1.90394130708621	-1.67523014893179	-1.91019864151988	-1.21901470345232
r_1580	-1.90394130708226	-1.67523014892477	-1.91019864148374	-1.21901470344578
r_1582	NA	NA	NA	NA
r_1583	NA	NA	NA	NA
r_1585	-2.08452698996135	-2.23217149863199	-2.09234473286322	-2.20052091202412
r_1586	-1.59418510536061	-1.39101975210982	-1.59543287950004	-1.06938369344736
r_1587	NA	NA	NA	NA
r_1588	NA	NA	NA	NA
r_1589	NA	NA	NA	NA
r_1590	NA	NA	NA	NA
r_1591	NA	NA	NA	NA
r_1595	NA	NA	NA	NA
r_1596	-3.87164098038624	NA	-3.83327256601849	-3.27195931685346
r_1597	-1.87809556057593	-1.64938440241636	-1.88435289498902	-1.18905148007455
r_1598	-1.83505096775975	-1.60255250988809	-1.84130830215475	-1.18905148006998
r_1599	NA	NA	NA	NA
r_1600	NA	NA	NA	NA
r_1601	NA	NA	NA	NA
r_1604	-1.89920267464523	-1.67049151648922	-1.90546000903657	-1.21551172911992
r_1605	NA	NA	NA	NA
r_1606	NA	NA	NA	NA
r_1607	NA	NA	NA	NA
r_1608	NA	NA	NA	NA
r_1609	NA	NA	NA	NA
r_1610	NA	NA	NA	NA
r_1611	NA	NA	NA	NA
r_1621	NA	NA	NA	NA
r_1622	NA	NA	-13.4012093838428	NA
r_1625	NA	NA	NA	NA
r_1627	NA	NA	NA	NA
r_1628	NA	NA	NA	NA
r_1629	NA	NA	NA	NA
r_1630	NA	NA	NA	NA
r_1631	-1.37565546332854	-1.14694430518952	-1.38191279776555	-0.741893448728029
r_1632	NA	NA	NA	NA
r_1633	NA	NA	NA	NA
r_1634	-1.23896790954904	-1.85387196432176	-1.24522524396766	-1.46852108295774
r_1635	NA	NA	NA	NA
r_1637	NA	NA	NA	NA
r_1638	-0.996375018084651	-0.712258530992241	-1.00263235245675	-0.281489412752499
r_1639	NA	NA	NA	NA
r_1640	NA	NA	NA	NA
r_1641	-2.00053708760807	-1.78369265396874	-2.00691263841891	-1.37041368910956
r_1642	NA	NA	NA	NA
r_1643	NA	NA	NA	NA
r_1644	NA	NA	NA	NA
r_1645	NA	NA	NA	NA
r_1647	NA	-0.764081591582686	-1.02894288332443	-0.348125458294655
r_1648	NA	NA	NA	NA
r_1649	NA	NA	NA	NA
r_1650	-2.09829925857893	-1.86958810039853	-2.10455659295241	-1.44959493516024
r_1651	-1.80541945106208	-1.57670829286411	-1.81167678548278	-1.14856493948583
r_1652	NA	NA	NA	NA
r_1654	-0.703099972957385	-0.474394443164905	-0.709355887581784	-0.139919437738245
r_1656	NA	NA	NA	NA
r_1657	NA	NA	NA	NA
r_1658	NA	NA	NA	NA
r_1659	NA	-0.764081591582686	-1.02894288332443	-0.348125458294655
r_1660	-0.472738478219966	-0.022114155759365	-0.478999787258169	0.408654962474727
r_1661	NA	NA	NA	NA
r_1667	-0.435992803415428	-0.478868489027455	-0.43007494600469	-0.468372486127194
r_1669	NA	NA	NA	NA
r_1671	NA	NA	NA	NA
r_1672	-0.895215100985305	-0.692049747768485	-0.854199363118619	-0.548520594875138
r_1673	-0.996375018084651	-0.712258530992241	-1.00263235245675	-0.281489412752499
r_1674	-0.996375018063732	-0.712258530990152	-1.00263235245693	-0.28148941275235
r_1675	NA	NA	NA	NA
r_1676	NA	NA	NA	NA
r_1677	NA	NA	NA	NA
r_1678	NA	NA	NA	NA
r_1679	NA	NA	NA	NA
r_1680	NA	NA	NA	NA
r_1681	NA	NA	NA	NA
r_1683	-1.98367993193576	-1.75496877375757	-1.98993726633564	-1.18905148007088
r_1684	NA	NA	NA	NA
r_1686	NA	NA	NA	NA
r_1687	-1.6733663513931	-1.4702009981538	-1.66181376360514	-1.1485649394907
r_1688	NA	NA	NA	NA
r_1689	-0.973387729800021	-0.684125316961097	-0.979631231582027	-0.257017514483464
r_1691	NA	NA	NA	NA
r_1694	NA	NA	NA	NA
r_1695	NA	NA	NA	NA
r_1696	-0.31474922358982	-0.267756692870928	-0.299241212663576	-0.0665740865017119
r_1697	-1.88481312131148	-13.861167943238	-1.55585124914321	-14.8754085241434
r_1698	NA	NA	NA	NA
r_1699	NA	NA	NA	NA
r_1700	NA	-1.59455129131412	-1.88423679765157	-1.15145734057424
r_1702	NA	NA	NA	NA
r_1703	-0.250817054688434	-0.0221079166355873	-0.257073879522827	0.408656958250978
r_1704	-2.07550126227586	-1.848604883536	-2.08130200425959	-1.36914358755285
r_1705	NA	NA	NA	NA
r_1706	NA	NA	NA	NA
r_1707	NA	NA	NA	NA
r_1708	NA	NA	NA	NA
r_1709	NA	NA	NA	NA
r_1710	NA	NA	NA	NA
r_1711	NA	NA	NA	NA
r_1712	NA	NA	NA	NA
r_1713	NA	NA	NA	NA
r_1714	NA	NA	NA	NA
r_1715	NA	NA	NA	NA
r_1716	NA	NA	NA	NA
r_1717	NA	NA	NA	NA
r_1718	-2.39794000867204	-1.74472749489669	-1.69897000433602	-2.39794000867204
r_1719	NA	NA	NA	NA
r_1720	NA	NA	NA	NA
r_1721	NA	NA	NA	NA
r_1726	NA	NA	NA	NA
r_1727	-2.27849831326255	-2.02983448324424	-2.28475564765882	-1.49008147573472
r_1728	NA	NA	NA	NA
r_1729	-0.47274027889373	-0.244012924245254	-0.479001699051687	0.186787662642603
r_1733	NA	NA	NA	NA
r_1737	NA	NA	NA	NA
r_1738	NA	NA	NA	NA
r_1743	NA	NA	NA	NA
r_1745	NA	NA	NA	NA
r_1746	-2.93661259997249	NA	-1.84803672309412	NA
r_1747	-5.00735994595153	-4.90046571541514	-4.98761588764418	-4.89986956329734
r_1748	NA	NA	NA	-13.470860427651
r_1749	-2.08057351223981	-1.85244712409057	-2.08668345957751	-1.37041368910845
r_1750	NA	NA	NA	NA
r_1751	NA	NA	NA	NA
r_1752	NA	NA	NA	NA
r_1753	-2.73994156092539	-2.50840480658923	-2.74619889532041	-2.23684166846384
r_1754	NA	NA	-12.9442898048476	NA
r_1757	-2.75488728954895	-2.52344642164683	-2.76114462395032	-2.24136165769027
r_1758	NA	NA	NA	NA
r_1759	NA	NA	NA	NA
r_1760	NA	NA	NA	NA
r_1761	-1.4530229142208	-1.22431175605989	-1.45928024863	-0.821074694767533
r_1762	NA	NA	NA	NA
r_1763	NA	NA	NA	NA
r_1764	NA	NA	NA	NA
r_1765	NA	NA	NA	NA
r_1766	NA	-13.2555889517787	NA	-13.2555889517787
r_1770	NA	NA	NA	NA
r_1774	NA	-2.0604684644118	NA	-2.0604684644118
r_1775	NA	NA	NA	NA
r_1788	-2.73994156092503	-2.50840480660515	-2.74619889532284	-2.23684166825131
r_1790	NA	NA	NA	NA
r_1791	NA	NA	NA	NA
r_1793	-1.28564707327545	-1.17489078946382	-1.29263810404578	-0.934023235009154
r_1794	-1.254645077082	-1.14384616609798	-1.26194194485658	-0.898941374431529
r_1795	NA	NA	NA	NA
r_1796	NA	NA	NA	NA
r_1798	-1.49727509229636	-1.29410973911117	-1.48572250453953	-0.972473680436488
r_1800	NA	NA	NA	NA
r_1801	NA	NA	NA	NA
r_1802	NA	NA	NA	NA
r_1803	NA	NA	NA	NA
r_1805	NA	NA	NA	NA
r_1806	NA	NA	NA	NA
r_1807	NA	NA	NA	NA
r_1808	-1.56318605683393	-1.3344748987072	-1.56944339125849	-0.888021484412115
r_1809	NA	NA	NA	NA
r_1810	-1.23866253253015	-1.02661584391766	-1.24497981616683	-0.671443684775672
r_1811	-2.42491306981309	-2.37436491260274	-2.42793945078822	-6.36754315741733
r_1812	NA	NA	NA	NA
r_1813	NA	NA	NA	NA
r_1814	NA	NA	NA	NA
r_1815	-1.19624509663543	-0.993079743444811	-1.15522935878718	-0.671443684772334
r_1816	NA	NA	NA	NA
r_1817	NA	NA	NA	NA
r_1818	NA	NA	NA	NA
r_1819	NA	NA	NA	NA
r_1820	NA	NA	NA	NA
r_1822	NA	NA	NA	NA
r_1823	NA	NA	NA	NA
r_1824	2.3957621689125	2.20725185241033	2.35261181119141	2.3010898533665
r_1825	NA	NA	NA	NA
r_1826	NA	NA	NA	NA
r_1827	-3.82559533208838	-3.70089033189361	-3.80585127384123	-5.20089955896132
r_1829	-0.250825313938811	-0.022114155759365	-0.257082648346902	0.408654962474727
r_1830	-4.16226190593728	-4.05536767540088	NA	-4.05477152328308
r_1831	NA	2.99917374668988	NA	2.99776856361675
r_1832	2.39630658898911	2.20759696679875	2.35320469847243	2.30295553856339
r_1833	NA	NA	NA	NA
r_1835	NA	NA	NA	NA
r_1836	NA	NA	NA	NA
r_1837	NA	NA	NA	NA
r_1838	-0.55185530958435	-0.323144151422791	-0.558112643977523	-0.0745432164467513
r_1839	NA	NA	NA	NA
r_1840	NA	NA	NA	NA
r_1841	NA	NA	NA	NA
r_1842	NA	NA	NA	NA
r_1843	-2.09083935160496	-1.86212819346007	-2.0970966860116	-1.38534612521683
r_1844	NA	NA	NA	NA
r_1845	NA	NA	NA	NA
r_1846	NA	NA	NA	NA
r_1847	NA	NA	NA	NA
r_1848	NA	NA	NA	NA
r_1849	NA	NA	NA	NA
r_1851	NA	NA	NA	NA
r_1852	NA	NA	NA	NA
r_1853	NA	NA	NA	NA
r_1854	NA	NA	NA	NA
r_1855	NA	NA	NA	NA
r_1856	NA	NA	NA	NA
r_1857	NA	NA	NA	NA
r_1858	NA	NA	NA	NA
r_1859	NA	NA	NA	NA
r_1860	NA	NA	NA	NA
r_1861	-8.86698756973876	-8.62002794141783	-8.8730490550821	-8.56065394518866
r_1862	NA	NA	NA	NA
r_1863	NA	NA	NA	NA
r_1864	NA	NA	NA	NA
r_1865	-1.86350323223417	-1.63124592486118	-1.86976056663026	-1.21901470345069
r_1866	-1.76304707001768	-1.53433591184988	-1.76930440440175	-1.122104690441
r_1867	NA	NA	NA	NA
r_1868	NA	NA	NA	NA
r_1869	NA	NA	NA	NA
r_1870	-1.72687398552052	-1.49816282735997	-1.7331313199117	-1.08431612955221
r_1873	-1.47946517012376	-1.25075401196311	-1.48572250451403	-0.847534943831601
r_1874	-0.0709364175585028	0.155142398341951	-0.0772073085629782	0.585133949548873
r_1875	-1.72525850910397	-1.49654735097217	-1.73151584354596	-1.08431612955754
r_1876	NA	NA	NA	NA
r_1877	NA	NA	NA	NA
r_1878	NA	NA	NA	NA
r_1879	-1.8373301023099	-1.60861894414411	-1.84358743672494	-1.14856493949418
r_1880	-1.56460819708214	-1.33589703891921	-1.57086553148606	-0.972473680440116
r_1881	-1.50438945541229	-1.29410973910541	-1.51064678979639	-0.972473680437336
r_1882	-0.154238628654627	0.136705383750906	-0.153272491585025	0.421452634066236
r_1883	-1.77129387069717	-1.54371652604405	-1.77756260853958	-0.997165953835031
r_1884	NA	NA	NA	NA
r_1885	NA	NA	NA	NA
r_1886	NA	NA	NA	NA
r_1887	-1.76836428777513	-1.53965312961196	-1.77462162218251	-1.08431612955334
r_1889	-1.65555642920226	-1.42684527101631	-1.66181376356573	-1.06938369344488
r_1890	NA	NA	NA	NA
r_1891	-1.67233052629891	-1.44361936812351	-1.67858786069269	-1.0693836934491
r_1892	NA	NA	NA	NA
r_1893	-1.81369949256829	-1.58498833440755	-1.81995682693471	-1.14856493949418
r_1895	NA	NA	NA	NA
r_1896	-1.65098323730601	-1.42227207915301	-1.65724057169903	-0.972473680436953
r_1897	-1.91348872350882	-1.68477756534705	-1.91974605788307	-1.21901470345314
r_1898	-0.0730081951570786	-0.132849483590678	-0.0601935049575517	0.048948427289747
r_1899	-1.87397118858794	-1.64179867086604	-1.8802285229567	-1.21901470345532
r_1900	-1.89154519954374	-1.662834041393	-1.89780253395131	-1.18905148007197
r_1901	NA	NA	NA	NA
r_1902	-1.97501923344502	-1.74630807527463	-1.98127656785155	-1.21901470345278
r_1903	-2.03208589336272	-1.80337473519789	-2.03834322774842	-1.34395344005941
r_1904	-1.76836428778213	-1.53965312960976	-1.77462162218117	-1.08431612955213
r_1905	NA	NA	NA	NA
r_1906	-1.43636746879994	-1.20765631061704	-1.4426248031894	-0.84753494383054
r_1907	NA	NA	NA	NA
r_1908	NA	NA	NA	NA
r_1909	NA	NA	NA	NA
r_1910	NA	NA	NA	NA
r_1911	-1.66793148133119	-1.43922032315676	-1.67418881573459	-0.972473680440369
r_1912	-2.11286521132734	-1.88415405315694	-2.11912254572762	-1.41180637427037
r_1913	-2.00541655552611	-1.7767053973611	-2.0116738899137	-1.3246561985509
r_1914	-1.77619841854302	-1.54748726037963	-1.78245575296079	-1.12210469044426
r_1915	-2.66836786138468	-2.43632291823762	-2.6746251957785	-2.19290076232888
r_1919	NA	NA	NA	NA
r_1920	NA	NA	NA	NA
r_1921	NA	NA	NA	NA
r_1922	NA	NA	NA	NA
r_1923	NA	NA	NA	NA
r_1924	NA	NA	NA	NA
r_1925	NA	NA	NA	NA
r_1926	NA	NA	NA	NA
r_1927	NA	NA	NA	NA
r_1928	NA	NA	NA	NA
r_1929	NA	NA	NA	NA
r_1930	NA	-3.72437445478902	NA	-3.72377830424165
r_1931	NA	NA	NA	NA
r_1932	-13.419827655287	-13.4128691548976	-14.5808231887549	-13.470860427651
r_1935	NA	NA	NA	NA
r_1937	NA	NA	NA	NA
r_1938	NA	NA	NA	NA
r_1939	NA	NA	NA	NA
r_1940	NA	NA	NA	NA
r_1941	NA	NA	NA	NA
r_1942	NA	NA	NA	NA
r_1943	NA	NA	NA	NA
r_1944	NA	NA	NA	NA
r_1945	NA	NA	NA	NA
r_1946	NA	NA	NA	NA
r_1947	NA	NA	NA	NA
r_1963	NA	NA	-12.6432598091836	NA
r_1964	NA	NA	-13.6133098799388	NA
r_1965	-2.21434956255027	-2.30001564267074	-2.61734152252785	-2.18795748687771
r_1966	NA	NA	NA	NA
r_1967	NA	NA	NA	NA
r_1968	NA	NA	NA	NA
r_1970	NA	NA	NA	NA
r_1971	NA	NA	NA	NA
r_1972	NA	NA	NA	NA
r_1976	-0.154238628654627	0.136705383750906	-0.153272491585025	0.421452634066236
r_1977	NA	NA	-12.9442898048476	NA
r_1978	-2.95430368790708	-2.42875433619904	-2.9569513400537	-2.16105296285888
r_1979	-7.61724741474385	-2.35567491191455	-7.59742037088305	-13.6804319804977
r_1980	-1.32301303776339	-4.3563976721866	-1.32925366530638	-4.35580151894706
r_1981	NA	NA	NA	NA
r_1987	-1.76836428780028	-1.53965312961758	-1.77462162215943	-1.08431612955327
r_1988	NA	NA	NA	NA
r_1989	-1.49727509231545	-1.29410973910654	-1.45625935446162	-0.972473680435824
r_1990	NA	NA	NA	NA
r_1991	NA	NA	NA	NA
r_1992	-0.937937819818605	-0.737047338096314	-0.944195148398149	-0.599721110435906
r_1993	-2.41785499332896	-2.17308334270267	-2.42411232778106	-1.70568127607876
r_1994	-2.43028709644907	-2.18597691439839	-2.43654443086257	-1.69613595816953
r_1995	NA	NA	NA	NA
r_1996	NA	NA	NA	NA
r_1998	NA	NA	NA	NA
r_1999	NA	NA	NA	NA
r_2001	NA	NA	NA	NA
r_2002	NA	NA	NA	NA
r_2003	NA	NA	NA	NA
r_2004	NA	NA	NA	NA
r_2005	-1.60326614931955	-1.37518508450825	-1.60936468367877	-0.893246022769543
r_2008	NA	NA	NA	NA
r_2020	NA	NA	NA	NA
r_2022	NA	NA	-13.3224380301089	NA
r_2023	NA	NA	NA	NA
r_2024	-1.76836428777224	-1.53965312960854	-1.77462162216782	-1.08431612955394
r_2025	NA	NA	NA	NA
r_2028	NA	NA	NA	NA
r_2029	NA	NA	NA	NA
r_2030	-5.871359643231	-5.62440720556553	-5.87741386048417	-5.56503211157219
r_2032	NA	NA	NA	NA
r_2033	-1.37565546336254	-1.16917100249711	-1.38191279772629	-0.847534943831586
r_2034	-0.0475740981982727	-0.107642177772596	-0.034717850155527	0.0736684997816919
r_2036	NA	NA	NA	NA
r_2037	NA	NA	NA	NA
r_2038	NA	NA	NA	NA
r_2039	NA	NA	NA	NA
r_2040	NA	NA	NA	NA
r_2041	NA	NA	NA	NA
r_2042	NA	NA	NA	NA
