Gene	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
gene_1898	1572	1385	1443
gene_1899	3612	4167	3817
gene_1900	1121	1214	1007
gene_1901	486	515	503
gene_1902	707	795	842
gene_1903	3121	3681	3296
gene_1905	1130	899	953
gene_1906	2300	2545	2394
gene_1907	805	837	919
gene_1908	235	317	243
gene_1909	12200	13707	12918
gene_1910	16264	17862	15294
gene_1911	4399	4243	4222
gene_1912	779	953	726
gene_1913	1378	1540	1619
gene_1914	1558	1602	1521
gene_1915	1120	1395	1308
gene_1916	476	556	511
gene_1917	4770	4474	4245
gene_1918	1935	2178	1894
gene_1919	385	362	234
gene_1920	981	1281	1091
gene_1921	961	1013	1026
gene_1922	4	8	8
gene_1923	7034	7223	7648
gene_1924	2210	2416	2229
gene_1925	588	696	573
gene_1926	1287	1476	1311
gene_1927	2428	2556	2370
gene_1928	1641	1912	1651
gene_1929	2546	2909	2543
gene_1930	3821	4364	4156
gene_1931	1426	1563	1266
gene_1932	165	226	173
gene_1933	2278	2423	2120
gene_1934	866	948	864
gene_1935	4390	4979	4739
gene_1936	4069	4531	4207
gene_1937	2700	3097	2619
gene_1938	1229	1314	1194
gene_1939	2790	3544	3155
gene_1940	12	5	20
gene_1941	213	176	177
gene_1942	2387	2436	2076
gene_1943	189	248	248
gene_1944	1741	1964	1702
gene_1945	3837	3526	3540
gene_1946	1443	1461	1460
gene_1947	884	1008	961
gene_1948	3796	4163	3601
gene_1949	657	640	595
gene_1950	433	444	400
gene_1951	1217	1433	1209
gene_1952	256	376	283
gene_1953	4011	3992	3706
gene_1954	3293	3818	3658
gene_1955	1973	2133	2100
gene_1956	2012	1959	1946
gene_1957	1774	2108	1942
gene_1958	51	17	67
gene_1959	434	509	404
gene_1960	4814	5352	5041
gene_1961	2137	2056	1977
gene_1962	3714	3898	3489
gene_1963	214	216	198
gene_1964	794	846	792
gene_1965	3430	3520	3202
gene_1966	5623	6537	6096
gene_1967	1868	1889	1707
gene_1968	252	383	263
gene_1969	2488	2903	2477
gene_1970	4302	4589	4210
gene_1971	1396	1633	1325
gene_1972	893	1015	1016
gene_1973	931	866	950
gene_1974	77	48	52
gene_1975	2440	2700	2730
gene_1976	1290	1763	1428
gene_1977	790	883	735
gene_1978	2109	2477	2522
gene_1979	2119	2276	1934
gene_1981	3726	4077	3993
gene_1983	737	786	733
gene_1984	1500	1634	1608
gene_1985	923	1103	1134
gene_1987	1344	1450	1172
gene_1988	500	538	566
gene_1989	698	753	698
gene_1990	967	934	922
gene_1991	1725	1661	1656
gene_1992	2171	2376	2004
gene_1993	2421	2876	2742
gene_1994	835	769	800
gene_1995	743	802	877
gene_1996	1641	1870	1739
gene_1997	4826	4653	4294
gene_1998	2914	3145	2810
gene_1999	5129	5659	5341
gene_2000	1112	1309	1199
gene_2001	5014	5182	4779
gene_2002	3253	3364	3040
gene_2003	1599	1906	1575
gene_2004	2087	2031	2012
gene_2005	240	285	315
gene_2006	1311	1634	1459
gene_2007	713	1004	657
gene_2008	1406	1622	1468
gene_2009	779	904	888
gene_2010	12296	12589	11768
gene_2011	0	0	0
gene_2012	238	278	252
gene_2013	785	902	978
gene_2014	421	435	406
gene_2015	4304	5837	5029
gene_2016	48	30	58
gene_2017	1331	1578	1474
gene_2018	3772	3898	3653
gene_2019	437	515	466
gene_2020	3865	4121	3766
gene_2021	5661	6208	5587
gene_2022	1127	1120	1038
gene_2023	28088	30368	28024
gene_2025	23631	26214	24881
gene_2026	1163	1371	1330
gene_2027	2789	2837	2674
gene_2028	840	942	800
gene_2029	354	468	433
gene_2030	672	763	699
gene_2031	111	159	116
gene_2032	585	672	603
gene_2033	496	454	462
gene_2034	252	281	248
gene_2035	3878	4162	3801
gene_2036	1282	1427	1341
gene_2037	285	329	278
gene_2038	569	644	567
gene_2039	331	414	260
gene_2040	340	417	367
gene_2041	36	36	53
gene_2042	5805	6374	6180
gene_2044	1226	1292	1184
gene_2045	2341	2533	2352
gene_2046	356	342	326
gene_2047	0	0	0
gene_2048	2	0	2
gene_2050	2630	2875	2539
gene_2051	2278	2532	2323
gene_2052	3971	4465	4499
gene_2053	0	0	2
gene_2055	0	1	0
gene_2056	0	0	0
gene_2057	2	8	11
gene_2058	2955	2994	2690
gene_2059	1753	1665	1509
gene_2060	1762	1819	1845
gene_2061	4955	4882	4661
gene_2062	2205	2319	2078
gene_2063	1950	2108	1983
gene_2064	959	949	1057
gene_2065	1665	1841	1710
gene_2066	922	969	871
gene_2067	2739	2961	2704
gene_2068	930	1073	981
gene_2069	2677	2902	2797
gene_2070	3639	3532	3065
gene_2071	5185	5964	5618
gene_2072	179	217	132
gene_2073	0	0	0
gene_2074	617	659	656
gene_2075	12	6	12
gene_2076	3783	4548	4201
gene_2077	1496	1745	1571
gene_2078	1665	1824	1618
gene_2079	214	159	192
gene_2080	2868	3146	3087
gene_2081	952	1201	1008
gene_2082	35	84	65
gene_2083	49	41	49
gene_2084	8558	10081	9269
gene_2085	5183	6210	5706
gene_2086	2767	2962	2779
gene_2087	228	177	200
gene_2088	673	707	543
gene_2089	1486	1692	1447
gene_2090	2427	2724	2467
gene_2091	0	0	0
gene_2092	0	0	0
gene_2093	2382	2598	2156
gene_2094	1730	2036	1782
gene_2095	1885	2029	1861
gene_2096	4039	4481	4358
gene_2097	2844	3354	3008
gene_2098	2122	2261	2088
gene_2099	1292	1642	1483
gene_2100	2755	3135	2862
gene_2101	1424	1558	1323
gene_2102	1157	1470	1375
gene_2103	1373	1320	1260
gene_2104	625	750	631
gene_2105	1284	1452	1274
gene_2106	2542	2895	2554
gene_2107	4658	4757	4240
gene_2108	3280	3629	3315
gene_2109	2196	2313	2257
gene_2110	6147	7201	6772
gene_2111	237	280	270
gene_2112	977	1094	1001
gene_2114	2	2	1
gene_2115	24	28	44
gene_2116	2419	2631	2174
gene_2117	3856	4063	3614
gene_2118	2142	2476	2281
gene_2119	3840	4310	4281
gene_2120	3794	4093	4065
gene_2121	534	546	618
gene_2122	4097	4453	4274
gene_2123	161	205	164
gene_2124	2594	3059	2806
gene_2125	87	84	68
gene_2126	1982	2304	2097
gene_2127	1011	1074	1108
gene_2128	16	9	9
gene_2129	87687	97757	91481
gene_2130	1101	1329	1193
gene_2131	2049	2037	2118
gene_2132	4446	4061	4013
gene_2133	1768	1845	1743
gene_2134	0	0	0
gene_2136	6	7	8
gene_2137	1582	1895	1771
gene_2138	188	248	212
gene_2139	87	129	118
gene_2141	1840	2085	1881
gene_2142	3024	2991	2902
gene_2143	13	23	22
gene_2144	276	367	293
gene_2145	3	0	0
gene_2146	427	497	484
gene_2147	3260	3832	3509
gene_2148	141	159	98
gene_2149	5832	6045	5348
gene_2150	6139	6709	5892
gene_2151	0	0	0
gene_2152	0	0	0
gene_2153	0	0	0
gene_2155	2099	2117	2228
gene_2156	13179	15144	13765
gene_2157	725	651	879
gene_2158	1839	2008	1827
gene_2159	51738	57598	53008
gene_2160	181	198	195
gene_2161	780	770	738
gene_2162	2513	2857	2561
gene_2163	3354	3762	3259
gene_2164	2263	2643	2219
gene_2165	27	18	45
gene_2166	5240	5805	5311
gene_2167	2771	2948	2634
gene_2168	3116	3524	3150
gene_2169	112	91	70
gene_2170	1706	1813	1797
gene_2171	498	497	448
gene_2172	2527	2921	2416
gene_2173	279	336	281
gene_2174	934	1034	899
gene_2175	833	936	777
gene_2176	1840	2085	1775
gene_2177	1575	1682	1367
gene_2178	1106	1071	1023
gene_2179	140	260	147
gene_2180	369	384	361
gene_2182	872	846	785
gene_2183	1157	1185	1074
gene_2184	1974	2021	1823
gene_2185	970	1073	947
gene_2186	5118	5427	5086
gene_2187	5226	5452	4819
gene_2188	200	227	166
gene_2189	385	400	347
gene_2190	1185	1223	1067
gene_2191	1803	1903	1785
gene_2192	512	530	444
gene_2193	3089	3537	3271
gene_2194	853	928	989
gene_2195	0	0	0
gene_7916	1467	1692	1739
gene_7918	42	57	35
gene_7919	2835	3065	2989
gene_7920	233	195	194
gene_7925	774	747	687
gene_7926	433	389	376
gene_7927	3506	4082	4093
gene_7928	3	0	3
gene_7929	119	123	119
gene_7930	1616	1783	1739
gene_7931	0	0	0
gene_7921	438	435	363
gene_7922	42	21	32
gene_7923	0	0	0
gene_7932	46	58	54
gene_7933	0	0	0
gene_2196	1013	1086	894
gene_2197	628	760	642
gene_2198	886	889	870
gene_2199	583	619	519
gene_2200	1982	2021	1999
gene_2201	4286	4681	4401
gene_2202	564	377	406
gene_2203	239	213	182
gene_2204	563	680	605
gene_2205	6799	7294	6552
gene_2206	2525	2378	2252
gene_2207	21167	22597	20903
gene_2208	429	452	486
gene_2209	298	281	282
gene_2210	7	0	0
gene_2211	2	0	0
gene_2212	14	15	17
gene_2213	488	621	525
gene_2214	271	242	200
gene_2215	588	656	560
gene_2216	564	584	655
gene_2217	2624	2821	2614
gene_2218	320	254	255
gene_2219	29	15	16
gene_2220	39	60	37
gene_2221	82	163	143
gene_2222	346	304	329
gene_2223	0	0	0
gene_2224	183	222	193
gene_2225	259	317	319
gene_2226	2440	2946	2677
gene_2227	5986	6553	6220
gene_2228	1416	1597	1354
gene_2229	3185	3357	3295
gene_2230	43	63	50
gene_2231	3307	3538	3135
gene_2232	1433	1618	1526
gene_2233	1674	2026	1787
gene_2234	0	0	0
gene_2235	4	0	0
gene_2236	1790	1854	1784
gene_2237	6621	6974	6147
gene_2238	1915	1928	1740
gene_2240	1795	2019	1748
gene_2241	3218	3301	3240
gene_2242	2526	2398	2430
gene_2243	10046	11662	10904
gene_2245	1408	1647	1424
gene_2246	2819	2795	2673
gene_2247	2631	3045	2698
gene_2248	783	759	687
gene_2250	3	21	16
gene_2251	42	24	40
gene_2253	2064	2456	2033
gene_2254	627	802	695
gene_2255	3543	3730	3677
gene_2256	5697	6242	5906
gene_2257	1260	1548	1309
gene_2258	6343	6748	6261
gene_2259	1418	1250	1227
gene_2260	10189	11044	10323
gene_2261	136	119	159
gene_2262	63	64	49
gene_2263	387	338	421
gene_2265	5461	4547	4629
gene_2266	4632	5323	4792
gene_2267	2164	2432	2818
gene_2268	989	1209	1088
gene_2269	23675	24745	24256
gene_2270	469	502	500
gene_2271	2924	3024	2774
gene_2272	737	672	579
gene_2273	1270	1393	1336
gene_2274	929	1008	919
gene_2275	85	97	73
gene_2276	1867	2054	1926
gene_2277	2031	2169	1933
gene_2278	40	30	46
gene_2279	95	140	106
gene_2280	3050	3502	3282
gene_2281	6654	7102	6925
gene_2282	83128	85543	86550
gene_2285	7715	7696	6776
gene_2286	12478	12587	11086
gene_2287	3712	3721	3880
gene_2288	108	188	105
gene_2289	568	590	578
gene_2290	91	83	92
gene_2292	353	454	339
gene_2293	2887	3599	3407
gene_2294	904	917	928
gene_2295	1692	1645	1676
gene_2296	1330	1586	1559
gene_2297	1307	1273	1227
gene_2298	1412	1419	1328
gene_2299	2338	2673	2387
gene_2300	3495	3918	3539
gene_2301	23	14	12
gene_2303	725	791	785
gene_2305	1075	1443	1262
gene_2306	624	564	558
gene_2307	5629	6021	5104
gene_2308	2659	2758	2472
gene_2309	1847	1952	1567
gene_2310	2465	2615	2402
gene_2311	1674	1888	1683
gene_2312	561	700	601
gene_2313	855	790	765
gene_2314	1088	1391	1144
gene_2315	815	777	692
gene_2316	73	90	87
gene_2317	2682	2657	2520
gene_2318	2831	2819	2706
gene_2319	170	249	173
gene_2320	2211	2391	2069
gene_2321	2720	2591	2657
gene_2322	467	613	501
gene_2323	650	829	567
gene_2324	3134	3435	3325
gene_2327	0	5	0
gene_2328	1665	1689	1594
gene_2329	542	657	568
gene_2330	119	142	123
gene_2331	3269	3472	3273
gene_2332	130	111	86
gene_2333	2518	3033	2773
gene_2334	383	396	357
gene_2335	1395	1424	1435
gene_2336	558	669	615
gene_2337	1292	1575	1359
gene_2338	823	825	871
gene_2339	425	401	386
gene_2340	2456	2789	2622
gene_2341	0	0	0
gene_2342	0	0	0
gene_2343	563	526	591
gene_2344	1498	1596	1333
gene_2345	2344	2535	2162
gene_2346	4716	5181	4582
gene_2347	300	333	343
gene_2348	1893	2094	2043
gene_2349	800	919	816
gene_2350	1778	1976	1851
gene_2351	411	404	436
gene_2352	5247	5036	4780
gene_2353	6966	7727	7031
gene_2354	173	232	134
gene_2355	511	612	522
gene_2356	853	907	917
gene_2357	2059	2325	2489
gene_2358	3523	4221	3635
gene_2359	943	1014	899
gene_2360	4448	4505	4576
gene_2361	1801	1957	1561
gene_2362	2492	2996	2589
gene_2363	2240	2304	2063
gene_2364	922	1038	779
gene_2365	126	153	123
gene_2366	6747	6907	6625
gene_2367	2729	3299	3175
gene_2368	701	827	827
gene_2369	1405	1372	1192
gene_2370	1289	1705	1351
gene_2371	956	1148	1012
gene_2372	1939	2080	1923
gene_2374	0	0	0
gene_2375	768	739	754
gene_2376	3210	3345	3226
gene_2377	1028	1036	1005
gene_2378	14	6	37
gene_2379	15158	16867	16087
gene_2380	6034	6558	6277
gene_2381	830	1012	935
gene_2382	1123	1109	1032
gene_2383	2	32	7
gene_2384	895	803	807
gene_2385	2502	2800	2376
gene_2386	1250	1520	1140
gene_2387	326	458	323
gene_2388	3272	3986	3568
gene_2389	1335	1295	1225
gene_2390	2282	2860	2482
gene_2391	1163	1433	1245
gene_2392	758	774	857
gene_2393	13	1	16
gene_2394	4166	5075	4527
gene_2395	3122	3185	3134
gene_2396	3243	3310	2838
gene_2397	3447	3562	3410
gene_2398	6851	6764	6451
gene_2399	408	456	398
gene_2400	996	1335	1161
gene_2401	430	439	366
gene_2402	1533	1672	1699
gene_2403	184	212	198
gene_2404	599	714	617
gene_2405	1220	1237	1154
gene_2406	155700	173447	157387
gene_2407	4378	4740	4495
gene_2408	8175	8736	8631
gene_2409	924	1074	1038
gene_2410	662	755	754
gene_2411	990	1138	1057
gene_2412	1099	1303	1111
gene_2414	2842	3409	3060
gene_2415	4017	4633	4148
gene_2416	2153	2428	2268
gene_2417	14	10	10
gene_2418	1800	2202	2196
gene_2419	1873	1853	1832
gene_2420	10119	11846	9893
gene_2421	2640	2736	2432
gene_2422	1017	1276	1115
gene_2423	3192	3665	3574
gene_2424	472	464	396
gene_2425	2633	2568	2333
gene_2426	1028	1014	1050
gene_2427	674	701	723
gene_2430	1639	1972	1860
gene_2432	1802	2078	1839
gene_2433	4539	5220	4814
gene_2434	665	891	769
gene_2435	9915	10201	9358
gene_2436	9211	10885	9789
gene_2437	771	759	731
gene_2438	307	325	307
gene_2439	349	353	288
gene_2440	136	150	85
gene_2441	213	245	220
gene_2442	1298	1459	1296
gene_2443	7675	7745	7617
gene_2444	10477	11282	10134
gene_2445	4161	4481	3971
gene_2446	2702	2835	2767
gene_2447	2430	2429	2068
gene_2448	2499	2956	2799
gene_2449	6021	6596	6264
gene_2450	5045	5382	4993
gene_2451	3938	4152	3539
gene_2452	3298	3730	3515
gene_2453	925	968	968
gene_2454	280	312	255
gene_2455	4102	4419	4333
gene_2456	511	548	471
gene_2457	2231	2592	2570
gene_2458	707	783	768
gene_2459	746	888	881
gene_2460	2377	2585	2309
gene_2461	1841	2060	1799
gene_2462	24	41	17
gene_2463	3	4	0
gene_2464	5595	6445	5764
gene_2465	600	537	537
gene_2466	1358	1460	1306
gene_2467	287	291	337
gene_2468	1649	1636	1727
gene_2469	490	646	499
gene_2470	2129	2514	2277
gene_2471	28	10	15
gene_2472	182	209	153
gene_2473	8584	10048	9034
gene_2474	3542	3958	3675
gene_2475	1337	1344	1415
gene_2476	231	173	194
gene_2477	1091	1132	1069
gene_2478	2309	2519	2280
gene_2479	144	156	89
gene_2480	1672	1618	1679
gene_2481	134	113	158
gene_2482	7026	7498	7046
gene_2483	1948	1995	1648
gene_2484	2021	2033	1707
gene_2485	685	666	567
gene_2486	5908	6046	5679
gene_2487	250	220	166
gene_2488	3865	3484	3584
gene_2489	0	4	0
gene_2490	9	0	5
gene_2491	4	0	0
gene_2492	693	873	683
gene_2493	1210	1291	1205
gene_2494	3310	3807	3501
gene_2495	1277	1292	1141
gene_2496	3250	3735	3308
gene_2497	2771	2811	2581
gene_2498	1228	1592	1428
gene_2499	1630	1684	1547
gene_2501	98	124	125
gene_2502	7922	8813	8406
gene_2503	690	730	714
gene_2504	3197	3214	3114
gene_2505	2766	3069	2924
gene_2506	18430	20780	18455
gene_2507	3525	4047	3894
gene_2508	3069	2789	2654
gene_2509	2057	1979	1823
gene_2510	6872	6914	6984
gene_2511	2540	2589	2582
gene_2512	14080	16088	14328
gene_2513	4367	4629	4301
gene_2514	6288	7440	7001
gene_2515	810	1064	825
gene_2516	600	708	715
gene_2517	245	187	179
gene_2518	1304	1511	1228
gene_2519	1710	1936	1757
gene_2520	6445	6832	6538
gene_2521	2580	3141	2919
gene_2522	207	260	213
gene_2523	2991	3413	3069
gene_2524	507	575	543
gene_2525	1167	1254	1123
gene_2526	577	653	651
gene_2527	445	539	498
gene_2528	5055	5576	5056
gene_2529	5397	5510	5317
gene_2530	1071	1250	1128
gene_2531	688	634	511
gene_2532	10293	10708	10135
gene_2533	89	61	69
gene_2535	1941	2173	1864
gene_2536	981	1292	1177
gene_2537	2207	2557	2251
gene_2538	283	317	324
gene_2539	2274	2202	2349
gene_2540	2641	2858	2578
gene_2541	1204	1263	1157
gene_2542	1695	1937	1599
gene_2543	465	569	520
gene_2544	3660	4324	3763
gene_2545	663	825	679
gene_2546	623	626	671
gene_2547	553	699	642
gene_2548	412	497	472
gene_2549	943	1255	1036
gene_2550	5135	5810	5172
gene_2551	631	768	762
gene_2552	459	544	498
gene_2553	681	641	618
gene_2554	7742	7027	7188
gene_2555	984	1067	983
gene_2556	0	0	4
gene_2557	2769	3025	2765
gene_2558	431	508	452
gene_2559	254	247	294
gene_2560	5	1	10
gene_2561	5327	5441	5221
gene_2562	720	769	623
gene_2563	1739	2094	1906
gene_2564	3765	4057	4006
gene_2565	11860	14222	12907
gene_2566	2066	2177	2205
gene_2567	1891	1885	2145
gene_2568	652	768	714
gene_2569	203	221	235
gene_2570	49825	60070	52406
gene_2572	1299	1361	1204
gene_2573	353	332	364
gene_2574	1276	1361	1329
gene_2575	1958	2283	2149
gene_2576	74131	87502	81769
gene_2577	123	118	135
gene_2578	680	836	789
gene_2579	581	574	545
gene_2580	2147	2164	1932
gene_2581	1461	1589	1336
gene_2582	168	146	150
gene_2583	7015	7613	6903
gene_2584	911	918	826
gene_2585	7846	8646	7875
gene_2586	129	136	158
gene_2587	611	580	528
gene_2588	1667	1647	1361
gene_2589	0	1	5
gene_2590	1558	1608	1559
gene_2591	382	397	382
gene_2592	1231	1133	1066
gene_2593	1997	2036	2367
gene_2594	1569	1936	1561
gene_2595	3729	4322	4181
gene_2596	1234	1033	998
gene_2597	57	35	34
gene_2598	486	494	577
gene_2599	920	924	844
gene_2600	1772	2012	1783
gene_2601	1173	1369	1204
gene_2602	1436	1468	1403
gene_2603	102	71	69
gene_2604	871	795	814
gene_2605	125	173	172
gene_2606	5341	5625	5149
gene_2607	2214	2482	2417
gene_2608	307	316	342
gene_2609	2659	2678	2557
gene_2610	2655	3038	2989
gene_2611	854	887	776
gene_2612	2539	2627	2577
gene_2613	2753	2556	2544
gene_2614	1497	1721	1593
gene_2615	2731	3114	2799
gene_2616	371	425	338
gene_2617	164	247	263
gene_2618	1195	1347	1094
gene_2619	10019	10385	9627
gene_2620	1351	1398	1267
gene_2621	5873	6766	6577
gene_2622	1258	1507	1365
gene_2623	29	72	40
gene_2624	157	168	154
gene_2625	228	214	196
gene_2626	294	388	445
gene_2627	1455	1436	1350
gene_2628	7035	7700	6640
gene_2629	1788	1877	1709
gene_2630	1570	1610	1503
gene_2631	17	33	14
gene_2632	7059	7880	7157
gene_2633	12	4	0
gene_2634	169	198	238
gene_2635	23	41	22
gene_2636	6101	6846	6124
gene_2637	2537	2136	1949
gene_2638	1313	1293	1269
gene_2640	519	594	488
gene_2642	4281	4849	4831
gene_2643	9	7	9
gene_2644	810	714	659
gene_2645	22359	24003	22708
gene_2646	4615	5082	4624
gene_2647	2900	3097	2886
gene_2648	539	702	580
gene_2649	1710	1680	1534
gene_2650	6212	7230	6427
gene_2651	2357	2796	2606
gene_2652	4375	4675	4373
gene_2653	1999	2338	1954
gene_2655	5	3	5
gene_2657	0	0	0
gene_2658	812	877	719
gene_2659	4574	5047	4417
gene_2660	760	828	758
gene_2661	934	1080	923
gene_2662	13890	15758	15604
gene_2663	3899	3985	3675
gene_2664	1902	1671	1690
gene_2665	1869	1784	1796
gene_2666	169	121	123
gene_2667	12190	14649	13307
gene_2668	8794	10020	9161
gene_2669	1302	1437	1438
gene_2670	35	57	31
gene_2672	11	39	14
gene_2674	473	642	480
gene_2675	357	315	333
gene_2676	863	1026	874
gene_2677	1841	1931	1691
gene_2678	652	772	647
gene_2679	1086	997	937
gene_2680	598	647	613
gene_2681	4718	5751	5302
gene_2683	756	790	748
gene_2684	174	166	178
gene_2685	228	223	191
gene_2686	1543	1662	1577
gene_2687	404	362	341
gene_2688	1219	1168	1191
gene_2689	1415	1584	1465
gene_2690	107703	109416	106107
gene_2691	9	8	6
gene_2692	8192	9631	8764
gene_2693	13184	14206	12796
gene_2694	26	16	10
gene_2695	557	603	569
gene_2696	881	1048	969
gene_2697	726	755	728
gene_2698	665	963	783
gene_2699	1921	1793	1708
gene_2700	745	1007	861
gene_2701	2835	3090	3035
gene_2702	657	730	632
gene_2703	536	519	525
gene_2704	4114	4333	4229
gene_2705	26	22	6
gene_2706	1295	1566	1336
gene_2707	333	375	396
gene_2709	527	534	600
gene_2710	129	157	138
gene_2711	1891	2044	1790
gene_2712	384	343	288
gene_2713	75	113	72
gene_2715	284	431	347
gene_2716	302	280	263
gene_2717	1600	1635	1603
gene_2718	360	433	387
gene_2719	46	52	45
gene_2720	1	0	1
gene_2721	848	913	904
gene_2722	2	0	0
gene_2723	3	0	0
gene_2724	1262	1366	1404
gene_2725	1268	1347	1405
gene_2726	1533	1563	1462
gene_2727	2745	2642	2409
gene_2728	121	116	100
gene_2729	8642	9817	8935
gene_2730	1159	1353	1206
gene_2731	682	760	649
gene_2733	2183	2105	2180
gene_2734	1597	1668	1431
gene_2735	6	7	0
gene_2736	1046	1135	1064
gene_2737	512	465	465
gene_2738	845	842	708
gene_2739	114	146	98
gene_2740	2221	2460	2081
gene_2741	2887	3229	3159
gene_2742	1688	1624	1630
gene_2743	752	641	755
gene_2744	2186	2431	2085
gene_2745	190	204	209
gene_2746	1992	1949	1923
gene_2747	230	231	220
gene_2748	47	29	39
gene_2749	412	548	319
gene_2750	1446	1606	1371
gene_2751	4220	4617	3904
gene_2752	535	658	660
gene_2753	654	719	776
gene_2754	3057	3311	3136
gene_2755	13842	14996	14013
gene_2756	484	509	406
gene_2757	1130	1145	1163
gene_2758	1329	1407	1157
gene_2759	504	639	543
gene_2760	5882	6194	5572
gene_2761	36	35	34
gene_2762	739	878	700
gene_2763	652	652	499
gene_2764	1434	1328	1520
gene_2765	15	30	28
gene_2766	266	343	279
gene_2767	354	485	366
gene_2768	599	622	641
gene_2769	3796	4343	4046
gene_2770	138	253	186
gene_2771	7510	7845	6955
gene_2772	676	709	742
gene_2773	5	1	5
gene_2774	418	406	495
gene_2775	1144	1332	1267
gene_2776	704	664	708
gene_2777	9532	10811	10370
gene_2778	521	606	618
gene_2779	1661	1757	1872
gene_2780	211	257	182
gene_2781	1009	973	995
gene_2782	4929	4552	4515
gene_2783	1374	1551	1359
gene_2784	1771	1963	1719
gene_2785	2073	2296	2281
gene_2786	20	13	14
gene_2787	1235	1456	1393
gene_2788	1259	1410	1475
gene_2789	1834	2063	1827
gene_2790	335	328	325
gene_2791	2313	2350	2149
gene_2792	721	730	814
gene_2793	2601	2880	2428
gene_2794	6232	7413	6627
gene_2795	33181	35942	32347
gene_2796	2547	2980	2512
gene_2797	3151	3336	3323
gene_2798	6174	6673	6325
gene_2799	852	871	847
gene_2800	3286	3393	3126
gene_2801	1780	2086	1889
gene_2802	380	406	370
gene_2803	5578	6318	5906
gene_2804	1151	1311	1126
gene_2805	2723	3182	2945
gene_2806	919	1155	949
gene_2807	560	515	574
gene_2808	2104	2145	2144
gene_2809	475	529	387
gene_2810	1615	1829	1689
gene_2811	1590	1749	1538
gene_2812	1183	1296	1185
gene_2813	1644	1949	1638
gene_2815	878	1295	927
gene_2816	13260	13928	13059
gene_2817	957	989	854
gene_2818	3116	3760	3419
gene_2819	3354	3794	3521
gene_2820	710	1016	933
gene_2821	30	49	35
gene_2822	4273	4419	4155
gene_2823	2392	2354	2289
gene_2824	561	770	578
gene_2825	1344	1354	1183
gene_2826	1693	1643	1694
gene_2827	1115	947	973
gene_2828	318	350	292
gene_2829	71	68	61
gene_2830	777	679	726
gene_2831	1746	2019	1807
gene_2832	1400	1582	1678
gene_2833	8510	9535	8613
gene_2834	2688	2735	2605
gene_2835	169	176	165
gene_2837	28	58	36
gene_2838	3648	3701	3537
gene_2839	920	824	809
gene_2840	446	461	432
gene_2841	699	785	780
gene_2842	1	0	0
gene_2843	642	519	612
gene_2844	2436	2379	2276
gene_2845	304	285	301
gene_2846	11788	12876	11202
gene_2847	7286	7527	7233
gene_2848	5096	5655	4983
gene_2849	28	10	2
gene_2850	2094	2360	2173
gene_2851	3407	3737	3371
gene_2852	704	854	803
gene_2853	2002	2223	2029
gene_2854	2326	2335	2210
gene_2855	4760	5445	5132
gene_2856	270	286	345
gene_2857	1129	1295	1182
gene_2858	1680	1614	1585
gene_2859	7222	7368	6925
gene_2860	2433	2622	2366
gene_2861	1059	1177	897
gene_2862	2122	2101	2145
gene_2863	3604	4419	3620
gene_2864	1339	1483	1311
gene_2865	3288	3269	2858
gene_2866	3009	3098	2810
gene_2867	11942	12752	12453
gene_2868	218	209	195
gene_2869	223	190	201
gene_2870	1743	2068	1721
gene_2871	784	925	833
gene_2872	6807	7277	6277
gene_2873	891	968	788
gene_2874	679	811	765
gene_2875	1484	1664	1453
gene_2876	892	1041	866
gene_2877	1304	1391	1324
gene_2878	218	294	236
gene_2879	0	0	0
gene_2880	1842	2400	2247
gene_2881	2860	3153	2856
gene_2882	2032	2209	1989
gene_2884	3788	4270	3949
gene_2885	49826	55424	51928
gene_2886	1585	1756	1949
gene_2887	613	579	612
gene_2888	409	399	397
gene_2889	92	124	120
gene_2890	5	6	0
gene_2891	221	209	197
gene_2892	39	23	16
gene_2893	96	69	56
gene_2894	268	255	315
gene_2895	3436	3911	3408
gene_2896	916	1182	918
gene_2897	186	208	125
gene_2898	643	613	575
gene_2899	556	581	503
gene_2900	0	0	0
gene_2901	0	0	0
gene_2902	518	567	545
gene_2903	2495	2467	2278
gene_2904	1521	1703	1624
gene_2905	50	81	66
gene_2906	146	182	169
gene_2907	18490	19212	18222
gene_2908	7128	7680	7650
gene_2909	1394	1552	1301
gene_2910	4832	5455	5302
gene_2912	727	671	619
gene_2913	1281	1520	1310
gene_2914	6	3	8
gene_2915	1	0	0
gene_2916	6	1	0
gene_2917	5870	6059	5636
gene_2918	1225	1358	1177
gene_2919	107	132	69
gene_2920	25	23	23
gene_2921	10	19	2
gene_2922	0	0	0
gene_2923	1762	1750	1658
gene_2924	337	436	349
gene_2925	258	310	244
gene_2926	3171	2680	2431
gene_2927	1091	1471	1174
gene_2928	1326	1303	1142
gene_2930	0	0	4
gene_2931	0	0	0
gene_2932	0	0	0
gene_2933	20	25	9
gene_2934	407	564	422
gene_2936	1631	1909	1598
gene_2937	27	20	6
gene_2938	6091	6595	6089
gene_2939	1845	2228	1765
gene_2940	3601	4213	3703
gene_2941	238	207	207
gene_2942	2	3	2
gene_2943	615	548	489
gene_2944	418	455	475
gene_2946	1139	1211	1023
gene_2947	711	695	648
gene_2948	301	397	320
gene_2949	389	402	392
gene_2950	2162	2322	2083
gene_2951	283	402	334
gene_2952	721	889	746
