Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_4009	3538	3872	3261
gene_4010	11883	12307	9709
gene_4011	1250	1331	1106
gene_4012	5	2	6
gene_4013	320	364	347
gene_4014	4731	4402	4757
gene_4015	281	312	248
gene_4016	2	0	0
gene_4017	3669	3747	3427
gene_4018	6116	6774	5451
gene_4019	764	854	654
gene_4020	1916	2171	1608
gene_4021	1730	1685	1455
gene_4022	117	129	162
gene_4023	2875	2991	2602
gene_4024	1902	1948	1653
gene_4025	3169	2925	2954
gene_4026	107	154	111
gene_4027	734	712	663
gene_4028	938	1015	767
gene_4029	568	598	488
gene_4030	1458	1327	1191
gene_4031	1290	1316	1168
gene_4032	1507	1588	1396
gene_4033	272	271	254
gene_4034	1010	1095	863
gene_4036	7074	6624	6732
gene_4037	9	17	33
gene_4039	2576	2782	2270
gene_4040	4404	4919	3918
gene_4041	4538	4648	4203
gene_4043	9136	9902	7454
gene_4044	242	335	241
gene_4045	1779	1732	1415
gene_4046	101	114	97
gene_4047	23906	23993	19101
gene_4048	1899	1899	1518
gene_4049	9251	9530	8481
gene_4050	14	24	14
gene_4051	1014	1165	921
gene_4052	719	791	609
gene_4053	3732	4242	3469
gene_4054	586	552	470
gene_4055	1272	1282	1101
gene_4056	73	74	84
gene_4057	2884	3153	2614
gene_4058	898	871	863
gene_4059	31428	31097	28516
gene_4060	393	351	282
gene_4061	423	502	411
gene_4062	3710	3834	3122
gene_4063	37	67	31
gene_4064	1281	1282	1055
gene_4065	1217	1094	1038
gene_4066	208	215	191
gene_4067	701	745	633
gene_4068	741	718	641
gene_4069	1292	1314	1211
gene_4070	1512	1591	1351
gene_4071	609	786	622
gene_4072	412	487	395
gene_4073	1108	1092	860
gene_4074	4593	4866	4215
gene_4075	4	16	12
gene_4076	2544	2632	2224
gene_4077	2331	2400	2028
gene_4078	5720	6082	5066
gene_4079	2283	2273	2061
gene_4080	933	947	788
gene_4081	2364	2486	2289
gene_4082	3699	3637	3023
gene_4083	1740	1817	1537
gene_4084	978	969	809
gene_4085	2401	2711	2090
gene_4086	1398	1469	1048
gene_4087	150	166	106
gene_4089	1094	1217	1064
gene_4090	1521	1740	1207
gene_4091	2980	3278	2689
gene_4092	2151	2227	1834
gene_4093	2018	2099	1604
gene_4094	3914	4153	3143
gene_4095	2084	2355	1715
gene_4096	0	0	0
gene_4097	67	41	36
gene_4098	5066	5193	4776
gene_4099	4227	4248	3704
gene_4100	1410	1622	1182
gene_4101	1771	1898	1553
gene_4102	2	0	0
gene_4103	2021	2015	1694
gene_4104	5877	5848	4961
gene_4105	4112	4266	3360
gene_4106	2662	2773	1986
gene_4107	5233	5243	4394
gene_4108	1993	2119	2005
gene_4109	364	445	300
gene_4110	1901	2075	1661
gene_4111	1853	1580	1534
gene_4112	217	189	217
gene_4113	1952	1944	1702
gene_4114	1076	995	909
gene_4115	2495	2836	2140
gene_4116	5871	5830	4907
gene_4117	2162	2097	1893
gene_4118	3938	3873	3329
gene_4119	5288	5753	4541
gene_4120	907	924	707
gene_4121	912	934	711
gene_4122	107	154	117
gene_4123	91	117	107
gene_4124	1881	1926	1522
gene_4125	138	167	123
gene_4126	848	1029	774
gene_4127	2348	2377	2056
gene_4128	1006	971	838
gene_4129	1028	1054	837
gene_4130	1164	1208	1022
gene_4131	1086	1151	1002
gene_4132	1016	1128	1109
gene_4133	2830	3155	2653
gene_4134	1887	1624	1886
gene_4136	1484	1334	1406
gene_4137	20	11	3
gene_4138	1845	1789	1584
gene_4139	9	2	8
gene_4140	6323	7052	5478
gene_4141	271	244	197
gene_4142	60	57	62
gene_4143	1231	1309	982
gene_4144	1508	1537	1463
gene_4145	819	1001	704
gene_4146	1892	2086	1537
gene_4147	1956	2101	1692
gene_4148	2582	2677	2347
gene_4150	127	206	168
gene_4151	4688	5008	4083
gene_4152	6773	7503	5783
gene_4153	949	864	787
gene_4154	26508	24756	22689
gene_4155	1424	1673	1261
gene_4156	816	909	762
gene_4157	2194	2213	1879
gene_4158	1457	1605	1364
gene_4159	437	551	464
gene_4160	826	946	736
gene_4161	355	411	288
gene_4162	560	631	476
gene_4163	3093	3111	2728
gene_4164	3493	3402	2958
gene_4165	283	337	264
gene_4166	5239	5024	5616
gene_4167	1183	1272	987
gene_4168	781	754	736
gene_4169	982	888	811
gene_4170	1215	1223	999
gene_4171	2304	2241	1888
gene_4172	1516	1685	1420
gene_4173	3442	3553	3106
gene_4174	737	678	596
gene_4175	559	455	465
gene_4176	1291	1217	1134
gene_4177	13249	13297	11797
gene_4178	2194	2253	1805
gene_4179	66	58	45
gene_4180	6781	7229	6010
gene_4181	264	411	355
gene_4182	929	1108	847
gene_4183	1301	1367	1189
gene_4184	5128	5278	3957
gene_4185	24110	26068	20615
gene_4186	3452	3249	2961
gene_4187	775	773	718
gene_4188	3170	3599	2756
gene_4189	4176	4216	3694
gene_4191	3977	3990	3516
gene_4192	4170	4334	3598
gene_4193	555	711	510
gene_4194	1194	1127	920
gene_4195	6615	7333	5707
gene_4196	998	974	777
gene_4197	3359	3580	3110
gene_4198	1756	1773	1648
gene_4199	572	622	495
gene_4200	1200	1202	1036
gene_4201	769	844	647
gene_4202	608	588	538
gene_4203	2278	2261	1721
gene_4204	573	511	422
gene_4205	929	1188	863
gene_4206	2542	2908	2396
gene_4207	927	762	601
gene_4208	30	26	31
gene_4210	0	6	6
gene_4211	1694	1790	1538
gene_4212	1049	1153	959
gene_4213	14629	13371	13174
gene_4214	195	226	173
gene_4215	11	7	2
gene_4216	1442	1460	1240
gene_4217	922	953	801
gene_4218	780	813	649
gene_4219	6943	7277	5827
gene_4220	9632	9996	8770
gene_4221	4487	4978	3919
gene_4222	2311	2282	2090
gene_4223	1505	1623	1264
gene_4224	8140	7702	8309
gene_4225	392	421	478
gene_4226	2283	1862	2417
gene_4227	9	15	22
gene_4228	22	30	17
gene_4229	324	398	351
gene_4231	355	332	302
gene_4232	2167	2357	1966
gene_4233	2364	2305	2030
gene_4234	8890	9174	8215
gene_4235	9680	9639	8685
gene_4236	4182	3610	4417
gene_4237	1736	1842	1757
gene_4238	1332	1334	1539
gene_4239	432	458	310
gene_4240	807	770	522
gene_4241	344	327	271
gene_4242	673	665	560
gene_4243	1173	1289	1043
gene_4244	1395	1697	1284
gene_4245	4331	4676	3834
gene_4246	11396	11050	10722
gene_4247	3627	3750	2936
gene_4248	1509	1485	1269
gene_4249	28125	28379	26841
gene_4250	5833	5777	5470
gene_4251	1034	1292	1041
gene_4252	1355	1307	1289
gene_4253	2592	2836	2480
gene_4254	1324	1443	1237
gene_4256	6050	6021	5725
gene_4257	1	0	4
gene_4258	2	0	0
gene_4259	0	0	0
gene_4260	4942	5053	4315
gene_4261	504	489	466
gene_4262	2009	1948	1943
gene_4263	2033	2096	1776
gene_4264	616	687	534
gene_4265	4136	4117	3749
gene_4266	2721	2773	2227
gene_4267	433	474	313
gene_4268	2441	2463	2027
gene_4269	217	184	170
gene_4270	165	178	112
gene_4271	3748	4012	3368
gene_4272	2248	2390	1906
gene_4273	786	852	653
gene_4274	677	721	560
gene_4275	691	718	601
gene_4276	1140	1052	932
gene_4277	4493	4508	3827
gene_4278	4927	5538	4321
gene_4279	2998	3136	2718
gene_4280	2121	2544	2026
gene_4281	3987	4032	3465
gene_4282	2087	2135	1768
gene_4283	616	765	597
gene_4284	2063	2087	1748
gene_4285	821	828	816
gene_4286	938	838	651
gene_4287	17	17	6
gene_4288	226	246	205
gene_4289	1921	1969	1754
gene_4291	2229	2339	2345
gene_4292	0	0	0
gene_4293	70	50	77
gene_4294	2230	2362	1921
gene_4295	8202	7998	6896
gene_4296	4772	4845	3954
gene_4297	1328	1418	1188
gene_4298	2712	2868	2223
gene_4299	2917	2803	2460
gene_4300	1806	1514	1578
gene_4301	2781	2474	2779
gene_4302	3823	3965	3153
gene_4303	2357	2465	2049
gene_4304	428	500	406
gene_4305	5215	4806	4531
gene_4306	1044	1065	772
gene_4307	2	0	0
gene_4308	2947	3359	2585
gene_4309	2181	2182	1849
gene_4310	2815	3078	2697
gene_4311	1649	1582	1422
gene_4312	2371	2535	2157
gene_4313	3734	3792	3157
gene_4314	3184	2786	3234
gene_4315	667	752	697
gene_4316	21364	21412	19583
gene_4317	784	653	698
gene_4318	599	659	480
gene_4319	162	182	200
gene_4320	529	511	435
gene_4322	1810	1747	1858
gene_4323	1783	1809	1644
gene_4324	26	38	33
gene_4325	1551	1411	1285
gene_4329	275	304	245
gene_4330	11732	12015	10157
gene_4332	3420	3286	3081
gene_4333	2627	2689	2218
gene_4334	6440	6508	5865
gene_4335	1082	1088	1129
gene_4336	1130	1185	1001
gene_4337	3981	4226	3692
gene_4338	1	2	5
gene_4339	4	4	1
gene_4340	1549	1450	1160
gene_4341	2222	2350	1908
gene_4342	2374	2587	2077
gene_4343	3566	3337	3472
gene_4344	1363	1423	1227
gene_4345	4391	4170	4267
gene_4346	2169	2160	1912
gene_4347	5506	5534	4381
gene_4348	573	669	528
gene_4349	4	1	2
gene_4350	22	5	17
gene_4351	1243	1292	1025
gene_4352	139	173	140
gene_4353	2067	2017	1561
gene_4354	2538	2776	2361
gene_4355	3055	2654	2720
gene_4356	1483	1728	1238
gene_4357	2691	2892	2114
gene_4358	1139	1043	1229
gene_4359	779	846	641
gene_4360	837	932	753
gene_4361	30	34	24
gene_4362	12	8	2
gene_4363	535	555	395
gene_4364	931	1128	798
gene_4365	11	14	1
gene_4367	73	63	62
gene_4368	2245	2326	1859
gene_4369	846	714	666
gene_4370	19	31	32
gene_4371	631	653	628
gene_4372	376	413	286
gene_4373	458	502	442
gene_4374	12	4	12
gene_4375	0	2	4
gene_4376	0	0	0
gene_4377	96	83	33
gene_4378	22	18	5
gene_4379	15	2	2
gene_4380	0	0	0
gene_4381	8	1	3
gene_4382	1033	1103	900
gene_4383	263	371	271
gene_4384	1416	1445	1135
gene_4385	530	473	486
gene_4386	274	252	273
gene_4387	936	816	677
gene_4388	2486	2717	2039
gene_4389	23	18	7
gene_4391	11	7	3
gene_4392	2690	2921	2226
gene_4393	1192	1117	1116
gene_4394	288	226	229
gene_4395	223	266	162
gene_4396	1667	1785	1383
gene_4397	2908	2973	2603
gene_4398	1104	1126	998
gene_4399	1024	1001	872
gene_4400	254	207	207
gene_4401	6487	6226	5666
gene_4402	4389	4904	3727
gene_4403	7188	7469	6278
gene_4404	1014	1004	918
gene_4405	65	78	48
gene_4406	3901	3858	3224
gene_4407	219	146	142
gene_4408	278	245	241
gene_4409	1773	2070	1469
gene_4410	1068	944	889
gene_4411	23310	23847	20433
gene_4412	261	291	283
gene_4413	0	3	0
gene_4414	0	0	0
gene_4415	572	619	485
gene_4416	3777	3436	3192
gene_4417	366	401	264
gene_4418	873	899	804
gene_4419	2268	2604	2056
gene_4420	2986	3384	2577
gene_4421	762	640	616
gene_4422	156	108	91
gene_4423	631	476	467
gene_4426	301	340	323
gene_4427	213	190	177
gene_4428	11	1	0
gene_4429	1	0	0
gene_4430	101	137	141
gene_4431	40	45	47
gene_4432	1524	1583	1343
gene_4433	7981	8331	6505
gene_4434	355	395	321
gene_4435	2476	2629	2323
gene_4436	2532	2704	2182
gene_4437	11	24	15
gene_4438	2382	2277	1970
gene_4439	385	426	353
gene_4440	244	198	214
gene_4441	1168	1128	1194
gene_4442	243	227	179
gene_4443	274	288	220
gene_4445	1097	1092	1013
gene_4446	527	460	462
gene_4448	123	147	142
gene_4449	703	791	610
gene_4450	1603	1568	1234
gene_4451	7444	7020	6611
gene_4452	449	511	381
gene_4453	2455	2576	2302
gene_4454	24391	22853	22882
gene_4455	965	1097	945
gene_4456	1612	1578	1637
gene_4457	3322	3292	2762
gene_4458	417	371	305
gene_4459	2	1	0
gene_4460	4	0	0
gene_4461	1458	1309	1376
gene_4462	805	862	840
gene_4463	3245	3215	2821
gene_4464	136	198	141
gene_4465	15484	16412	13076
gene_4466	1884	2189	1717
gene_4468	4259	4487	3628
gene_4469	1109	1172	937
gene_4470	791	925	742
gene_4471	3250	3197	2434
gene_4472	427	432	339
gene_4473	1458	1323	1081
gene_4474	0	0	0
gene_4477	0	0	0
gene_4478	0	0	0
gene_4479	14163	13994	13264
gene_4480	1858	1817	1607
gene_4481	10817	11999	9574
gene_4482	229	277	207
gene_4483	247	203	222
gene_4484	227	214	294
gene_4485	7690	8321	6883
gene_4486	13	14	9
gene_4487	1322	1340	1088
gene_4488	13	11	15
gene_4489	1054	1107	944
gene_4490	17	10	5
gene_4491	414	377	351
gene_4492	362	349	355
gene_4493	12	6	0
gene_4494	671	652	558
gene_4495	3072	2995	2555
gene_4496	1582	1614	1282
gene_4497	7911	8530	7415
gene_4498	182	159	115
gene_4499	1946	2196	1621
gene_4500	2472	2419	1908
gene_4502	516	551	377
gene_4503	1557	1735	1348
gene_4504	2624	2725	2241
gene_4505	2444	2449	2350
gene_4506	384	387	279
gene_4507	1936	1949	1681
gene_4508	2162	2121	1756
gene_4509	2186	2269	2109
gene_4510	640	585	635
gene_4511	1113	1056	1031
gene_4512	830	806	764
gene_4513	917	794	717
gene_4514	2202	2292	2250
gene_4515	3261	3465	3000
gene_4516	1440	1432	1088
gene_4517	1511	1281	1304
gene_4518	1154	1187	1130
gene_4519	362	515	353
gene_4520	60	73	70
gene_4521	3759	4191	3249
gene_4522	5621	5525	5064
gene_4523	635	491	604
gene_4525	12	12	0
gene_4526	6829	6838	5569
gene_4527	740	878	663
gene_4528	1714	1749	1386
gene_4529	1290	1366	1192
gene_4530	1	6	0
gene_4531	0	0	0
gene_4532	0	2	1
gene_4533	10	16	6
gene_4534	868	756	510
gene_4535	852	813	742
gene_4536	321	336	282
gene_4537	826	976	839
gene_4538	42	59	46
gene_4539	1249	1079	940
gene_4540	1272	1202	1082
gene_4541	5919	5853	5045
gene_4542	511	466	442
gene_4543	377	422	390
gene_4544	35965	34652	33311
gene_4545	2232	2396	1928
gene_4546	0	0	0
gene_4547	4	0	0
gene_4548	0	0	0
gene_4549	4	0	0
gene_4550	2210	2320	2093
gene_4551	2601	2640	2239
gene_4552	349	376	344
gene_4553	2209	2072	1739
gene_4554	4315	4445	3675
gene_4555	3367	3571	3234
gene_4556	7622	8027	6117
gene_4557	187	127	114
gene_4558	2906	3059	2629
gene_4559	20383	20315	20151
gene_4560	1565	1538	1473
gene_4561	1798	1926	1493
gene_4562	151	190	136
gene_4563	1559	1361	1302
gene_4564	41	22	22
gene_4565	111	89	44
gene_4566	3137	3120	2966
gene_4567	2194	2279	2049
gene_4568	4831	5261	4371
gene_4569	2554	2766	2231
gene_4570	666	726	613
gene_4571	66	65	36
gene_4572	10	9	1
gene_4574	0	0	0
gene_4575	403	436	380
gene_4576	2165	2221	1946
gene_4577	675	697	670
gene_4578	4405	4107	3865
gene_4579	5259	5881	4613
gene_4580	719	767	701
gene_4581	1364	1301	1157
gene_4582	1211	1167	1075
gene_4583	3443	3364	3144
gene_4584	85	114	107
gene_4585	565	389	370
gene_4586	9293	8945	7744
gene_4587	779	868	744
gene_4588	113	83	54
gene_4589	1867	1647	1529
gene_4591	113	113	87
gene_4592	1817	1795	1570
gene_4593	19962	19701	18548
gene_4594	4269	4366	3716
gene_4595	36	55	38
gene_4596	266	194	241
gene_4597	481	511	399
gene_4598	2080	2158	1679
gene_4599	2959	2813	2443
gene_4600	3288	3194	3157
gene_4601	308	322	253
gene_4602	2336	2406	1887
gene_4603	1226	1267	1012
gene_4604	1280	1290	1197
gene_4605	1005	1020	776
gene_4606	530	534	451
gene_4607	541	671	530
gene_4608	1324	1245	1211
gene_4609	2377	2389	1974
gene_4610	472	540	513
gene_4611	940	766	689
gene_4612	780	771	665
gene_4613	8346	8258	6918
gene_4614	1014	1001	786
gene_4615	3117	3561	2774
gene_4616	988	1059	787
gene_4617	983	1015	859
gene_4618	473	526	421
gene_4619	1874	1998	1783
gene_4620	560	534	466
gene_4621	32	16	32
gene_4622	2349	2633	2157
gene_4623	1303	1497	1235
gene_4624	3836	3897	3311
gene_4625	7009	7041	6321
gene_4626	8982	9356	7726
gene_4627	767	795	668
gene_4628	2957	3282	2578
gene_4629	1148	1262	967
gene_4630	1789	1947	1518
gene_4631	3202	3451	2849
gene_4632	2987	3222	2783
gene_4633	1184	1321	983
gene_4634	250	162	177
gene_4635	2201	2404	2139
gene_4636	1882	1957	1782
gene_4637	3834	4108	3331
gene_4638	1112	1171	945
gene_4639	3357	3566	2732
gene_4640	3079	3007	2578
gene_4641	924	918	750
gene_4642	3853	4413	3148
gene_4643	1046	1126	957
gene_4644	1658	1562	1416
gene_4645	1491	1439	1310
gene_4646	3396	3076	2746
gene_4647	5984	5980	5110
gene_4648	1710	1806	1374
gene_4649	2708	2920	2370
gene_4650	741	806	643
gene_4651	1980	1914	1605
gene_4652	115	104	81
gene_4653	2610	2790	2358
gene_4654	5860	5918	5088
gene_4655	12396	12554	10490
gene_4656	3278	3194	2984
gene_4657	1876	1682	1626
gene_4658	94	127	66
gene_4659	1398	1469	1202
gene_4660	479	391	407
gene_4661	10801	11602	9298
gene_4662	2466	2668	2213
gene_4663	2382	2620	2026
gene_4664	373	465	322
gene_4665	1304	1326	1120
gene_4666	919	898	836
gene_4667	2146	2074	1854
gene_4668	903	865	692
gene_4669	2601	2790	2115
gene_4670	495	498	388
gene_4671	238	202	190
gene_4672	1076	896	782
gene_4673	3170	3247	2902
gene_4674	1680	1765	1502
gene_4675	1713	1841	1501
gene_4676	838	790	714
gene_4677	1152	1121	972
gene_4678	611	552	565
gene_4679	939	759	906
gene_4680	951	926	877
gene_4681	2033	1899	1778
gene_4683	1418	1435	1172
gene_4684	6	1	10
gene_4685	1314	1236	936
gene_4686	32354	33371	28132
gene_4687	3338	3273	2641
gene_4688	7852	6945	7608
gene_4689	1112	1282	1073
gene_4690	383	339	355
gene_4691	21439	21184	19138
gene_4692	954	1078	886
gene_4693	526	478	450
gene_4694	1617	1692	1385
gene_4695	2243	2452	2047
gene_4696	2047	1805	1886
gene_4697	1917	1850	1666
gene_4698	2278	2544	2019
gene_4699	1156	1280	1153
gene_4700	789	765	561
gene_4701	0	0	0
gene_4703	3	12	5
gene_4704	124	110	94
gene_4705	939	993	871
gene_4706	1	3	0
gene_4707	81	98	74
gene_4708	5598	5635	5016
gene_4709	2118	2191	1890
gene_4710	1039	1215	910
gene_4711	276	374	287
gene_4712	2260	2149	1871
gene_4713	3779	4109	3222
gene_4715	2311	2443	1787
gene_4716	790	865	652
gene_4717	67	69	72
gene_4718	1409	1285	1207
gene_4719	81	94	92
gene_4720	1155	1160	1110
gene_4721	3087	3051	2759
gene_4722	255	341	259
gene_4723	1120	1044	883
gene_4724	313	254	203
gene_4725	5715	5851	5205
gene_4727	0	0	0
gene_4728	1219	1356	1189
gene_4729	442	546	391
gene_4730	1353	1445	1112
gene_4731	166	183	125
gene_4732	1796	1547	1618
gene_4733	5021	4814	3965
gene_4734	20781	23415	18573
gene_4735	2411	2404	1881
gene_4736	4681	4935	4235
gene_4737	2275	2242	2024
gene_4738	592	538	549
gene_4739	1586	1584	1270
gene_4740	901	1063	684
gene_4741	3957	3920	3185
gene_4742	0	0	1
gene_4743	0	0	0
gene_4744	5241	5331	4394
gene_4745	1765	1860	1515
gene_4746	2827	2935	2571
gene_4747	661	714	568
gene_4748	2866	2984	2488
gene_4749	201	240	216
gene_4750	2486	2777	2341
gene_4751	472	424	425
gene_4752	1816	1825	1462
gene_4753	0	0	0
gene_4755	36	80	69
gene_4756	2467	2396	2218
gene_4757	5897	5819	5211
gene_4758	53	61	50
gene_4759	791	816	786
gene_4760	0	0	0
gene_4761	803	733	687
gene_4762	1603	1569	1367
gene_4763	781	746	681
gene_4765	11387	12261	10123
gene_4766	18629	18874	16138
gene_4767	530	586	474
gene_4768	271	242	264
gene_4769	2152	2167	1783
gene_4770	1252	1323	1157
gene_4772	1819	1959	1607
gene_4773	2752	2837	2297
gene_4775	2863	3115	2642
gene_4776	1223	1204	1014
gene_4777	1806	1841	1683
gene_4778	1822	1902	1574
gene_4779	0	0	0
gene_4780	0	0	0
gene_4781	3931	3727	3207
gene_4782	3539	3557	2885
gene_4783	856	945	777
gene_4784	1315	1406	1277
gene_4785	1924	1768	1541
gene_4786	1191	1291	1097
gene_4787	9068	9511	8063
gene_4788	122	123	116
gene_4789	1161	1161	819
gene_4791	2042	2032	1661
gene_4792	2942	2832	2354
gene_4793	1160	1228	939
gene_4794	440	409	397
gene_4795	385	398	338
gene_4796	1306	1321	1165
gene_4797	2973	3070	2908
gene_4798	836	877	669
gene_4799	288	319	237
gene_4801	3022	3362	2531
gene_4802	3765	3642	3291
gene_4803	1807	1665	1559
gene_4804	783	742	727
gene_4805	903	982	899
gene_4806	3751	4020	3211
gene_4807	936	952	727
gene_4808	1096	1072	969
gene_4809	609	634	500
gene_4810	4	7	4
gene_4812	0	0	0
gene_4814	189	229	212
gene_4815	0	2	3
gene_4816	17818	17965	15594
gene_4817	246	257	234
gene_4818	2879	2692	2523
gene_4819	844	827	690
gene_4820	6859	6934	5927
gene_4821	1771	1782	1583
gene_4822	0	0	0
gene_4823	0	0	0
gene_4824	3850	3975	3504
gene_4825	3161	3309	2806
gene_4826	1449	1274	1239
gene_4827	14488	15038	12273
gene_4828	1226	1379	940
gene_4829	2806	2990	2588
gene_4830	7912	7118	7901
gene_4831	53	54	47
gene_4832	18	27	33
gene_4833	8550	8960	7291
gene_4834	298	328	260
gene_4835	4528	4513	3992
gene_4836	4308	4760	3786
gene_4837	1290	1281	1025
gene_4838	1044	1102	1031
gene_4839	418	301	255
gene_4840	606	603	571
gene_4841	2	2	0
gene_4842	3170	3352	2818
gene_4843	2326	2312	1987
gene_4844	1184	1180	1080
gene_4845	2528	2639	2164
gene_4846	911	952	791
gene_4847	1094	1180	962
gene_4848	538	453	365
gene_4849	167	120	169
gene_4850	798	700	664
gene_4851	1754	1882	1724
gene_4852	2550	2619	2332
gene_4853	898	926	824
gene_4854	2539	2328	2246
gene_4855	836	884	777
gene_4856	860	769	687
gene_4857	2	0	0
gene_4858	10	11	9
gene_4859	217	306	249
gene_4860	1256	1381	1212
gene_4861	4	8	3
gene_4862	5758	5677	5220
gene_4863	580	585	410
gene_4864	5983	5789	5022
gene_4865	4292	4506	3583
gene_4866	1103	1225	915
gene_4867	599	699	559
gene_4868	918	937	720
gene_4869	1315	1247	1229
gene_4870	2967	3010	2550
gene_4871	287	354	256
gene_4872	1161	1305	1004
gene_4873	58	78	64
gene_4874	3754	3953	3621
gene_4875	2843	2930	2627
gene_4876	2731	2916	2507
gene_4877	0	0	0
gene_4878	1688	1603	1362
gene_4879	2850	2907	2313
gene_4880	35	58	30
gene_4881	557	555	469
gene_4882	99	134	92
gene_4883	5009	5359	4445
gene_4884	2514	2628	2119
gene_4885	4387	4955	3727
gene_4886	605	566	462
gene_4887	2991	2671	2763
gene_4888	5422	5451	5034
gene_4889	4901	5053	4519
gene_4890	1748	1821	1590
gene_4891	6723	6918	5608
gene_4892	1324	1338	1085
gene_4893	1370	1229	1165
gene_4894	589	602	534
gene_4895	725	686	653
gene_4896	2263	2489	1920
gene_4897	0	0	0
gene_4898	108	114	100
gene_4899	1147	1020	831
gene_4900	30854	28071	29230
gene_4901	659	728	649
gene_4902	587	606	512
gene_4903	1388	1515	1330
gene_4904	0	0	0
gene_4905	12	11	25
gene_4908	4437	4491	3186
gene_4909	1110	1218	1063
gene_4910	6188	5944	5530
gene_4911	700	622	591
gene_4912	2373	2702	2216
gene_4913	0	0	0
gene_4914	3480	3568	3086
gene_4915	7	19	17
gene_4916	704	814	725
gene_4917	749	783	657
gene_4918	12702	13811	10979
gene_4919	3215	3105	2859
gene_4920	3182	3233	2724
gene_4921	668	581	418
gene_4922	3622	3348	3108
gene_4923	1169	1181	908
gene_4924	15	26	12
gene_4925	8416	8525	7545
gene_4926	1058	1106	1008
gene_4927	588	646	472
gene_4928	1680	1587	1543
gene_4929	0	4	4
gene_4930	1107	1404	1137
gene_4931	6793	6658	6708
gene_4932	2075	2051	1925
gene_4933	867	840	692
gene_4934	901	1015	825
gene_4935	763	786	667
gene_4936	270	313	236
gene_4937	1904	1650	1618
gene_4938	1135	1213	1062
gene_4939	2368	2634	2069
gene_4940	1286	1198	1115
gene_4941	414	421	401
gene_4942	2541	2627	2279
gene_4943	823	756	776
gene_4944	523	583	454
gene_4945	3561	3843	3056
gene_4946	4405	4692	3974
gene_4947	8914	9837	8074
gene_4948	1585	1741	1244
gene_4949	1233	1464	1182
gene_4950	10	4	4
gene_4951	1	0	0
gene_4952	1271	1478	1080
gene_4953	706	701	557
gene_4954	2	2	4
gene_4955	0	1	0
gene_4956	13	17	6
gene_4957	4	0	6
gene_4958	32	20	21
gene_4959	2	5	7
gene_4960	0	0	0
gene_4961	0	0	0
gene_4962	0	0	0
gene_4963	0	0	0
gene_4964	0	0	0
gene_4965	0	0	0
gene_4966	0	0	0
gene_4967	0	0	0
gene_4968	2062	2198	1592
gene_4969	343	305	241
gene_4970	1887	1726	1557
gene_4971	0	1	1
gene_4972	2371	2420	2248
gene_4973	119	135	107
gene_4974	2059	2035	1750
gene_4975	7637	8066	6268
gene_4976	11	17	6
gene_4977	870	890	755
gene_4978	490	453	445
gene_4979	327	287	283
gene_4980	481	476	466
gene_4981	3624	3614	3581
gene_4982	2325	2477	2003
gene_4983	6031	5596	4960
gene_4985	17298	18121	15141
gene_4986	435	437	443
gene_4987	145	152	114
gene_4988	1572	1593	1687
gene_4989	2298	2380	2067
gene_4990	336	295	224
gene_4991	1105	1250	945
gene_4992	1274	1298	1041
gene_4993	6	4	1
gene_4994	6	5	0
gene_4995	0	0	0
gene_4996	879	886	807
gene_4997	1330	1550	1425
gene_4998	7013	6494	6500
gene_4999	3091	3351	2608
gene_5000	0	0	0
gene_5001	0	0	0
gene_5002	0	0	0
gene_5003	62	62	77
gene_5004	2781	2849	2275
gene_5005	678	768	644
gene_5006	70	62	35
gene_5007	552	610	428
gene_5008	76	100	57
gene_5009	231	215	194
gene_5010	9	13	8
gene_5011	374	364	291
gene_5012	466	435	409
gene_5013	59	43	22
gene_5014	3	4	9
gene_5015	3406	3333	2818
gene_5016	1418	1408	1360
gene_5017	1874	1935	1754
gene_5018	34	52	39
gene_5019	132	128	126
gene_5020	1044	875	779
gene_5021	1559	1721	1361
gene_5022	700	731	628
gene_5023	863	964	731
gene_5024	57	24	26
gene_5025	13	10	9
gene_5026	945	788	738
gene_5027	1470	1357	1293
gene_5028	300	368	322
gene_5029	1282	1323	1211
gene_5030	15	12	2
gene_5031	5	6	4
gene_5032	0	0	0
gene_5033	39	40	20
gene_5034	1144	1294	1067
gene_5035	15083	14112	14415
gene_5036	3697	3767	3371
gene_5037	1271	1143	1113
gene_5038	1081	1093	1008
gene_5039	416	358	400
gene_5040	333	311	229
gene_5041	2053	1755	1732
gene_5042	512	559	431
gene_5043	2029	1952	1793
gene_5044	2	0	6
gene_5045	0	0	0
gene_5046	0	4	0
gene_5047	2835	2758	2122
gene_5048	0	0	0
gene_5049	15	28	17
gene_5050	8419	8213	7843
gene_5051	293	295	251
gene_5052	758	649	623
gene_5053	2333	2265	1967
gene_5054	10335	10725	9112
gene_5055	575	527	549
gene_5056	946	1013	848
gene_5057	1496	1419	1175
gene_5058	1627	1582	1338
gene_5059	0	0	0
gene_5060	4	0	0
gene_5062	1186	1213	1071
gene_5063	427	437	359
gene_5064	2282	2313	1930
gene_5065	2159	2343	2030
gene_5066	2206	2056	1866
gene_5067	2205	2200	2456
gene_5068	6175	6899	5390
gene_5069	245	271	198
gene_5070	18	16	9
gene_5071	2021	1953	1733
gene_5072	2812	2974	2286
gene_5073	3521	3967	2982
gene_5074	9035	8710	8502
gene_5075	37	48	43
gene_5076	705	525	728
gene_5077	69563	65742	63458
