Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_2901	0	0	0
gene_2902	575	611	576
gene_2903	2279	2498	2133
gene_2904	1706	2122	2107
gene_2905	73	106	84
gene_2906	261	313	202
gene_2907	14453	18557	15723
gene_2908	17151	17359	21051
gene_2909	1452	1630	1456
gene_2910	5204	5850	5121
gene_2912	913	1178	982
gene_2913	1413	1726	1821
gene_2914	2	15	18
gene_2915	0	0	0
gene_2916	7	2	1
gene_2917	8859	8567	9597
gene_2918	1831	1870	2008
gene_2919	81	146	88
gene_2920	44	47	26
gene_2921	1	8	10
gene_2922	0	0	0
gene_2923	1535	1559	1585
gene_2924	559	494	493
gene_2925	369	447	388
gene_2926	3205	2678	2750
gene_2927	1494	1348	1615
gene_2928	1297	1552	1754
gene_2930	0	1	4
gene_2931	0	0	0
gene_2932	0	0	0
gene_2933	25	22	6
gene_2934	457	537	526
gene_2936	2798	2617	2707
gene_2937	18	28	24
gene_2938	6782	7565	6575
gene_2939	2644	3114	2951
gene_2940	3024	3606	3112
gene_2941	260	302	242
gene_2942	4	3	3
gene_2943	529	614	564
gene_2944	410	588	426
gene_2946	459	598	490
gene_2947	1105	1254	1111
gene_2948	377	444	422
gene_2949	339	499	431
gene_2950	1656	1970	1960
gene_2951	383	354	422
gene_2952	599	858	763
gene_2953	1090	1115	1037
gene_2954	86	227	148
gene_2955	69	60	86
gene_2956	4027	4420	4581
gene_2957	368	404	324
gene_2958	1448	1700	1510
gene_2959	1595	1888	1606
gene_2960	3575	4193	3868
gene_2961	72	79	59
gene_2962	16	40	25
gene_2963	0	2	2
gene_2964	76	93	60
gene_2965	469	473	420
gene_2966	115	116	130
gene_2967	485	520	498
gene_2968	74	63	73
gene_2969	61	61	71
gene_2970	749	781	703
gene_2971	374	485	413
gene_2972	60	38	51
gene_2973	0	0	0
gene_2974	57	64	60
gene_2975	2871	3664	3264
gene_2976	917	1126	1054
gene_2977	748	848	661
gene_2978	247	271	245
gene_2979	9620	10736	10186
gene_2980	4	9	15
gene_2981	17902	20721	19156
gene_2982	1645	1917	1658
gene_2983	4868	5611	5474
gene_2984	487	640	644
gene_2985	8880	9708	10023
gene_2986	1541	1720	1976
gene_2987	577	669	621
gene_2988	2231	2444	2425
gene_2989	0	0	0
gene_2990	2887	3409	3247
gene_2991	1279	1191	1401
gene_2992	1741	2062	1926
gene_2993	4700	5509	5353
gene_2994	2547	2916	2610
gene_2995	919	1014	897
gene_2996	427	507	462
gene_2998	181	264	236
gene_2999	1523	1345	1332
gene_3000	71	52	61
gene_3001	613	720	575
gene_3002	581	629	594
gene_3003	1478	1682	1680
gene_3004	100	114	103
gene_3005	117	179	146
gene_3006	1114	1279	1065
gene_3007	998	1233	1020
gene_3008	280	418	373
gene_3009	1480	1759	1556
gene_3010	104	167	111
gene_3011	48	49	58
gene_3012	4	14	5
gene_3013	4	0	0
gene_3014	145	147	137
gene_3015	1720	1845	1822
gene_3016	7080	8394	7673
gene_3017	4734	4818	5079
gene_3018	15021	17792	16820
gene_3019	2263	2334	2275
gene_3020	2758	3462	2974
gene_3021	1271	1609	1484
gene_3022	1182	1403	1110
gene_3023	1329	1713	1487
gene_3024	702	749	631
gene_3025	6	3	2
gene_3027	521	641	495
gene_3028	6	12	4
gene_3029	0	0	4
gene_3031	0	4	1
gene_3032	3087	3505	3261
gene_3033	1750	1833	1670
gene_3034	9235	9211	9892
gene_3035	1290	1282	1352
gene_3036	1941	2013	1860
gene_3037	1322	1529	1510
gene_3038	5665	6140	6199
gene_3039	930	1172	996
gene_3040	951	1192	1043
gene_3041	1980	2249	2119
gene_3042	2314	2591	2585
gene_3043	115	110	158
gene_3044	74235	82593	78924
gene_3045	59545	66599	64518
gene_3046	893	927	877
gene_3047	52008	57939	57829
gene_3048	1163	1149	1315
gene_3049	4705	5566	5324
gene_3050	211	220	260
gene_3051	19	23	28
gene_3052	52	33	28
gene_3053	984	1384	1216
gene_3054	87	108	108
gene_3055	9	3	5
gene_3056	0	0	0
gene_3057	0	0	0
gene_3058	704	809	769
gene_3059	2338	2671	2669
gene_3060	19	19	12
gene_3061	25	42	33
gene_3062	1645	1995	1785
gene_3063	2658	2619	2423
gene_3064	0	0	0
gene_3065	1071	1264	1332
gene_3066	5580	4880	5148
gene_3067	2018	2139	1982
gene_3068	2133	2292	2476
gene_3069	1700	2359	2060
gene_3071	0	0	0
gene_3072	0	0	0
gene_3073	0	0	1
gene_3074	8	8	13
gene_3075	8564	8806	9670
gene_3076	28572	34610	30974
gene_3077	2	0	0
gene_3078	164	198	263
gene_3079	1587	1834	1608
gene_3080	3304	3882	3412
gene_3081	2487	3038	2988
gene_3082	1268	1413	1316
gene_3083	0	0	0
gene_3084	0	4	0
gene_3085	2240	2589	2460
gene_3086	2536	3233	2797
gene_3087	863	736	790
gene_3088	3698	3467	3777
gene_3089	1410	1313	1317
gene_3090	107	86	88
gene_3091	1361	1613	1404
gene_3092	5186	4983	5414
gene_3093	659	723	862
gene_3094	262	266	264
gene_3095	1107	1380	1144
gene_3096	444	623	543
gene_3097	6101	6844	6245
gene_3099	2992	2528	2576
gene_3100	546	649	640
gene_3101	0	12	9
gene_3102	1	0	0
gene_3103	2168	2514	2509
gene_3104	1836	2092	1831
gene_3105	479	621	572
gene_3106	1109	1384	1215
gene_3107	1562	1485	1658
gene_3108	6278	7051	6587
gene_3109	2	4	6
gene_3110	0	0	0
gene_3112	0	0	2
gene_3113	1502	1747	1470
gene_3114	2624	3141	2679
gene_3115	887	988	973
gene_3116	2144	2341	2136
gene_3117	711	871	878
gene_3118	706	643	594
gene_3119	6893	6371	6768
gene_3120	1507	1624	1682
gene_3121	446	511	543
gene_3122	349	464	409
gene_3123	3070	3549	3351
gene_3124	0	0	0
gene_3125	4	11	2
gene_3126	13929	16310	14613
gene_3127	56	51	51
gene_3129	1452	1854	1664
gene_3130	1786	1888	1785
gene_3131	902	950	867
gene_3133	24507	28617	25378
gene_3134	3735	4451	3974
gene_3135	605	778	894
gene_3136	34755	39684	36806
gene_3137	2423	2262	2420
gene_3138	0	0	0
gene_3139	0	0	0
gene_3140	0	0	0
gene_3141	1394	1718	1721
gene_3142	2786	3117	2868
gene_3143	134	136	118
gene_3144	5691	6357	6294
gene_3146	2459	2741	2576
gene_3147	2556	3065	3153
gene_3148	819	859	723
gene_3149	11	14	12
gene_3150	1442	1895	1645
gene_3151	2007	2237	2237
gene_3152	998	1202	988
gene_3153	33	59	28
gene_3154	1032	1256	1128
gene_3155	1569	1832	1778
gene_3157	2971	2988	3067
gene_3158	1116	1243	1033
gene_3159	1571	2010	1853
gene_3160	268	340	267
gene_3161	8	8	8
gene_3162	671	761	629
gene_3163	227	172	170
gene_3164	1542	1483	1671
gene_3165	2208	2242	2423
gene_3166	16300	20285	17054
gene_3167	1178	1248	1318
gene_3168	12051	14121	12672
gene_3169	647	778	622
gene_3170	1221	1363	1251
gene_3171	9892	12104	11175
gene_3172	68	110	83
gene_3173	356	421	364
gene_3174	3033	3628	3304
gene_3175	779	834	772
gene_3176	700	807	786
gene_3177	3927	4421	4254
gene_3178	1521	1952	1378
gene_3179	657	717	683
gene_3180	1938	2388	2066
gene_3181	3066	3618	3199
gene_3182	1602	1747	1732
gene_3183	1427	1764	1266
gene_3184	4144	4405	4656
gene_3185	8483	10464	9133
gene_3186	908	859	835
gene_3187	403	425	414
gene_3188	1364	1501	1405
gene_3189	624	810	821
gene_3190	1637	1930	1684
gene_3191	1888	2368	2199
gene_3192	1802	2170	1637
gene_3193	1224	1504	1333
gene_3194	550	673	589
gene_3195	2905	2913	3359
gene_3196	836	849	970
gene_3197	6015	6781	6794
gene_3198	1318	1590	1414
gene_3199	335	453	389
gene_3200	798	928	903
gene_3201	1080	1286	1224
gene_3202	2591	2580	2525
gene_3203	1584	1881	1723
gene_3204	0	0	0
gene_3205	2280	2744	2420
gene_3206	1854	2082	2094
gene_3207	767	776	734
gene_3208	526	634	524
gene_3209	4940	5500	5609
gene_3210	1355	1572	1586
gene_3211	1724	2042	1934
gene_3212	4222	4720	4460
gene_3213	1461	1899	1528
gene_3214	235	219	241
gene_3215	20	36	31
gene_3216	20231	20738	22637
gene_3217	8668	9617	8816
gene_3218	1958	2212	2289
gene_3219	2119	2885	2407
gene_3220	5314	5842	5257
gene_3221	3615	4218	3907
gene_3222	4637	5042	4694
gene_3223	791	914	806
gene_3224	4124	4150	4269
gene_3225	2709	2806	2837
gene_3226	14055	15402	16192
gene_3227	299	328	346
gene_3228	1647	1986	2073
gene_3229	45	78	100
gene_3230	3243	3051	3660
gene_3231	2482	2786	2573
gene_3232	11210	11588	11863
gene_3233	21047	24457	22552
gene_3234	4121	4805	4441
gene_3235	7294	8635	7753
gene_3236	441	499	447
gene_3237	3764	4221	4360
gene_3238	5964	6419	6470
gene_3239	2	2	3
gene_3240	5743	6814	6796
gene_3241	2706	3420	3043
gene_3242	1297	1566	1521
gene_3243	1564	1812	1698
gene_3244	713	695	696
gene_3245	2489	2901	2486
gene_3246	2513	2917	2468
gene_3247	600	533	583
gene_3248	133	136	129
gene_3249	1640	1696	1581
gene_3250	0	0	0
gene_3251	4442	5359	5219
gene_3252	3850	4342	4096
gene_3253	477	689	541
gene_3254	4784	5966	5092
gene_3255	4113	4735	5021
gene_3256	1530	1626	1446
gene_3257	8774	10501	9228
gene_3258	47	32	15
gene_3259	3156	3742	3368
gene_3260	1889	2236	2062
gene_3261	2903	2847	2693
gene_3262	7145	8284	8062
gene_3263	899	1054	1143
gene_3264	4008	4576	4301
gene_3265	114	131	107
gene_3266	688	834	832
gene_3267	315	368	343
gene_3268	13680	15494	14030
gene_3269	1132	1610	1375
gene_3270	1030	1252	1131
gene_3271	5952	6639	5962
gene_3272	2144	2726	2494
gene_3273	507	443	463
gene_3274	13986	15969	15341
gene_3275	2688	3821	3061
gene_3276	3059	3473	3168
gene_3277	3348	4258	3358
gene_3278	4837	5488	4712
gene_3279	3298	3715	3525
gene_3280	4209	4378	4461
gene_3281	95	82	73
gene_3282	1223	1646	1329
gene_3283	1456	1820	1451
gene_3284	3252	3558	3664
gene_3285	768	892	818
gene_3286	6946	7967	7160
gene_3287	5306	6652	5678
gene_3288	3474	4317	4142
gene_3289	587	563	490
gene_3290	2581	2719	2476
gene_3291	7713	8711	8716
gene_3292	1684	2035	1859
gene_3293	2176	2580	2461
gene_3294	3248	3764	3120
gene_3295	3284	3639	4119
gene_3297	3908	4629	4314
gene_3298	4117	4535	4971
gene_3299	1878	2283	2055
gene_3300	5	8	19
gene_3301	618	751	608
gene_3302	3978	4367	4333
gene_3304	221	204	235
gene_3305	1130	1379	1339
gene_3306	6986	7860	7440
gene_3307	2408	2743	2702
gene_3308	0	10	0
gene_3309	0	0	0
gene_3310	1259	1534	1325
gene_3311	550	632	787
gene_3312	2	8	5
gene_3313	0	0	0
gene_3314	614	510	526
gene_3315	3406	3637	3753
gene_3316	128	256	195
gene_3317	226	325	263
gene_3318	2778	3143	2792
gene_3320	5650	6934	6408
gene_3321	1046	1427	1332
gene_3322	2215	2183	2329
gene_3323	1156	1517	1310
gene_3324	0	0	0
gene_3325	0	0	0
gene_3326	0	0	0
gene_3327	8283	8885	9051
gene_3328	76	101	73
gene_3329	7	12	0
gene_3330	4100	4767	4872
gene_3331	20384	24761	21640
gene_3332	3740	3564	4148
gene_3333	270	305	253
gene_3334	466	555	526
gene_3336	2394	2470	2748
gene_3337	21510	24876	22117
gene_3338	5001	5538	5661
gene_3339	523	555	560
gene_3340	2668	3185	2995
gene_3341	1478	1934	1561
gene_3342	2101	2325	2038
gene_3344	933	919	955
gene_3345	1774	2050	2040
gene_3346	1393	1634	1493
gene_3347	392	555	453
gene_3348	555	585	564
gene_3349	2306	2860	2496
gene_3350	920	1104	1029
gene_3351	15460	15981	16808
gene_3352	220	293	200
gene_3353	99	97	96
gene_3354	2982	3472	3265
gene_3355	2068	2618	2369
gene_3356	381	340	342
gene_3357	2923	3226	2831
gene_3358	548	589	518
gene_3359	2235	2698	2435
gene_3360	12	4	15
gene_3361	59	71	64
gene_3362	1221	1451	1280
gene_3363	154	139	132
gene_3364	3813	4137	3897
gene_3365	1462	1799	1726
gene_3366	1225	1344	1319
gene_3367	791	860	721
gene_3368	782	766	970
gene_3370	530	495	546
gene_3371	3072	3859	3174
gene_3372	2488	3171	2742
gene_3373	7055	7874	7337
gene_3374	1655	1702	1775
gene_3375	772	979	917
gene_3376	1249	1580	1420
gene_3377	0	0	0
gene_3378	0	0	0
gene_3379	0	0	0
gene_3380	1435	1531	1422
gene_3381	2977	3677	3071
gene_3382	1172	1345	1357
gene_3383	258	240	281
gene_3384	3332	3794	3798
gene_3385	808	912	820
gene_3386	1869	1961	2230
gene_3387	2073	2488	2039
gene_3388	21812	24607	22729
gene_3389	1813	1916	1942
gene_3390	1513	1774	1526
gene_3391	276	279	312
gene_3392	515	572	611
gene_3393	414	534	512
gene_3394	2350	2726	2518
gene_3395	539	592	608
gene_3396	706	857	786
gene_3397	363	405	447
gene_3398	1801	2125	1938
gene_3399	2198	2661	2179
gene_3400	1855	1943	1740
gene_3401	4071	4857	4433
gene_3402	3770	4621	4222
gene_3403	1428	1352	1494
gene_3404	1118	1135	1403
gene_3405	1211	1155	1256
gene_3406	9237	10465	10977
gene_3407	759	828	921
gene_3408	628	600	708
gene_3409	82	95	160
gene_3410	1869	2378	2133
gene_3411	1622	1570	1749
gene_3412	1171	1135	1036
gene_3413	615	945	736
gene_3414	1187	1529	1393
gene_3415	495	623	638
gene_3416	2594	3051	2783
gene_3417	814	954	998
gene_3418	715	953	736
gene_3419	2612	2982	2804
gene_3420	3	6	13
gene_3421	1392	1473	1330
gene_3422	647	740	813
gene_3423	164	225	235
gene_3424	3592	4575	3960
gene_3425	708	763	761
gene_3426	4997	4930	4591
gene_3427	909	1067	941
gene_3428	739	827	883
gene_3429	396	473	409
gene_3430	943	1084	951
gene_3431	9616	10462	10312
gene_3432	107	143	117
gene_3433	7410	8880	7928
gene_3434	2399	2935	2619
gene_3435	801	932	901
gene_3436	1463	1596	1604
gene_3437	2027	2592	2543
gene_3438	3867	4614	4394
gene_3439	8	16	18
gene_3440	0	0	0
gene_3441	0	0	0
gene_3442	3500	4074	3935
gene_3443	1574	1982	1812
gene_3444	50	56	50
gene_3445	1967	2519	2087
gene_3446	2390	2677	2372
gene_3447	685	767	842
gene_3448	5742	6055	6415
gene_3449	375	333	433
gene_3450	1172	1215	1372
gene_3451	1241	1461	1557
gene_3452	187	189	151
gene_3453	1322	1417	1345
gene_3454	878	1009	978
gene_3455	1857	2242	1927
gene_3456	20	33	26
gene_3457	49	46	54
gene_3459	14437	13737	14050
gene_3460	1417	1387	1446
gene_3461	725	811	961
gene_3462	2091	2457	2371
gene_3463	48302	58126	52493
gene_3464	2087	2406	2248
gene_3465	5230	6402	5721
gene_3466	2423	2289	2227
gene_3467	398	458	381
gene_3468	487	644	583
gene_3469	3749	4972	4382
gene_3470	1261	1332	1313
gene_3471	3786	4576	3906
gene_3472	2491	2991	2793
gene_3473	352	425	331
gene_3474	1702	1598	1762
gene_3475	343	361	450
gene_3476	867	1000	829
gene_3477	1937	2173	1863
gene_3478	0	0	0
gene_3479	4	15	8
gene_3480	1224	1320	1309
gene_3481	1073	1525	1384
gene_3482	876	1147	1018
gene_3483	2350	2851	2540
gene_3484	15	18	19
gene_3485	1344	1530	1427
gene_3487	1492	1723	1841
gene_3488	1588	1812	1672
gene_3489	2964	2992	2914
gene_3490	1108	1357	1368
gene_3491	162	203	140
gene_3492	399	423	483
gene_3493	3606	3651	3795
gene_3494	5220	6525	5571
gene_3495	910	1017	1048
gene_3496	1868	2006	2071
gene_3497	1599	1751	1712
gene_3498	12022	11083	11878
gene_3499	601	538	687
gene_3501	361	394	465
gene_3502	2991	3617	3165
gene_3503	2074	2325	2178
gene_3504	98	151	155
gene_3505	1006	1073	1106
gene_3506	2343	2764	2324
gene_3507	7310	8109	8169
gene_3508	504	695	514
gene_3509	860	907	907
gene_3510	16282	19522	17567
gene_3511	1394	1509	1378
gene_3512	3779	4471	4455
gene_3513	1825	2126	2314
gene_3514	1305	1366	1519
gene_3515	2693	2815	3080
gene_3516	563	670	618
gene_3517	6108	7192	7028
gene_3518	2	5	3
gene_3519	2875	3171	3185
gene_3520	892	971	958
gene_3521	2546	2937	2756
gene_3522	309	479	280
gene_3523	5103	5465	5191
gene_3524	2187	2106	2273
gene_3525	2378	3249	2751
gene_3526	1701	1997	2088
gene_3527	1654	1984	1978
gene_3528	13169	16470	14495
gene_3529	24	23	20
gene_3530	1896	2059	1865
gene_3531	3471	4583	3983
gene_3533	2	0	0
gene_3534	0	1	1
gene_3535	1520	1584	1509
gene_3536	4289	4435	4834
gene_3537	158	186	197
gene_3538	295	300	280
gene_3539	1494	1915	1910
gene_3540	625	878	833
gene_3541	2607	3120	2598
gene_3542	12035	15079	13475
gene_3543	783	1067	994
gene_3544	5555	7118	5979
gene_3545	2310	2717	2565
gene_3546	1919	2233	2021
gene_3547	3881	4859	4121
gene_3548	103	98	97
gene_3549	2019	2634	2476
gene_3550	1308	1707	1486
gene_3551	1102	1387	1338
gene_3552	396	407	458
gene_3553	5728	5992	6259
gene_3554	561	624	636
gene_3555	325	420	391
gene_3556	2022	2385	2147
gene_3558	2811	3310	2906
gene_3559	571	855	675
gene_3560	335	451	402
gene_3561	7562	8580	7188
gene_3562	1258	1347	1643
gene_3563	2454	2661	2787
gene_3564	797	971	980
gene_3565	868	1104	1085
gene_3566	235	246	246
gene_3567	358	303	293
gene_3568	1277	1490	1392
gene_3569	335	333	296
gene_3570	2307	2696	2517
gene_3571	10650	12096	11721
gene_3572	0	0	4
gene_3573	6	6	5
gene_3574	4593	4948	4768
gene_3575	8716	9049	9410
gene_3576	5894	7194	6746
gene_3577	1438	1337	1489
gene_3578	556	620	611
gene_3579	2698	3419	2929
gene_3580	3021	3673	3357
gene_3581	5	21	15
gene_3582	168	264	142
gene_3583	210	217	202
gene_3584	2012	1754	1846
gene_3585	307	343	348
gene_3586	1486	1790	1726
gene_3587	3305	3688	3513
gene_3588	3226	3878	3337
gene_3589	20544	23528	21590
gene_3590	4505	5085	4548
gene_3591	2991	3129	3183
gene_3593	0	0	0
gene_3594	926	1181	1024
gene_3595	1	12	14
gene_3596	2	3	8
gene_3597	3925	4880	4417
gene_3598	1303	1254	1315
gene_3599	413	518	411
gene_3600	1040	1283	1269
gene_3601	1494	1716	1564
gene_3602	966	1301	1063
gene_3603	2980	3248	3208
gene_3604	611	867	754
gene_3605	239	266	265
gene_3606	384	499	381
gene_3607	11495	13814	12124
gene_3608	562	529	507
gene_3609	813	983	900
gene_3610	590	654	678
gene_3611	3466	4146	3959
gene_3612	3885	4244	4193
gene_3613	0	0	0
gene_3614	2404	2683	2489
gene_3615	1526	1615	1389
gene_3616	67	88	89
gene_3617	1039	1166	1086
gene_3618	803	1000	871
gene_3619	7413	9089	8170
gene_3620	13345	13826	14491
gene_3621	1065	1428	1142
gene_3622	217	316	275
gene_3623	7	30	12
gene_3624	44	72	53
gene_3625	3677	4097	3671
gene_3626	1605	1560	1559
gene_3627	6294	7199	6584
gene_3628	2598	2694	2725
gene_3629	6398	7645	6619
gene_3630	2674	2979	2849
gene_3631	1946	2383	2114
gene_3632	1361	1561	1449
gene_3633	58	75	57
gene_3634	0	0	0
gene_3635	225	207	223
gene_3636	3	0	7
gene_3637	1829	1800	1711
gene_3638	4736	5573	5174
gene_3639	191	223	211
gene_3640	1530	1769	1798
gene_3641	7320	8356	7821
gene_3642	3143	3613	3467
gene_3643	2904	3102	3041
gene_3644	0	3	11
gene_3645	0	0	8
gene_3646	3405	3762	3777
gene_3647	283	273	349
gene_3649	80	133	71
gene_3650	292	386	323
gene_3651	14	25	17
gene_3652	0	0	0
gene_3654	2197	2592	2416
gene_3655	52	81	46
gene_3656	14	18	13
gene_3657	1312	1595	1311
gene_3658	251	382	330
gene_3659	7415	7216	7839
gene_3661	626	748	704
gene_3662	6878	8412	7424
gene_3663	16298	18898	18733
gene_3664	8399	10378	8915
gene_3665	2	0	2
gene_3666	719	840	781
gene_3667	4	0	1
gene_3668	255	303	369
gene_3669	4057	4860	4414
gene_3670	2860	3064	2886
gene_3671	4886	5067	4804
gene_3672	4423	4574	4858
gene_3673	2574	2551	2538
gene_3674	794	892	926
gene_3675	836	1135	1008
gene_3676	1363	1487	1434
gene_3677	1609	1732	1663
gene_3678	737	812	902
gene_3679	942	1064	992
gene_3680	1322	1306	1254
gene_3681	7200	7841	7672
gene_3682	12582	14235	13361
gene_3683	21669	23064	23563
gene_3684	2050	2028	2146
gene_3685	2313	2585	2614
gene_3686	668	744	675
gene_3687	1363	1590	1529
gene_3688	341	422	373
gene_3689	735	789	869
gene_3690	5	9	5
gene_3691	384	515	349
gene_3692	52	91	67
gene_3693	63	58	62
gene_3694	2375	2881	2453
gene_3695	17260	19598	17909
gene_3696	32	139	53
gene_3697	1029	1196	1215
gene_3698	102	155	127
gene_3699	158	239	306
gene_3700	1010	1187	1046
gene_3701	1001	1280	1084
gene_3702	482	554	437
gene_3703	0	0	0
gene_3704	6	4	4
gene_3705	514	587	483
gene_3706	242	324	265
gene_3707	10	33	12
gene_3708	94	116	111
gene_3709	707	761	526
gene_3710	769	802	755
gene_3711	292	388	315
gene_3712	61	52	61
gene_3713	1292	1593	1347
gene_3714	585	768	695
gene_3715	2787	3164	3150
gene_3716	8726	10095	10081
gene_3717	315	262	337
gene_3718	251	346	326
gene_3719	282	448	251
gene_3720	1275	1587	1365
gene_3721	69	76	92
gene_3722	159	184	176
gene_3723	155	185	120
gene_3724	2203	2639	2210
gene_3725	35	48	47
gene_3726	1673	1958	1723
gene_3727	1203	1411	1373
gene_3728	120	99	125
gene_3729	500	591	549
gene_3730	625	730	837
gene_3731	1105	1311	1350
gene_3732	1367	1355	1536
gene_3733	499	689	506
gene_3734	31	45	23
gene_3736	713	681	663
gene_3737	2867	3397	3094
gene_3738	1263	1258	1260
gene_3739	1423	1489	1418
gene_3740	1819	1882	1762
gene_3741	1470	1618	1717
gene_3742	4920	5667	5024
gene_3743	3200	3538	3521
gene_3744	28	71	42
gene_3746	234	370	300
gene_3747	1033	1061	947
gene_3748	1551	1791	1615
gene_3749	1027	1301	1124
gene_3750	3507	4335	3462
gene_3751	0	0	0
gene_3752	3007	3555	3026
gene_3753	466	500	442
gene_3754	2379	2915	2295
gene_3755	3865	4025	3678
gene_3756	2052	2358	2304
gene_3757	5548	6685	6170
gene_3758	238	266	235
gene_3759	1739	2184	1921
gene_3760	1289	1911	1468
gene_3761	2229	2764	2488
gene_3763	996	1017	1106
gene_3764	908	896	992
gene_3765	1858	1952	2110
gene_3766	779	959	777
gene_3767	2	0	0
gene_3768	0	6	0
gene_3769	741	1042	849
gene_3770	307	397	368
gene_3771	953	1091	1210
gene_3772	3520	4516	4417
gene_3773	6331	6978	6500
gene_3774	6851	8223	7603
gene_3775	4912	5554	5131
gene_3778	4591	5488	4733
gene_3779	22118	26419	24430
gene_3780	1052	1224	1050
gene_3781	364	319	294
gene_3783	53	76	87
gene_3784	1061	1442	1471
gene_3785	282	368	370
gene_3786	12009	13067	12525
gene_3787	3209	3320	3548
gene_3788	574	561	594
gene_3789	331	367	422
gene_3790	1144	1069	1217
gene_3791	1342	1615	1360
gene_3792	558	517	543
gene_3793	4	30	31
gene_3794	1648	2074	1840
gene_3795	1115	1239	993
gene_3796	1162	1225	1300
gene_3797	1580	1666	1623
gene_3798	13	33	18
gene_3799	2745	3107	2813
gene_3800	3115	3582	3243
gene_3801	1925	2105	2229
gene_3802	694	981	953
gene_3803	11116	12202	12172
gene_3804	4474	4657	4649
gene_3805	1473	1834	1520
gene_3806	2052	2313	2263
gene_3807	26	31	3
gene_3808	1030	1033	1102
gene_3809	4137	5029	4186
gene_3810	1694	1869	1760
gene_3811	0	0	0
gene_3812	0	0	0
gene_3813	0	0	0
gene_3814	1750	2096	1887
gene_3815	1094	1050	1132
gene_3816	1731	1613	1754
gene_3817	1106	1330	1271
gene_3818	5363	5697	5532
gene_3819	634	771	691
gene_3820	1087	1136	1091
gene_3821	3023	3480	3290
gene_3822	335	283	245
gene_3823	1507	1856	1632
gene_3824	2361	2877	2406
gene_3825	2287	2637	2455
gene_3826	3721	4272	4075
gene_3828	0	0	0
gene_3829	281	289	349
gene_3830	5911	7020	6149
gene_3831	1974	2014	2132
gene_3832	1409	1389	1396
gene_3833	4543	5051	4810
gene_3834	448	545	431
gene_3835	610	690	614
gene_3836	1103	1288	1109
gene_3837	7	18	16
gene_3838	133	176	154
gene_3839	0	0	0
gene_3841	1024	1225	1160
gene_3842	182	199	173
gene_3843	1333	1662	1346
gene_3844	1354	1498	1394
gene_3845	2145	2480	2401
gene_3846	323	487	319
gene_3847	3547	4108	3994
gene_3848	118	153	171
gene_3849	17416	21678	19052
gene_3850	4779	5178	4672
gene_3852	1265	1413	1398
gene_3853	4123	4331	4055
gene_3854	4780	6124	5680
gene_3855	86	112	102
gene_3856	1316	1509	1315
gene_3857	6158	6320	7252
gene_3859	1694	1394	1623
gene_3860	1082	1392	1140
gene_3861	1556	1746	1680
gene_3862	402	553	455
gene_3863	0	0	0
gene_3864	1884	2237	2333
gene_3865	2408	2231	2427
gene_3866	1511	1435	1376
gene_3867	2781	3450	2770
gene_3868	10	15	24
gene_3869	1221	1570	1322
gene_3871	32	35	58
gene_3872	1319	1516	1412
gene_3873	147	94	106
gene_3874	2145	2228	2448
gene_3875	82	71	59
gene_3876	6060	7324	7596
gene_3877	1733	2040	1896
gene_3878	116	153	147
gene_3879	227	182	192
gene_3880	1964	1960	1870
gene_3881	380	352	484
gene_3882	3616	4141	4010
gene_3883	2762	2859	2918
gene_3884	1770	1613	1868
gene_3886	3705	4766	4242
gene_3887	2635	3017	2871
gene_3888	5459	6239	5844
gene_3889	10902	12645	11826
gene_3890	296	284	271
gene_3891	35	39	24
gene_3892	5479	5590	5835
gene_3893	13	16	18
gene_3894	3890	4548	3943
gene_3895	7697	8651	8441
gene_3896	443	547	513
gene_3897	2262	2694	2183
gene_3898	1240	1255	1338
gene_3899	7452	8305	7891
gene_3900	2346	2602	2445
gene_3901	8623	8463	9927
gene_3902	5853	6237	6179
gene_3903	5711	6238	5844
gene_3904	13792	15899	15152
gene_3905	713	768	737
gene_3906	2193	2555	2339
gene_3907	4681	5425	4917
gene_3908	7238	8658	8043
gene_3909	1168	998	1087
gene_3910	6236	5724	6075
gene_3911	3144	3694	3590
gene_3912	1512	1692	1459
gene_3913	1621	2095	1640
gene_3914	1703	2074	1579
gene_3915	184	176	180
gene_3916	2274	2627	2571
gene_3917	4517	5269	4802
gene_3918	3590	3679	3510
gene_3919	72	46	47
gene_3920	1399	1404	1336
gene_3921	1533	1825	1585
gene_3922	3160	3831	3196
gene_3924	1565	1450	1614
gene_3925	2949	3720	3252
gene_3926	5278	5720	6203
gene_3927	559	749	597
gene_3928	2434	2814	2796
gene_3929	13157	11485	12436
gene_3930	1105	1295	1246
gene_3931	1724	1865	1803
gene_3932	1153	1206	1227
gene_3933	2038	2429	2486
gene_3934	3039	3305	3213
gene_3935	5718	5480	6008
gene_3936	1541	1781	1669
gene_3937	2124	2807	2455
gene_3938	2752	3454	3112
gene_3939	450	527	475
gene_3940	45657	48993	46407
gene_3941	8375	9617	8868
gene_3942	3723	4304	3921
gene_3943	3929	4607	4171
gene_3944	14378	15882	16363
gene_3945	9021	9590	10024
gene_3946	126	217	211
gene_3947	24	70	39
gene_3948	732	872	786
gene_3949	1378	1658	1583
gene_3950	507	597	564
gene_3951	1381	1633	1568
gene_3952	1	2	0
gene_3954	20684	24308	22895
gene_3955	2919	3303	3083
gene_3956	914	1125	1130
gene_3957	315	270	232
