Gene	Par_wo_1	Par_wo_2	Par_wo_3
gene_2936	2547	2319	2469
gene_2937	34	30	52
gene_2938	2734	2209	2252
gene_2939	1121	1020	1229
gene_2940	1139	818	934
gene_2941	99	81	62
gene_2942	2	7	1
gene_2943	190	127	169
gene_2944	326	199	321
gene_2946	267	208	204
gene_2947	1616	1319	1461
gene_2948	427	440	497
gene_2949	362	260	310
gene_2950	4127	4205	4455
gene_2951	310	230	283
gene_2952	416	436	503
gene_2953	586	522	514
gene_2954	130	97	113
gene_2955	66	43	69
gene_2956	3094	2510	3041
gene_2957	122	145	119
gene_2958	787	618	697
gene_2959	1221	1056	1222
gene_2960	2131	1954	2015
gene_2961	41	31	34
gene_2962	24	13	23
gene_2963	0	0	0
gene_2964	101	58	75
gene_2965	797	592	618
gene_2966	64	40	64
gene_2967	239	181	157
gene_2968	38	22	36
gene_2969	64	41	70
gene_2970	786	626	800
gene_2971	338	321	354
gene_2972	58	67	33
gene_2973	0	0	0
gene_2974	57	39	80
gene_2975	2530	2064	2286
gene_2976	916	776	801
gene_2977	301	257	284
gene_2978	127	84	85
gene_2979	9938	8759	9427
gene_2980	14	22	1
gene_2981	6979	6896	7608
gene_2982	1891	1672	2055
gene_2983	5806	5265	6751
gene_2984	1837	1740	2111
gene_2985	8907	7296	8147
gene_2986	1419	1304	1287
gene_2987	1603	1590	1620
gene_2988	1035	929	1147
gene_2989	0	0	1
gene_2990	2740	2514	2977
gene_2991	1449	1473	1222
gene_2992	1523	1406	1505
gene_2993	5137	4284	4962
gene_2994	2182	2034	2327
gene_2995	1918	1619	1804
gene_2996	273	249	225
gene_2998	159	127	166
gene_2999	1786	1853	1742
gene_3000	38	31	28
gene_3001	245	208	205
gene_3002	368	277	320
gene_3003	3056	2891	3160
gene_3004	156	114	135
gene_3005	163	142	127
gene_3006	822	728	781
gene_3007	952	824	940
gene_3008	375	305	236
gene_3009	1014	991	1039
gene_3010	92	38	76
gene_3011	63	38	41
gene_3012	4	2	10
gene_3013	0	0	0
gene_3014	55	42	44
gene_3015	457	406	343
gene_3016	755	600	640
gene_3017	4722	3796	4387
gene_3018	33002	31738	34790
gene_3019	2083	1819	2008
gene_3020	2125	1744	2049
gene_3021	1351	1187	1315
gene_3022	677	603	766
gene_3023	811	755	940
gene_3024	387	400	400
gene_3025	11	6	4
gene_3027	422	363	407
gene_3028	6	7	9
gene_3029	0	0	0
gene_3031	1	0	2
gene_3032	2654	2446	2461
gene_3033	2983	2659	2784
gene_3034	7367	6260	7192
gene_3035	1438	1384	1285
gene_3036	1441	1304	1436
gene_3037	2399	2045	2214
gene_3038	4938	4356	4851
gene_3039	584	476	612
gene_3040	744	731	692
gene_3041	1030	1111	1358
gene_3042	2225	1931	2091
gene_3043	134	95	160
gene_3044	78738	72323	86485
gene_3045	63516	59805	69649
gene_3046	2241	2233	2376
gene_3047	58849	54308	64617
gene_3048	5107	4772	5605
gene_3049	6159	5494	6400
gene_3050	148	142	208
gene_3051	12	6	19
gene_3052	19	25	15
gene_3053	761	641	771
gene_3054	45	65	84
gene_3055	6	0	2
gene_3056	0	0	0
gene_3057	0	0	0
gene_3058	904	852	928
gene_3059	2872	2711	3033
gene_3060	20	19	11
gene_3061	4	7	10
gene_3062	1160	1018	1302
gene_3063	2389	2163	2276
gene_3064	0	2	0
gene_3065	1932	1837	2105
gene_3066	8556	7264	7158
gene_3067	1642	1408	1725
gene_3068	4978	4579	4761
gene_3069	1281	999	1235
gene_3071	0	0	0
gene_3072	0	0	0
gene_3073	0	0	0
gene_3074	3	1	1
gene_3075	6683	5957	5518
gene_3076	27929	24571	28409
gene_3077	0	2	2
gene_3078	179	126	177
gene_3079	1385	1144	1446
gene_3080	3873	3501	3778
gene_3081	3997	3622	3751
gene_3082	832	768	715
gene_3083	0	0	0
gene_3084	1	0	4
gene_3085	1524	1561	1472
gene_3086	2913	2650	3181
gene_3087	2038	1957	1587
gene_3088	7798	6772	6853
gene_3089	1808	1677	1736
gene_3090	117	107	152
gene_3091	784	629	694
gene_3092	4703	4243	4208
gene_3093	1030	939	1023
gene_3094	106	121	165
gene_3095	960	983	987
gene_3096	419	393	392
gene_3097	5893	4993	5471
gene_3099	3389	3116	3002
gene_3100	528	488	692
gene_3101	2	4	8
gene_3102	4	11	8
gene_3103	2902	2579	2858
gene_3104	2965	2663	2617
gene_3105	512	558	574
gene_3106	919	699	791
gene_3107	1816	1610	1691
gene_3108	3585	2913	3572
gene_3109	3	2	9
gene_3110	0	0	0
gene_3112	0	0	0
gene_3113	1066	856	1074
gene_3114	1642	1114	1299
gene_3115	355	250	281
gene_3116	1900	1551	1861
gene_3117	907	757	1079
gene_3118	448	335	389
gene_3119	10287	9078	8985
gene_3120	884	847	975
gene_3121	511	400	447
gene_3122	399	456	480
gene_3123	2313	1990	2151
gene_3124	0	0	0
gene_3125	3	3	22
gene_3126	14706	14016	15493
gene_3127	18	2	14
gene_3129	795	697	742
gene_3130	926	831	876
gene_3131	1636	1585	1978
gene_3133	18406	15194	17399
gene_3134	13654	14158	16394
gene_3135	2421	2254	2484
gene_3136	36079	31453	39381
gene_3137	2224	2087	1918
gene_3138	0	0	0
gene_3139	0	0	0
gene_3140	0	0	0
gene_3141	1217	1181	1296
gene_3142	4942	5014	5180
gene_3143	284	312	285
gene_3144	7105	7012	7710
gene_3146	2443	2437	2734
gene_3147	8159	7631	7837
gene_3148	1106	924	1062
gene_3149	24	10	9
gene_3150	1196	1018	1168
gene_3151	2627	2363	2484
gene_3152	845	692	750
gene_3153	54	62	22
gene_3154	1142	946	1212
gene_3155	2146	1944	2213
gene_3157	2743	2380	2505
gene_3158	551	465	534
gene_3159	951	801	806
gene_3160	175	136	184
gene_3161	7	4	20
gene_3162	615	618	569
gene_3163	313	319	387
gene_3164	5682	5633	6147
gene_3165	4935	4253	4592
gene_3166	13776	12278	14670
gene_3167	1301	1175	1195
gene_3168	11547	10476	12515
gene_3169	475	557	577
gene_3170	1760	1704	1762
gene_3171	14519	12488	13630
gene_3172	67	36	72
gene_3173	246	223	284
gene_3174	2102	1749	2187
gene_3175	1102	1012	1206
gene_3176	1346	1212	1324
gene_3177	5081	4591	5034
gene_3178	1331	1171	1524
gene_3179	514	436	477
gene_3180	1550	1428	1764
gene_3181	2061	1719	1913
gene_3182	1137	971	918
gene_3183	745	808	808
gene_3184	5679	5110	5485
gene_3185	7591	7121	7737
gene_3186	675	628	689
gene_3187	222	136	127
gene_3188	1233	1283	1328
gene_3189	1157	890	1045
gene_3190	1217	1099	1343
gene_3191	1362	1443	1487
gene_3192	1906	1856	1883
gene_3193	1671	1800	1840
gene_3194	483	401	394
gene_3195	5504	5181	5157
gene_3196	3135	3405	3564
gene_3197	3833	3475	3581
gene_3198	888	878	1058
gene_3199	1366	1206	1259
gene_3200	493	387	445
gene_3201	839	795	981
gene_3202	1639	1472	1511
gene_3203	1565	1290	1295
gene_3204	0	0	0
gene_3205	1059	986	1223
gene_3206	1344	1227	1444
gene_3207	311	372	379
gene_3208	600	513	620
gene_3209	4993	4231	4189
gene_3210	1399	1383	1523
gene_3211	1697	1538	1582
gene_3212	5254	4780	5095
gene_3213	1204	1183	1371
gene_3214	199	193	199
gene_3215	59	36	19
gene_3216	33254	28552	30609
gene_3217	9115	8248	8394
gene_3218	2186	1826	2317
gene_3219	1486	1442	1728
gene_3220	6269	6056	6355
gene_3221	5117	4970	5291
gene_3222	16176	16070	17066
gene_3223	780	671	914
gene_3224	2778	2741	3129
gene_3225	4423	3817	3928
gene_3226	24206	22728	25613
gene_3227	842	696	866
gene_3228	1955	1711	2032
gene_3229	108	43	80
gene_3230	4098	3818	3882
gene_3231	2085	1752	1863
gene_3232	13251	12015	13134
gene_3233	18995	15808	18681
gene_3234	3274	3215	3309
gene_3235	22410	21565	24123
gene_3236	436	331	372
gene_3237	3186	2940	3377
gene_3238	8091	7489	8012
gene_3239	8	3	7
gene_3240	6899	6378	7357
gene_3241	2487	2138	2400
gene_3242	891	705	740
gene_3243	1784	1638	1709
gene_3244	2864	2733	2889
gene_3245	1871	1661	1869
gene_3246	2030	1686	2016
gene_3247	906	740	890
gene_3248	113	85	103
gene_3249	1117	1205	1391
gene_3250	0	0	0
gene_3251	5107	4437	4864
gene_3252	4034	3583	4109
gene_3253	478	472	478
gene_3254	2627	2397	2785
gene_3255	2876	2513	2695
gene_3256	990	996	1193
gene_3257	4769	4459	4894
gene_3258	13	26	38
gene_3259	4067	3887	4102
gene_3260	1541	1398	1567
gene_3261	2019	1688	1926
gene_3262	6439	5770	6405
gene_3263	2807	2921	3127
gene_3264	4003	3280	3753
gene_3265	110	75	79
gene_3266	749	670	875
gene_3267	329	305	406
gene_3268	16348	14845	16832
gene_3269	866	778	1075
gene_3270	906	818	891
gene_3271	5464	4868	5186
gene_3272	1517	1352	1602
gene_3273	446	363	442
gene_3274	8217	8569	9348
gene_3275	1626	1399	1497
gene_3276	2904	2537	2926
gene_3277	3308	2861	3370
gene_3278	4558	3940	4369
gene_3279	3541	3272	3433
gene_3280	4243	3632	3818
gene_3281	64	34	47
gene_3282	1022	898	1067
gene_3283	1241	1020	1138
gene_3284	2275	2210	2275
gene_3285	605	480	540
gene_3286	5270	4937	6001
gene_3287	3707	3552	4328
gene_3288	3273	3081	3459
gene_3289	255	235	312
gene_3290	4061	3171	3830
gene_3291	16012	14743	17954
gene_3292	5139	4641	5133
gene_3293	1861	1677	1952
gene_3294	3558	3484	3883
gene_3295	3566	2778	2983
gene_3297	4563	3793	4081
gene_3298	4769	4391	4616
gene_3299	3377	3382	3630
gene_3300	17	6	13
gene_3301	382	380	502
gene_3302	4005	3564	3797
gene_3304	316	188	234
gene_3305	1585	1224	1463
gene_3306	6144	5246	5828
gene_3307	1751	1425	1804
gene_3308	2	6	1
gene_3309	0	2	2
gene_3310	1197	977	940
gene_3311	465	422	396
gene_3312	7	2	20
gene_3313	0	4	0
gene_3314	491	410	526
gene_3315	4485	3976	4138
gene_3316	86	64	72
gene_3317	184	165	164
gene_3318	2640	2169	2404
gene_3320	7162	6205	7731
gene_3321	1805	1524	1670
gene_3322	3687	3145	3216
gene_3323	1066	866	1065
gene_3324	0	0	0
gene_3325	0	0	0
gene_3326	0	0	0
gene_3327	7669	6779	7247
gene_3328	59	27	71
gene_3329	1	6	2
gene_3330	3468	3093	3760
gene_3331	23277	20543	22431
gene_3332	6180	5868	5489
gene_3333	138	120	246
gene_3334	1381	1422	1566
gene_3336	3497	3352	3461
gene_3337	14389	12834	15034
gene_3338	3634	3022	3290
gene_3339	348	284	332
gene_3340	1372	1224	1508
gene_3341	897	839	1038
gene_3342	2054	1834	2099
gene_3344	1216	1021	968
gene_3345	2119	1897	2098
gene_3346	944	947	941
gene_3347	871	810	1004
gene_3348	262	270	214
gene_3349	2180	2025	2275
gene_3350	1758	1476	1852
gene_3351	40485	38228	43246
gene_3352	161	117	192
gene_3353	119	59	62
gene_3354	2868	2564	3145
gene_3355	2336	2144	2281
gene_3356	334	299	336
gene_3357	2153	1882	2064
gene_3358	1300	1169	1424
gene_3359	1607	1507	1692
gene_3360	8	13	10
gene_3361	51	36	58
gene_3362	1507	1255	1382
gene_3363	489	406	411
gene_3364	9306	8197	9099
gene_3365	6754	6747	7235
gene_3366	1157	1123	1310
gene_3367	530	477	530
gene_3368	2626	2690	2690
gene_3370	788	768	899
gene_3371	2552	2323	2760
gene_3372	5625	5224	6087
gene_3373	4839	3915	4078
gene_3374	1784	1629	1605
gene_3375	799	757	850
gene_3376	1141	980	980
gene_3377	0	0	0
gene_3378	0	0	0
gene_3379	0	0	0
gene_3380	1078	1013	972
gene_3381	2844	2536	3142
gene_3382	978	923	1191
gene_3383	149	151	204
gene_3384	6978	6244	6711
gene_3385	908	837	1022
gene_3386	1784	1425	1455
gene_3387	3345	2726	3302
gene_3388	21797	18835	20854
gene_3389	2651	2569	2819
gene_3390	1493	1404	1552
gene_3391	225	147	204
gene_3392	513	396	401
gene_3393	1001	1121	1095
gene_3394	10230	11089	12128
gene_3395	677	654	716
gene_3396	1635	1681	2004
gene_3397	346	335	371
gene_3398	1757	1517	1842
gene_3399	1854	1717	1741
gene_3400	2854	2496	2803
gene_3401	9059	8130	10652
gene_3402	3630	3386	3768
gene_3403	1496	1261	1413
gene_3404	2374	2286	2286
gene_3405	1242	1095	1307
gene_3406	14184	12513	14165
gene_3407	2141	1799	2178
gene_3408	825	751	724
gene_3409	226	178	112
gene_3410	1146	1007	1187
gene_3411	861	674	815
gene_3412	943	774	900
gene_3413	467	421	517
gene_3414	1580	1410	1548
gene_3415	443	350	445
gene_3416	2318	1942	2095
gene_3417	751	828	874
gene_3418	1145	1025	1289
gene_3419	3867	3306	3663
gene_3420	58	15	15
gene_3421	3143	2677	2920
gene_3422	660	606	730
gene_3423	186	170	207
gene_3424	3109	2700	3043
gene_3425	1233	1018	1213
gene_3426	7720	6736	6958
gene_3427	697	596	675
gene_3428	761	617	693
gene_3429	762	827	970
gene_3430	902	743	703
gene_3431	9012	7337	7438
gene_3432	52	28	65
gene_3433	5783	4825	5484
gene_3434	2067	2040	2134
gene_3435	900	703	825
gene_3436	948	915	1178
gene_3437	1276	1212	1460
gene_3438	3369	2800	3534
gene_3439	26	10	20
gene_3440	0	0	0
gene_3441	0	0	0
gene_3442	3214	2462	2555
gene_3443	1210	1055	1195
gene_3444	46	34	24
gene_3445	735	611	834
gene_3446	2246	2050	2207
gene_3447	778	744	804
gene_3448	7824	7934	8337
gene_3449	201	179	123
gene_3450	1903	1567	1610
gene_3451	6074	5802	5748
gene_3452	237	209	240
gene_3453	1190	1096	1339
gene_3454	1213	1249	1227
gene_3455	1398	1242	1324
gene_3456	20	23	25
gene_3457	157	118	133
gene_3459	17582	14497	16605
gene_3460	1022	817	951
gene_3461	1190	1171	1287
gene_3462	2313	2274	2518
gene_3463	54963	52026	60154
gene_3464	2091	1907	2178
gene_3465	12732	11920	14555
gene_3466	4376	4089	4156
gene_3467	386	332	319
gene_3468	688	618	702
gene_3469	3897	2977	3272
gene_3470	1031	836	868
gene_3471	3875	3600	4062
gene_3472	2601	2298	2483
gene_3473	312	273	398
gene_3474	1371	1297	1335
gene_3475	574	503	538
gene_3476	668	575	743
gene_3477	1657	1457	1597
gene_3478	0	0	2
gene_3479	6	2	5
gene_3480	1047	1019	1153
gene_3481	1443	1518	1664
gene_3482	1442	1367	1552
gene_3483	2673	2517	2409
gene_3484	7	16	13
gene_3485	2927	2728	3197
gene_3487	3263	3089	3330
gene_3488	2803	2569	3005
gene_3489	1787	1582	1788
gene_3490	1548	1321	1470
gene_3491	182	137	154
gene_3492	1017	1016	1155
gene_3493	5668	5064	5116
gene_3494	4940	4405	5361
gene_3495	1692	1573	1676
gene_3496	2834	2719	2870
gene_3497	1205	1204	1448
gene_3498	25444	27476	27949
gene_3499	1553	2013	1716
gene_3501	947	850	816
gene_3502	2856	2582	2918
gene_3503	4842	4050	4304
gene_3504	84	99	100
gene_3505	4011	4052	4360
gene_3506	1113	1139	1313
gene_3507	10425	9471	10443
gene_3508	997	801	933
gene_3509	766	645	741
gene_3510	11140	9907	11587
gene_3511	2324	1925	2022
gene_3512	6325	6201	6793
gene_3513	2218	2075	2347
gene_3514	2398	2201	2367
gene_3515	2819	2451	2946
gene_3516	728	700	900
gene_3517	7863	7183	8360
gene_3518	25	30	19
gene_3519	3316	2555	3133
gene_3520	3369	3131	3400
gene_3521	5238	5135	5842
gene_3522	346	293	316
gene_3523	5042	4803	5022
gene_3524	3401	3015	3435
gene_3525	1579	1448	1622
gene_3526	797	803	876
gene_3527	2456	2213	2163
gene_3528	36281	33043	40124
gene_3529	25	44	50
gene_3530	1552	1481	1568
gene_3531	3916	3842	4203
gene_3533	0	0	2
gene_3534	0	0	0
gene_3535	1992	2000	1977
gene_3536	3749	3488	3730
gene_3537	60	69	88
gene_3538	199	168	218
gene_3539	3493	3087	3890
gene_3540	570	545	561
gene_3541	2212	1753	2282
gene_3542	4367	3793	4292
gene_3543	790	703	814
gene_3544	4427	4068	4584
gene_3545	3040	2800	3029
gene_3546	2032	2056	2362
gene_3547	3803	3515	4085
gene_3548	94	43	46
gene_3549	1931	1590	1881
gene_3550	950	915	977
gene_3551	1520	1410	1648
gene_3552	694	567	569
gene_3553	8327	8139	8483
gene_3554	1028	1127	1007
gene_3555	1293	1213	1371
gene_3556	1763	1625	2020
gene_3558	1603	1418	1662
gene_3559	882	820	927
gene_3560	736	709	689
gene_3561	17125	16510	18774
gene_3562	1240	965	1039
gene_3563	2770	2534	2482
gene_3564	829	727	876
gene_3565	2553	2526	2804
gene_3566	964	906	901
gene_3567	948	1029	1078
gene_3568	2733	2800	2835
gene_3569	427	385	465
gene_3570	1671	1475	1577
gene_3571	12450	11357	11610
gene_3572	0	0	0
gene_3573	2	6	6
gene_3574	2593	2463	2808
gene_3575	9654	9140	9144
gene_3576	15213	13730	16626
gene_3577	3175	2751	3065
gene_3578	779	663	892
gene_3579	1686	1541	1691
gene_3580	1710	1422	1488
gene_3581	4	5	7
gene_3582	221	159	201
gene_3583	422	375	356
gene_3584	6331	5783	6355
gene_3585	409	337	412
gene_3586	2779	2814	3182
gene_3587	4165	3714	3997
gene_3588	2026	1809	2175
gene_3589	31584	29399	30241
gene_3590	3870	3207	3445
gene_3591	1861	1761	2059
gene_3593	0	0	7
gene_3594	575	520	543
gene_3595	0	2	0
gene_3596	0	0	0
gene_3597	624	519	632
gene_3598	1173	893	1128
gene_3599	436	385	454
gene_3600	3047	2849	3113
gene_3601	1556	1318	1570
gene_3602	1559	1525	1717
gene_3603	3013	2574	3250
gene_3604	943	979	1078
gene_3605	552	628	696
gene_3606	343	364	384
gene_3607	9934	8808	10664
gene_3608	1646	1628	1804
gene_3609	571	397	536
gene_3610	469	355	437
gene_3611	4232	3829	3619
gene_3612	2557	2093	2454
gene_3613	2	2	2
gene_3614	1619	1289	1493
gene_3615	1212	984	1138
gene_3616	78	20	57
gene_3617	1024	971	1040
gene_3618	431	390	378
gene_3619	11032	10238	12107
gene_3620	14900	13282	15873
gene_3621	1427	1259	1463
gene_3622	131	142	143
gene_3623	28	10	20
gene_3624	61	45	51
gene_3625	3149	3177	3479
gene_3626	2925	2551	2702
gene_3627	5065	4788	5409
gene_3628	5346	5121	5271
gene_3629	7358	6657	8077
gene_3630	2529	2404	2333
gene_3631	1617	1538	1731
gene_3632	910	803	982
gene_3633	25	27	14
gene_3634	0	0	0
gene_3635	101	42	145
gene_3636	17	6	8
gene_3637	2609	2648	3014
gene_3638	3764	3478	3845
gene_3639	753	643	761
gene_3640	1108	1019	1143
gene_3641	9010	7936	8708
gene_3642	6241	5646	6951
gene_3643	4954	4720	5206
gene_3644	0	6	14
gene_3645	0	1	6
gene_3646	2216	2054	2125
gene_3647	716	530	721
gene_3649	421	358	448
gene_3650	705	623	728
gene_3651	465	216	316
gene_3652	0	0	0
gene_3654	1442	1360	1685
gene_3655	4	1	2
gene_3656	4	2	0
gene_3657	1284	1123	1270
gene_3658	209	170	230
gene_3659	10942	10761	11615
gene_3661	974	901	1060
gene_3662	6194	5288	5759
gene_3663	42231	37737	41844
gene_3664	8783	8025	9429
gene_3665	0	0	6
gene_3666	478	422	493
gene_3667	4	2	2
gene_3668	258	223	295
gene_3669	6426	5648	6805
gene_3670	2290	1825	2310
gene_3671	2733	2431	2738
gene_3672	9143	8494	9261
gene_3673	1947	1566	1861
gene_3674	602	398	499
gene_3675	645	593	659
gene_3676	1065	1029	1235
gene_3677	671	629	637
gene_3678	511	494	687
gene_3679	967	920	1035
gene_3680	1015	983	1092
gene_3681	5966	5114	5362
gene_3682	9232	8385	10719
gene_3683	22043	18580	20089
gene_3684	1239	1087	1148
gene_3685	1475	1250	1206
gene_3686	606	452	581
gene_3687	807	658	823
gene_3688	156	148	167
gene_3689	278	324	370
gene_3690	20	8	10
gene_3691	263	161	212
gene_3692	43	23	55
gene_3693	67	53	42
gene_3694	2808	1868	2156
gene_3695	20384	15371	16434
gene_3696	81	88	83
gene_3697	836	575	682
gene_3698	111	86	85
gene_3699	134	50	84
gene_3700	585	456	363
gene_3701	283	257	291
gene_3702	293	251	246
gene_3703	0	0	0
gene_3704	4	2	5
gene_3705	507	447	467
gene_3706	123	92	130
gene_3707	10	3	37
gene_3708	47	23	18
gene_3709	510	422	396
gene_3710	325	372	326
gene_3711	221	183	244
gene_3712	58	60	24
gene_3713	849	662	810
gene_3714	569	446	425
gene_3715	1371	1137	1172
gene_3716	9966	6227	7234
gene_3717	319	227	291
gene_3718	174	154	170
gene_3719	117	89	120
gene_3720	1105	982	1115
gene_3721	71	47	36
gene_3722	198	183	194
gene_3723	75	79	100
gene_3724	937	742	876
gene_3725	73	23	53
gene_3726	1456	1311	1499
gene_3727	591	545	547
gene_3728	74	87	65
gene_3729	262	226	171
gene_3730	400	310	395
gene_3731	914	737	817
gene_3732	812	579	714
gene_3733	231	178	207
gene_3734	14	23	16
gene_3736	456	412	479
gene_3737	3188	2949	3522
gene_3738	2223	2139	2379
gene_3739	1374	1196	1499
gene_3740	1457	1309	1377
gene_3741	5747	5197	5439
gene_3742	6156	5598	5837
gene_3743	2156	1888	2169
gene_3744	26	17	60
gene_3746	154	149	171
gene_3747	494	478	343
gene_3748	852	675	754
gene_3749	846	614	850
gene_3750	3121	2983	3146
gene_3751	0	0	0
gene_3752	2583	2195	2639
gene_3753	383	448	425
gene_3754	2073	1802	1946
gene_3755	3836	3309	3914
gene_3756	1688	1542	1856
gene_3757	5953	5421	6380
gene_3758	112	115	145
gene_3759	1718	1606	1787
gene_3760	991	738	888
gene_3761	1812	1552	1829
gene_3763	1087	838	874
gene_3764	742	656	756
gene_3765	1465	1233	1427
gene_3766	487	376	437
gene_3767	0	0	0
gene_3768	0	0	7
gene_3769	691	660	603
gene_3770	235	160	194
gene_3771	746	564	592
gene_3772	5406	5022	5588
gene_3773	3727	3483	4332
gene_3774	5984	4783	5504
gene_3775	7494	6875	7228
gene_3778	8965	8423	9744
gene_3779	38276	33907	38149
gene_3780	526	513	534
gene_3781	274	229	313
gene_3783	129	65	74
gene_3784	1110	964	1065
gene_3785	283	269	225
gene_3786	14441	13080	14773
gene_3787	8588	8192	8688
gene_3788	574	536	624
gene_3789	551	442	439
gene_3790	778	768	855
gene_3791	1099	944	1160
gene_3792	459	427	453
gene_3793	1	17	10
gene_3794	1090	1013	1171
gene_3795	872	812	903
gene_3796	1066	943	993
gene_3797	1006	946	1162
gene_3798	15	4	5
gene_3799	2234	1659	2141
gene_3800	2905	2648	2768
gene_3801	1663	1363	1668
gene_3802	1330	1259	1472
gene_3803	10732	9628	11187
gene_3804	5453	4925	5478
gene_3805	1409	1322	1347
gene_3806	2271	1856	2250
gene_3807	18	19	13
gene_3808	2103	2006	2356
gene_3809	3130	2965	3307
gene_3810	1353	1284	1300
gene_3811	0	0	0
gene_3812	0	0	0
gene_3813	0	0	0
gene_3814	1416	1171	1387
gene_3815	1799	1689	1667
gene_3816	1152	852	956
gene_3817	1350	1273	1349
gene_3818	5717	5251	5519
gene_3819	503	382	507
gene_3820	570	485	575
gene_3821	2237	1999	2034
gene_3822	185	172	245
gene_3823	1134	1009	1092
gene_3824	1732	1528	1620
gene_3825	2235	1800	1942
gene_3826	3187	2924	3044
gene_3828	0	0	0
gene_3829	520	418	427
gene_3830	4113	3805	4484
gene_3831	2415	2255	2295
gene_3832	1096	1017	1116
gene_3833	3406	3338	3551
gene_3834	346	292	246
gene_3835	655	558	558
gene_3836	644	526	573
gene_3837	14	18	3
gene_3838	36	59	48
gene_3839	0	0	2
gene_3841	2558	2233	2558
gene_3842	82	80	109
gene_3843	683	692	704
gene_3844	798	660	672
gene_3845	1193	1138	1110
gene_3846	246	182	256
gene_3847	2440	2147	2604
gene_3848	110	53	81
gene_3849	16248	15030	15694
gene_3850	4115	3531	3913
gene_3852	740	679	795
gene_3853	5247	5717	5728
gene_3854	7562	6203	7247
gene_3855	68	48	95
gene_3856	1159	1293	1259
gene_3857	4352	3887	3952
gene_3859	2506	2137	2211
gene_3860	981	926	982
gene_3861	1367	1220	1291
gene_3862	992	934	897
gene_3863	0	0	0
gene_3864	1258	1160	1293
gene_3865	2648	2398	2347
gene_3866	989	892	850
gene_3867	2835	2541	2831
gene_3868	6	16	8
gene_3869	826	587	751
gene_3871	16	19	26
gene_3872	1065	893	931
gene_3873	154	117	146
gene_3874	2518	2294	2652
gene_3875	3	13	13
gene_3876	923	776	812
gene_3877	1061	798	867
gene_3878	84	64	95
gene_3879	385	209	338
gene_3880	5233	4584	4569
gene_3881	1024	939	1169
gene_3882	6052	5678	5596
gene_3883	2677	2503	2582
gene_3884	1270	1183	1190
gene_3886	1870	1574	1839
gene_3887	3574	3234	3555
gene_3888	5968	5176	6221
gene_3889	10705	9595	11808
gene_3890	806	684	753
gene_3891	84	59	82
gene_3892	4472	3613	4425
gene_3893	18	36	30
gene_3894	3289	3493	3692
gene_3895	19750	17535	19434
gene_3896	386	316	410
gene_3897	1516	1307	1367
gene_3898	1259	1045	1226
gene_3899	11594	10320	11635
gene_3900	2225	2165	2498
gene_3901	9876	8676	9250
gene_3902	3197	2762	2941
gene_3903	6118	5682	6528
gene_3904	12870	11181	11835
gene_3905	1143	1062	1260
gene_3906	3633	3280	3668
gene_3907	6521	5990	6610
gene_3908	6717	5988	6530
gene_3909	1528	1344	1463
gene_3910	6153	5801	6166
gene_3911	5015	4657	4204
gene_3912	1022	965	1081
gene_3913	1427	1346	1707
gene_3914	1156	1189	1265
gene_3915	137	122	90
gene_3916	3654	3034	3334
gene_3917	8284	7803	7876
gene_3918	3633	3086	3636
gene_3919	139	104	129
gene_3920	1847	1597	1689
gene_3921	814	837	897
gene_3922	4310	4018	4791
gene_3924	1927	1597	1624
gene_3925	2836	2709	2878
gene_3926	11299	10332	10221
gene_3927	553	519	553
gene_3928	1698	1196	1526
gene_3929	19979	17659	16956
gene_3930	1211	1034	1098
gene_3931	2561	2038	2257
gene_3932	1210	1008	1101
gene_3933	2493	2386	2557
gene_3934	2581	2145	2274
gene_3935	9885	8533	8414
gene_3936	879	740	884
gene_3937	581	600	691
gene_3938	3162	2887	3105
gene_3939	504	420	481
gene_3940	44491	39619	45077
gene_3941	4805	4585	5505
gene_3942	3483	3109	3483
gene_3943	3638	3380	3623
gene_3944	21683	18641	20122
gene_3945	12215	11119	11965
gene_3946	625	497	594
gene_3947	39	56	34
gene_3948	461	409	455
gene_3949	2945	3007	3312
gene_3950	552	417	494
gene_3951	1481	1320	1385
gene_3952	26	11	8
gene_3954	11857	11732	12651
gene_3955	3090	2807	3603
gene_3956	925	699	871
gene_3957	293	213	218
gene_3959	854	644	882
gene_3960	1458	1242	1313
gene_3961	1789	1592	1874
gene_3962	10	24	20
gene_3963	363	289	307
gene_3964	962	911	988
gene_3965	2896	2645	2842
gene_3966	1948	1837	2199
gene_3967	5152	4460	4648
gene_3968	787	749	748
gene_3969	3531	3359	3934
gene_3970	1528	1502	1830
gene_3971	4376	4241	4321
gene_3972	16682	16078	16449
gene_3973	463	360	420
gene_3974	521	433	479
gene_3975	68	51	49
gene_3976	1017	788	793
gene_3977	4227	3883	3889
gene_3978	5947	5222	5543
gene_3979	2298	2052	2202
gene_3980	1043	1027	1091
gene_3981	984	857	978
gene_3982	275	219	321
gene_3983	2102	1911	2172
gene_3984	1260	1044	1121
gene_3985	940	952	984
gene_3986	623	707	819
gene_3987	734	659	709
gene_3988	33555	31378	33436
gene_3989	38	14	35
gene_3990	304	284	351
gene_3991	4142	3990	4079
gene_3992	479	449	447
gene_3993	499	441	566
gene_3994	2443	2262	2688
gene_3995	593	512	507
gene_3996	1580	1588	1713
gene_3997	2273	2133	2445
gene_3998	3856	3261	4004
gene_3999	2964	2506	2853
