#node	identifier	x_position	y_position	color	annotation
455308	STRG0A79TGQ.455308	0.6420481927710844	0.8453358208955225	rgb(117,219,239)	Text annotation not provided.
455874	STRG0A79TGQ.455874	0.5103012048192771	0.46361940298507465	rgb(117,192,239)	Text annotation not provided.
456667	STRG0A79TGQ.456667	0.6919277108433736	0.5268656716417911	rgb(117,146,239)	Text annotation not provided.
456822	STRG0A79TGQ.456822	0.600843373493976	0.46249999999999997	rgb(117,143,239)	Text annotation not provided.
457691	STRG0A79TGQ.457691	0.20397590361445783	0.7725746268656718	rgb(117,117,239)	Text annotation not provided.
458477	STRG0A79TGQ.458477	0.39102409638554214	0.31921641791044775	rgb(117,117,239)	Text annotation not provided.
459091	STRG0A79TGQ.459091	0.14813253012048194	0.41156716417910444	rgb(239,131,117)	Text annotation not provided.
459786	STRG0A79TGQ.459786	0.49512048192771085	0.5940298507462687	rgb(117,136,239)	Text annotation not provided.
459801	STRG0A79TGQ.459801	0.5677710843373495	0.6259328358208956	rgb(117,130,239)	Text annotation not provided.
459901	STRG0A79TGQ.459901	0.49132530120481926	0.49216417910447763	rgb(117,117,239)	Text annotation not provided.
459963	STRG0A79TGQ.459963	0.24951807228915662	0.4703358208955224	rgb(117,117,239)	Text annotation not provided.
461134	STRG0A79TGQ.461134	0.5948795180722892	0.49048507462686564	rgb(239,179,117)	Text annotation not provided.
461149	STRG0A79TGQ.461149	0.49403614457831324	0.5251865671641792	rgb(239,181,117)	Text annotation not provided.
461177	STRG0A79TGQ.461177	0.5607228915662651	0.321455223880597	rgb(239,184,117)	Text annotation not provided.
461263	STRG0A79TGQ.461263	0.5905421686746989	0.4451492537313433	rgb(239,195,117)	Text annotation not provided.
463143	STRG0A79TGQ.463143	0.7222891566265061	0.1166044776119403	rgb(142,239,117)	Text annotation not provided.
464948	STRG0A79TGQ.464948	0.6100602409638556	0.528544776119403	rgb(117,239,198)	Text annotation not provided.
465716	STRG0A79TGQ.465716	0.4457831325301205	0.3970149253731343	rgb(117,238,239)	Text annotation not provided.
465731	STRG0A79TGQ.465731	0.6160240963855422	0.6886194029850746	rgb(117,237,239)	Text annotation not provided.
466746	STRG0A79TGQ.466746	0.3433132530120482	0.48264925373134326	rgb(117,187,239)	Text annotation not provided.
467115	STRG0A79TGQ.467115	0.5563855421686748	0.6276119402985075	rgb(117,166,239)	Text annotation not provided.
467906	STRG0A79TGQ.467906	0.8399397590361446	0.2587686567164179	rgb(117,127,239)	Text annotation not provided.
470006	STRG0A79TGQ.470006	0.8399397590361446	0.839179104477612	rgb(117,239,217)	Text annotation not provided.
470327	STRG0A79TGQ.470327	0.775421686746988	0.839179104477612	rgb(117,117,239)	Text annotation not provided.
470600	STRG0A79TGQ.470600	0.4251807228915663	0.839179104477612	rgb(239,119,117)	Text annotation not provided.
470991	STRG0A79TGQ.470991	0.8491566265060242	0.4966417910447761	rgb(239,163,117)	Text annotation not provided.
472455	STRG0A79TGQ.472455	0.775421686746988	0.808955223880597	rgb(124,239,117)	Text annotation not provided.
473393	STRG0A79TGQ.473393	0.6675301204819278	0.9046641791044777	rgb(117,239,201)	Text annotation not provided.
473472	STRG0A79TGQ.473472	0.8491566265060242	0.6583955223880598	rgb(117,239,212)	Text annotation not provided.
475966	STRG0A79TGQ.475966	0.8491566265060242	0.6869402985074627	rgb(117,239,215)	Text annotation not provided.
476133	STRG0A79TGQ.476133	0.6957228915662651	0.5912313432835822	rgb(117,117,239)	Text annotation not provided.
476343	STRG0A79TGQ.476343	0.8491566265060242	0.7154850746268657	rgb(239,143,117)	Text annotation not provided.
476350	STRG0A79TGQ.476350	0.5802409638554217	0.8565298507462688	rgb(239,145,117)	Text annotation not provided.
476354	STRG0A79TGQ.476354	0.5173493975903615	0.8565298507462688	rgb(239,147,117)	Text annotation not provided.
476438	STRG0A79TGQ.476438	0.2771686746987952	0.6914179104477612	rgb(239,172,117)	Text annotation not provided.
476764	STRG0A79TGQ.476764	0.8795180722891567	0.5503731343283582	rgb(231,239,117)	Text annotation not provided.
47686	STRG0A79TGQ.47686	0.7109036144578313	0.8486940298507464	rgb(117,117,239)	Text annotation not provided.
477246	STRG0A79TGQ.477246	0.6919277108433736	0.6360074626865673	rgb(117,239,120)	Text annotation not provided.
477349	STRG0A79TGQ.477349	0.6442168674698795	0.4602611940298507	rgb(117,239,136)	Text annotation not provided.
477411	STRG0A79TGQ.477411	0.1855421686746988	0.8486940298507464	rgb(117,239,148)	Text annotation not provided.
477510	STRG0A79TGQ.477510	0.6409638554216868	0.38638059701492533	rgb(117,239,178)	Text annotation not provided.
477832	STRG0A79TGQ.477832	0.5948795180722892	0.28003731343283583	rgb(117,203,239)	Text annotation not provided.
478082	STRG0A79TGQ.478082	0.1855421686746988	0.8201492537313433	rgb(117,148,239)	Text annotation not provided.
478188	STRG0A79TGQ.478188	0.8583734939759037	0.1541044776119403	rgb(117,122,239)	Text annotation not provided.
478299	STRG0A79TGQ.478299	0.505421686746988	0.6751865671641791	rgb(117,117,239)	Text annotation not provided.
478511	STRG0A79TGQ.478511	0.20560240963855425	0.26548507462686566	rgb(117,117,239)	Text annotation not provided.
478687	STRG0A79TGQ.478687	0.8957831325301205	0.5397388059701493	rgb(117,117,239)	Text annotation not provided.
478721	STRG0A79TGQ.478721	0.8583734939759037	0.28731343283582095	rgb(117,117,239)	Text annotation not provided.
479447	STRG0A79TGQ.479447	0.6425903614457832	0.653358208955224	rgb(255,0,0)	Text annotation not provided.
479717	STRG0A79TGQ.479717	0.4436144578313253	0.5699626865671643	rgb(101,255,163)	Text annotation not provided.
479867	STRG0A79TGQ.479867	0.8442771084337349	0.39925373134328357	rgb(0,178,157)	Text annotation not provided.
479871	STRG0A79TGQ.479871	0.33463855421686745	0.6639925373134329	rgb(101,199,255)	Text annotation not provided.
480067	STRG0A79TGQ.480067	0.3210843373493976	0.7110074626865672	rgb(150,101,255)	Text annotation not provided.
480189	STRG0A79TGQ.480189	0.3872289156626506	0.1843283582089552	rgb(239,120,117)	Text annotation not provided.
480348	STRG0A79TGQ.480348	0.8583734939759037	0.45858208955223884	rgb(239,122,117)	Text annotation not provided.
480527	STRG0A79TGQ.480527	0.43927710843373496	0.6102611940298508	rgb(239,127,117)	Text annotation not provided.
480781	STRG0A79TGQ.480781	0.5325301204819277	0.43731343283582086	rgb(239,133,117)	Text annotation not provided.
480866	STRG0A79TGQ.480866	0.36987951807228914	0.39757462686567163	rgb(239,134,117)	Text annotation not provided.
480884	STRG0A79TGQ.480884	0.15518072289156626	0.6522388059701493	rgb(239,136,117)	Text annotation not provided.
481237	STRG0A79TGQ.481237	0.7190361445783133	0.8794776119402986	rgb(239,140,117)	Text annotation not provided.
481267	STRG0A79TGQ.481267	0.28692771084337354	0.8582089552238806	rgb(239,142,117)	Text annotation not provided.
481394	STRG0A79TGQ.481394	0.5119277108433735	0.0875	rgb(239,149,117)	Text annotation not provided.
481432	STRG0A79TGQ.481432	0.12969879518072291	0.5957089552238807	rgb(239,150,117)	Text annotation not provided.
481470	STRG0A79TGQ.481470	0.4105421686746988	0.1496268656716418	rgb(239,152,117)	Text annotation not provided.
481551	STRG0A79TGQ.481551	0.5520481927710844	0.5358208955223881	rgb(239,154,117)	Text annotation not provided.
481584	STRG0A79TGQ.481584	0.5471686746987953	0.6589552238805971	rgb(239,156,117)	Text annotation not provided.
481615	STRG0A79TGQ.481615	0.48373493975903614	0.46417910447761196	rgb(239,158,117)	Text annotation not provided.
481971	STRG0A79TGQ.481971	0.37421686746987953	0.5173507462686567	rgb(239,166,117)	Text annotation not provided.
482143	STRG0A79TGQ.482143	0.14650602409638555	0.46417910447761196	rgb(239,170,117)	Text annotation not provided.
482207	STRG0A79TGQ.482207	0.07493975903614458	0.2733208955223881	rgb(239,173,117)	Text annotation not provided.
482331	STRG0A79TGQ.482331	0.1606024096385542	0.15130597014925373	rgb(239,177,117)	Text annotation not provided.
482424	STRG0A79TGQ.482424	0.6523493975903615	0.5716417910447762	rgb(239,182,117)	Text annotation not provided.
482639	STRG0A79TGQ.482639	0.28584337349397587	0.33432835820895523	rgb(239,191,117)	Text annotation not provided.
482656	STRG0A79TGQ.482656	0.20234939759036147	0.5833955223880597	rgb(239,193,117)	Text annotation not provided.
482667	STRG0A79TGQ.482667	0.6550602409638555	0.6404850746268658	rgb(239,196,117)	Text annotation not provided.
482731	STRG0A79TGQ.482731	0.6317469879518073	0.914179104477612	rgb(239,200,117)	Text annotation not provided.
482766	STRG0A79TGQ.482766	0.8675903614457832	0.23022388059701493	rgb(239,202,117)	Text annotation not provided.
482862	STRG0A79TGQ.482862	0.8675903614457832	0.610820895522388	rgb(239,207,117)	Text annotation not provided.
483359	STRG0A79TGQ.483359	0.8675903614457832	0.782089552238806	rgb(239,216,117)	Text annotation not provided.
483635	STRG0A79TGQ.483635	0.17198795180722892	0.1255597014925373	rgb(239,219,117)	Text annotation not provided.
483682	STRG0A79TGQ.483682	0.7385542168674699	0.48936567164179107	rgb(239,221,117)	Text annotation not provided.
483691	STRG0A79TGQ.483691	0.8675903614457832	0.867723880597015	rgb(239,223,117)	Text annotation not provided.
483803	STRG0A79TGQ.483803	0.7933132530120482	0.17033582089552238	rgb(239,227,117)	Text annotation not provided.
484040	STRG0A79TGQ.484040	0.1540963855421687	0.49776119402985075	rgb(239,230,117)	Text annotation not provided.
484052	STRG0A79TGQ.484052	0.529277108433735	0.6024253731343284	rgb(239,232,117)	Text annotation not provided.
484239	STRG0A79TGQ.484239	0.561265060240964	0.5828358208955224	rgb(239,237,117)	Text annotation not provided.
484352	STRG0A79TGQ.484352	0.5124698795180723	0.44738805970149254	rgb(238,239,117)	Text annotation not provided.
484356	STRG0A79TGQ.484356	0.8030722891566265	0.867723880597015	rgb(236,239,117)	Text annotation not provided.
484425	STRG0A79TGQ.484425	0.5590963855421687	0.3667910447761194	rgb(234,239,117)	Text annotation not provided.
484474	STRG0A79TGQ.484474	0.7298795180722892	0.512313432835821	rgb(232,239,117)	Text annotation not provided.
484575	STRG0A79TGQ.484575	0.5276506024096386	0.4955223880597015	rgb(227,239,117)	Text annotation not provided.
484822	STRG0A79TGQ.484822	0.4528313253012048	0.867723880597015	rgb(224,239,117)	Text annotation not provided.
484825	STRG0A79TGQ.484825	0.5900000000000001	0.31977611940298506	rgb(222,239,117)	Text annotation not provided.
484855	STRG0A79TGQ.484855	0.3628313253012048	0.12667910447761194	rgb(216,239,117)	Text annotation not provided.
484901	STRG0A79TGQ.484901	0.16710843373493978	0.7440298507462687	rgb(215,239,117)	Text annotation not provided.
485018	STRG0A79TGQ.485018	0.37096385542168675	0.65	rgb(209,239,117)	Text annotation not provided.
485479	STRG0A79TGQ.485479	0.7840963855421688	0.4753731343283582	rgb(197,239,117)	Text annotation not provided.
485668	STRG0A79TGQ.485668	0.16710843373493978	0.18264925373134328	rgb(192,239,117)	Text annotation not provided.
485890	STRG0A79TGQ.485890	0.34222891566265057	0.5190298507462687	rgb(188,239,117)	Text annotation not provided.
485898	STRG0A79TGQ.485898	0.6469277108433735	0.5296641791044777	rgb(186,239,117)	Text annotation not provided.
485973	STRG0A79TGQ.485973	0.26849397590361446	0.14458955223880599	rgb(185,239,117)	Text annotation not provided.
486541	STRG0A79TGQ.486541	0.6051807228915663	0.39813432835820894	rgb(174,239,117)	Text annotation not provided.
486543	STRG0A79TGQ.486543	0.5195180722891567	0.1451492537313433	rgb(172,239,117)	Text annotation not provided.
486663	STRG0A79TGQ.486663	0.8768072289156627	0.3539179104477612	rgb(169,239,117)	Text annotation not provided.
486913	STRG0A79TGQ.486913	0.497289156626506	0.5638059701492538	rgb(165,239,117)	Text annotation not provided.
487303	STRG0A79TGQ.487303	0.4853614457831325	0.6018656716417912	rgb(160,239,117)	Text annotation not provided.
487323	STRG0A79TGQ.487323	0.579698795180723	0.49720149253731344	rgb(158,239,117)	Text annotation not provided.
487510	STRG0A79TGQ.487510	0.6810843373493977	0.6376865671641793	rgb(151,239,117)	Text annotation not provided.
487747	STRG0A79TGQ.487747	0.555843373493976	0.5212686567164179	rgb(146,239,117)	Text annotation not provided.
487952	STRG0A79TGQ.487952	0.8768072289156627	0.4300373134328358	rgb(140,239,117)	Text annotation not provided.
488095	STRG0A79TGQ.488095	0.6458433734939759	0.41716417910447756	rgb(133,239,117)	Text annotation not provided.
488166	STRG0A79TGQ.488166	0.8768072289156627	0.7440298507462687	rgb(132,239,117)	Text annotation not provided.
488169	STRG0A79TGQ.488169	0.22240963855421686	0.8772388059701494	rgb(130,239,117)	Text annotation not provided.
488204	STRG0A79TGQ.488204	0.807409638554217	0.7535447761194031	rgb(126,239,117)	Text annotation not provided.
488290	STRG0A79TGQ.488290	0.22674698795180726	0.16865671641791047	rgb(123,239,117)	Text annotation not provided.
488377	STRG0A79TGQ.488377	0.15789156626506023	0.8772388059701494	rgb(121,239,117)	Text annotation not provided.
488500	STRG0A79TGQ.488500	0.8399397590361446	0.1255597014925373	rgb(117,239,117)	Text annotation not provided.
488524	STRG0A79TGQ.488524	0.3221686746987952	0.5559701492537314	rgb(117,239,118)	Text annotation not provided.
488685	STRG0A79TGQ.488685	0.8860240963855422	0.3158582089552239	rgb(117,239,122)	Text annotation not provided.
488765	STRG0A79TGQ.488765	0.32921686746987955	0.3858208955223881	rgb(117,239,123)	Text annotation not provided.
488846	STRG0A79TGQ.488846	0.7081927710843374	0.3494402985074627	rgb(117,239,125)	Text annotation not provided.
488884	STRG0A79TGQ.488884	0.5818674698795181	0.8867537313432836	rgb(117,239,127)	Text annotation not provided.
488988	STRG0A79TGQ.488988	0.6919277108433736	0.49608208955223876	rgb(117,239,129)	Text annotation not provided.
489449	STRG0A79TGQ.489449	0.3406024096385542	0.3164179104477612	rgb(117,239,134)	Text annotation not provided.
489899	STRG0A79TGQ.489899	0.5195180722891567	0.19776119402985076	rgb(117,239,137)	Text annotation not provided.
490186	STRG0A79TGQ.490186	0.7027710843373495	0.15354477611940298	rgb(117,239,141)	Text annotation not provided.
490432	STRG0A79TGQ.490432	0.4083734939759036	0.614179104477612	rgb(117,239,152)	Text annotation not provided.
490577	STRG0A79TGQ.490577	0.5173493975903615	0.8867537313432836	rgb(117,239,157)	Text annotation not provided.
490583	STRG0A79TGQ.490583	0.5498795180722892	0.7014925373134329	rgb(117,239,159)	Text annotation not provided.
490704	STRG0A79TGQ.490704	0.38831325301204817	0.8867537313432836	rgb(117,239,160)	Text annotation not provided.
490857	STRG0A79TGQ.490857	0.5840361445783133	0.19384328358208958	rgb(117,239,162)	Text annotation not provided.
491218	STRG0A79TGQ.491218	0.3237951807228916	0.8867537313432836	rgb(117,239,168)	Text annotation not provided.
491414	STRG0A79TGQ.491414	0.14867469879518072	0.7154850746268657	rgb(117,239,171)	Text annotation not provided.
491490	STRG0A79TGQ.491490	0.14867469879518072	0.6869402985074627	rgb(117,239,175)	Text annotation not provided.
491498	STRG0A79TGQ.491498	0.5910843373493977	0.6208955223880598	rgb(117,239,176)	Text annotation not provided.
491537	STRG0A79TGQ.491537	0.6469277108433735	0.1003731343283582	rgb(117,239,180)	Text annotation not provided.
491601	STRG0A79TGQ.491601	0.23271084337349396	0.38358208955223877	rgb(117,239,182)	Text annotation not provided.
491608	STRG0A79TGQ.491608	0.6160240963855422	0.6304104477611941	rgb(117,239,183)	Text annotation not provided.
491829	STRG0A79TGQ.491829	0.5059638554216868	0.433955223880597	rgb(117,239,185)	Text annotation not provided.
491901	STRG0A79TGQ.491901	0.3194578313253012	0.4815298507462687	rgb(117,239,189)	Text annotation not provided.
492040	STRG0A79TGQ.492040	0.5628915662650603	0.4277985074626866	rgb(117,239,192)	Text annotation not provided.
492108	STRG0A79TGQ.492108	0.14867469879518072	0.5537313432835821	rgb(117,239,194)	Text annotation not provided.
492211	STRG0A79TGQ.492211	0.14867469879518072	0.5251865671641792	rgb(117,239,196)	Text annotation not provided.
492304	STRG0A79TGQ.492304	0.14867469879518072	0.23973880597014924	rgb(117,239,199)	Text annotation not provided.
492420	STRG0A79TGQ.492420	0.7472289156626507	0.1300373134328358	rgb(117,239,203)	Text annotation not provided.
492589	STRG0A79TGQ.492589	0.4864457831325301	0.2716417910447761	rgb(117,239,205)	Text annotation not provided.
492599	STRG0A79TGQ.492599	0.4886144578313253	0.8263059701492538	rgb(117,239,206)	Text annotation not provided.
492621	STRG0A79TGQ.492621	0.14867469879518072	0.21119402985074626	rgb(117,239,208)	Text annotation not provided.
493032	STRG0A79TGQ.493032	0.3124096385542169	0.39757462686567163	rgb(117,239,219)	Text annotation not provided.
493108	STRG0A79TGQ.493108	0.6073493975903616	0.6953358208955224	rgb(117,239,222)	Text annotation not provided.
493163	STRG0A79TGQ.493163	0.8952409638554217	0.18264925373134328	rgb(117,239,224)	Text annotation not provided.
493242	STRG0A79TGQ.493242	0.6664457831325302	0.36063432835820897	rgb(117,239,228)	Text annotation not provided.
493388	STRG0A79TGQ.493388	0.8952409638554217	0.896268656716418	rgb(117,239,231)	Text annotation not provided.
493510	STRG0A79TGQ.493510	0.41271084337349395	0.26604477611940297	rgb(117,239,235)	Text annotation not provided.
493530	STRG0A79TGQ.493530	0.6762048192771085	0.45242537313432835	rgb(117,239,237)	Text annotation not provided.
493623	STRG0A79TGQ.493623	0.6903012048192771	0.41156716417910444	rgb(117,239,238)	Text annotation not provided.
493921	STRG0A79TGQ.493921	0.1405421686746988	0.2951492537313433	rgb(117,233,239)	Text annotation not provided.
493994	STRG0A79TGQ.493994	0.6122289156626507	0.3416044776119403	rgb(117,229,239)	Text annotation not provided.
494295	STRG0A79TGQ.494295	0.6143975903614458	0.5436567164179105	rgb(117,226,239)	Text annotation not provided.
494568	STRG0A79TGQ.494568	0.6333734939759037	0.4395522388059701	rgb(117,217,239)	Text annotation not provided.
494674	STRG0A79TGQ.494674	0.8307228915662651	0.896268656716418	rgb(117,214,239)	Text annotation not provided.
494782	STRG0A79TGQ.494782	0.4528313253012048	0.896268656716418	rgb(117,212,239)	Text annotation not provided.
494802	STRG0A79TGQ.494802	0.1394578313253012	0.7916044776119403	rgb(117,210,239)	Text annotation not provided.
495007	STRG0A79TGQ.495007	0.32813253012048194	0.15074626865671642	rgb(117,206,239)	Text annotation not provided.
495693	STRG0A79TGQ.495693	0.7710843373493976	0.26604477611940297	rgb(117,191,239)	Text annotation not provided.
495771	STRG0A79TGQ.495771	0.600843373493976	0.16026119402985073	rgb(117,189,239)	Text annotation not provided.
496105	STRG0A79TGQ.496105	0.5840361445783133	0.5822761194029851	rgb(117,182,239)	Text annotation not provided.
496176	STRG0A79TGQ.496176	0.6241566265060241	0.5850746268656717	rgb(117,178,239)	Text annotation not provided.
496228	STRG0A79TGQ.496228	0.7363855421686748	0.20223880597014926	rgb(117,176,239)	Text annotation not provided.
496386	STRG0A79TGQ.496386	0.1394578313253012	0.2682835820895523	rgb(117,173,239)	Text annotation not provided.
496495	STRG0A79TGQ.496495	0.4002409638554217	0.5783582089552239	rgb(117,171,239)	Text annotation not provided.
497105	STRG0A79TGQ.497105	0.5135542168674698	0.330410447761194	rgb(117,155,239)	Text annotation not provided.
497162	STRG0A79TGQ.497162	0.9044578313253012	0.10652985074626867	rgb(117,153,239)	Text annotation not provided.
497663	STRG0A79TGQ.497663	0.6962650602409639	0.10876865671641792	rgb(117,145,239)	Text annotation not provided.
498311	STRG0A79TGQ.498311	0.5184337349397591	0.39981343283582094	rgb(117,132,239)	Text annotation not provided.
498733	STRG0A79TGQ.498733	0.9044578313253012	0.2587686567164179	rgb(117,123,239)	Text annotation not provided.
498910	STRG0A79TGQ.498910	0.5325301204819277	0.3774253731343284	rgb(117,120,239)	Text annotation not provided.
499010	STRG0A79TGQ.499010	0.25873493975903616	0.3611940298507462	rgb(117,118,239)	Text annotation not provided.
499067	STRG0A79TGQ.499067	0.1996385542168675	0.38973880597014926	rgb(117,117,239)	Text annotation not provided.
499239	STRG0A79TGQ.499239	0.6252409638554217	0.39477611940298507	rgb(117,117,239)	Text annotation not provided.
