#node	identifier	x_position	y_position	color	annotation
103257	STRG0A79TGQ.103257	0.6924698795180724	0.6869402985074627	rgb(117,117,239)	Text annotation not provided.
106947	STRG0A79TGQ.106947	0.7201204819277109	0.7154850746268657	rgb(117,117,239)	Text annotation not provided.
146636	STRG0A79TGQ.146636	0.6171084337349398	0.2419776119402985	rgb(239,126,117)	Text annotation not provided.
14805	STRG0A79TGQ.14805	0.6463855421686748	0.7345149253731343	rgb(178,239,117)	Text annotation not provided.
150750	STRG0A79TGQ.150750	0.5634337349397591	0.7345149253731343	rgb(239,129,117)	Text annotation not provided.
162293	STRG0A79TGQ.162293	0.46204819277108433	0.7440298507462687	rgb(239,159,117)	Text annotation not provided.
162623	STRG0A79TGQ.162623	0.28692771084337354	0.5917910447761195	rgb(239,161,117)	Text annotation not provided.
168653	STRG0A79TGQ.168653	0.3959036144578313	0.3488805970149254	rgb(239,168,117)	Text annotation not provided.
179384	STRG0A79TGQ.179384	0.7027710843373495	0.3757462686567164	rgb(239,205,117)	Text annotation not provided.
180594	STRG0A79TGQ.180594	0.6290361445783132	0.49104477611940295	rgb(239,209,117)	Text annotation not provided.
181847	STRG0A79TGQ.181847	0.3330120481927711	0.2682835820895523	rgb(239,211,117)	Text annotation not provided.
198172	STRG0A79TGQ.198172	0.6832530120481928	0.7630597014925373	rgb(239,234,117)	Text annotation not provided.
198829	STRG0A79TGQ.198829	0.4289759036144578	0.510634328358209	rgb(239,235,117)	Text annotation not provided.
210209	STRG0A79TGQ.210209	0.7976506024096387	0.6309701492537314	rgb(211,239,117)	Text annotation not provided.
211141	STRG0A79TGQ.211141	0.714698795180723	0.5649253731343283	rgb(206,239,117)	Text annotation not provided.
211157	STRG0A79TGQ.211157	0.5726506024096386	0.7630597014925373	rgb(208,239,117)	Text annotation not provided.
215730	STRG0A79TGQ.215730	0.26849397590361446	0.6488805970149255	rgb(199,239,117)	Text annotation not provided.
233019	STRG0A79TGQ.233019	0.6106024096385543	0.5906716417910448	rgb(170,239,117)	Text annotation not provided.
244382	STRG0A79TGQ.244382	0.46204819277108433	0.7725746268656718	rgb(156,239,117)	Text annotation not provided.
247650	STRG0A79TGQ.247650	0.4490361445783132	0.6656716417910449	rgb(147,239,117)	Text annotation not provided.
251548	STRG0A79TGQ.251548	0.7260843373493977	0.416044776119403	rgb(139,239,117)	Text annotation not provided.
251553	STRG0A79TGQ.251553	0.7293373493975904	0.425	rgb(137,239,117)	Text annotation not provided.
254469	STRG0A79TGQ.254469	0.8383132530120482	0.808955223880597	rgb(128,239,117)	Text annotation not provided.
25640	STRG0A79TGQ.25640	0.26849397590361446	0.7725746268656718	rgb(117,239,233)	Text annotation not provided.
2738	STRG0A79TGQ.2738	0.7846385542168676	0.6583955223880598	rgb(117,117,239)	Text annotation not provided.
287799	STRG0A79TGQ.287799	0.21590361445783135	0.09365671641791046	rgb(117,239,153)	Text annotation not provided.
29183	STRG0A79TGQ.29183	0.3546987951807229	0.8559701492537314	rgb(117,201,239)	Text annotation not provided.
296087	STRG0A79TGQ.296087	0.25006024096385543	0.6203358208955225	rgb(117,239,166)	Text annotation not provided.
300337	STRG0A79TGQ.300337	0.7071084337349398	0.4664179104477612	rgb(117,239,173)	Text annotation not provided.
315141	STRG0A79TGQ.315141	0.45933734939759036	0.5375	rgb(117,239,210)	Text annotation not provided.
327298	STRG0A79TGQ.327298	0.25006024096385543	0.5061567164179105	rgb(117,239,229)	Text annotation not provided.
336144	STRG0A79TGQ.336144	0.6924698795180724	0.7916044776119403	rgb(117,231,239)	Text annotation not provided.
343415	STRG0A79TGQ.343415	0.5639759036144578	0.6729477611940299	rgb(117,221,239)	Text annotation not provided.
368159	STRG0A79TGQ.368159	0.5005421686746988	0.539179104477612	rgb(117,183,239)	Text annotation not provided.
370674	STRG0A79TGQ.370674	0.46204819277108433	0.8011194029850747	rgb(117,175,239)	Text annotation not provided.
378139	STRG0A79TGQ.378139	0.25006024096385543	0.8011194029850747	rgb(117,160,239)	Text annotation not provided.
383602	STRG0A79TGQ.383602	0.2316265060240964	0.7440298507462687	rgb(117,150,239)	Text annotation not provided.
431286	STRG0A79TGQ.431286	0.44469879518072286	0.435634328358209	rgb(117,162,239)	Text annotation not provided.
434085	STRG0A79TGQ.434085	0.7109036144578313	0.8201492537313433	rgb(167,239,117)	Text annotation not provided.
434519	STRG0A79TGQ.434519	0.32487951807228915	0.332089552238806	rgb(117,222,239)	Text annotation not provided.
434533	STRG0A79TGQ.434533	0.8209638554216868	0.32817164179104474	rgb(117,205,239)	Text annotation not provided.
435147	STRG0A79TGQ.435147	0.21319277108433737	0.7154850746268657	rgb(239,198,117)	Text annotation not provided.
435300	STRG0A79TGQ.435300	0.6913855421686748	0.36455223880597015	rgb(239,204,117)	Text annotation not provided.
436112	STRG0A79TGQ.436112	0.574277108433735	0.4210820895522388	rgb(239,239,117)	Text annotation not provided.
436373	STRG0A79TGQ.436373	0.3205421686746988	0.10373134328358209	rgb(190,239,117)	Text annotation not provided.
43768	STRG0A79TGQ.43768	0.598132530120482	0.9125000000000001	rgb(117,117,239)	Text annotation not provided.
438449	STRG0A79TGQ.438449	0.4560843373493976	0.31082089552238806	rgb(117,239,155)	Text annotation not provided.
438493	STRG0A79TGQ.438493	0.38018072289156624	0.810634328358209	rgb(117,239,132)	Text annotation not provided.
438534	STRG0A79TGQ.438534	0.21319277108433737	0.6869402985074627	rgb(117,239,130)	Text annotation not provided.
440118	STRG0A79TGQ.440118	0.5298192771084337	0.23134328358208955	rgb(117,215,239)	Text annotation not provided.
442283	STRG0A79TGQ.442283	0.5287349397590362	0.6208955223880598	rgb(117,152,239)	Text annotation not provided.
442574	STRG0A79TGQ.442574	0.619277108433735	0.2	rgb(117,117,239)	Text annotation not provided.
442735	STRG0A79TGQ.442735	0.21319277108433737	0.5347014925373135	rgb(117,117,239)	Text annotation not provided.
442885	STRG0A79TGQ.442885	0.296144578313253	0.7440298507462687	rgb(117,139,239)	Text annotation not provided.
443242	STRG0A79TGQ.443242	0.21319277108433737	0.23973880597014924	rgb(117,117,239)	Text annotation not provided.
443879	STRG0A79TGQ.443879	0.5786144578313254	0.37798507462686565	rgb(117,117,239)	Text annotation not provided.
444228	STRG0A79TGQ.444228	0.21319277108433737	0.21119402985074626	rgb(117,117,239)	Text annotation not provided.
449456	STRG0A79TGQ.449456	0.44740963855421684	0.15242537313432836	rgb(187,255,101)	Text annotation not provided.
450436	STRG0A79TGQ.450436	0.582409638554217	0.11212686567164179	rgb(239,188,117)	Text annotation not provided.
451424	STRG0A79TGQ.451424	0.8307228915662651	0.20167910447761195	rgb(204,239,117)	Text annotation not provided.
451569	STRG0A79TGQ.451569	0.6111445783132531	0.5078358208955225	rgb(195,239,117)	Text annotation not provided.
451770	STRG0A79TGQ.451770	0.6626506024096387	0.5475746268656717	rgb(183,239,117)	Text annotation not provided.
451850	STRG0A79TGQ.451850	0.5406626506024097	0.5134328358208956	rgb(179,239,117)	Text annotation not provided.
452061	STRG0A79TGQ.452061	0.7575301204819278	0.22798507462686568	rgb(163,239,117)	Text annotation not provided.
452077	STRG0A79TGQ.452077	0.25006024096385543	0.8296641791044777	rgb(162,239,117)	Text annotation not provided.
452245	STRG0A79TGQ.452245	0.5189759036144579	0.539179104477612	rgb(149,239,117)	Text annotation not provided.
452328	STRG0A79TGQ.452328	0.5623493975903615	0.48376865671641794	rgb(144,239,117)	Text annotation not provided.
454065	STRG0A79TGQ.454065	0.6577710843373494	0.5218283582089552	rgb(117,239,191)	Text annotation not provided.
454668	STRG0A79TGQ.454668	0.07819277108433735	0.42835820895522386	rgb(117,239,226)	Text annotation not provided.
454988	STRG0A79TGQ.454988	0.39210843373493975	0.6707089552238807	rgb(117,235,239)	Text annotation not provided.
