Protein_ID,log2FoldChange,padj,Gene_id
485928,-1.07372796296158,8.36218428003982E-37,gene_2995
545536,-2.5481327467975,8.69566470707754E-112,gene_2999
451721,-2.77306345466072,5.04926343918651E-34,gene_3008
486036,-2.13919211691956,0,gene_3018
225757,-1.02036357629532,2.96736527266672E-13,gene_3027
438006,-1.24590264686066,1.61931917903853E-59,gene_3046
451770,-2.37603525041025,1.59949692783685E-247,gene_3048
476904,-3.31093729419885,0,gene_306
14588,-5.24218490365181,0,gene_307
14612,-1.03317152795338,2.14729029635128E-46,gene_308
227824,-1.53966541914234,3.22435923840344E-45,gene_3087
227879,-1.31876242165638,1.42185449062153E-78,gene_3088
476915,-1.24937438357712,4.85424143599915E-75,gene_311
476916,-1.02647046896108,4.10931849538152E-20,gene_312
504802,-1.39785881521795,7.99680527731112E-47,gene_3131
229375,-3.01966230541357,0,gene_3134
451850,-3.0892173862878,4.30470470644826E-224,gene_3135
486449,-1.02706801038061,4.23048070847989E-08,gene_3143
486541,-3.0623709044714,0,gene_3164
486543,-1.25192536683199,9.7060175376572E-83,gene_3165
486569,-1.45815101930602,8.91542901784811E-71,gene_3170
486571,-1.03506069125046,4.98520074819439E-89,gene_3171
486654,-1.33121212893338,1.24105839048418E-65,gene_3195
233019,-3.23274875558179,1.46896049382233E-249,gene_3196
486663,-1.11187109770089,2.33482416845209E-36,gene_3199
486759,-1.57846163947077,4.4543909020028E-150,gene_3222
486771,-1.88827218897326,1.1486703130405E-159,gene_3225
486775,-1.56273698710858,8.23285869548408E-31,gene_3227
234866,-1.06804506248799,0.003733869871226,gene_3229
476944,-1.87632511976577,1.70720627259531E-06,gene_323
486874,-1.11506084665787,2.0492854666702E-33,gene_3234
509863,-1.5202534344286,1.0806642735471E-177,gene_3235
543643,-2.72626650864143,8.74835374083289E-262,gene_324
486913,-1.82889951233729,4.84358507961334E-95,gene_3244
486952,-1.39441185331455,5.4627032512199E-36,gene_3256
462812,-2.54267634110917,5.72813178675236E-167,gene_3263
487015,-1.20817276236316,5.42550263545025E-48,gene_3275
509911,-1.26963307703532,8.27071692954634E-19,gene_3285
239789,-1.06021683860397,3.49263737337767E-57,gene_3288
487061,-1.06643840823828,1.60267477303946E-78,gene_3291
239974,-1.37388985842425,3.23268936494158E-62,gene_3295
241340,-1.6386241390373,4.77045538698142E-67,gene_3334
477052,-1.07777020379271,8.78137574257505E-57,gene_334
487250,-1.07019715963205,1.45176161191643E-24,gene_3347
487269,-1.73758343925987,5.61057810373629E-206,gene_3351
487303,-1.54362433655013,6.50595958280282E-61,gene_3358
487313,-1.27518234863238,9.84253893773202E-49,gene_3362
545780,-1.44776260856625,8.05734465988675E-23,gene_3363
487323,-2.76723940153127,3.23662312255526E-275,gene_3365
487333,-1.34062870888517,5.81819236386293E-55,gene_3368
487404,-1.61481498669629,3.9876474612132E-13,gene_3391
525572,-3.16548462131725,2.52401900347281E-122,gene_3393
487408,-3.61097473203681,0,gene_3394
487413,-2.51027002820666,3.24039402016E-121,gene_3396
487471,-1.01590101416414,3.78534995886788E-25,gene_3418
452245,-2.31546426737157,2.8254805572457E-163,gene_3451
487586,-1.30259323411195,2.91036716529167E-12,gene_3452
545847,-1.4447593380193,6.79365421873681E-08,gene_3457
247650,-2.41572537478662,3.45519614505589E-102,gene_3492
247852,-1.63251904842836,3.64813237811018E-98,gene_3498
247851,-1.87721715087743,1.60285754828383E-50,gene_3499
510100,-1.76249567354776,9.15797739516136E-48,gene_3501
487747,-3.02885369866944,2.45028262585175E-264,gene_3505
248079,-1.35714724757456,2.38240031991493E-152,gene_3507
539829,-1.21378662439419,4.13124933084709E-88,gene_3512
248502,-1.00256476434385,1.08563067668634E-39,gene_3514
452328,-1.11411549305846,8.98131816474063E-66,gene_3520
487795,-1.25847343541355,6.42658736738482E-15,gene_3522
487982,-1.60626621034815,2.76978539835316E-87,gene_3565
251548,-2.41389696892518,1.20831896171182E-86,gene_3566
251553,-2.32736053313368,3.42280639952708E-57,gene_3567
487987,-2.62250446760048,8.44791421976074E-204,gene_3568
252234,-1.45983509505035,7.36448912467451E-165,gene_3589
488059,-2.05113159273641,1.45593412585829E-54,gene_3597
488075,-1.18313809242359,1.41972046945894E-72,gene_3600
488132,-1.62497683247034,4.57270097424073E-162,gene_3619
488135,-1.57029381328662,1.00820263964675E-159,gene_3620
488142,-1.22257096933477,1.13857109098027E-65,gene_3626
510212,-1.1433793634119,1.6082810981395E-72,gene_3628
488175,-1.40634373681812,3.77616764340057E-29,gene_3639
535023,-1.57044945793911,3.75754949489767E-13,gene_3651
469905,-1.64666655747993,5.43471807400516E-192,gene_366
488243,-3.38661656410545,0,gene_3663
535025,-1.65363596341128,4.32129500291721E-152,gene_3664
18009,-1.20293938575292,3.62287774173509E-61,gene_367
488415,-1.01998779381264,0.000291458675145,gene_3706
488439,-1.01484343920707,1.14760654448633E-08,gene_3717
488485,-4.20382506090689,1.79710545067478E-79,gene_3736
488500,-2.13355330208861,2.89752412366497E-113,gene_3741
488638,-1.20169143260625,6.76162741302992E-98,gene_3778
488640,-1.20072002914515,4.73742243529717E-114,gene_3779
488682,-1.50228666257764,2.83903318878132E-154,gene_3787
18376,-2.01579809130883,7.80999725595158E-18,gene_380
488765,-1.52415895499428,2.49899929224469E-83,gene_3808
488884,-1.11607921938783,1.48827242380581E-46,gene_3841
263082,-1.58703314757553,8.40099218162708E-07,gene_3842
263683,-1.63362460529095,3.7910336028394E-164,gene_3854
438142,-1.45839018660325,3.84922566629085E-39,gene_3862
264447,-2.6523934928255,5.48661483010046E-79,gene_3876
488987,-1.04817894016435,2.59437140451147E-34,gene_3880
264729,-1.37833868098591,6.42149272422155E-24,gene_3890
540155,-1.51514748057647,1.36803502766593E-05,gene_3891
510455,-1.09793004426732,9.68178870129169E-115,gene_3895
265142,-1.52753437710856,7.22854152788222E-206,gene_3899
489053,-1.15411763246458,1.5603033246458E-79,gene_3906
477302,-1.16013395497239,1.20101748070511E-118,gene_392
266286,-1.13230689869538,1.3953319178269E-59,gene_3926
489160,-1.01917416207177,3.09416942649945E-102,gene_3940
489173,-1.50666216851811,1.7124915232503E-167,gene_3944
438737,-1.01298249057685,9.97961123980345E-58,gene_3954
489214,-1.86987675691183,3.14378292784922E-100,gene_3961
489236,-1.87851818630576,3.19503138940769E-150,gene_3969
489238,-1.1986403226948,1.65082186833187E-33,gene_3970
489240,-1.08213873460201,5.53139049430573E-51,gene_3971
546211,-2.37225257609072,0,gene_3972
463696,-1.24747666939847,5.91353662673853E-26,gene_3985
540246,-1.5360845158104,1.00344346678531E-107,gene_3991
489362,-1.05135464856193,2.54697972177178E-61,gene_4002
463717,-1.41953678603724,2.17420352959264E-91,gene_4003
540265,-1.26738537605576,3.504466361757E-32,gene_4013
489409,-2.91572298583338,0,gene_4019
489460,-1.13634665210116,1.08496944762483E-38,gene_4029
489484,-1.32016913740676,1.45385411297357E-86,gene_4036
477349,-2.2192212801013,3.21283694166046E-104,gene_404
438635,-3.27332330364965,0,gene_4071
438390,-1.65349377276866,5.74695629142865E-35,gene_4112
477360,-1.13872909255182,3.73201388831968E-89,gene_412
489899,-1.1117799630277,2.3926507169E-102,gene_4154
505195,-1.13350915567052,3.04697070610555E-43,gene_4166
489992,-1.35072457801949,2.61052430544902E-182,gene_4177
453174,-1.4685405834052,1.06785903695742E-28,gene_4181
282260,-1.81146688452133,2.52619498345499E-207,gene_4184
490091,-3.25482383557089,0,gene_4185
490096,-2.06658346981428,4.49174115582053E-237,gene_4186
453185,-1.25396083023654,3.47867105110691E-89,gene_4188
490232,-2.48825710685283,0,gene_4223
540450,-1.38535131264835,1.24671819006207E-31,gene_4225
285087,-1.41133286535608,9.57835677408213E-15,gene_4226
490255,-1.03373806697254,0.008296197743979,gene_4228
490312,-1.03015112515454,6.24659890132897E-25,gene_4238
490343,-1.02431769291288,2.56301977268069E-83,gene_4249
490444,-1.86198607634335,1.25526476336688E-184,gene_4280
490449,-1.07175930367292,2.79862161285557E-32,gene_4283
288162,-1.77953157144844,9.51876722078326E-16,gene_4293
288187,-1.01515043819095,7.24525286397545E-77,gene_4295
438449,-1.92151797805948,3.0468779028331E-120,gene_4301
490583,-2.53933625659528,2.25735281340901E-80,gene_4319
490609,-1.55530663446557,1.58585826454575E-07,gene_4324
490627,-2.08901724369858,2.55138196417307E-241,gene_4325
490650,-1.15432548610035,4.5497887782122E-98,gene_4330
505271,-1.02895257875343,2.41466391646746E-11,gene_4352
291871,-1.17303276743529,0.000335454016354,gene_4361
477448,-1.22738420869516,6.93819121690379E-20,gene_440
490975,-1.27305242029228,1.15774988589566E-12,gene_4422
491005,-1.22052734370081,5.18266098553111E-06,gene_4431
491011,-1.55001274388613,1.02575539276543E-96,gene_4432
477465,-1.22914902635038,7.95707507594921E-82,gene_446
297531,-1.91244001824459,2.03060819684219E-152,gene_4469
22973,-1.92087028736409,1.62051281521869E-95,gene_448
511020,-1.08917218402817,7.60657811109537E-51,gene_4518
299526,-1.37515123564749,1.20135934846397E-35,gene_4519
300337,-1.27224101599305,2.97621133275782E-44,gene_4542
300368,-1.47413673897717,3.53435310485499E-49,gene_4543
300455,-1.62144944730156,3.24158070426995E-162,gene_4551
511056,-1.31539494025887,1.23159268714213E-137,gene_4558
511068,-1.1571447760146,1.91278359987529E-30,gene_4570
491490,-1.37092936795193,1.63760681122847E-08,gene_4571
491495,-1.55820499912303,5.63881104436792E-68,gene_4575
491498,-1.49874125638587,5.18990647547996E-70,gene_4577
477510,-1.44549586859975,1.85567240544179E-62,gene_458
507391,-1.00305208813067,3.102499041349E-37,gene_461
491608,-2.25083969537737,1.6088289179035E-146,gene_4610
540774,-1.64280865264257,1.94378965717755E-92,gene_4627
505419,-1.57054275510638,2.96124082334683E-143,gene_4639
540785,-1.1521376414067,9.82975830453637E-95,gene_4640
491719,-1.00528152113006,1.11059038059901E-91,gene_4647
507395,-1.1120455842435,1.03885223365951E-64,gene_466
546706,-1.59445697340225,6.49235449026218E-55,gene_4660
453963,-1.39107099110497,2.58173976452749E-50,gene_4670
491824,-1.42126410344442,1.58611702010284E-30,gene_4671
491829,-1.99437112653238,1.29843341143273E-129,gene_4672
491833,-1.00906865716039,9.98664870108997E-55,gene_4673
491835,-1.22801360781218,3.73199047105599E-77,gene_4674
546719,-1.15454882723187,4.48995314781146E-27,gene_4679
469979,-1.81225064011921,7.33115419494804E-216,gene_468
491915,-1.1329984671396,1.2231421556393E-77,gene_4694
454065,-1.17856222023056,1.3131332114383E-67,gene_4728
24006,-1.70339956348371,7.44708336314133E-128,gene_474
492114,-1.00050995923296,6.30128082031623E-75,gene_4765
439100,-1.07516339292438,7.10525988675317E-75,gene_4766
492164,-1.05712950415955,4.53440795115069E-48,gene_4784
439189,-1.20088589484398,1.06253431496889E-13,gene_4788
464948,-1.94230553782574,2.15631623264722E-146,gene_4804
492304,-2.36837775941398,5.25691279248122E-182,gene_4819
312065,-2.07582154973779,1.71999772236139E-24,gene_4831
473397,-1.19501692563444,0.001885233456427,gene_4832
492360,-1.338429319648,3.49195147688818E-36,gene_4834
546838,-1.42912965886824,2.44874508584087E-39,gene_4848
492427,-1.23583817419594,9.00935473319165E-13,gene_4849
469995,-1.05978236527574,0.00110598463086,gene_485
511340,-1.67053421771716,3.30953412869514E-95,gene_4881
473435,-3.03601632089177,4.87729072906696E-121,gene_4882
505555,-1.89255841290699,0,gene_4883
492553,-1.89062451732046,2.29743770769061E-69,gene_4886
492599,-1.12852065663806,2.52962378995237E-42,gene_4894
511354,-1.05039512509899,8.44391217252949E-36,gene_4895
314897,-1.37087811720773,3.83350892247035E-17,gene_4898
492621,-1.48732516373956,7.95654658032206E-97,gene_4900
315141,-1.8667445653555,5.80800235908743E-113,gene_4901
492633,-1.12522337418971,4.63328391767702E-60,gene_4903
492648,-1.13660607658105,1.13593133087995E-45,gene_4909
315259,-1.24100369201512,1.571821469794E-89,gene_4910
505587,-2.4370404832413,1.02370805432198E-277,gene_4926
473471,-1.10545311879901,4.59624410748671E-33,gene_4927
473474,-1.24619863215938,1.16916513914366E-55,gene_4930
492767,-1.13376651262548,6.06073474482795E-84,gene_4945
318427,-2.50081792468631,0,gene_4952
511404,-1.36916616853396,7.02433624044406E-50,gene_4953
511418,-1.54204864647348,1.92896747914547E-66,gene_4968
511419,-1.811095507768,7.31209741819431E-65,gene_4969
511420,-1.55653079120688,1.47463686344928E-124,gene_4970
492908,-2.80722563091149,2.12806197776031E-270,gene_4978
320532,-1.11270556248024,1.06359672271167E-12,gene_4987
529435,-1.05673154378828,4.59854467621254E-06,gene_5003
493108,-2.05279557993175,2.26465762393805E-96,gene_5039
493115,-1.02775786054391,3.70310082134419E-28,gene_5042
493134,-1.24011840689157,1.3649643384912E-27,gene_5051
465374,-1.135311155084,1.31569001871921E-28,gene_5052
493141,-1.03285802679682,1.73036642826914E-70,gene_5054
322384,-1.21049177561535,2.77900392443301E-64,gene_5056
493158,-1.57380416672594,2.45579236534326E-119,gene_5058
511515,-1.54474569345288,1.10683158401901E-08,gene_5075
473590,-1.61949773611543,1.82481372958519E-15,gene_5076
493245,-1.10716141601592,0.013484634578929,gene_5086
511529,-1.26678070672753,6.53899558922646E-108,gene_5091
505666,-1.30744513136138,5.68232490307495E-128,gene_5100
473614,-2.45739753959112,4.29518049896041E-265,gene_5107
493334,-3.35437076307614,0,gene_5108
493376,-1.38272661559816,5.74436790674742E-121,gene_5118
465499,-1.30523457655889,2.44045437838004E-70,gene_5119
327298,-1.35333330704088,8.80777862573762E-101,gene_5120
465504,-1.96718826311336,1.44374324217397E-195,gene_5121
440490,-2.35333628584128,1.09059276051125E-31,gene_5142
328374,-1.15176265017001,4.34327026438465E-58,gene_5150
493481,-1.07578786040601,1.03669487488635E-28,gene_5159
477679,-1.68477888503993,8.67471818538696E-162,gene_516
547068,-1.34034822023361,0.001021738002961,gene_5168
25640,-1.52546465496545,3.07267238659264E-34,gene_517
493510,-1.40505305528121,1.34615061333898E-151,gene_5170
493527,-1.54505888225818,1.29420421989584E-16,gene_5174
477698,-1.32882290850699,2.31874837927358E-14,gene_520
493620,-1.3921911913035,2.9121523798975E-146,gene_5201
493623,-2.1360600838363,5.93703822515788E-101,gene_5202
493651,-1.5722161195399,8.44254953946178E-39,gene_5209
493652,-2.29860759768863,3.58451114135695E-88,gene_5210
511637,-1.3271732938901,1.77705340318931E-132,gene_5214
330801,-1.20779462525724,4.28961243719886E-55,gene_5216
330758,-2.40653204053611,6.5986609852239E-211,gene_5217
454894,-1.1786557150534,2.27770237565476E-102,gene_5221
493731,-1.08693123675623,2.36428721264822E-114,gene_5230
511658,-1.21149259927688,7.8158726337854E-43,gene_5235
511667,-1.0493717374081,4.28708183146273E-87,gene_5246
333834,-1.40010898536872,1.41987560500266E-90,gene_5252
493830,-1.33939640853702,1.36499597986544E-82,gene_5256
465716,-1.27583831873631,2.11550617353844E-43,gene_5261
477710,-1.64301514465503,1.62621896512943E-65,gene_527
465731,-1.07064668194588,2.1840154360432E-27,gene_5270
335571,-2.10692816409136,2.60624253193165E-222,gene_5284
493945,-1.26943270560407,1.02230978758521E-107,gene_5289
477714,-1.06287222989214,4.67569371065753E-125,gene_529
336144,-1.85852103126017,2.96558697508407E-96,gene_5292
493994,-2.2839146353172,3.87375492147777E-133,gene_5301
494057,-1.11764643484611,1.73999910536564E-69,gene_5318
338802,-1.07434474503149,4.91295592419989E-35,gene_5340
494268,-2.02406991701228,7.18138368884716E-140,gene_5361
465912,-1.53080098054936,2.14077485473729E-116,gene_5365
494283,-1.11179800046423,2.38075393595453E-74,gene_5369
494295,-1.64315114947126,1.73947758524657E-74,gene_5375
511782,-1.34727285079201,2.82129234343949E-17,gene_5378
547225,-2.59773776299345,3.69211109846974E-23,gene_5379
494306,-1.00473001031037,1.41912489669304E-08,gene_5380
440308,-1.77226649270537,4.89739149681486E-99,gene_5384
494357,-1.09643885246587,6.13513673738929E-40,gene_5399
434519,-1.62285501275016,2.68675449132486E-93,gene_540
494373,-1.13335937349859,5.91973911510662E-95,gene_5404
477764,-1.16029910040101,7.45346554899645E-21,gene_542
343415,-1.85922696853996,6.31177677738447E-83,gene_5420
343552,-1.92387654644386,8.56503801131234E-158,gene_5423
494568,-1.42456534859799,1.06138943941008E-68,gene_5453
547286,-1.05076596275493,1.1818864724927E-45,gene_5457
494623,-1.06281998192183,5.59583522664595E-92,gene_5469
440118,-1.2200457698643,5.34177754396367E-92,gene_5475
347512,-1.38738469906432,1.2677661411323E-117,gene_5492
494782,-1.21566837896768,9.27815617543339E-14,gene_5503
494794,-3.14958283348769,1.12339511975821E-230,gene_5506
494802,-1.89886734089699,6.94140022279393E-44,gene_5511
348492,-1.61395888446201,9.54522059520033E-79,gene_5513
494904,-1.31465577858333,8.92341201610587E-99,gene_5533
494925,-1.53364069606706,3.59257325142228E-81,gene_5546
494927,-2.17199069000651,1.84556559751079E-135,gene_5547
494941,-1.17002782309481,2.90999864882099E-48,gene_5550
494988,-2.62718678026977,6.37189254768222E-265,gene_5557
