Protein_ID,log2FoldChange (1),log2FoldChange (2),padj (1),padj (2),Gene_id
455874,-1.67777951911435,-1.24670803245968,7.7777057613027E-136,8.85912574606158E-70,gene_5747
495693,-1.19232672440057,-1.15716951547626,5.92299497226591E-46,2.32217826276568E-21,gene_5748
466746,-2.63327100553987,-2.26814620817474,0,7.79523516192659E-124,gene_5820
512195,-1.19126179073485,-1.36921071697495,8.44514394254448E-28,4.2362437618927E-32,gene_5824
365331,-1.68388066946443,-1.47863335254607,5.83920003828885E-13,1.89893839479023E-12,gene_5828
368159,-1.66046322493495,-1.68896465992771,1.75444708745026E-43,1.30862367698828E-19,gene_5879
496105,-3.7490630364959,-3.00136658939622,1.31985713556455E-69,1.41580189597218E-40,gene_5881
368968,-2.38922401426676,-1.2185483705865,5.45811335534665E-212,1.70249823043413E-42,gene_5905
496176,-2.68535307064599,-2.10127070105559,1.05765431266696E-109,4.72557816939549E-22,gene_5911
496237,-1.48687995681152,-1.01664901543802,6.99901047031548E-45,3.27940580280591E-16,gene_5933
496495,-2.50646667327863,-2.00831357180109,8.90879788800706E-259,6.70430905743624E-76,gene_6008
512371,-1.1979753565699,-1.06184012952606,1.40107528741814E-61,1.15506358015299E-24,gene_6023
467115,-2.64345721535521,-2.10732780126797,7.07735325259903E-210,9.75201266339499E-68,gene_6062
542018,-2.95541381741678,-2.92251671078736,2.24708344545698E-166,5.57591578357497E-71,gene_6098
512494,-4.46527132320005,-2.08389512976706,0,4.75981399473801E-67,gene_6158
497105,-1.42884872635876,-1.30856265356778,2.86646901144388E-105,1.9246488282531E-118,gene_6196
381810,-1.53705791185232,-1.07973651372587,5.17303003338045E-131,7.50727171624471E-48,gene_6210
442283,-2.82658081448085,-2.0299658919263,1.54360657190304E-276,7.57678212037017E-69,gene_6227
384387,-1.6948331849877,-1.03998300363909,3.67214302810785E-45,1.10785205840843E-10,gene_6262
497532,-1.634863163546,-1.2963011357896,2.37924388926739E-40,1.83815425859386E-19,gene_6310
497736,-1.6449509767968,-1.72298915832623,1.11639224649948E-137,2.56860227871932E-200,gene_6380
476044,-1.72381123092863,-1.38619243299839,9.27192031602595E-25,8.28654001038475E-86,gene_64
542305,-1.76897833216479,-1.02322305887923,7.26961062224595E-143,3.02694063166975E-19,gene_6439
478135,-2.0579421382496,-1.65664051623082,2.57185755879197E-149,7.61420758458895E-60,gene_644
478138,-1.72332880181982,-1.21821600508709,1.04102532070437E-44,1.59973006580577E-18,gene_645
442885,-1.53520780327807,-1.07475547012914,2.1366076797343E-110,1.29109182443439E-20,gene_6467
67269,-2.50394598338474,-1.73947210925888,0,2.08272552770743E-20,gene_6503
498311,-2.02032391627842,-1.71051043753945,5.32718545917265E-124,9.56044399980223E-39,gene_6523
498380,-1.55892829676399,-1.00311476399897,3.36607688816485E-81,1.00301596138496E-22,gene_6544
459801,-2.48599060779701,-1.93801945146621,3.36149235874596E-161,1.28697239677521E-50,gene_657
467906,-1.87892838107452,-1.48796932842435,1.79494476676455E-117,5.66375654856314E-35,gene_6611
457171,-1.55593363811,-1.0505166010277,1.09915748657295E-123,1.61264409895806E-53,gene_6615
506463,-1.30072166121155,-1.18368777213509,1.83782318502046E-33,5.96283658989202E-14,gene_6642
75083,-2.26306631564165,-1.11304822449827,1.27729064737415E-21,0.002451943451339,gene_6654
498906,-1.90480771614995,-1.54257016019516,2.02046372647968E-70,3.09130121601042E-22,gene_6682
478199,-2.029386967204,-1.04462700993537,1.01574863554882E-162,7.1007529040396E-24,gene_670
499239,-1.53893211148745,-1.13079591601791,8.24814521765341E-67,1.55138552467464E-16,gene_6796
442735,-1.92806739494875,-1.60836067901151,6.39659744453103E-109,3.22614432368873E-41,gene_6837
457480,-2.21578755269605,-1.34472371056649,0,1.12576623143335E-172,gene_6841
548287,-2.47988678636728,-1.95546352196903,6.55442299803621E-83,3.40943848319817E-51,gene_6919
90357,-2.29426671858489,-2.12979283190251,7.70116409141482E-144,3.89439783288913E-71,gene_6954
499909,-2.01733585303914,-1.32320408527997,1.62967305326638E-209,2.31240945914614E-143,gene_6988
478299,-1.34649393434395,-1.17588284910684,7.79322821583208E-77,2.12290943023002E-26,gene_701
499983,-4.08861719939223,-3.41752525013229,0,0,gene_7019
93088,-2.76752837388398,-1.46631370896874,0,0,gene_7022
536529,-2.49619630153971,-2.17443462226582,0,0,gene_7023
93202,-3.79778814035055,-1.88557904612052,0,8.22175491145536E-135,gene_7024
93554,-1.82104648777487,-1.14954075975473,1.08411694721909E-151,5.73252513136941E-37,gene_7034
500091,-1.87452618809137,-1.23613890066306,1.57715717269615E-241,1.4552122115056E-126,gene_7054
500093,-1.91597040107129,-1.48885845838367,1.58003738498791E-75,7.86723084583174E-31,gene_7056
500140,-1.29615412143791,-1.74705396645436,1.44601052936975E-47,3.94765392199698E-59,gene_7072
443375,-2.10069538681405,-1.46305753814783,3.80777817363686E-193,4.06114519487404E-56,gene_7084
500591,-1.78485735007469,-1.43930433198998,1.0736229695375E-110,1.10453158665134E-25,gene_7216
501004,-2.36475591124682,-1.50461158102425,1.12630416063416E-222,1.21627628335019E-44,gene_7339
459901,-2.16002624465467,-1.76594810287325,7.46870519570133E-145,1.01031594104005E-12,gene_739
513589,-2.52609052238141,-1.88943291716183,4.24883561213023E-146,2.87062242430319E-64,gene_7412
501250,-2.267124399689,-1.53884642937888,9.71487595265404E-239,4.91670540663811E-137,gene_7417
501365,-1.32837986452394,-1.05313799385021,4.63219467708586E-170,1.91093195591909E-106,gene_7444
543113,-1.56629522911426,-1.63792701463242,1.00948976291545E-29,1.34242139958237E-19,gene_7455
548703,-1.45670104991707,-1.45772653071106,0.000190930960898,1.19255855430108E-13,gene_7489
501544,-1.28699903531192,-1.10882963469765,5.37911669436291E-86,6.22972944059342E-104,gene_7499
501686,-1.2022854251054,-1.0031445822425,8.82296541291122E-146,3.82812856385819E-91,gene_7535
502087,-2.2680764468235,-1.89311014170264,2.23675326936575E-51,9.33910385376025E-152,gene_7641
444079,-2.5863614211035,-2.17053648676755,3.14087264417046E-13,1.85147432249721E-11,gene_7661
444228,-1.91508971114434,-2.15342382799817,3.24409980932226E-290,2.07250854298664E-282,gene_7662
459963,-1.63413303240455,-1.06458251686604,6.96171898450436E-128,9.41289354019196E-26,gene_784
458882,-1.14879594364879,-1.03581791516109,6.96565254280796E-06,0.000995467146304,gene_7918
503626,-2.03408402275123,-1.28608637294958,5.31949732833243E-187,1.14418066414616E-140,gene_7919
476133,-1.81408782220588,-1.67371927776743,7.67601426569215E-62,2.40938523679798E-29,gene_87
478925,-1.11720113107877,-1.02416607450992,6.15800765561458E-14,3.40056058223046E-07,gene_898
478955,-2.11572798042922,-1.67570350952663,2.37652699816924E-81,2.39105686605889E-30,gene_908
449276,-2.60256311022453,-1.48132931003544,4.88209327736611E-148,3.95844288878747E-23,gene_928
