Protein_ID,log2FoldChange,padj,Gene_id
487952,-1.93168427514563,2.90879660139887E-96,gene_3555
487972,-1.00945076227808,3.93045095037975E-20,gene_3560
487973,-1.32613447842342,2.43939157387157E-98,gene_3561
487982,-1.52898870740583,1.17022873962865E-83,gene_3565
251548,-2.08876764815409,2.29559021989738E-84,gene_3566
251553,-1.83398320681042,7.05985246408087E-51,gene_3567
487987,-1.17089189825547,4.35575367999411E-58,gene_3568
488006,-1.35859956237785,3.15891471729772E-126,gene_3576
488011,-1.22785378903547,2.99122913847198E-56,gene_3577
252298,-1.03132846427001,1.31473472868142E-13,gene_3583
526018,-1.86900633773389,2.3701251318778E-121,gene_3584
488075,-1.48725242453399,2.26888661060235E-100,gene_3600
510191,-1.44615304352103,2.17621849701904E-29,gene_3605
488095,-1.82293562124824,1.79908967691636E-85,gene_3608
510212,-1.13065084973702,3.05457247616865E-71,gene_3628
488175,-1.94347548669604,3.07561354861542E-66,gene_3639
488186,-1.03837576946549,1.33629471573221E-64,gene_3642
254469,-1.2680581677557,2.05489975585802E-22,gene_3647
488204,-2.27394642869632,3.02889632529036E-37,gene_3649
472455,-1.19826396653305,3.29462329038325E-28,gene_3650
535023,-4.30061555412774,3.23239301190191E-51,gene_3651
469905,-1.15355897052556,9.50173683650716E-126,gene_366
488243,-1.33373540331865,3.33330368447843E-175,gene_3663
18009,-1.1456130792815,9.86252815414552E-54,gene_367
488290,-1.11307091239643,4.66584357833907E-78,gene_3672
488500,-1.92750931991408,5.22143775961073E-197,gene_3741
477246,-1.24290977956683,2.15298534567354E-57,gene_377
488638,-1.03255886749903,8.60031837271684E-69,gene_3778
488682,-1.49467135144563,5.44388624560385E-127,gene_3787
18512,-1.00176462913856,4.530982991344E-12,gene_379
488765,-1.18528936094175,3.24738222995594E-49,gene_3808
488884,-1.26605216635584,1.78578021135818E-79,gene_3841
438142,-1.16643894780937,5.60925191671331E-29,gene_3862
477284,-1.02322029047577,1.69161446596023E-68,gene_388
488987,-1.46688632583191,1.16451894472515E-90,gene_3880
488988,-1.51697533728246,2.40865927913819E-36,gene_3881
264729,-1.55122169321185,2.72298044590315E-44,gene_3890
540155,-1.34934064245772,2.21472707790071E-05,gene_3891
510455,-1.35122663228765,3.88291277988095E-186,gene_3895
489082,-1.31291526263154,5.87942384164755E-07,gene_3919
477302,-1.42509467350527,8.53247826143358E-178,gene_392
266286,-1.04740526501351,1.25616501885515E-56,gene_3926
267139,-1.79378561795917,3.76505852472627E-34,gene_3946
489185,-1.16584797553569,1.02427341083411E-56,gene_3949
489236,-1.36394696049225,1.60726960045623E-72,gene_3969
546211,-1.57097076939685,9.01036761978952E-172,gene_3972
472717,-1.80867275860189,3.94314398704714E-140,gene_3977
463696,-1.33106471819681,1.97339350545168E-40,gene_3985
540246,-1.29854015466616,2.06270745524753E-88,gene_3991
438534,-1.29641033305832,2.36751546849411E-59,gene_4005
540265,-1.09326590292856,2.41631707673455E-27,gene_4013
489409,-1.20539800020164,4.72134855485E-71,gene_4019
489464,-1.3687874641688,2.6176099164956E-74,gene_4030
489484,-1.40293405874211,1.0690154365486E-118,gene_4036
477349,-2.05442987730858,1.8900512724935E-86,gene_404
438635,-1.01571987215631,9.28419259613561E-79,gene_4071
489724,-1.04976095453498,2.07828266809461E-86,gene_4119
276802,-1.04441029705422,7.18075498023244E-31,gene_4120
546338,-1.28893084674945,8.22192273126475E-05,gene_4142
489899,-1.34881672185789,5.03754287044808E-168,gene_4154
507347,-1.76051580918243,0,gene_416
505195,-1.59354086303613,2.50197996021019E-95,gene_4166
453174,-1.33939935591863,9.19669396643536E-36,gene_4181
490091,-1.2612051143431,2.78027311225263E-165,gene_4185
490096,-1.09269108925414,2.36446350253209E-74,gene_4186
490137,-1.45686153901481,9.64820877895159E-123,gene_4192
490186,-1.17353688801753,4.71803530529665E-72,gene_4206
490232,-1.88943610336139,1.41388441392494E-210,gene_4223
540450,-1.87523226274847,2.65635327286408E-68,gene_4225
285087,-1.18316862811884,1.38146341808251E-14,gene_4226
490260,-1.43843430829905,1.71163853063013E-29,gene_4231
438325,-1.03922751964389,5.14243346252187E-47,gene_4246
490343,-1.47978713943512,9.33943388471304E-147,gene_4249
286141,-1.04132021727984,1.4947262143043E-80,gene_4250
510790,-1.66158026910568,2.43245251920586E-120,gene_4262
490432,-1.15376416978748,4.71575509055262E-39,gene_4275
287799,-1.10249399320287,9.18304384492173E-59,gene_4289
438449,-2.06754914340419,7.33151486325305E-223,gene_4301
490577,-1.38994674244195,1.02472216082861E-10,gene_4317
490583,-1.87784690259457,2.29664840391891E-51,gene_4319
490650,-1.35691742487032,1.87283632518315E-125,gene_4330
490857,-1.3618688752796,5.04659154648722E-68,gene_4397
490975,-1.1270036715356,3.00500693134716E-09,gene_4422
535304,-1.09096878325899,9.35923561201486E-11,gene_4430
491005,-2.02718980005309,2.46161671268375E-10,gene_4431
491011,-1.17735826478005,4.13420337602033E-58,gene_4432
477462,-1.07157996826108,6.76553135777843E-98,gene_444
477465,-1.03539513983753,2.52767295862271E-54,gene_446
297531,-1.0605530787783,2.9666062039547E-51,gene_4469
22973,-1.1613792077365,4.48771401124087E-34,gene_448
491218,-1.34297066935934,1.62915035867162E-54,gene_4480
510988,-1.18843783435113,4.4748021445041E-05,gene_4483
511017,-1.4310251895133,6.08429209481375E-134,gene_4515
511020,-1.01891065135289,1.96306816301565E-54,gene_4518
299526,-1.34974345544566,1.68573263539825E-52,gene_4519
491414,-1.09748643942321,1.61778941120511E-51,gene_4540
300337,-1.34588260421815,3.00398829528369E-43,gene_4542
300368,-1.15507741841938,1.63914449859127E-37,gene_4543
491424,-1.08889245130273,1.61519451981175E-39,gene_4545
300455,-1.16131255488186,7.17354834829612E-87,gene_4551
491442,-1.00748922667014,3.95977243058151E-77,gene_4555
511056,-1.49000727127743,4.05753856163372E-177,gene_4558
546639,-2.43364887627816,2.23776262153701E-19,gene_4565
511068,-1.0429115463271,1.35923528457079E-22,gene_4570
491490,-1.7695478107542,3.08736549595092E-14,gene_4571
491498,-1.43741033858784,1.93647377160439E-71,gene_4577
477510,-1.26309623036035,9.93232129062391E-58,gene_458
301666,-1.02929972967062,1.48501807571321E-07,gene_4584
491537,-1.33301438845639,4.54438616779506E-37,gene_4585
546658,-1.09241063799924,2.44073901369658E-07,gene_4591
491589,-1.34505648876443,1.14600522719562E-106,gene_4602
507391,-1.22612472979296,2.12296508902428E-47,gene_461
491608,-2.28599213745279,4.93390602969592E-193,gene_4610
540774,-1.15408506463446,2.05496928888919E-49,gene_4627
491684,-1.21125284351544,3.10507618530663E-61,gene_4636
546706,-1.52153580372429,9.33967573550568E-64,gene_4660
453963,-1.05100538040219,4.64424485319787E-25,gene_4670
491829,-1.94830189676557,9.1412899620516E-159,gene_4672
546719,-1.60115486828867,4.23772836054015E-55,gene_4679
469979,-1.09955030695042,1.39839865027199E-80,gene_468
491863,-1.16145231230008,1.82908998200969E-64,gene_4681
491891,-1.01827057482967,2.49813466719842E-32,gene_4688
491901,-1.31922730944982,1.91270657206272E-24,gene_4690
475961,-1.1057103497986,9.04458453671128E-62,gene_47
454065,-2.44370785759669,4.65176643822616E-268,gene_4728
492040,-1.87297317485218,6.67118477565412E-129,gene_4732
24006,-1.35552882509398,3.45863771205677E-86,gene_474
309456,-1.13977302023708,6.7791039287284E-20,gene_4761
492114,-1.13003611601841,3.42769789746192E-96,gene_4765
439100,-1.33768555488117,8.69217393985392E-104,gene_4766
540894,-1.09219625876414,2.14582091472656E-61,gene_4769
492164,-1.48559649472156,1.2859473289158E-74,gene_4784
464948,-2.70396467837078,2.33290408854423E-237,gene_4804
492297,-1.10537609772324,5.22796403305585E-18,gene_4817
492304,-1.58140135523761,5.7061760250234E-89,gene_4819
492360,-1.28032523809812,1.88050465289369E-36,gene_4834
492389,-1.21303568325239,2.38961754406335E-35,gene_4840
492420,-1.32615932565906,1.47531762685647E-66,gene_4846
546838,-1.17761874042994,5.39606760566736E-33,gene_4848
313149,-1.20539645667352,3.67664588304918E-71,gene_4854
473435,-1.40624108311777,6.4482383397714E-45,gene_4882
505555,-1.74147266413612,2.24073439741132E-245,gene_4883
492553,-1.54640769039368,6.44624804732359E-53,gene_4886
492589,-1.51910994843985,7.02275484680528E-143,gene_4891
492599,-1.40635746381759,1.05545252095054E-57,gene_4894
492621,-4.0537100171311,7.72964338628764E-152,gene_4900
315141,-2.13353709114425,5.99224449474261E-125,gene_4901
505587,-1.80985541519907,4.48752764691772E-182,gene_4926
24816,-1.00136350439187,7.13170299738265E-66,gene_493
537287,-1.08532866424533,6.25130442267879E-59,gene_496
493108,-1.55770301765524,1.64960581769759E-74,gene_5039
505640,-1.152489614429,7.01347868742557E-61,gene_5047
465374,-1.17771047042547,1.76709412357019E-34,gene_5052
493141,-1.12832192185409,8.79467712803863E-77,gene_5054
322384,-1.08296221008917,7.68486291415566E-44,gene_5056
511515,-1.88860131293044,0.000884002890616,gene_5075
454668,-1.02295507549912,3.99227183982993E-23,gene_5080
511529,-1.1170343194625,1.00402751655027E-78,gene_5091
473614,-1.76442227262387,3.0451639057882E-155,gene_5107
493334,-1.68736943529568,5.42511213359788E-237,gene_5108
493376,-1.0862855725556,2.24543381880142E-88,gene_5118
327298,-1.62823277297526,1.22482163643617E-152,gene_5120
493388,-1.16524084517933,8.16715155771383E-80,gene_5129
328374,-1.33618932082051,1.00870559280967E-82,gene_5150
477679,-1.90311525129181,2.9259309663277E-201,gene_516
493500,-1.00851724210105,9.51560801990921E-49,gene_5166
25640,-2.02884636533984,1.90948045919313E-62,gene_517
493510,-1.50875418819674,1.10873823715415E-191,gene_5170
493530,-1.43820047767424,6.44907913678695E-60,gene_5176
505721,-1.12072570388548,2.54365089340619E-56,gene_5193
493596,-1.20013326578264,2.07334153203003E-39,gene_5195
493620,-1.3853204363679,4.96019065568232E-146,gene_5201
493623,-2.2612974691045,1.71384689202395E-132,gene_5202
493626,-1.08710341567814,6.93996149435187E-48,gene_5203
330375,-1.25416936271557,1.6123154454096E-81,gene_5205
493645,-1.05785848147382,0.000532579246354,gene_5208
493651,-1.28221107564432,5.05740646312161E-30,gene_5209
493652,-1.5245664678589,3.00385536684261E-43,gene_5210
511637,-1.53183041443826,2.01303943593378E-171,gene_5214
493698,-1.22535485196912,3.18106693451324E-76,gene_5215
454894,-1.31070374146612,1.23451145014005E-126,gene_5221
493731,-1.49451305822283,4.2024617633733E-171,gene_5230
511658,-1.33032351129483,3.83418389039238E-54,gene_5235
465716,-1.39958130711483,3.18865076407062E-50,gene_5261
477710,-1.53078836306067,6.02097109441081E-72,gene_527
465731,-1.95382134581119,1.41203582691976E-103,gene_5270
454988,-1.79360515679194,6.11987715045262E-95,gene_5276
335571,-1.52450389272711,3.21886775871087E-135,gene_5284
336144,-1.2329739051786,7.28346222561678E-66,gene_5292
493978,-1.74133348976141,7.33726879339742E-217,gene_5296
493994,-1.55339022869661,5.39954011894714E-51,gene_5301
336649,-1.37532002218521,8.87005681616446E-93,gene_5302
494039,-1.18150156010474,1.63337800463069E-57,gene_5311
494057,-1.01777893727785,8.73999699849351E-61,gene_5318
541350,-1.25835248737426,1.78043218856605E-22,gene_5323
338802,-1.21024841725916,5.27127995131276E-43,gene_5340
494268,-1.73076811835818,4.41064922233412E-141,gene_5361
465912,-1.04030749741959,8.18632480982467E-50,gene_5365
494283,-1.24496134877256,5.73011066283445E-102,gene_5369
494295,-1.44216252672198,1.2174605127319E-66,gene_5375
511786,-1.29080746833992,2.1393821082114E-112,gene_5382
455196,-1.31655054928236,2.24265322571076E-50,gene_5383
494357,-1.17376289725124,1.14432410770275E-49,gene_5399
434519,-1.7476893797965,6.85772029314212E-24,gene_540
494373,-1.40729012839555,5.42358971070778E-136,gene_5404
343415,-1.70947534482761,8.96189388005392E-81,gene_5420
343552,-1.50678909439414,6.53504085785637E-109,gene_5423
494568,-1.78818096816705,4.19384488385069E-155,gene_5453
547286,-1.33660556565003,1.50019796387774E-63,gene_5457
507460,-1.32149152194458,8.34103261682031E-57,gene_546
440118,-1.15099044703904,8.80122221114603E-76,gene_5475
511884,-1.61182903418528,4.79277300450911E-223,gene_5491
494794,-2.81058568926757,2.20063382649561E-213,gene_5506
494802,-1.49858638170464,1.45562658694153E-33,gene_5511
348492,-1.29923900260722,3.55291772167683E-66,gene_5513
494906,-1.02437556163068,7.49092799937792E-67,gene_5534
351930,-1.23337376926863,3.13393188528833E-64,gene_5554
494988,-2.04726206070085,7.40108455122797E-181,gene_5557
541550,-2.0687457445592,1.49564103114206E-189,gene_5561
495007,-2.24885845481967,5.59084247177343E-268,gene_5562
448844,-1.32738652667563,6.80740853701896E-94,gene_557
466313,-1.14876439039363,2.98321160536657E-109,gene_5578
541602,-1.15712791945008,2.28575394751253E-73,gene_5620
541617,-1.25521055435369,5.18383982377763E-41,gene_5635
441150,-1.38524862999314,1.88005592022561E-75,gene_5639
