Protein_ID,log2FoldChange,padj,Gene_id
495318,-1.12709721676146,2.86271760946957E-49,gene_5645
495490,-1.5917475281763,9.02546701192817E-212,gene_5690
466553,-1.27217815141957,1.70117337241628E-54,gene_5702
541693,-1.26041290557628,1.0857013268649E-35,gene_5720
495604,-1.13974712915981,8.89071231260478E-102,gene_5724
547476,-1.38000062303388,1.03712661816203E-07,gene_5734
541713,-1.21766827279016,1.13456244388124E-60,gene_5742
495680,-1.38947031925217,9.13273270704104E-53,gene_5744
455874,-1.83659028879714,2.06174086486333E-229,gene_5747
495693,-1.3856942087961,3.29458471183407E-81,gene_5748
541720,-1.31643869566979,6.33704334213261E-52,gene_5751
455953,-1.20982426413944,6.00857249709053E-45,gene_5793
363382,-1.60428480385263,9.00270850581517E-83,gene_5802
506086,-1.08180969361564,2.08616886463146E-64,gene_5805
466746,-2.46295556350384,9.66030904743531E-238,gene_5820
495949,-1.04857663266497,1.42903849022446E-30,gene_5831
512225,-1.40789056067716,2.07615192072078E-36,gene_5856
368159,-1.25661290621785,3.51309861142875E-37,gene_5879
496105,-1.80348529352401,1.05237558156836E-140,gene_5881
496141,-1.21046062885383,3.54613380259431E-117,gene_5894
466878,-1.23811644170876,2.18119604230707E-96,gene_5898
477925,-1.17998792078847,2.67662382949705E-45,gene_590
541856,-2.06597959970219,2.89332042429129E-134,gene_5903
441414,-1.14173976010874,1.13940518880554E-95,gene_5904
368968,-2.15014022218727,1.3180866363689E-218,gene_5905
369008,-1.24966346692471,1.91871182884698E-64,gene_5906
496166,-1.3409498165303,6.51073174620534E-96,gene_5907
496176,-2.03184034694649,2.63011952468488E-87,gene_5911
515470,-1.20808908265931,3.25798180283436E-90,gene_593
496237,-1.14717876263021,3.50365600872884E-29,gene_5933
370674,-1.04381080610746,5.66351321038742E-46,gene_5963
370707,-1.10946015934513,1.00596814250766E-30,gene_5964
496386,-2.21024229464256,2.9850105286583E-17,gene_5984
456285,-1.5561506832593,4.94692483559368E-10,gene_6002
496458,-1.31075844602494,5.29212375960222E-60,gene_6004
496495,-1.69355506318703,3.16838899286554E-110,gene_6008
512371,-1.65057791736619,5.26310078389791E-98,gene_6023
31194,-1.59151470524257,6.31415430850642E-23,gene_603
374047,-1.04522343371579,1.70262978169212E-67,gene_6035
31175,-1.0901983214946,5.50774828289764E-48,gene_604
515492,-1.15608251770773,1.06240210635408E-53,gene_606
467115,-2.1687319185447,1.31769011471667E-181,gene_6062
442108,-1.18967424553965,3.59883966826417E-103,gene_6076
542018,-1.38949115293499,5.59326796924742E-44,gene_6098
496841,-1.03572480625019,6.23561376185839E-51,gene_6101
431286,-1.57598436831421,4.02864382114882E-115,gene_6103
497050,-1.05248405731179,3.12590230827505E-98,gene_6181
497105,-1.4374600463783,3.14725043369842E-184,gene_6196
381810,-1.11002658074633,6.05670509508034E-62,gene_6210
442283,-1.95199902470852,2.74359392832499E-157,gene_6227
497348,-1.38663187601511,9.01957310986926E-164,gene_6256
497349,-1.29089618306183,1.72328401640414E-124,gene_6257
497352,-1.09379250869611,1.54239199046811E-53,gene_6258
384387,-1.27820311442679,3.26222166930439E-29,gene_6262
456667,-1.26100687806688,1.44229787606132E-36,gene_6266
507533,-1.11769117752681,4.39396340387871E-51,gene_627
497532,-1.20345572215631,1.09210457518434E-23,gene_6310
543851,-1.22279499125825,1.89454714003851E-100,gene_633
478108,-1.33375658824807,1.80257182780443E-08,gene_634
497654,-1.35407370967837,1.35729275884117E-123,gene_6349
497663,-1.29438743050814,3.63656798560541E-50,gene_6355
497668,-1.14802956005689,9.14794936034712E-84,gene_6358
497688,-1.23370423666092,5.05104385558579E-114,gene_6364
456822,-1.97383843553719,1.29814951958927E-127,gene_6366
474596,-1.27783885188283,1.61599195958402E-51,gene_6368
512730,-1.01006228031745,3.90832205316217E-26,gene_6418
542305,-1.95954637609304,5.46104358748482E-189,gene_6439
478135,-1.11160226401763,2.51727278800076E-54,gene_644
478138,-1.35216949922377,3.93021656039562E-50,gene_645
542323,-1.67826183778765,2.23771633297607E-05,gene_6458
442885,-3.36265977066185,0,gene_6467
64504,-1.46886108763462,9.95226580142172E-97,gene_6468
459786,-1.8857512320972,3.90620930972811E-71,gene_649
498185,-1.15768427775698,1.38451258208988E-68,gene_6492
67269,-2.45833807551653,0,gene_6503
442696,-1.44739375696136,9.72749286076647E-104,gene_6512
498271,-1.24814859720776,7.26419980827019E-89,gene_6514
478154,-1.16969611976119,3.81033984737779E-74,gene_652
498304,-1.52229747755692,1.40489405633919E-183,gene_6520
443002,-1.92663876617207,2.42025832740217E-285,gene_6522
498311,-1.68153692971632,8.27637084221666E-99,gene_6523
459794,-1.103228675404,2.95107790730887E-41,gene_654
498380,-1.44810205680263,2.56873797989655E-65,gene_6544
459801,-1.97489937981907,5.38506934594468E-102,gene_657
537425,-1.96942261768441,1.68953850290611E-227,gene_658
498589,-1.45389616000538,2.385542985982E-33,gene_6600
498604,-2.5838221681281,5.44138367205701E-72,gene_6605
467906,-1.73033129661727,4.20242912426144E-83,gene_6611
457171,-1.45691220222015,5.40816730088532E-132,gene_6615
478173,-1.79231997455771,1.93679557653121E-224,gene_662
512912,-1.99032200066187,2.70377071455275E-125,gene_6621
506463,-1.09461196649569,3.83153326879783E-24,gene_6642
498785,-1.2120124682063,2.53359777834882E-97,gene_6652
75083,-1.001347994634,4.43411577317675E-07,gene_6654
512941,-1.19608595354028,4.14894605900479E-99,gene_6655
498806,-1.09804613231558,1.87673128879467E-47,gene_6657
76027,-1.65039860559408,5.33178125337579E-142,gene_6668
498880,-1.52130876377035,4.88015651305339E-155,gene_6675
498893,-1.53016849878556,4.21697144434674E-22,gene_6679
498906,-1.29370194321042,6.47663239621378E-40,gene_6682
498910,-1.35916268965615,2.22300939069099E-97,gene_6683
478199,-1.31859218800031,7.92654419448269E-64,gene_670
499010,-1.50260312330706,1.43384819425744E-43,gene_6715
474863,-1.46456771848494,3.86855059882917E-83,gene_6718
513029,-1.04697904841602,3.21379184166681E-64,gene_6755
474898,-1.28194636470361,0.00160339104992,gene_6759
499239,-1.7310389747293,5.41234538420809E-82,gene_6796
499271,-1.14730166291497,1.08444906390592E-63,gene_6806
499281,-1.20010472915238,4.59380719489702E-105,gene_6810
84496,-1.77927656765227,2.06330528669177E-81,gene_6832
442735,-1.65358337095252,3.23676414762996E-101,gene_6837
499367,-1.3934640285459,1.9109844008131E-17,gene_6838
499368,-1.2760113808359,1.93859643926125E-118,gene_6839
442574,-1.29323596296568,4.31674460385112E-80,gene_6843
90295,-1.74970828826513,1.17739393029312E-09,gene_6953
90357,-1.69810542354941,1.58485193057301E-90,gene_6954
443573,-1.13896019649347,1.20706110461737E-95,gene_6985
499909,-1.15676822594018,1.3192071070432E-85,gene_6988
499930,-1.40183734883529,1.24780394381315E-116,gene_6996
478299,-1.64167220922182,1.36317776569863E-92,gene_701
457674,-1.00716885669666,1.04614728344913E-78,gene_7018
499983,-1.57984020875919,3.1387185300596E-105,gene_7019
93202,-1.73196651889902,3.83085811873745E-191,gene_7024
457691,-2.09333649777328,1.03561907827626E-268,gene_7030
93554,-1.74583580294321,7.87520216752305E-158,gene_7034
500091,-1.48002715846512,2.74359392832499E-157,gene_7054
500093,-1.13009195287151,6.51615205555972E-35,gene_7056
506625,-1.01311588415489,8.38388018528834E-44,gene_7079
443375,-1.39935481849313,2.67670282335027E-92,gene_7084
96147,-1.42908864687885,3.88379504976462E-91,gene_7103
457841,-1.07964142344657,9.4243863782211E-79,gene_7109
500282,-1.13221775825681,3.13399100720661E-79,gene_7116
513334,-1.1898365227192,8.76286139899653E-113,gene_7119
443242,-1.34225725451559,2.59010286681712E-56,gene_7120
36090,-1.60242614602492,2.11469603708452E-73,gene_714
468647,-1.0555115489212,8.08272136599871E-26,gene_7147
518666,-1.52740985624803,4.11336698582939E-163,gene_7159
98680,-1.35205553290866,2.58183201698809E-47,gene_7171
506682,-1.01566493208982,1.40056970629569E-76,gene_7190
100015,-1.40322990573862,4.72528724345148E-57,gene_7193
500585,-2.12995575342004,0,gene_7214
500588,-1.36395060205821,1.19940393330204E-77,gene_7215
500591,-2.05775305912913,1.84379795648746E-108,gene_7216
500652,-1.25179182331415,1.60524013980687E-58,gene_7233
102170,-1.1693328789611,1.63682099344913E-59,gene_7234
500662,-1.00514309959136,4.43167381146624E-26,gene_7238
500678,-2.40229422758636,2.56006189456825E-62,gene_7241
500682,-1.0531690415478,4.37228254107371E-52,gene_7242
542965,-1.01032488696551,0.000130371864786,gene_7267
501004,-1.88200736367514,3.64613021862558E-174,gene_7339
106947,-1.07261515477426,1.52287986872632E-31,gene_7345
536675,-1.42947383044661,4.44409567152301E-63,gene_7346
501080,-1.09944794012964,5.14176963875831E-84,gene_7360
501082,-1.38754863670719,3.86836822510136E-166,gene_7361
443879,-2.59003442698549,2.32988448086594E-41,gene_7377
459901,-2.43660425564588,1.59669728149066E-203,gene_739
501250,-1.50039016214125,7.35246454896899E-112,gene_7417
501327,-2.29693294139616,2.00445320255616E-186,gene_7428
548660,-1.26493224554739,1.56743320417097E-27,gene_7430
501365,-1.61765643230461,1.33570368684068E-266,gene_7444
444221,-1.57179832201353,1.276058127948E-159,gene_7448
543113,-1.13530130792582,9.88574523915794E-17,gene_7455
501418,-1.12000928267155,9.55783156308632E-79,gene_7463
501420,-1.37480342055228,1.10514588385401E-152,gene_7464
458404,-1.04674551374809,4.7744938938384E-61,gene_7467
458405,-1.76922212566998,2.33484349140294E-219,gene_7470
478436,-1.23894572589004,1.84313922276507E-84,gene_750
458477,-1.38734558729969,8.09752823889184E-25,gene_7508
548724,-1.2312475787101,1.64296362069655E-31,gene_7514
501697,-1.80121499864029,2.02070042965337E-106,gene_7540
458542,-1.51236249429419,4.47703016874612E-73,gene_7546
548774,-1.10671613184731,3.0357603931408E-24,gene_7590
2738,-1.23036077014933,1.70163166531212E-37,gene_76
119909,-1.00338523903807,1.84021664883289E-54,gene_7603
502064,-1.06928540622779,5.3195566098998E-25,gene_7633
444228,-1.18250892872528,5.52821375043901E-121,gene_7662
475695,-1.52821192892702,2.05105290784496E-06,gene_7697
475647,-1.33154880870231,3.2886132494249E-05,gene_7775
478511,-2.47014718412821,0,gene_778
459963,-1.65195964789524,9.05542219364096E-127,gene_784
513941,-1.12636571740935,2.61673262841949E-63,gene_7908
543393,-1.12305171549149,8.26774337552533E-33,gene_7910
503626,-1.21394702362495,1.9262193358321E-94,gene_7919
503648,-1.84706706395193,1.49781168036516E-155,gene_7927
503651,-1.00090736285863,9.4171073047414E-39,gene_7930
2821,-1.0316804642487,3.57950826055345E-51,gene_80
478630,-1.17752344039335,3.12449825469276E-112,gene_805
478687,-1.34553686973405,3.73671853766694E-77,gene_815
537569,-1.30439040025838,4.30775940613717E-06,gene_836
478814,-1.27841885892062,9.55528853953225E-80,gene_861
43252,-1.75820622220883,1.6089878409863E-06,gene_869
476133,-1.46766341401904,3.13023351917313E-51,gene_87
534078,-2.09070703140195,7.15044802225712E-151,gene_904
507780,-1.07728051720044,1.05119525918382E-19,gene_907
478955,-1.35338489178656,8.58098150598563E-35,gene_908
479023,-1.23899144785185,2.94272839182536E-68,gene_919
449276,-2.08244046679901,1.17610811364312E-124,gene_928
479046,-1.37039430670129,3.99260401751577E-141,gene_929
47072,-1.1115106101514,5.38461331698986E-92,gene_961
479157,-2.119198810005,3.52042118959952E-23,gene_962
479158,-1.6891497030995,1.8222270782834E-151,gene_963
516191,-2.42751852258063,6.59805757275547E-13,gene_977
