Gene_gattii	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
CGB_F5670W	0.558546365813385	0.592066414675692	0.624100532486513	0.602072917283032	0.689858907378591	0.549792526790611	0.98376529806	1	0.895106800127241	0.778920908804612	0.766296455930241	0.789642284079287
CGB_H4520C	1	0.938819202529617	0.95208163003552	0.176911886860518	0.241236425960965	0.215494671025481	0.859519735518806	0.86435282392818	0.808713357850822	0.465971824256313	0.427068219016974	0.434752777807743
CGB_F1260C	0.871261168344262	0.887339185394602	0.911525699190154	0.704481705935027	0.781165889976117	0.721397292004984	0.948399458117868	1	0.958108025782917	0.962003931696243	0.945215367792242	0.953452333136741
CGB_E0210W	0.867327800781945	1	0.976414551928262	0.156050048201197	0.135242884144308	0.163627328721315	0.233308860609618	0.207314411439958	0.24286600633222	0.141622831422293	0.125437089360323	0.136273674645204
CGB_F1440C	0.8926745656343	1	0.931106682794138	0.29439821162685	0.272660032416082	0.301822423545958	0.199605386243791	0.197035747097959	0.193325176745504	0.102317163937153	0.0973270219280842	0.0992412746152393
CGB_F2090W	0.926463009946878	1	0.969769516067863	0.504294890431068	0.531172980536538	0.538814885490862	0.532045140478882	0.575905470556261	0.545392925977905	0.40476180437554	0.485489405759366	0.405019643705929
CGB_F1190W	0.875595153651403	0.972316567549646	1	0.693052697972372	0.692804242376542	0.668039981738629	0.828094008740698	0.783599728928627	0.77204344120695	0.5402617010437	0.529431460393179	0.563859437529567
CGB_F2240W	0.609708456877113	0.590320285708202	0.618617529596533	0.811408440875682	0.840264980672349	0.689407210293916	0.774664114278766	0.873424441979242	0.795623363662509	0.929792452789124	0.889902740475612	1
CGB_F1670W	0.773070760058301	0.787337693936555	0.790752904418658	0.693667052276961	0.666286640034177	0.67024511593057	0.954814454498321	1	0.885082509479738	0.985211252912889	0.974173703868803	0.966113753624387
CGB_F1500C	0.963297825179353	1	0.923995811365001	0.462121870605508	0.422925824940491	0.534049029728839	0.382976858313063	0.317171232702282	0.39785170287449	0.271713267033514	0.244707895761709	0.245713797556649
CGB_F2530W	0.967177547014291	1	0.897276309809138	0.763594474863424	0.751887148143423	0.814901822056369	0.652651840772227	0.618217489406491	0.65955367494908	0.618235282797596	0.680186700704128	0.699051296561989
CGB_F3300C	0.926244438105942	1	0.961878029637845	0.353512612079552	0.326147837079982	0.360195496714402	0.323535976617551	0.310252702091517	0.31784809808537	0.18212499658365	0.196478235638143	0.192178246613827
CGB_F3160C	0.845217787986995	0.789787514716671	0.834657287382148	0.756074368446107	0.736062782557279	0.751121552554983	0.883972390028925	0.883421088923642	1	0.703541145160357	0.768021278092299	0.734809334700563
CGB_D3190W	0.853311707900512	0.883851019438201	1	0.593117801239307	0.579507748526752	0.628829080757715	0.658110934536472	0.576523208738625	0.640317845834786	0.561402319015717	0.553857002012707	0.520075262051267
CGB_F3520C	0.954232140616078	0.907405599158772	0.868140032393114	1	0.951422694825868	0.983418476865724	0.750629284070406	0.654099903689611	0.799406088391998	0.500262071621222	0.549164419076469	0.549179012507546
CGB_F3550W	1	0.995345478959778	0.923815774718412	0.977268743267024	0.940571857616082	0.990465549802592	0.95448745363208	0.861360950984418	0.94429946619233	0.833672834723986	0.856039727555417	0.953110457133787
CGB_N2180W	0.921704221870229	1	0.972189067825702	0.620011860467152	0.570476964033599	0.632636076196507	0.651101680411379	0.651500980986969	0.63131329969045	0.650038977702896	0.648161052733189	0.685816848164192
CGB_F6010W	1	0.994708506368246	0.992660968863147	0.915887170973573	0.842055956839902	0.965769376341575	0.698317163020493	0.657015583022281	0.712123097793942	0.629233164923753	0.65124911971867	0.646092091008209
