Rxn	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
r_0002_EXP_1	0.88443559888435	1	0.964276624072392	0.742169809909982	0.782966721784626	0.71511850699821	0.813976303341328	0.872463799679158	0.817892336641445	0.8716248405854	0.916505568338203	0.889815260698284
r_0002_EXP_2	0.88443559888435	1	0.964276624072392	0.742169809909982	0.782966721784626	0.71511850699821	0.813976303341328	0.872463799679158	0.817892336641445	0.8716248405854	0.916505568338203	0.889815260698284
r_0004_EXP_1	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_2	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_3	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_4	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_5	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_6	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0004_EXP_7	0.95888236135223	0.955468962244927	1	0.493390712003263	0.506255802433259	0.477071435779683	0.860160665284848	0.847546823136107	0.82644254312483	0.597668135749607	0.601530407262625	0.617072577667735
r_0021_EXP_1	0.947675617798513	0.9657743178625	1	0.813094129328966	0.966652787200117	0.833487816594227	0.789754733809162	0.780915255550934	0.603374892233991	0.70100210188054	0.706535798236512	0.753260198780696
r_0021_EXP_2	0.947675617798513	0.9657743178625	1	0.813094129328966	0.966652787200117	0.833487816594227	0.789754733809162	0.780915255550934	0.603374892233991	0.70100210188054	0.706535798236512	0.753260198780696
r_0022_EXP_1	0.947675617798513	0.9657743178625	1	0.813094129328966	0.966652787200117	0.833487816594227	0.789754733809162	0.780915255550934	0.603374892233991	0.70100210188054	0.706535798236512	0.753260198780696
r_0022_EXP_2	0.947675617798513	0.9657743178625	1	0.813094129328966	0.966652787200117	0.833487816594227	0.789754733809162	0.780915255550934	0.603374892233991	0.70100210188054	0.706535798236512	0.753260198780696
r_0109	1	0.884560921667715	0.910312009478074	0.881860155793876	0.857602102668061	0.852140101694644	0.708096624268762	0.57263815839843	0.685083977695159	0.620014558757929	0.504281963906781	0.590294549136105
r_0203	0.926463009946878	1	0.969769516067863	0.504294890431068	0.531172980536538	0.538814885490862	0.532045140478882	0.575905470556261	0.545392925977905	0.40476180437554	0.485489405759366	0.405019643705929
r_0226	0.920826249577222	0.948733003059471	0.986867880298602	0.909213816492725	1	0.858931719924333	0.714142650361849	0.732371569198325	0.760878498708431	0.840637514561979	0.793916656321171	0.778074532180884
