Rxn	Par_wo_1	Par_wo_2	Par_wo_3	Par_Ac_1	Par_Ac_2	Par_Ac_3	ATS_wo_1	ATS_wo_2	ATS_wo_3	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
r_0635	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0636	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0637	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0638	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0639	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0640	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0641	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0642	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0643	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0644	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0645	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0646	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0647	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0648	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0649	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0650	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0651	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0652	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0653	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0654	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0655	2644.17923255776	2950.82779005638	3100.70637369054	3263.56668712404	3218.33869860645	3033.78039946761	3090.26364675342	3394.1875931104	2802.93519127219	3821.66197503227	4084.29611011687	3981.05660452756
r_0656	2026.08434117221	2223.40435831835	2318.99943143096	2232.69728501177	2179.16668084922	2057.2165469019	2346.68392896097	2164.03452887516	2266.12740693548	2317.26511439158	2289.95257051143	2171.38784334302
r_0657	2026.08434117221	2223.40435831835	2318.99943143096	2232.69728501177	2179.16668084922	2057.2165469019	2346.68392896097	2164.03452887516	2266.12740693548	2317.26511439158	2289.95257051143	2171.38784334302
r_0658	18690.65204168053	18336.04986638484	18780.315795969	12073.55881679453	12194.54886543933	12433.35367260606	9820.80995831809	10265.18500006342	10343.97545421057	7673.3904112336495	8033.245175648959	8318.4655392528
r_0659	6697.30768957824	6758.9760532326	6492.6179325545	3312.7044540569	3330.14202808658	3259.5011462283	3192.79332433563	3166.35056018216	3369.91068580303	2600.74889112901	2726.84486884021	2784.27091726732
r_0661	6697.30768957824	6758.9760532326	6492.6179325545	3312.7044540569	3330.14202808658	3259.5011462283	3192.79332433563	3166.35056018216	3369.91068580303	2600.74889112901	2726.84486884021	2784.27091726732
r_0662	66851.1855119222	57457.7913045462	54638.2193948664	14923.5492989003	15291.1017944335	14294.0879114468	29155.7990634935	26741.2242091083	29725.8419683447	13834.8673465343	14800.5974048874	15249.0890214406
r_0663	5241.32950598836	5380.98493924075	5372.3003098607	5196.31885314982	5917.59051034089	5107.37047204126	4747.02824992758	5125.08138905605	4737.21778607224	4911.57119241292	5022.76863249509	4740.98868217801
r_0664	5241.32950598836	5380.98493924075	5372.3003098607	5196.31885314982	5917.59051034089	5107.37047204126	4747.02824992758	5125.08138905605	4737.21778607224	4911.57119241292	5022.76863249509	4740.98868217801
r_0665	1670.00793635227	1573.91915140938	1667.89946591029	1643.04408181747	1692.0236024001	1767.17123500214	1397.08663471829	1268.54318699971	1238.65068914719	1443.19013611783	1347.49925270425	1269.77351392723
r_0666	1670.00793635227	1573.91915140938	1667.89946591029	1643.04408181747	1692.0236024001	1767.17123500214	1397.08663471829	1268.54318699971	1238.65068914719	1443.19013611783	1347.49925270425	1269.77351392723
r_0667	2826.53642101002	3255.00336195875	3204.22449599471	1575.47965228479	1564.24836870853	1540.28095069346	1320.42893185309	1383.7135552931	1404.5730952149	1065.21176713459	1324.60967898771	1076.57044333814
r_0668	7111.93034963812	7052.32687168648	6810.91197216267	5847.3942650102	5781.8293245436	5854.70496520233	6641.43173198387	6756.66160654581	6847.1829284734	5342.16586844212	5480.56010682592	5489.11390551468
r_0669	20610.2013938096	22251.363188701	21403.0973807038	7866.13752316849	7257.23397607596	8014.84081632672	7199.11652032821	6903.5455545142	7072.55346933543	4052.52944472373	4371.9085798595	4276.22796237202
r_0670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r_0671	2361.04570311873	2500.5180465995	2598.59510756093	2304.35652845553	2226.08414947034	2023.29995801039	3287.65723163132	3524.38018335511	3225.28313399	3500.59512183343	3813.60202094733	3766.38652609523
r_0674	3719.12686975003	3627.37488058655	3434.47975868998	2756.83346562893	2693.26234765515	2508.65804042329	3373.89714735467	3340.77524839462	3746.1197776357	3221.40655383445	3521.01355691849	3309.13925903437
r_0676	647.847906343553	679.794516564713	666.579310911943	656.193929249219	686.791881092195	679.501315378057	870.064927520034	716.893814232071	740.883470944058	995.414625134844	827.010250367231	950.988447455223
r_0678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r_0679	288.892177495421	278.196163626005	274.758380695199	369.556955474209	411.276533444745	320.453288147311	716.749521789631	707.713567484047	586.495777597631	560.524740367194	605.080905202499	481.934326080581
r_0680	288.892177495421	278.196163626005	274.758380695199	369.556955474209	411.276533444745	320.453288147311	716.749521789631	707.713567484047	586.495777597631	560.524740367194	605.080905202499	481.934326080581
r_0681	7931.57792299722	7866.34833101237	8268.87281620374	7029.77178183212	6711.19450084713	6907.288758386931	4978.91780109482	4956.49867604689	5422.20226459777	4474.53370327605	4900.35917305445	4757.08893806044
r_0682	9565.11442165904	9431.607679662971	9879.69219598369	8999.377273057551	8476.08991621196	8709.54611982856	6387.50309124289	6406.14309434853	6809.02964793377	6196.912407392871	6495.6629412117	6239.385829635679
r_0683	7931.57792299722	7866.34833101237	8268.87281620374	7029.77178183212	6711.19450084713	6907.288758386931	4978.91780109482	4956.49867604689	5422.20226459777	4474.53370327605	4900.35917305445	4757.08893806044
r_0687	2505.01190452841	2478.86853970254	2746.61634786503	2736.35939607358	2828.02528943923	2827.94179102262	2428.13273825525	2749.06661709015	2432.93709859713	3098.99310478874	3000.52455458147	2848.67194079702
r_0688	21526.78620945119	20047.44338658992	20486.913625357487	26201.690513469188	25593.978254829646	28113.34357841263	17116.70682851361	17369.86141514796	17562.043760952973	15391.880514220988	16106.29830558757	15456.245647127758
r_0689	1153.64916062956	1124.69188329735	1288.65550382396	1501.7730018855	1550.27295252352	1511.04251199389	1315.63782542402	1255.19010082076	1309.63353666279	1507.61826719452	1613.21734758758	1537.03776157548
r_0690	647.847906343553	679.794516564713	666.579310911943	656.193929249219	686.791881092195	679.501315378057	870.064927520034	716.893814232071	740.883470944058	995.414625134844	827.010250367231	950.988447455223
r_0691	22402.10071402206	23721.36470700497	24624.736140263736	26834.339262729816	26280.77013592189	27612.78150787599	19284.203377027177	20548.730493622872	18979.926140077034	26500.364114026743	26541.953522616168	26315.33156462715
r_0692	1153.64916062956	1124.69188329735	1288.65550382396	1501.7730018855	1550.27295252352	1511.04251199389	1315.63782542402	1255.19010082076	1309.63353666279	1507.61826719452	1613.21734758758	1537.03776157548
r_0693	3059.7616672937	3292.88999902844	3111.34842364704	1598.00112879568	1772.88136747055	1513.38158708985	1180.5286241241	1214.29627439775	1266.15654255949	932.060296242767	954.395704094073	876.927270396069
r_0694	4166.38186879609	4624.33467319181	4606.0727129924	1500.74929840773	1511.34143600812	1568.34985184505	2110.96149265048	2317.59501993302	2038.09500929162	1281.0460062415	1591.32297272828	1648.6662023603
r_0696	2750.714221600925	2645.569742809167	2734.0393797346146	3533.8244052547648	3708.476509095214	3243.1276205565414	4261.210058019375	4296.355478075322	4250.09799499645	5484.9815589954505	5772.153371997531	5325.964645906109
r_0697	5497.58934449759	5340.93335148136	5723.48795842534	1556.0292862072	1458.4345033077	1415.14043305929	6704.67433684766	7047.92579882403	6963.4173412802	6350.46611979231	5913.47160972574	5887.32690100666
r_0698	2766.07061641796	2789.53896367399	2623.74904382176	2668.7949665409	2561.49413791072	2585.84751859016	2275.77555381066	2416.07403050273	2227.97412639584	2675.91504405181	2981.61577629389	2778.90416530651
r_0699	5241.32950598836	5380.98493924075	5372.3003098607	5196.31885314982	5917.59051034089	5107.37047204126	4747.02824992758	5125.08138905605	4737.21778607224	4911.57119241292	5022.76863249509	4740.98868217801
r_0700	5241.32950598836	5380.98493924075	5372.3003098607	5196.31885314982	5917.59051034089	5107.37047204126	4747.02824992758	5125.08138905605	4737.21778607224	4911.57119241292	5022.76863249509	4740.98868217801
r_0701	5066.65051494462	5056.24233578627	4979.511920557	4482.7975291456	3997.96727292768	4358.86644133222	2907.24338116276	2601.34810123558	3057.5861567344	2395.65267386822	2579.55543796855	2758.51050785544
r_0711	6370.98429971631	6522.99642805567	6809.94451307572	5235.219585305	5143.95140009896	5542.4384398909	3671.90396724314	3831.50116547083	3943.09717949149	3296.57270675725	3470.2584151992	3238.2981331517
r_0712	6370.98429971631	6522.99642805567	6809.94451307572	5235.219585305	5143.95140009896	5542.4384398909	3671.90396724314	3831.50116547083	3943.09717949149	3296.57270675725	3470.2584151992	3238.2981331517
r_0713	33485.578673215205	33149.7249606335	32858.7804293371	34637.0071702766	33678.7565178611	34651.058471637	26090.4491701712	24426.13289283386	27541.3448360522	21665.03287672127	23141.35902742384	22932.13112853364
r_0714	33485.578673215205	33149.7249606335	32858.7804293371	34637.0071702766	33678.7565178611	34651.058471637	26090.4491701712	24426.13289283386	27541.3448360522	21665.03287672127	23141.35902742384	22932.13112853364
r_0715	33485.578673215205	33149.7249606335	32858.7804293371	34637.0071702766	33678.7565178611	34651.058471637	26090.4491701712	24426.13289283386	27541.3448360522	21665.03287672127	23141.35902742384	22932.13112853364
r_0717	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r_0718	20269.48138380667	21291.207557820617	20361.143944053358	19295.78685244701	17406.38085843694	19863.425714941342	6716.172992277439	6573.89123947151	7198.54802367562	10784.195340053118	11429.858875412345	12220.094214760402
r_0719	20269.48138380667	21291.207557820617	20361.143944053358	19295.78685244701	17406.38085843694	19863.425714941342	6716.172992277439	6573.89123947151	7198.54802367562	10784.195340053118	11429.858875412345	12220.094214760402
r_0722	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r_0723	16033.0359636579	17145.3269870517	17071.7830484066	7798.57309363581	7823.23833156909	8139.98133396089	14172.0928172041	14839.451584238	14429.0383287333	8556.05580698429	8387.53596882675	8001.82717356511
r_0724	11387.7265315056	11696.1461010856	10435.0137118958	3616.74438695396	3119.51254129813	4018.5310148692	3388.27046664189	2613.03205164216	3912.04218370341	1434.59971864094	1316.64808812978	1437.21617510445
r_0725	11387.7265315056	11696.1461010856	10435.0137118958	3616.74438695396	3119.51254129813	4018.5310148692	3388.27046664189	2613.03205164216	3912.04218370341	1434.59971864094	1316.64808812978	1437.21617510445
r_0726	15806.5291401066	15634.1914056436	14972.3968297144	8443.50628462958	7372.03203759573	8680.30768112898	5237.63754826487	5078.34558742975	5672.41680209025	3155.90462057315	3228.42509288965	3538.83624295696
r_0727	36795.8415309617	37561.894466235	36355.1775695922	19948.9096712629	17296.5740169832	22986.0909680556	19528.54980491	16270.7355090436	18561.127339735	14635.9237762545	14238.3100505463	14511.6973020255
r_0729	4265.23866043074	4100.41660628525	4299.38818242769	4287.27016489193	4211.59149175577	4267.64251258955	3789.76518539838	3951.67894108132	3809.1170548058	3658.44404297132	3719.05812950944	3618.26417197692
r_0730	2216.11972703298	2208.24970349047	2316.09705417009	2081.18917030213	2092.31945169948	2077.09868521761	1707.55033132236	1813.51601667787	1654.78763270739	1606.40806817878	1570.42379672622	1706.62712353702
r_0731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r_0732	11387.7265315056	11696.1461010856	10435.0137118958	3616.74438695396	3119.51254129813	4018.5310148692	3388.27046664189	2613.03205164216	3912.04218370341	1434.59971864094	1316.64808812978	1437.21617510445
r_0733	11387.7265315056	11696.1461010856	10435.0137118958	3616.74438695396	3119.51254129813	4018.5310148692	3388.27046664189	2613.03205164216	3912.04218370341	1434.59971864094	1316.64808812978	1437.21617510445
r_0734	66851.1855119222	57457.7913045462	54638.2193948664	14923.5492989003	15291.1017944335	14294.0879114468	29155.7990634935	26741.2242091083	29725.8419683447	13834.8673465343	14800.5974048874	15249.0890214406
r_0735	13894.6579853861	12797.0235267962	12497.6364852837	13908.0354489546	13941.4758885663	13186.535853507	11143.1553327428	11274.1775744599	11106.1537794093	10875.4685257451	11061.6352982332	10792.5381931854
r_0736	13894.6579853861	12797.0235267962	12497.6364852837	13908.0354489546	13941.4758885663	13186.535853507	11143.1553327428	11274.1775744599	11106.1537794093	10875.4685257451	11061.6352982332	10792.5381931854
r_0737	13894.6579853861	12797.0235267962	12497.6364852837	13908.0354489546	13941.4758885663	13186.535853507	11143.1553327428	11274.1775744599	11106.1537794093	10875.4685257451	11061.6352982332	10792.5381931854
r_0738	13894.6579853861	12797.0235267962	12497.6364852837	13908.0354489546	13941.4758885663	13186.535853507	11143.1553327428	11274.1775744599	11106.1537794093	10875.4685257451	11061.6352982332	10792.5381931854
r_0739	1647.93311880279	1738.45540382632	1518.91076651923	1769.98331306069	1736.9445829948	1874.76868941657	895.936902237039	973.106155290565	986.661580466817	778.506583843325	787.202296077593	842.580057846896
r_0757	1051.913044966718	1055.413461227063	1196.746890563242	963.304972579587	994.251037162539	902.8829870427891	976.4274902454999	1141.688868299737	1094.910422928105	1031.923899411635	1073.819566962987	1012.169419808437
r_0758	20748.4089471629	21433.0118279957	21671.0835477903	19049.0743143049	18762.9944723967	19077.4964826968	11381.7524329107	10705.8368439686	11253.4431880042	13294.7448476748	13239.1303978764	13186.1095677059
r_0759	8055.38885620954	8017.89487929114	7441.69529685728	7872.27974403509	7576.67206030489	7978.58515233925	7688.76759737968	6938.59740573393	7606.69939689031	6715.55886256021	6895.73288182256	7677.67535513229
r_0760	5239.409956636231	5369.077710447417	4924.366752600573	4532.958999556224	4513.0611837468305	4625.521002272313	3971.827229703239	3929.98017604054	4029.1638821041533	3997.7655333085495	4238.55193298921	4458.6975290395
r_0761	2819.81799827757	2829.59055143338	2627.61888016958	2427.20094578767	2214.10522131176	2223.29087871547	1903.98569491443	1736.73577114894	1980.42144568519	1750.29756091672	1675.91487559376	1660.47305667407
r_0764	1447.3402115053	1504.6407293391	1598.24241164954	1216.15973158826	1233.82960033424	1113.39974567971	2342.85104381771	2498.69625123495	2282.98583322043	1814.72569199341	2018.26328248465	2016.82538687174
r_0765	215.949302114518	285.773491039943	262.181412564785	426.884350229211	457.195758052653	512.257446016504	461.862659762837	469.861719921602	488.007076669739	528.310674828849	529.445792052187	464.760719805995
r_0766	215.949302114518	285.773491039943	262.181412564785	426.884350229211	457.195758052653	512.257446016504	461.862659762837	469.861719921602	488.007076669739	528.310674828849	529.445792052187	464.760719805995
r_0767	2558.75928638802	2542.73458504858	2562.7991213436	2993.30896899332	3058.61965649199	2977.64259716443	3673.82040981477	3561.93573823339	3442.66810450652	3565.02325291013	3500.11438091643	3642.95123099664
r_0768	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r_0769	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
r_0770	13268.88489659203	14230.2208833754	13993.32823371604	9334.12831028765	8908.32957393423	9093.15443556694	8265.616811440319	8814.706013875599	7974.92291837747	8103.98508726285	8565.67656427287	7992.16702003565
r_0771	215.949302114518	285.773491039943	262.181412564785	426.884350229211	457.195758052653	512.257446016504	461.862659762837	469.861719921602	488.007076669739	528.310674828849	529.445792052187	464.760719805995
r_0772	215.949302114518	285.773491039943	262.181412564785	426.884350229211	457.195758052653	512.257446016504	461.862659762837	469.861719921602	488.007076669739	528.310674828849	529.445792052187	464.760719805995
r_0773	3537.72945597383	3442.2715966175	3386.10680434224	3410.97998792262	3211.35099051394	3436.10131597372	1491.95054201398	1575.66416911543	1520.80750802169	1088.83541519604	1277.83533269738	1262.2600611821
r_0774	651.687005047811	750.155413979851	801.056123998678	854.79240393619	905.407319986368	879.49223608313	1080.87361039934	1145.86170773066	1039.01143050957	1168.29677685729	1384.32161042216	1227.91284863293
r_0775	651.687005047811	750.155413979851	801.056123998678	854.79240393619	905.407319986368	879.49223608313	1080.87361039934	1145.86170773066	1039.01143050957	1168.29677685729	1384.32161042216	1227.91284863293
r_0781	1025.99912871298	946.083451397388	928.760723476728	922.356833468871	978.279132951092	833.880271711798	1105.78736383053	1157.54565813723	1180.97712554077	1310.03866522601	1236.03698069326	1373.88850196691
r_0782	2019.36591843976	2149.79603486866	2077.13465969222	1281.6767541654	1320.67682948397	1271.2873146574	1397.08663471829	1554.79997196083	1356.65967314187	791.392210058662	956.386101808555	925.228038043343
r_0783	3424.47604419822	3901.24114283316	3362.88778625532	1912.27809647042	1826.78654418418	2052.53839670997	1861.82395833857	1815.18515245024	1965.33759058813	1714.86208882454	2021.24887905637	1989.9916270677
r_0784	3424.47604419822	3901.24114283316	3362.88778625532	1912.27809647042	1826.78654418418	2052.53839670997	1861.82395833857	1815.18515245024	1965.33759058813	1714.86208882454	2021.24887905637	1989.9916270677
r_0785	3424.47604419822	3901.24114283316	3362.88778625532	1912.27809647042	1826.78654418418	2052.53839670997	1861.82395833857	1815.18515245024	1965.33759058813	1714.86208882454	2021.24887905637	1989.9916270677
r_0786	2619.22509098008	2907.52877626245	2944.94546069079	1752.58035393863	2074.3510594616	1853.71701355287	2786.50749915006	2884.26661465197	3014.10916263109	2734.97416420545	2965.69259457804	2696.25618511007
r_0787	2619.22509098008	2907.52877626245	2944.94546069079	1752.58035393863	2074.3510594616	1853.71701355287	2786.50749915006	2884.26661465197	3014.10916263109	2734.97416420545	2965.69259457804	2696.25618511007
r_0788	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0789	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0790	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0791	11949.1947170033	12293.6724914418	11232.1999995467	9666.83194056221	9012.14695130864	10211.2323314386	10205.0566939299	10094.9331512819	10399.8744466291	8702.09290409145	9001.57366374441	9161.04559709969
r_0792	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0793	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0795	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0796	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0797	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0798	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0799	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0800	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0801	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0802	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0803	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0804	46837.963966624775	47948.24540005412	46521.23765531447	31821.82260641489	31104.285207778677	31106.19016370083	37877.52920698182	39374.078302275746	35729.216296976454	33741.01224486205	35966.486700688045	35423.78299251098
r_0805	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0806	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0807	3698.97160155267	3741.03479179562	3735.35953473297	3349.55777925654	3074.59156070343	3406.86287727415	3294.36478063202	3276.51352115845	3111.71057796504	2501.95909014475	3038.34211115663	2834.71838569892
r_0810	11949.1947170033	12293.6724914418	11232.1999995467	9666.83194056221	9012.14695130864	10211.2323314386	10205.0566939299	10094.9331512819	10399.8744466291	8702.09290409145	9001.57366374441	9161.04559709969
r_0811	4504.2225547708	4697.94299664149	4872.12396190501	3548.156253943518	3723.4501692934464	3457.1529918374117	3168.8377921902497	3161.34315286506	3446.2172468823	2717.793329251659	2539.747483678911	2547.060480599597
r_0812	2335.13178686498	2632.58003867099	2598.59510756093	2846.91937167251	2843.99719365068	2660.69792166107	2793.21504815077	3018.63204432759	2690.24992084118	4012.79876389311	3876.29954895351	3895.18857315463
r_0813	2335.13178686498	2632.58003867099	2598.59510756093	2846.91937167251	2843.99719365068	2660.69792166107	2793.21504815077	3018.63204432759	2690.24992084118	4012.79876389311	3876.29954895351	3895.18857315463
r_0815	19058.245742613228	18148.78163172605	17751.9067865359	17752.04200797304	17856.588908397098	17203.89733082821	17180.90765466321	17054.39475417041	16962.23869944617	15874.01769511155	16018.720806150388	15959.64698105159
r_0816	5872.86124283882	6233.97551098119	6545.82818233702	4246.32202578122	4411.24029439885	4405.64794325153	3668.07108209988	4039.30856913065	3864.12876163038	3953.73964373948	4096.23849640376	3795.3669866836
r_0817	23232.3058088178	24602.4996377115	24779.5295941765	19004.0313612832	17008.081497164	19824.8309758579	13467.80017213	12854.0145830062	14366.9283371571	10284.8773242088	11175.0879679587	11266.9590665208
r_0818	2819.81799827757	2829.59055143338	2627.61888016958	2427.20094578767	2214.10522131176	2223.29087871547	1903.98569491443	1736.73577114894	1980.42144568519	1750.29756091672	1675.91487559376	1660.47305667407
r_0819	1794.77864424066	1703.81619279118	1779.15726091011	2238.83950587838	2351.86289513548	2397.55197336492	3550.20986394463	3977.55054555303	3763.8654895146	7880.63423286367	7649.09841675396	7568.1936151318
r_0820	1967.53808593227	1887.83700141538	1978.45383282282	1978.81882252534	2144.22814038668	2004.58735724267	1270.60142499071	1418.76540651283	1308.74625106884	1441.04253174861	1372.37922413527	1568.16492294817
r_0821	2696.00706506525	2654.22954556796	2239.66778630065	3056.77858461493	3378.05774072092	3013.8982611519	2855.49943172874	2749.90118497634	2745.26162766577	2404.24309134511	2621.35378997267	2402.15817765777
r_0831	8857.76048539949	8973.72060879216	8399.47979294266	7129.0710191756	7831.22428367482	7817.188970717611	8974.70056294343	8526.78009314212	8821.39337500098	8385.32125963107	8967.73690259823	8877.681093569021
r_0832	8857.76048539949	8973.72060879216	8399.47979294266	7129.0710191756	7831.22428367482	7817.188970717611	8974.70056294343	8526.78009314212	8821.39337500098	8385.32125963107	8967.73690259823	8877.681093569021
r_0842	26000.2959745879	27630.1831772521	26263.6118335654	6938.66217231078	6654.29459209386	7407.8508289236	15140.8545371631	14518.1429480572	15799.0072857843	6427.77987708433	6521.53811149996	6676.23943924547
r_0843	464.530943215229	506.59846138899	538.874711433893	597.842831016449	589.962211810302	533.309121880196	655.42335949747	640.948136589326	658.365910707175	620.657662705437	779.240705219666	822.186400395825
r_0844	17212.5990405412	18025.3794424134	18045.0468898833	5402.08325218117	5948.53607475057	5455.89266134016	7934.07224654832	7920.88380777251	7930.55863868022	6510.46264529942	6234.92084061457	6494.84322297015
