Rxn	Par_wo_1	Par_wo_2	Par_wo_3	Par_Ac_1	Par_Ac_2	Par_Ac_3	ATS_wo_1	ATS_wo_2	ATS_wo_3	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
r_0148	6207.822604785335	6006.655688563059	6079.512902424749	6822.983679323003	6568.445606957335	7009.0385250614345	5731.121510459613	5600.785084180942	5991.839615910441	5211.16200191953	5779.119763998208	5569.6151849268035
r_0149	5684.74540633017	5386.3973159649995	5551.280240947361	6474.92449688192	6181.12692982976	6569.29240701987	5485.816861290969	5394.646816293491	5808.171497963831	5015.7300043202395	5562.16641311968	5424.71288198498
r_0150	5684.74540633017	5386.3973159649995	5551.280240947361	6474.92449688192	6181.12692982976	6569.29240701987	5485.816861290969	5394.646816293491	5808.171497963831	5015.7300043202395	5562.16641311968	5424.71288198498
r_0151	7078.33823597586	7227.6878775519	7481.36111942244	5998.90237971985	5907.60807020874	5950.60704413692	3636.44977966798	3889.08634961752	3774.51291664194	4068.63647749291	4032.54576954034	4374.97619845089
r_0152	7078.33823597586	7227.6878775519	7481.36111942244	5998.90237971985	5907.60807020874	5950.60704413692	3636.44977966798	3889.08634961752	3774.51291664194	4068.63647749291	4032.54576954034	4374.97619845089
r_0153	17485.1750485435	17381.3066122287	18591.6612740128	12407.2861505469	12091.7297320781	12598.2584668716	8598.11959761813	8212.14800005074	8451.39528232593	6708.04224726793	7652.08401332568	7249.40854865979
r_0154	26682.6957692698	26540.1305049899	25852.4417216095	19395.0860897905	18668.1612911412	18548.8655110086	10033.535083769	9541.61464274188	10458.4352958295	9214.29654615113	9761.9055906765	10282.6967569086
r_0156	10300.3018235245	10422.0726201991	10822.9648057647	7119.85768787569	7537.74054378949	7004.3603748695	10651.5878131197	10183.3973472174	10800.0402494983	9427.98318088882	9774.84317582063	9213.63976631561
r_0157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r_0163	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0164	21534.464406859704	20072.340319521434	20630.097570226822	24783.861196760656	23898.95992038989	26695.864070257376	15888.267140098751	16259.886126523219	16430.754628673123	11960.008732202687	12527.5632149491	12044.064750445872
r_0165	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0166	8626.454788467936	8869.802975686729	9312.761171028109	3074.181543736986	3028.6723360955293	2673.562834688882	8194.708436290006	8798.01465615192	8008.639770947383	8796.587496337266	9218.527014622938	8568.556180626461
r_0167	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0168	29044.7012470646	27490.54385776662	28170.473693953503	26796.46223405234	25806.60422964453	28629.109637073092	22786.502176681042	23301.13538225778	23088.94572563624	18482.28320153284	19001.331781301495	18307.064288709105
r_0169	8626.454788467936	8869.802975686729	9312.761171028109	3074.181543736986	3028.6723360955293	2673.562834688882	8194.708436290006	8798.01465615192	8008.639770947383	8796.587496337266	9218.527014622938	8568.556180626461
r_0170	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0171	7510.236840204893	7418.203538245189	7540.376123726679	2012.601037291677	1907.6443092546306	1933.2455668157108	6898.23503658229	7041.2492557345595	6658.19109696312	6522.274469330148	6473.768566352394	6262.999538263235
r_0172	65904.84768132264	60563.41306891581	58196.533916686596	39503.6935035852	40084.48835066438	38569.00925737961	56242.7983709123	54541.51506578413	58597.22790972042	40609.05101763701	42265.10026816599	42122.56278999182
r_0173	65904.84768132264	60563.41306891581	58196.533916686596	39503.6935035852	40084.48835066438	38569.00925737961	56242.7983709123	54541.51506578413	58597.22790972042	40609.05101763701	42265.10026816599	42122.56278999182
r_0174	68136.32380317267	62669.910089990546	60305.59472624834	43111.22455923924	43892.789261081125	42099.84311473994	59711.55942556265	58356.32487353128	62054.979869324	45212.44098306642	46870.88057947712	46905.41213746414
r_0175	68136.32380317267	62669.910089990546	60305.59472624834	43111.22455923924	43892.789261081125	42099.84311473994	59711.55942556265	58356.32487353128	62054.979869324	45212.44098306642	46870.88057947712	46905.41213746414
r_0176	68136.32380317267	62669.910089990546	60305.59472624834	43111.22455923924	43892.789261081125	42099.84311473994	59711.55942556265	58356.32487353128	62054.979869324	45212.44098306642	46870.88057947712	46905.41213746414
r_0177	65904.84768132264	60563.41306891581	58196.533916686596	39503.6935035852	40084.48835066438	38569.00925737961	56242.7983709123	54541.51506578413	58597.22790972042	40609.05101763701	42265.10026816599	42122.56278999182
r_0178	68136.32380317267	62669.910089990546	60305.59472624834	43111.22455923924	43892.789261081125	42099.84311473994	59711.55942556265	58356.32487353128	62054.979869324	45212.44098306642	46870.88057947712	46905.41213746414
r_0179	8626.454788467936	8869.802975686729	9312.761171028109	3074.181543736986	3028.6723360955293	2673.562834688882	8194.708436290006	8798.01465615192	8008.639770947383	8796.587496337266	9218.527014622938	8568.556180626461
r_0180	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0181	7510.236840204893	7418.203538245189	7540.376123726679	2012.601037291677	1907.6443092546306	1933.2455668157108	6898.23503658229	7041.2492557345595	6658.19109696312	6522.274469330148	6473.768566352394	6262.999538263235
r_0182	8626.454788467936	8869.802975686729	9312.761171028109	3074.181543736986	3028.6723360955293	2673.562834688882	8194.708436290006	8798.01465615192	8008.639770947383	8796.587496337266	9218.527014622938	8568.556180626461
r_0183	196.753808593227	182.938333279358	190.58944013012	210.882916420186	197.652314616649	134.496818018032	146.607856729697	136.869133334179	98.4887009278927	228.719865322246	175.154998874408	189.983019412612
r_0184	7510.236840204893	7418.203538245189	7540.376123726679	2012.601037291677	1907.6443092546306	1933.2455668157108	6898.23503658229	7041.2492557345595	6658.19109696312	6522.274469330148	6473.768566352394	6262.999538263235
r_0185	65904.84768132264	60563.41306891581	58196.533916686596	39503.6935035852	40084.48835066438	38569.00925737961	56242.7983709123	54541.51506578413	58597.22790972042	40609.05101763701	42265.10026816599	42122.56278999182
