Rxn	mean_Par_wo	mean_Par_Ac	mean_ATS_wo	mean_ATS_Ac	norm_Par_wo	norm_Par_Ac	norm_ATS_wo	norm_ATS_Ac
r_0086	465.4055710270107	685.7114677061463	419.801130435397	512.236555364491	0.6787192470090858	1.0	0.6122124978304985	0.7470147131679648
r_0088	3553.863232546007	3126.0763037165834	2721.751116534307	2680.1196682751065	1.0	0.8796276331312405	0.765857023311623	0.7541426028246602
r_0089	3553.863232546007	3126.0763037165834	2721.751116534307	2680.1196682751065	1.0	0.8796276331312405	0.765857023311623	0.7541426028246602
r_0090	5587.11488843381	6380.975639423476	6796.834046038127	7553.430470018387	0.739679131304721	0.8447784969691982	0.8998340651994619	1.0
r_0091	10345.617087938606	8375.995759575882	8705.602562236083	7556.505235329693	1.0	0.809617801275576	0.8414773607255842	0.7304064292249336
r_0092	3553.863232546007	3126.0763037165834	2721.751116534307	2680.1196682751065	1.0	0.8796276331312405	0.765857023311623	0.7541426028246602
r_0095	16660.2992128849	15084.1872558675	21719.600209047498	22535.100764349034	0.7393044028115382	0.6693640917608399	0.9638119854075969	1.0
r_0096	21421.553987738134	7712.7374385237235	7058.4051813926135	4233.555328985083	1.0	0.36004565508826086	0.3295001466949083	0.19763063554625418
r_0097	4403.981988161787	1430.7068739654867	1808.4740772811365	921.9701164404846	1.0	0.32486664973002327	0.41064520294189255	0.20934920236249946
r_0099	3693.2859525864565	3219.9445851289533	3513.379369465587	3314.5811748336764	1.0	0.8718373357670787	0.9512882063749007	0.8974612898609792
r_0100	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0101	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0102	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0103	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0104	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0105	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0106	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0107	34738.04354927971	35335.980981526125	39089.773891342724	35862.66931343361	0.8886734327458774	0.9039699508047562	1.0	0.9174437645283022
r_0108	10668.287111867314	8014.332913348873	2530.7513630825433	2207.3264227518334	1.0	0.7512295862785504	0.23722190231151133	0.20690541973663437
r_0109	3598.05726893966	3336.3712554687736	2530.7513630825433	2207.3264227518334	1.0	0.9272701922423806	0.7033660594925302	0.6134772900383345
r_0111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
r_0112	92559.84894354007	23383.513401578268	52207.34581815033	22816.247382422032	1.0	0.2526312830938371	0.5640387966708537	0.24650264280724524
r_0113	92559.84894354007	23383.513401578268	52207.34581815033	22816.247382422032	1.0	0.2526312830938371	0.5640387966708537	0.24650264280724524
r_0114	92559.84894354007	23383.513401578268	52207.34581815033	22816.247382422032	1.0	0.2526312830938371	0.5640387966708537	0.24650264280724524
r_0115	7838.326344119319	7809.178985559743	7411.354800001306	7096.32236650502	1.0	0.9962814308463382	0.945527715308977	0.905336427058694
r_0118	2635.5991457879336	3222.652741921757	1797.0201620376567	1942.1057478267833	0.8178352918708371	1.0	0.5576214088043641	0.6026419547359149
r_0120	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0121	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0122	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0123	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0124	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0125	4327.145538026097	4373.86009766637	3559.291934027027	3227.35907009211	0.9893196036002163	1.0	0.8137644676669132	0.7378743256589381
r_0126	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0127	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0128	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0129	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0130	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0131	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0132	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0133	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0134	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0135	2326.807758574597	4665.4355520686395	3796.2493880007037	4753.211646645306	0.48952328058372857	0.981533308192027	0.7986703875641638	1.0
r_0137	3621.6772814078	4480.679197898214	3932.2451208208963	4831.8606913502235	0.749540914515843	0.9273196153852947	0.8138159131657545	1.0
r_0139	1263.7764220263632	824.3267027212734	585.6348619658856	293.1498573837824	1.0	0.652272576346639	0.46340068682945323	0.2319633855122414
r_0142	4745.756434010374	5108.799113680707	3034.51245263873	2786.1546283339467	0.928937765687801	1.0	0.5939776423215969	0.5453639037935516
r_0143	2775.6417538056066	2734.5104562951833	2250.2884664090666	2485.8222934523533	1.0	0.9851813378098851	0.8107272717467078	0.8955847021843183
r_0144	10176.183888153653	6386.184430997379	3704.5114636485164	2757.5293579727863	1.0	0.6275618150367442	0.36403739401378443	0.2709787272204165
r_0145	3898.8024326113336	2091.203693436683	1223.2140995303332	627.6336631983404	1.0	0.5363707778431953	0.313740980896806	0.16098114075966782
r_0146	1759.2506993139832	2329.4181247929264	3763.875299670753	7699.308754916477	0.2284946292341627	0.3025489948439139	0.48885885986417804	1.0
r_0147	7486.689629027606	5951.316313879102	5172.86933705222	5028.45616022767	1.0	0.7949195984837529	0.6909421377635081	0.671652814447015
r_0148	6097.997065257715	6800.155937113924	5774.5820701836665	5519.965650281515	0.8967437102399428	1.0	0.8491837721936824	0.8117410396656671
